inchikey,canonical_smiles,source,source_id,role,is_flavonoid_core,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,qed
ODFCTVKAFKIYJI-OFVDEFNUSA-N,COc1cc(C2Oc3c(O)ccc([C@H]4CC(=O)c5c(O)cc(O)cc5O4)c3C2CO)ccc1O,COCONUT,CNP0271209.4,coverage,True,466.44,3.434,145.91,5,9,4,3,0.24,0.39
MGYBYJXAXUBTQF-XXBQQQMPSA-N,CC1O[C@@H](OCC2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)[C@@H](O)[C@H]2O)[C@@H](O)C(O)[C@H]1O,COCONUT,CNP0145608.9,coverage,True,594.52,-1.393,249.2,9,15,6,3,0.444,0.149
PREKJVTWKHSPSU-TZOXQZSUSA-N,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C(CO[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)[C@H]1O,COCONUT,CNP0425645.2,coverage,True,772.67,-0.745,315.96,11,19,10,4,0.333,0.054
WQJPXRDOEHYGGB-JSFRVRAOSA-N,O=C(OCC1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)[C@@H](O)[C@@H]1O)c1ccccc1,COCONUT,CNP0358934.2,coverage,True,552.49,1.62,196.35,6,12,6,4,0.214,0.15
HAQVXLCFBZPLIA-QPEMLQKNSA-N,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c3o2)cc1,COCONUT,CNP0250750.2,coverage,True,506.46,0.37,177.51,5,12,7,3,0.375,0.298
QNYPRYPGCNHMRA-QOELXYOVSA-N,COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4OC(CO[C@@H]5OCC(O)(CO)[C@@H]5O)[C@@H](O)[C@H](O)C4O)cc3o2)ccc1O,COCONUT,CNP0425758.2,coverage,True,594.52,-1.477,238.2,8,15,8,3,0.444,0.148
DBKLYDRODYBAGT-IPIGIXCDSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3OC[C@@H](O)[C@H](O)C3O[C@@H]3OC[C@@H](O)[C@H](O)C3O)c(O)c(O)c12,COCONUT,CNP0250234.2,coverage,True,566.47,-1.437,249.2,9,15,5,3,0.4,0.16
AVIYDUVKGLRVQV-BFGUATJOSA-N,COc1cc(-c2cc(=O)c3c(O[C@@H]4OC(C)[C@H](O)C(O)[C@@H]4O)c(OC)c(OC)cc3o2)cc(OC)c1O,COCONUT,CNP0359897.2,coverage,True,520.49,1.406,166.51,4,12,7,3,0.4,0.354
AEXWEXJMVYGXPS-OZPKPEJDSA-N,CC1O[C@@H](O[C@H]2C(C)O[C@@H](Oc3cc(-c4cc(=O)c5c(O)cc(O)cc5o4)cc(O)c3O)[C@@H](O)C2O)[C@@H](O)C(O)[C@H]1O,COCONUT,CNP0423741.2,coverage,True,594.52,-0.66,249.2,9,15,5,3,0.444,0.166
SDLWFLYLRVZYDS-GHPJCAHPSA-N,CC(O)(CC(=O)O)CC(=O)OCC1O[C@@H](Oc2cc3oc(-c4ccc(O)c(O[C@@H]5OC(C(=O)O)[C@@H](O)[C@H](O)C5O)c4)cc(=O)c3c(O)c2O)C(O)[C@@H](O)[C@@H]1O,COCONUT,CNP0425959.2,coverage,True,784.63,-2.807,370.33,12,20,12,3,0.455,0.065
KMYUBNLNPRIIHP-HDWZAORYSA-N,Cc1c(O[C@@H]2OC(COC(=O)CC(C)(O)CC(=O)O)[C@@H](O)[C@H](O)C2O)c(C)c2oc(-c3ccccc3)cc(=O)c2c1O,COCONUT,CNP0174560.3,coverage,True,588.56,1.128,213.42,6,12,9,3,0.414,0.194
YFGCAELKAPEXJG-ZXMCQGRKSA-N,CC1O[C@@H](OC2[C@H](OCC3O[C@@H](Oc4c(-c5ccc(O)cc5)oc5cc(O)cc(O)c5c4=O)C(O)[C@@H](O)[C@H]3O)OC(CO)[C@@H](O)[C@@H]2O)[C@@H](O)C(O)[C@H]1O,COCONUT,CNP0134181.2,coverage,True,756.66,-3.568,328.35,12,20,9,3,0.545,0.1
HUGBFYOPUYQSCP-PPJOHYRRSA-N,COc1cc(-c2oc3cc(OC)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c(O)c3c(=O)c2O)ccc1O,COCONUT,CNP0424600.3,coverage,True,508.43,-0.227,208.74,7,13,6,3,0.348,0.23
UMLQYKKIQCBBDM-VMABBFEDSA-N,CC1O[C@@H](O[C@H]2C(O)[C@@H](O)C(C)O[C@H]2Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)C(O)[C@H]1O,COCONUT,CNP0151989.3,coverage,True,610.52,-0.954,269.43,10,16,5,3,0.444,0.156
RPGJKSCSVDFKDH-NZEUTLFGSA-N,CC1O[C@@H](Oc2c(-c3cc(O)c(O)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)C(O)[C@H]1O,COCONUT,CNP0257516.2,coverage,True,626.52,-2.333,289.66,11,17,6,3,0.444,0.128
QYLKPOARSREGIU-IZPYGPCZSA-N,O=C(OC1[C@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)OC(CO)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1,COCONUT,CNP0217974.3,coverage,True,632.48,0.148,297.5,11,17,6,4,0.214,0.1
YXYCRKXYUVVKEF-GAKUOZMUSA-N,O=C(/C=C/c1ccc(O)cc1)OCC1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)[C@@H](O)[C@@H]1O,COCONUT,CNP0426755.2,coverage,True,626.52,1.137,257.04,9,15,7,4,0.2,0.079
ZYMWMZFDSLSZLA-VGRWJUBTSA-N,COc1cc(-c2oc3c(OC)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)cc(O)c3c(=O)c2O[C@@H]2OC(CO[C@@H]3OC(C)[C@H](O)C(O)[C@@H]3O)[C@@H](O)[C@H](O)C2O)ccc1O,COCONUT,CNP0298396.2,coverage,True,816.72,-3.902,346.81,12,22,11,3,0.571,0.088
HOTRKBCNUPCEGJ-HVCJSPIUSA-N,CC(=O)O[C@H]1C(O)[C@@H](O)C(C)O[C@H]1Oc1c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,COCONUT,CNP0324060.2,coverage,True,506.42,0.765,216.58,7,13,4,3,0.304,0.192
OQZJWEMBBHKFKJ-OLZGPRFMSA-N,COc1ccc(-c2oc3c(OC)c(OC)cc(O[C@@H]4OC(CO)[C@H](O)[C@H](O)C4O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c3c(=O)c2O)c(O)c1,COCONUT,CNP0321223.2,coverage,True,684.6,-2.1,276.89,9,18,10,3,0.5,0.111
SFBFBTDIDWLYBW-YALKHENMSA-N,COc1cc(O)c2c(=O)c(OC)c(-c3cc(OC)c(O)cc3O[C@@H]3OC(CO)[C@@H](O[C@@H]4OC(CO)[C@H](O)[C@H](O)C4O)[C@H](O)C3O)oc2c1,COCONUT,CNP0425970.2,coverage,True,684.6,-2.1,276.89,9,18,10,3,0.5,0.111
XHSLMHXCQNTDSB-QULMBJQJSA-N,COc1ccc(-c2oc3cc4c(c(OC)c3c(=O)c2O[C@@H]2OC[C@@H](O)[C@H](O)C2O)OCO4)cc1O,COCONUT,CNP0369802.2,coverage,True,490.42,0.729,166.51,4,12,5,3,0.348,0.397
QZRLCSNTKHSVAP-UFUQDQTFSA-N,COc1c(-c2ccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)C(O)C3O)cc2)oc2cc3c(c(O)c2c1=O)OCO3,COCONUT,CNP0232636.2,coverage,True,504.4,0.174,194.58,5,12,5,3,0.304,0.316
VRDVBYFMIGJXEG-ACOOXCBMSA-N,COc1c(O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)cc2oc(-c3ccc(O)c(O)c3O)c(OC)c(=O)c2c1O,COCONUT,CNP0126366.2,coverage,True,524.43,-0.522,228.97,8,14,6,3,0.348,0.19
CPQQGBFDSMDQET-JNWUDHPISA-N,COc1ccc(-c2oc3c(OC)c(O[C@@H]4OC(CO)[C@H](O)[C@H](O[C@@H]5OC(CO)[C@@H](O)[C@H](O)C5O)C4O)c(OC)c(O)c3c(=O)c2OC)cc1,COCONUT,CNP0424052.2,coverage,True,698.63,-1.797,265.89,8,18,11,3,0.516,0.11
AHIXHBMUHIBLGS-XBIRLUIQSA-N,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)cc(O)c3c(=O)c2O[C@@H]2OC(C)[C@H](OC(C)=O)C(O[C@@H]3OC(COC(C)=O)[C@@H](O)[C@H](O)C3OC(C)=O)[C@@H]2O)cc1,COCONUT,CNP0148303.3,coverage,True,964.92,-0.395,335.56,8,23,15,3,0.556,0.055
IINPFAXRBBMPBJ-BCNKTGMKSA-N,COc1ccc(-c2oc3c(CCC(C)(C)OC)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)cc(O)c3c(=O)c2O)cc1,COCONUT,CNP0424668.2,coverage,True,562.57,1.416,188.51,6,12,9,3,0.464,0.22
UETPEBBTEWIQAH-XDURFPSFSA-N,Cc1c(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2OC(C)[C@H](O)C(O)[C@@H]2O)cc(OC(=O)c2cc(O)c(O)c(O)c2)c(O)c1O,COCONUT,CNP0223638.2,coverage,True,630.51,1.133,277.27,10,16,5,4,0.241,0.084
VZBJDZWPLLGMPG-RXXFJNAJSA-N,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3OCC(O)(CO)[C@@H]3O)c(O)c([C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)c(O)c12,COCONUT,CNP0209159.2,coverage,True,564.5,-1.753,250.97,10,14,5,3,0.423,0.165
ACRIYYKEWCXQOS-GHNRPRQFSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O[C@@H]3OCC(O)[C@H](O)C3O)c(O)c12,COCONUT,CNP0165615.5,coverage,True,564.5,-1.445,239.97,9,14,5,3,0.423,0.172
ALLVRAGQSBKQBO-SHVYQFHBSA-N,O=C1c2c(O)cc(O)c([C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)c2O[C@H](c2ccc(O)cc2)[C@H]1O,COCONUT,CNP0423772.2,coverage,True,450.4,-1.004,197.37,8,11,3,2,0.381,0.285
QBRPMUNMCISYMM-QSKBEBRPSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3OC(CO[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)[C@@H](O)[C@H](O)C3O)c(O)c12,COCONUT,CNP0138187.5,coverage,True,594.52,-2.084,260.2,10,15,6,3,0.444,0.147
CEZSSSKWSMJSKP-OEMYLOCWSA-N,COc1cc(O)c([C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)c2oc(-c3ccc(O)c(O)c3)cc(=O)c12,COCONUT,CNP0353711.2,coverage,True,462.41,0.1,190.28,7,11,4,3,0.318,0.26
LDVNKZYMYPZDAI-KCNCPXTDSA-N,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3OCC(O)[C@H](O)C3O)c(O)c([C@@H]3OCC(O)[C@H](O)C3O)c(O)c12,COCONUT,CNP0209010.10,coverage,True,534.47,-1.115,230.74,9,13,3,3,0.4,0.194
CVZRJHQOZKXOTI-CVWAGCFTSA-N,COc1cc2oc(-c3ccc(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)cc3)cc(=O)c2c(O)c1[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O[C@@H]1OC(C)[C@H](O)C(O)[C@@H]1O,COCONUT,CNP0318817.2,coverage,True,754.69,-3.28,308.12,11,19,9,3,0.559,0.102
ACQJLHGCCNJDOD-SGPBMOKSSA-N,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O[C@@H]1OCC(O)(CO)[C@@H]1O,COCONUT,CNP0081349.2,coverage,True,578.52,-1.14,228.97,8,14,7,3,0.444,0.166
QHYZEVPULSDUSA-NRNYDKAHSA-N,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3OC(CO[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)[C@@H](O)[C@H](O)C3O)c(O)cc(O)c12,COCONUT,CNP0198281.2,coverage,True,594.52,-2.084,260.2,10,15,6,3,0.444,0.147
YQIWCUKZIPUVPY-XPUQWHPWSA-N,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O[C@@H]1OC[C@H](O)[C@H](O)C1O,COCONUT,CNP0349534.3,coverage,True,578.52,-1.142,228.97,8,14,6,3,0.444,0.173
SJJKJSJCDCJFNW-FURDYBDBSA-N,CC1O[C@@H](c2c(O)cc3oc(-c4ccc(O[C@@H]5OC(CO)[C@@H](O)[C@H](O)C5O)cc4)cc(=O)c3c2O)C[C@@H](O)[C@@H]1O,COCONUT,CNP0244706.5,coverage,True,562.52,-0.378,219.74,8,13,5,3,0.444,0.199
DYQYRCPNMMAFPB-WFMUANDJSA-N,COc1ccc(-c2cc(=O)c3c(O)c([C@@H]4OC(CO[C@@H]5OCC(O)(CO)[C@@H]5O)[C@@H](O)[C@H](O)C4O)c(O)cc3o2)cc1,COCONUT,CNP0424238.2,coverage,True,578.52,-1.14,228.97,8,14,7,3,0.444,0.166
AKSCHGHGSDJKKV-OZRRIRJPSA-N,COc1ccc(-c2cc(=O)c3c(O)c([C@@H]4OC(CO)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)C5O)C4O)c(O)cc3o2)cc1,COCONUT,CNP0423769.2,coverage,True,578.52,-1.142,228.97,8,14,6,3,0.444,0.173
XWMNERHJDTUVJN-GZWGXFAISA-N,OCC1O[C@@H](O[C@@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)cc2)C(O)C(O)[C@@H]1O,COCONUT,CNP0164502.3,coverage,True,436.41,-0.335,169.3,7,10,4,2,0.429,0.337
SKGHMIPXASYQPA-QCHMDTEGSA-N,O=C(/C=C/c1ccccc1)OC1[C@H](O[C@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)OC(CO)[C@@H](O)[C@@H]1O,COCONUT,CNP0201655.2,coverage,True,582.56,1.635,195.6,7,12,7,3,0.3,0.121
UATBGOUAROWWQR-RGYOVVGASA-N,COc1c(O)cc2c(c1O)CC(O[C@H]1OC[C@@H](O[C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)C(O)C1O)C(c1ccc(O)c(O)c1)O2,COCONUT,CNP0320918.2,coverage,True,614.55,-2.158,257.68,10,16,7,2,0.556,0.149
LCSWUKTXJWVVJX-JEXKWBCMSA-N,OCC1O[C@@H](Oc2cc([C@H]3Oc4cc(O)cc(O[C@@H]5OC(CO)[C@@H](O)[C@H](O)C5O)c4C[C@@H]3O)ccc2O)C(O)[C@@H](O)[C@@H]1O,COCONUT,CNP0177795.2,coverage,True,614.55,-3.508,268.68,11,16,7,2,0.556,0.144
PWKAVSCALZMWDV-SHADNABPSA-N,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2-c2c([C@H]3Oc4cc(O)cc(O)c4C[C@@H]3O)ccc(O)c2O)[C@H]1O,COCONUT,CNP0196143.1,coverage,True,592.51,2.713,237.83,10,13,3,4,0.167,0.154
MHWVBARLTAQLTL-HVOQYGEJSA-N,O=C1c2ccc(O)c(O)c2OC2c3ccc(Oc4cc([C@H]5Oc6cc(O)ccc6C[C@@H]5O)ccc4O)c(O)c3CO[C@@H]12,COCONUT,CNP0329269.1,coverage,True,572.52,4.259,175.37,6,11,3,4,0.194,0.194
KJHVUKFVUVEKRC-PJXFSZIDSA-N,O=c1c(O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2O)c(-c2cc(O)c(O)c(O)c2-c2c([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)cc(O)c(O)c2O)oc2cc(O)cc(O)c12,COCONUT,CNP0293329.1,coverage,True,784.63,0.399,361.35,15,20,6,5,0.25,0.104
JGOTXORLVJKLDL-KBJUPQRZSA-N,Oc1ccc([C@H]2Oc3c(O)c(O)cc(-c4c(O)cc(O)c5c4O[C@H](c4ccc(O)c(O)c4)[C@@H](O)C5)c3C[C@@H]2O)cc1O,COCONUT,CNP0543001.1,coverage,True,578.53,3.073,220.76,10,12,3,4,0.2,0.159
MIFNNWIZHGVHPR-IRFMAGHWSA-N,Oc1cc(O)c(CC(O)C(c2ccc(O)c(O)c2)c2c(O)cc3c(c2O)C[C@H](O)[C@@H](c2ccc(O)c(O)c2)O3)c(O)c1,COCONUT,CNP0259904.1,coverage,True,580.54,2.81,231.76,11,12,6,4,0.2,0.148
IYSVAHHNEAGSMC-FEMXOOCDSA-N,CC1O[C@@H](Oc2ccc(-c3cc(=O)c4c(O)cc(O[C@@H]5O[C@@H](C(=O)O)[C@@H](O)C(O)C5O)cc4o3)cc2)[C@@H](O)C(O)[C@H]1O,COCONUT,CNP0301022.2,coverage,True,592.51,-1.357,246.04,8,14,6,3,0.407,0.165
UTUISHMYVAZILQ-JTSUEFONSA-N,O=C(/C=C/c1ccc(O)cc1)O[C@@H]1C(CO)O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)[C@H]1O,COCONUT,CNP0230943.4,coverage,True,578.53,2.02,196.35,6,12,7,4,0.2,0.138
UTUISHMYVAZILQ-PRIRWYCFSA-N,O=C(/C=C\c1ccc(O)cc1)O[C@@H]1C(CO)O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)[C@H]1O,COCONUT,CNP0230943.5,coverage,True,578.53,2.02,196.35,6,12,7,4,0.2,0.138
RIEOGMJFSBPALR-LYWVHSHHSA-N,CC(O[C@@H]1OC(C(=O)O)[C@@H](O)[C@H](O)C1O)C(=O)Oc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,COCONUT,CNP0311663.4,coverage,True,518.43,0.074,213.42,6,12,6,3,0.292,0.189
RLRNEHZJFFGOEN-CNLCSGRYSA-N,CC(=O)OC1[C@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)OC(CO)[C@@H](O)[C@@H]1OC(C)=O,COCONUT,CNP0168508.3,coverage,True,516.46,1.191,182.19,4,12,6,3,0.32,0.344
XWKQNYZOJMXAQE-VRIZGNJWSA-N,CC(=O)OCC1O[C@@H](Oc2cc(O)cc3oc(-c4ccc(O)cc4)cc(=O)c23)C(O[C@@H]2OC(C)[C@H](O)C(O)[C@@H]2O)[C@@H](O)[C@@H]1O,COCONUT,CNP0133930.2,coverage,True,620.56,-0.528,235.04,7,15,7,3,0.448,0.165
WZEYEVDCZWOQJH-SBUOIAKESA-N,COc1cc(O[C@@H]2OC(COC(=O)CC(=O)O)[C@@H](O)[C@H](O)C2O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,COCONUT,CNP0290597.2,coverage,True,532.45,0.379,202.42,5,12,8,3,0.32,0.197
RVQHAYGFBOZFPZ-KTNSHLTISA-N,CC(=O)OCC1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O[C@@H]5OC(CO)[C@@H](O)C(O)C5O)cc4)oc3c2)C(O)[C@@H](O)[C@@H]1O,COCONUT,CNP0295850.2,coverage,True,636.56,-1.906,255.27,8,16,8,3,0.448,0.126
QZOBONFUOPKXNI-XBBPDVRASA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4OC(CO[C@@H]5OC(C)[C@H](OC(C)=O)[C@H](O)C5O)[C@@H](O)[C@H](O)C4O)cc3o2)cc1,COCONUT,CNP0382612.2,coverage,True,634.59,-0.224,224.04,6,15,8,3,0.467,0.176
JBQUODZYFWCFIH-IGHFJINBSA-N,CC(=O)OCC1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O[C@@H]5OC(CO)[C@@H](O)C(O)C5O)cc4)oc3c2)C(O)[C@@H](O)[C@@H]1OC(C)=O,COCONUT,CNP0238342.2,coverage,True,678.6,-1.335,261.34,7,17,9,3,0.452,0.129
JNGIOHRDWMHQEK-VZMLXNGNSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4OC(C(=O)O)[C@@H](O)[C@H](O)C4O[C@@H]4OC(C(=O)O)[C@@H](O)[C@H](O)C4O)cc3o2)cc1,COCONUT,CNP0183874.3,coverage,True,636.52,-1.638,272.34,8,15,8,3,0.393,0.138
CEGDSBAORURRFV-YRFHSESJSA-N,CC1O[C@@H](OC2[C@H](Oc3cc4oc(-c5ccc(O)cc5)cc(=O)c4c(O)c3O)OC(CO)[C@@H](O)[C@@H]2O)C(O)[C@@H](O)[C@H]1O,COCONUT,CNP0305808.2,coverage,True,594.52,-1.393,249.2,9,15,6,3,0.444,0.149
JNNRILAYMZYEQB-SLYRBRRESA-N,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)cc3o2)cc1,COCONUT,CNP0167582.5,coverage,True,476.43,0.361,168.28,5,11,6,3,0.348,0.333
CMAUMDKYDZZLTH-LZIXYWLMSA-N,CC1O[C@@H](OCC2O[C@@H](Oc3cc4oc(-c5ccc(O)cc5)cc(=O)c4c(O)c3O)C(O)[C@@H](O)[C@@H]2O)C(O)[C@@H](O)[C@H]1O,COCONUT,CNP0171492.3,coverage,True,594.52,-1.393,249.2,9,15,6,3,0.444,0.149
CWIZJGIOHRXGPF-IZXHOUQPSA-N,C/C=C/C(=O)OCC1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)[C@@H](O)[C@@H]1O,COCONUT,CNP0306319.2,coverage,True,500.46,1.177,176.12,5,11,6,3,0.28,0.243
WKCLNKNXMSVMEW-CVQWCXGPSA-N,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O[C@@H]4OC(C)[C@H](O)[C@H](O)C4O)cc3o2)cc1,COCONUT,CNP0320475.2,coverage,True,460.44,1.389,148.05,4,10,5,3,0.348,0.44
KOGPJTPYKUFLQN-VCQYLLCKSA-N,COc1ccc(-c2cc(=O)c3c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c(OC)c(OC)cc3o2)cc1,COCONUT,CNP0138762.2,coverage,True,490.46,0.664,157.28,4,11,7,3,0.375,0.369
PTKNECMMKRDZEG-ZVAVYKISSA-N,O=c1cc(-c2ccc(O)cc2)oc2c(O)c(O[C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O[C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)cc(O)c12,COCONUT,CNP0198254.4,coverage,True,610.52,-2.42,269.43,10,16,7,3,0.444,0.125
SSLQZEOVXSUHHA-YXMIPKSVSA-N,O=C(O)CC(=O)OCC1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)C(O)[C@@H](O)[C@@H]1O,COCONUT,CNP0212068.2,coverage,True,534.43,-0.219,233.65,7,13,7,3,0.292,0.118
KSWNCDDLOQQQKB-HSQINTTRSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4OC(COC(C)=O)[C@@H](O)[C@H](O)C4O)cc3o2)cc1,COCONUT,CNP0193540.3,coverage,True,488.45,0.924,165.12,4,11,6,3,0.333,0.365
NXDNDRJNQJPXGJ-INUHJFQCSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O[C@@H]4OC(COC(C)=O)[C@@H](O)[C@H](O)C4O)c(O)c3o2)cc1,COCONUT,CNP0366336.3,coverage,True,666.59,-1.546,264.5,8,17,9,3,0.467,0.095
ZMYPSKWZWWORAM-XHOQVIGFSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(O[C@@H]4OC(C(=O)O)[C@@H](O)[C@H](O)C4O)c3o2)cc1,COCONUT,CNP0405122.2,coverage,True,476.39,0.151,196.35,6,11,5,3,0.273,0.292
IXUDTZUOBGRRSD-OOKBJPBESA-N,COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)ccc1O[C@@H]1OC(C(=O)O)[C@@H](O)C(O)C1O,COCONUT,CNP0247486.2,coverage,True,536.44,0.168,214.81,6,13,7,3,0.333,0.237
RHTMFBCTQXIHQT-UBDDMFCLSA-N,COc1cc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)ccc1O[C@@H]1OC(CO)[C@H](O)C(O)C1O,COCONUT,CNP0205356.3,coverage,True,536.49,0.379,186.74,5,13,8,3,0.4,0.266
TYEYAUURGXCDJR-BOWCBMMSSA-N,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,COCONUT,CNP0206228.3,coverage,True,480.38,-0.833,230.74,9,13,4,3,0.286,0.164
XLAIEMDZJHCSTR-MEFPPBIVSA-N,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1O[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O,COCONUT,CNP0114318.2,coverage,True,536.49,0.379,186.74,5,13,8,3,0.4,0.266
MESCRWMETWYMMC-MNMHQUSWSA-N,COc1c(O)cc(O)c2c(=O)c(O[C@@H]3OC(CO[C@@H]4OC(C)[C@H](O)[C@H](O)C4O)[C@H](O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc12,COCONUT,CNP0271579.2,coverage,True,640.55,-1.678,278.66,10,17,7,3,0.464,0.129
FUCSPAVAKNCMBN-MEKVGDFYSA-N,COc1cc(-c2oc3cc(OC)c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c(O)c3c(=O)c2OC)ccc1O,COCONUT,CNP0207565.2,coverage,True,522.46,0.076,197.74,6,13,7,3,0.375,0.244
OQGHLKIINJRWAG-IGCQMJPPSA-N,O=C(O)C1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3c(O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)c(O)cc(O)c3c2=O)C(O)C(O)[C@@H]1O,COCONUT,CNP0152714.2,coverage,True,656.5,-3.268,326.96,12,18,7,3,0.407,0.111
TYEYAUURGXCDJR-QULTXIBMSA-N,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,COCONUT,CNP0206228.4,coverage,True,480.38,-0.833,230.74,9,13,4,3,0.286,0.164
SJRXVLUZMMDCNG-LCLWFRIQSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O[C@@H]3OC(CO)[C@@H](O)[C@H](O)C3O)c(O)cc(O)c12,COCONUT,CNP0200027.3,coverage,True,480.38,-0.833,230.74,9,13,4,3,0.286,0.208
