inchikey,canonical_smiles,source,source_id,role,is_flavonoid_core,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,qed
GXLVKSWWJRJBMC-VVSTWUKXSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(OCCN5CCOCC5)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0074467.1,coverage,True,723.68,-1.682,270.9,9,18,10,3,0.545,0.106
IYVFNTXFRYQLRP-VVSTWUKXSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0150586.1,coverage,True,742.68,-2.691,297.12,10,19,15,3,0.545,0.076
IKGXIBQEEMLURG-NVPNHPEKSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0268715.1,coverage,True,610.52,-1.687,269.43,10,16,6,3,0.444,0.14
GZSOSUNBTXMUFQ-YFAPSIMESA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,COCONUT,CNP0188525.1,coverage,True,608.55,-1.09,238.2,8,15,7,3,0.464,0.159
MBHXKZDTQCSVPM-BDAFLREQSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0290080.1,coverage,True,654.57,-2.022,278.66,10,17,9,3,0.483,0.111
XYFLWVOTXWXNAM-WTNNCJBMSA-N,COc1ccc(-c2cc(=O)c3c(OCCO)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,COCONUT,CNP0074768.1,coverage,True,652.6,-1.424,247.43,8,16,10,3,0.5,0.125
QUQPHWDTPGMPEX-QJBIFVCTSA-N,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,COCONUT,CNP0140888.1,coverage,True,610.57,-1.157,234.29,8,15,7,2,0.536,0.185
DWZAJFZEYZIHPO-UHFFFAOYSA-N,COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1,COCONUT,CNP0224273.0,coverage,True,344.32,2.897,98.36,2,7,4,3,0.167,0.751
DANYIYRPLHHOCZ-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,COCONUT,CNP0248340.0,coverage,True,284.27,2.88,79.9,2,5,2,3,0.062,0.756
MBNGWHIJMBWFHU-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,COCONUT,CNP0246782.0,coverage,True,300.27,2.585,100.13,3,6,2,3,0.062,0.672
DRRWBCNQOKKKOL-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,COCONUT,CNP0156199.0,coverage,True,344.32,2.897,98.36,2,7,4,3,0.167,0.751
GLAAQZFBFGEBPS-UHFFFAOYSA-N,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)ccc1O,COCONUT,CNP0257120.0,coverage,True,330.29,2.594,109.36,3,7,3,3,0.118,0.677
YUSWMAULDXZHPY-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0311925.0,coverage,True,538.46,5.134,181.8,6,10,3,6,0.0,0.177
BORWSEZUWHQTOK-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0211621.0,coverage,True,538.46,5.134,181.8,6,10,3,6,0.0,0.177
HHGPYJLEJGNWJA-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,COCONUT,CNP0324505.0,coverage,True,358.35,3.2,87.36,1,7,5,3,0.211,0.749
KQFUXLQBMQGNRT-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(OC)c3)oc2c1,COCONUT,CNP0392086.0,coverage,True,344.32,2.897,98.36,2,7,4,3,0.167,0.751
LLSDPOXYUGFOKC-UHFFFAOYSA-N,COc1cc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)ccc1Oc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1OC,COCONUT,CNP0080286.0,coverage,True,642.57,5.883,187.49,4,13,8,6,0.118,0.144
PUPKKEQDLNREIM-QNSQPKOQSA-N,C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0219489.1,coverage,True,578.52,-0.716,228.97,8,14,5,3,0.444,0.187
SGEWCQFRYRRZDC-VPRICQMDSA-N,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,COCONUT,CNP0190943.1,coverage,True,432.38,0.092,181.05,7,10,3,3,0.286,0.3
JPMYFOBNRRGFNO-UHFFFAOYSA-N,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,COCONUT,CNP0145919.0,coverage,True,284.27,2.88,79.9,2,5,2,3,0.062,0.756
IZQSVPBOUDKVDZ-UHFFFAOYSA-N,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,COCONUT,CNP0304008.0,coverage,True,316.26,2.291,120.36,4,7,2,3,0.062,0.572
IYRMWMYZSQPJKC-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,COCONUT,CNP0292269.0,coverage,True,286.24,2.282,111.13,4,6,1,3,0.0,0.546
REFJWTPEDVJJIY-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0103504.0,coverage,True,302.24,1.988,131.36,5,7,1,3,0.0,0.434
PFTAWBLQPZVEMU-ZFWWWQNUSA-N,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,COCONUT,CNP0293352.1,coverage,True,290.27,1.546,110.38,5,6,1,2,0.2,0.51
OVSQVDMCBVZWGM-DTGCRPNFSA-N,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0180599.1,coverage,True,464.38,-0.539,210.51,8,12,4,3,0.286,0.229
PCWHVEGCZALKKT-LPLXGARPSA-N,O=C(OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@H]1O)c1ccccc1,COCONUT,CNP0383187.1,coverage,True,568.49,1.326,216.58,7,13,6,4,0.214,0.129
OXGUCUVFOIWWQJ-HQBVPOQASA-N,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,COCONUT,CNP0171505.1,coverage,True,448.38,0.489,190.28,7,11,3,3,0.286,0.276
OVSQVDMCBVZWGM-QSOFNFLRSA-N,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0180599.2,coverage,True,464.38,-0.539,210.51,8,12,4,3,0.286,0.229
QWUHUBDKQQPMQG-UHFFFAOYSA-N,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1O,COCONUT,CNP0159741.0,coverage,True,316.27,2.291,120.36,4,7,2,3,0.062,0.535
KMOUJOKENFFTPU-QNDFHXLGSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,COCONUT,CNP0103424.1,coverage,True,432.38,0.05,170.05,6,10,4,3,0.286,0.331
SUYJZKRQHBQNCA-LSDHHAIUSA-N,O=C1c2c(O)cc(O)cc2O[C@H](c2ccccc2)[C@H]1O,COCONUT,CNP0226937.1,coverage,True,272.26,1.775,86.99,3,5,1,2,0.133,0.736
URFCJEUYXNAHFI-ZDUSSCGKSA-N,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,COCONUT,CNP0175595.1,coverage,True,256.26,2.804,66.76,2,4,1,2,0.133,0.823
RTIXKCRFFJGDFG-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,COCONUT,CNP0280624.0,coverage,True,254.24,2.871,70.67,2,4,1,3,0.0,0.7
QIEMGQKOGFTYLN-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1OC,COCONUT,CNP0270093.0,coverage,True,344.32,2.897,98.36,2,7,4,3,0.167,0.702
NIMIDMFTGGTHOH-JKSUJKDBSA-N,COc1cc(O)cc2c1C(=O)[C@H](O)[C@@H](c1ccccc1)O2,COCONUT,CNP0249967.1,coverage,True,286.28,2.078,75.99,2,5,2,2,0.188,0.884
QQQCWVDPMPFUGF-ZDUSSCGKSA-N,COc1cc(O)cc2c1C(=O)C[C@@H](c1ccccc1)O2,COCONUT,CNP0239454.1,coverage,True,270.28,3.107,55.76,1,4,2,2,0.188,0.911
QPOCKDYYXFOBCM-JKSUJKDBSA-N,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)[C@@H](O)C2=O,COCONUT,CNP0293091.1,coverage,True,286.28,2.078,75.99,2,5,2,2,0.188,0.884
SQFSKOYWJBQGKQ-UHFFFAOYSA-N,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,COCONUT,CNP0291526.0,coverage,True,300.27,2.585,100.13,3,6,2,3,0.062,0.672
LDRJANCOJOKOPS-UHFFFAOYSA-N,COc1cc(O)cc2oc(-c3ccccc3)c(O)c(=O)c12,COCONUT,CNP0145877.0,coverage,True,284.27,2.88,79.9,2,5,2,3,0.062,0.756
ORJDDOBAOGKRJV-AWEZNQCLSA-N,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,COCONUT,CNP0280813.1,coverage,True,270.28,3.107,55.76,1,4,2,2,0.188,0.911
LZERJKGWTQYMBB-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,COCONUT,CNP0311798.0,coverage,True,298.29,3.183,68.9,1,5,3,3,0.118,0.804
PFTAWBLQPZVEMU-UKRRQHHQSA-N,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,COCONUT,CNP0293352.2,coverage,True,290.27,1.546,110.38,5,6,1,2,0.2,0.51
MXKKFADFYXJREN-TXZJYACMSA-N,Oc1ccc([C@]23Oc4cc(O)cc(O)c4[C@H](c4c(cc(O)c5c4O[C@H](c4ccc(O)c(O)c4)[C@@H](O)C5)O2)[C@H]3O)cc1,COCONUT,CNP0317207.1,coverage,True,560.51,3.088,189.53,8,11,2,4,0.2,0.168
MMBACJOZVSORQJ-KTJIKPCYSA-N,Oc1ccc([C@H]2Oc3c(c(O)cc4c3[C@H]3c5c(O)cc6c(c5O[C@@](c5ccc(O)cc5)(O4)[C@H]3O)[C@H]3c4c(O)cc(O)cc4O[C@@](c4ccc(O)cc4)(O6)[C@@H]3O)C[C@@H]2O)cc1,COCONUT,CNP0329359.1,coverage,True,814.75,4.924,248.45,10,15,3,6,0.2,0.114
PENVZGWIOSIDJF-DEOSSOPVSA-N,COc1cc(O)cc2c1C(=O)C[C@@H](c1ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c1)O2,COCONUT,CNP0332590.1,coverage,True,554.51,5.37,166.89,5,10,4,5,0.097,0.195
KZNIFHPLKGYRTM-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,COCONUT,CNP0251015.0,coverage,True,270.24,2.577,90.9,3,5,1,3,0.0,0.632
MYXNWGACZJSMBT-VJXVFPJBSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,COCONUT,CNP0198174.1,coverage,True,432.38,0.092,181.05,7,10,3,3,0.286,0.3
OWQLBLNRUZULFV-UHFFFAOYSA-N,COc1c(-c2ccccc2)oc2c(OC)c(O)cc(O)c2c1=O,COCONUT,CNP0321697.0,coverage,True,314.29,2.888,89.13,2,6,3,3,0.118,0.772
CILMBWBPHLLNEH-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC,COCONUT,CNP0311082.0,coverage,True,314.29,2.888,89.13,2,6,3,3,0.118,0.772
JMIFIYIEXODVTO-UHFFFAOYSA-N,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1O,COCONUT,CNP0166298.0,coverage,True,332.26,1.997,140.59,5,8,2,3,0.062,0.449
ZVOLCUVKHLEPEV-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,COCONUT,CNP0376000.0,coverage,True,318.24,1.694,151.59,6,8,1,3,0.0,0.371
SWAJPHCXKPCPQZ-AWEZNQCLSA-N,O=C1C[C@@H](c2ccccc2)Oc2cc(O)ccc21,COCONUT,CNP0316345.1,coverage,True,240.26,3.099,46.53,1,3,1,2,0.133,0.833
LWBHKKLWSUFUNZ-HNNXBMFYSA-N,COc1cc(O)c2c(c1)O[C@H](c1ccc(OC)c(O)c1)CC2=O,COCONUT,CNP0222941.1,coverage,True,316.31,2.822,85.22,2,6,3,2,0.235,0.905
SCZVLDHREVKTSH-UHFFFAOYSA-N,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,COCONUT,CNP0223782.0,coverage,True,300.27,2.585,100.13,3,6,2,3,0.062,0.672
LYYAHCZGHUNIDN-UHFFFAOYSA-N,CC1(C)C=Cc2cc(-c3coc4c5c(cc(O)c4c3=O)OC(C)(C)C=C5)c(O)cc2O1,COCONUT,CNP0436834.0,coverage,True,418.45,5.24,89.13,2,6,1,3,0.24,0.562
PDTJZCUQXSFLDW-FQEVSTJZSA-N,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,COCONUT,CNP0317311.1,coverage,True,406.48,5.497,75.99,2,5,3,2,0.32,0.659
VRUKIMJALJVJOM-FCHUYYIVSA-N,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)[C@@H](O)C3=O)C=CC(C)(C)O2,COCONUT,CNP0324069.1,coverage,True,422.48,4.468,96.22,3,6,3,2,0.32,0.632
DLIKSSGEMUFQOK-SFTVRKLSSA-N,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,COCONUT,CNP0269114.1,coverage,True,434.4,-0.017,166.14,6,10,4,2,0.381,0.385
LUJAXSNNYBCFEE-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1,COCONUT,CNP0386358.0,coverage,True,330.29,2.594,109.36,3,7,3,3,0.118,0.633
ORXQGKIUCDPEAJ-UHFFFAOYSA-N,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1,COCONUT,CNP0228690.0,coverage,True,354.4,4.217,86.99,3,5,6,2,0.19,0.411
TZBJGXHYKVUXJN-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,COCONUT,CNP0174866.0,coverage,True,270.24,2.577,90.9,3,5,1,3,0.0,0.632
ZQSIJRDFPHDXIC-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,COCONUT,CNP0190002.0,coverage,True,254.24,2.871,70.67,2,4,1,3,0.0,0.7
KQMVAGISDHMXJJ-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,COCONUT,CNP0231615.0,coverage,True,284.27,2.88,79.9,2,5,2,3,0.062,0.756
ULSUXBXHSYSGDT-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,COCONUT,CNP0234477.0,coverage,True,372.37,3.503,76.36,0,7,6,3,0.25,0.655
WMBWREPUVVBILR-WIYYLYMNSA-N,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,COCONUT,CNP0258703.1,coverage,True,458.38,2.233,197.37,8,11,3,3,0.136,0.212
PFTAWBLQPZVEMU-DZGCQCFKSA-N,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,COCONUT,CNP0293352.3,coverage,True,290.27,1.546,110.38,5,6,1,2,0.2,0.51
LKMNXYDUQXAUCZ-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,COCONUT,CNP0172176.0,coverage,True,372.37,3.503,76.36,0,7,6,3,0.25,0.655
MRIAQLRQZPPODS-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,COCONUT,CNP0209864.0,coverage,True,402.4,3.512,85.59,0,8,7,3,0.286,0.594
XMOCLSLCDHWDHP-IUODEOHRSA-N,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,COCONUT,CNP0162539.1,coverage,True,306.27,1.252,130.61,6,7,1,2,0.2,0.437
ZCOLJUOHXJRHDI-CMWLGVBASA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,COCONUT,CNP0258154.1,coverage,True,432.38,0.05,170.05,6,10,4,3,0.286,0.331
LSHVYAFMTMFKBA-TZIWHRDSSA-N,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,COCONUT,CNP0278204.1,coverage,True,442.38,2.528,177.14,7,10,3,3,0.136,0.235
KYQZWONCHDNPDP-MKJMBMEGSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,COCONUT,CNP0117429.1,coverage,True,416.38,0.344,149.82,5,9,4,3,0.286,0.406
QAGGRDVXPIXVDQ-UHFFFAOYSA-N,O=c1cc(-c2ccccc2O)oc2cccc(O)c12,COCONUT,CNP0164517.0,coverage,True,254.24,2.871,70.67,2,4,1,3,0.0,0.7
OKRNDQLCMXUCGG-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cccc(O)c12,COCONUT,CNP0358465.0,coverage,True,254.24,2.871,70.67,2,4,1,3,0.0,0.7
LCAWNFIFMLXZPQ-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,COCONUT,CNP0259111.0,coverage,True,254.24,2.871,70.67,2,4,1,3,0.0,0.7
FFULTBKXWHYHFQ-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12,COCONUT,CNP0308966.0,coverage,True,254.24,2.871,70.67,2,4,1,3,0.0,0.7
JRFZSUMZAUHNSL-UHFFFAOYSA-N,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,COCONUT,CNP0283010.0,coverage,True,282.3,3.477,48.67,0,4,3,3,0.118,0.738
XZRIVAKQBKTLEQ-UHFFFAOYSA-N,COc1cc2oc(-c3ccccc3)cc(=O)c2cc1OC,COCONUT,CNP0171440.0,coverage,True,282.3,3.477,48.67,0,4,3,3,0.118,0.738
VHBFFQKBGNRLFZ-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2ccccc12,COCONUT,CNP0216699.0,coverage,True,222.24,3.46,30.21,0,2,1,3,0.0,0.631
IYBLVRRCNVHZQJ-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cccc(O)c12,COCONUT,CNP0179264.0,coverage,True,238.24,3.166,50.44,1,3,1,3,0.0,0.708
SHGLJXBLXNNCTE-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,COCONUT,CNP0106338.0,coverage,True,238.24,3.166,50.44,1,3,1,3,0.0,0.708
IGELAJYEOYKEOS-UHFFFAOYSA-N,COc1ccc2oc(-c3ccc(O)cc3)cc(=O)c2c1,COCONUT,CNP0307904.0,coverage,True,268.27,3.174,59.67,1,4,2,3,0.062,0.775
DZUKXCCSULKRJA-UHFFFAOYSA-N,COc1ccc2c(=O)cc(-c3ccc(O)cc3)oc2c1,COCONUT,CNP0250810.0,coverage,True,268.27,3.174,59.67,1,4,2,3,0.062,0.775
FHHSEFRSDKWJKJ-UHFFFAOYSA-N,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,COCONUT,CNP0401834.0,coverage,True,316.27,2.291,120.36,4,7,2,3,0.062,0.535
IQPNAANSBPBGFQ-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0279503.0,coverage,True,286.24,2.282,111.13,4,6,1,3,0.0,0.511
ARSRJFRKVXALTF-UHFFFAOYSA-N,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0164562.0,coverage,True,302.24,1.988,131.36,5,7,1,3,0.0,0.434
JVXZRQGOGOXCEC-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,COCONUT,CNP0290456.0,coverage,True,286.24,2.282,111.13,4,6,1,3,0.0,0.511
OFYPDAKTVZXXPC-UHFFFAOYSA-N,O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12,COCONUT,CNP0270856.0,coverage,True,270.24,2.577,90.9,3,5,1,3,0.0,0.632
PVFGJHYLIHMCQD-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,COCONUT,CNP0232047.0,coverage,True,270.24,2.577,90.9,3,5,1,3,0.0,0.591
ZXJJBDHPUHUUHD-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,COCONUT,CNP0161928.0,coverage,True,312.32,3.486,57.9,0,5,4,3,0.167,0.738
WCNLFPKXBGWWDS-UHFFFAOYSA-N,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12,COCONUT,CNP0399551.0,coverage,True,286.24,2.282,111.13,4,6,1,3,0.0,0.546
XHEFDIBZLJXQHF-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,COCONUT,CNP0276366.0,coverage,True,286.24,2.282,111.13,4,6,1,3,0.0,0.511
YRRAGUMVDQQZIY-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,COCONUT,CNP0186913.0,coverage,True,318.24,1.694,151.59,6,8,1,3,0.0,0.293
ZDOTZEDNGNPOEW-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,COCONUT,CNP0284245.0,coverage,True,302.24,1.988,131.36,5,7,1,3,0.0,0.343
YXOLAZRVSSWPPT-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,COCONUT,CNP0310279.0,coverage,True,302.24,1.988,131.36,5,7,1,3,0.0,0.464
IKMDFBPHZNJCSN-UHFFFAOYSA-N,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,COCONUT,CNP0105429.0,coverage,True,318.24,1.694,151.59,6,8,1,3,0.0,0.371
OBWHQJYOOCRPST-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12,COCONUT,CNP0281946.0,coverage,True,270.24,2.577,90.9,3,5,1,3,0.0,0.632
BXPBSBBFPNTFFT-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccc(O)cc12,COCONUT,CNP0347678.0,coverage,True,286.24,2.282,111.13,4,6,1,3,0.0,0.511
AIONOLUJZLIMTK-AWEZNQCLSA-N,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,COCONUT,CNP0393256.1,coverage,True,302.28,2.519,96.22,3,6,2,2,0.188,0.789
FTODBIPDTXRIGS-ZDUSSCGKSA-N,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,COCONUT,CNP0190213.1,coverage,True,302.28,2.519,96.22,3,6,2,2,0.188,0.789
AYMYWHCQALZEGT-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)cc1O,COCONUT,CNP0336049.0,coverage,True,272.26,2.405,97.99,4,5,3,2,0.0,0.391
DQFBYFPFKXHELB-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1ccccc1,COCONUT,CNP0130067.0,coverage,True,208.26,3.583,17.07,0,1,3,2,0.0,0.556
SEBFKMXJBCUCAI-HKTJVKLFSA-N,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,COCONUT,CNP0143722.1,coverage,True,482.44,2.363,155.14,5,10,4,3,0.24,0.374
CXQWRCVTCMQVQX-MLCCFXAWSA-N,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)[C@H]1O,COCONUT,CNP0268073.1,coverage,True,304.25,1.186,127.45,5,7,1,2,0.133,0.501
BLEVPIDFNNFTHJ-UHFFFAOYSA-N,O=C(C=Cc1cccc(O)c1)c1ccccc1O,COCONUT,CNP0110986.0,coverage,True,240.26,2.994,57.53,2,3,3,2,0.0,0.64
CRBYNQCDRNZCNX-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)c(O)c1)c1c(O)cc(O)cc1O,COCONUT,CNP0178183.0,coverage,True,288.25,2.111,118.22,5,6,3,2,0.0,0.335
UAHGNXFYLAJDIN-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1ccc(O)cc1,COCONUT,CNP0138832.0,coverage,True,224.26,3.288,37.3,1,2,3,2,0.0,0.641
