inchikey,canonical_smiles,source,source_id,role,is_flavonoid_core,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,qed
YFNKIDBQEZZDLK-UHFFFAOYSA-N,COCCOCCOCCOC,DrugBank,DB02078,evaluation,False,178.23,0.312,36.92,0,4,9,0,1.0,0.476
NQRKYASMKDDGHT-UHFFFAOYSA-N,NOCC(=O)O,DrugBank,DB02079,evaluation,False,91.07,-1.039,72.55,2,3,2,0,0.5,0.426
HEUDUECKTWTQQR-UHFFFAOYSA-N,COCCOCCOCCOc1ccc(C(C)(C)CC(C)(C)C)cc1,DrugBank,DB02080,evaluation,False,352.52,4.459,36.92,0,4,12,1,0.714,0.521
BXYGSMRTHHSAHZ-PMACEKPBSA-N,N=C(N)c1ccc(C[C@@H]2CCCC[C@@H](Cc3ccc(C(=N)N)cc3)C2=O)cc1,DrugBank,DB02081,evaluation,False,376.5,3.415,116.81,4,3,6,2,0.348,0.351
UQABYHGXWYXDTK-UUOKFMHZSA-N,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,DrugBank,DB02082,evaluation,False,522.2,-2.763,301.9,9,12,8,2,0.5,0.159
FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(=O)O,DrugBank,DB02083,evaluation,False,103.12,-0.367,40.54,1,2,2,0,0.75,0.518
HVNXYZZCSQONQC-OAHLLOKOSA-L,COc1ccccc1-c1cc([C@@H](CC(=O)[O-])C(=O)O)cc(-c2nc3ccc(C(=N)N)cc3[nH]2)c1[O-],DrugBank,DB02084,evaluation,False,472.46,1.571,188.27,4,7,8,4,0.12,0.219
PAJPWUMXBYXFCZ-UHFFFAOYSA-N,NC1(C(=O)O)CC1,DrugBank,DB02085,evaluation,False,101.11,-0.438,63.32,2,2,1,0,0.75,0.47
AYGYLFIDAXGERM-UHFFFAOYSA-O,Oc1ccc([As+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1O,DrugBank,DB02086,evaluation,False,415.34,2.475,40.46,2,2,4,4,0.0,0.397
MKQPOVUFDWKPNO-UHFFFAOYSA-N,NS(=O)(=O)c1cc(F)cc(F)c1,DrugBank,DB02087,evaluation,False,193.17,0.612,60.16,1,2,1,1,0.0,0.71
NXTPDFMZKSLVRK-RXMQYKEDSA-N,CCCC[C@H](N)P(=O)(O)O,DrugBank,DB02088,evaluation,False,167.15,0.639,83.55,3,2,4,0,1.0,0.536
MWWXABBBAPKJDX-UHFFFAOYSA-N,O=C(NCCOCCOCCNC(=O)c1cc2cc(Cl)ccc2[nH]1)c1cc2cc(Cl)ccc2[nH]1,DrugBank,DB02089,evaluation,False,503.39,4.149,108.24,4,4,11,4,0.25,0.231
JLEGVELHGVWFGG-BBWFWOEESA-N,COCCN1CCCC[C@H](NC(=O)[C@H](CC(C)C)[C@H](CCCO)C(=O)NO)C1=O,DrugBank,DB02090,evaluation,False,415.53,0.687,128.2,4,6,12,0,0.85,0.274
CTFDMGIBHFQWKB-UHFFFAOYSA-N,Cc1nc(C)c(-c2ccnc(N)n2)s1,DrugBank,DB02091,evaluation,False,206.27,1.799,64.69,1,5,1,2,0.222,0.772
NAACPBBQTFFYQB-LJAITQKLSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,DrugBank,DB02092,evaluation,False,649.1,13.753,26.3,0,2,20,0,0.844,0.075
OHQFMJPEBPCIEQ-JJYYJPOSSA-N,O=C(NO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,DrugBank,DB02093,evaluation,False,261.12,-3.316,176.78,7,7,6,0,0.8,0.146
VXAPSUDMBNWYNC-UHFFFAOYSA-N,O=C(Cc1cccs1)NCB(O)O,DrugBank,DB02094,evaluation,False,199.04,-0.581,69.56,3,4,4,1,0.286,0.568
JXDYKVIHCLTXOP-UHFFFAOYSA-N,O=C1Nc2ccccc2C1=O,DrugBank,DB02095,evaluation,False,147.13,0.821,46.17,1,2,0,1,0.0,0.552
ZUYUIKKHHBEVHL-GFCCVEGCSA-N,NC(=O)c1cn([C@@H](CO)CCc2ccccc2)cn1,DrugBank,DB02096,evaluation,False,259.31,1.148,81.14,2,3,6,2,0.286,0.816
UHDGCWIWMRVCDJ-XVFCMESISA-N,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,DrugBank,DB02097,evaluation,False,243.22,-2.563,130.83,4,7,2,1,0.556,0.449
AEOBEOJCBAYXBA-KQYNXXCUSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1OP(=O)(O)O,DrugBank,DB02098,evaluation,False,427.2,-1.746,232.6,6,10,6,2,0.5,0.281
GGPFTSMJRHEOJG-AWEZNQCLSA-O,CC(C)=CCC[N@@H+](C)[C@H]1CC=C(C)CC1,DrugBank,DB02099,evaluation,False,208.37,2.356,4.44,1,0,4,0,0.714,0.677
HOVAGTYPODGVJG-PZRMXXKTSA-N,CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,DrugBank,DB02100,evaluation,False,194.18,-2.567,99.38,4,6,2,0,1.0,0.386
WAAPEIZFCHNLKK-QPUJVOFHSA-N,NC(=O)[C@@H]1C[C@@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,DrugBank,DB02101,evaluation,False,279.23,-0.503,110.52,3,4,1,1,0.25,0.601
KYRSNWPSSXSNEP-ZRTHHSRSSA-N,Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,DrugBank,DB02102,evaluation,False,536.68,4.233,116.05,4,5,8,4,0.242,0.252
FNLILOONPKMGST-NTSWFWBYSA-N,Nc1nc(Cl)nc2c1ncn2[C@H]1CC[C@@H](CO)O1,DrugBank,DB02103,evaluation,False,269.69,0.732,99.08,2,6,2,2,0.5,0.78
PEGMMEYCSOZKIT-UHFFFAOYSA-N,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,DrugBank,DB02104,evaluation,False,384.44,2.16,121.64,2,9,6,3,0.316,0.658
VDCDWNDTNSWDFJ-UHFFFAOYSA-N,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1,DrugBank,DB02105,evaluation,False,200.11,0.914,126.74,2,6,2,1,0.0,0.415
KIRQJXNQGZAKGR-UHFFFAOYSA-N,Oc1ccc(Oc2c(Br)cc(CC(O)O)cc2Br)cc1C(O)NCCc1ccccc1,DrugBank,DB02106,evaluation,False,553.25,4.386,102.18,5,6,9,3,0.217,0.252
UNBMPKNTYKDYCG-ZCFIWIBFSA-N,CC(C)C[C@@H](C)N,DrugBank,DB02107,evaluation,False,101.19,1.38,26.02,1,1,2,0,1.0,0.558
AXQVKDQRBAXYBP-UHFFFAOYSA-N,N=CCN,DrugBank,DB02108,evaluation,False,58.08,-0.405,49.87,2,2,1,0,0.5,0.396
URJHVPKUWOUENU-UHFFFAOYSA-N,O=CN(O)CC(=O)O,DrugBank,DB02109,evaluation,False,119.08,-1.081,77.84,2,3,3,0,0.333,0.281
LUAOCUVKTZELFQ-UHFFFAOYSA-N,C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[n]1[Co]31[n]3c(c(C)c(CCC(=O)O)c3C=c3c(CCC(=O)O)c(C)c([n]31)=C2)C=4,DrugBank,DB02110,evaluation,False,619.59,2.322,94.32,2,2,8,4,0.235,0.273
JLPHBZYAQYOJND-UHFFFAOYSA-N,O=C(O)c1conc1O,DrugBank,DB02111,evaluation,False,129.07,0.078,83.56,2,4,1,1,0.0,0.56
DZLGSWPXZYDHBD-UHFFFAOYSA-N,CC(=N)N1CCC(Oc2ccc3c4ccccc4n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,DrugBank,DB02112,evaluation,False,489.62,6.12,91.12,3,3,5,5,0.226,0.205
SYMHUEFSSMBHJA-UHFFFAOYSA-N,Cc1ncnc2nc[nH]c12,DrugBank,DB02113,evaluation,False,134.14,0.661,54.46,1,3,0,2,0.167,0.575
LRTFPLFDLJYEKT-UHFFFAOYSA-N,CC(C)c1ccc(N)cc1,DrugBank,DB02114,evaluation,False,135.21,2.392,26.02,1,1,1,1,0.333,0.588
KYQZWONCHDNPDP-QNDFHXLGSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,DrugBank,DB02115,evaluation,True,416.38,0.344,149.82,5,9,4,3,0.286,0.406
GTVPOLSIJWJJNY-UHFFFAOYSA-N,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,DrugBank,DB02116,evaluation,False,298.35,1.38,87.89,3,6,6,3,0.267,0.637
CIUMOGWIMXNXSQ-GOSISDBHSA-N,CN1c2ccc([C@H]3CN(Cc4ccccc4)C(=O)CO3)cc2CS1(=O)=O,DrugBank,DB02118,evaluation,False,372.45,2.066,66.92,0,4,3,2,0.316,0.827
CQQNNQTXUGLUEV-UHFFFAOYSA-N,Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2,DrugBank,DB02119,evaluation,False,195.18,-1.158,116.39,4,6,1,1,0.286,0.451
XPHOBMULWMGEBA-VZFHVOOUSA-N,N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,DrugBank,DB02120,evaluation,False,175.18,-2.671,106.94,5,5,1,0,0.714,0.279
DNSISZSEWVHGLH-UHFFFAOYSA-N,CCCC(N)=O,DrugBank,DB02121,evaluation,False,87.12,0.272,43.09,1,1,2,0,0.75,0.516
LMHXPDZPXBIIEX-UHFFFAOYSA-N,O=C(CI)Nc1cccc(B(O)O)c1,DrugBank,DB02122,evaluation,False,304.88,-0.26,69.56,3,3,3,1,0.125,0.409
GHCZAUBVMUEKKP-GYPHWSFCSA-N,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DrugBank,DB02123,evaluation,False,449.63,3.594,106.86,4,4,6,0,0.923,0.496
XBTXTLKLSHACSS-WDSKDSINSA-N,N[C@H]1C(C(=O)O)=CC=C[C@@H]1O,DrugBank,DB02124,evaluation,False,155.15,-0.745,83.55,3,3,1,0,0.286,0.465
IYKFYARMMIESOX-SPJNRGJMSA-N,O=C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,DrugBank,DB02125,evaluation,False,150.22,2.012,17.07,0,1,0,0,0.9,0.516
HAEJSGLKJYIYTB-ZZXKWVIFSA-N,O=C(O)/C=C/c1ccc(C(=O)O)cc1,DrugBank,DB02126,evaluation,False,192.17,1.483,74.6,2,2,3,1,0.0,0.711
WOAFDHWYKSOANX-UHFFFAOYSA-N,CC(C)OP(C)(=O)OC(C)C,DrugBank,DB02127,evaluation,False,180.18,2.659,35.53,0,3,4,0,1.0,0.624
QCUBCTPTNWPFBC-ZEQRLZLVSA-N,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1cccnc1,DrugBank,DB02128,evaluation,False,475.55,2.598,117.62,3,6,12,3,0.259,0.371
UFIVEPVSAGBUSI-REOHCLBHSA-N,O=C1C[C@@H](C(=O)O)NC(=O)N1,DrugBank,DB02129,evaluation,False,158.11,-1.331,95.5,3,3,1,0,0.4,0.44
WKOLLVMJNQIZCI-UHFFFAOYSA-M,COc1cc(C(=O)[O-])ccc1O,DrugBank,DB02130,evaluation,False,167.14,-0.236,69.59,1,4,2,1,0.125,0.66
YWFHDUFNGSJLTL-SECBINFHSA-N,CCCCCC[C@@H](C)NC=O,DrugBank,DB02131,evaluation,False,157.26,2.091,29.1,1,1,7,0,0.889,0.445
SXONDGSPUVNZLO-UHFFFAOYSA-N,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,DrugBank,DB02132,evaluation,False,441.64,2.851,81.3,1,3,4,3,0.118,0.675
QBDWVXAZHXTFSD-DFJNACPPSA-M,C=Cc1c(C)c2cc3nc(c4c5[n-]c(cc6nc(cc1[n-]2)C(C)=C6CC)c(C)c5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]3C,DrugBank,DB02133,evaluation,False,869.2,13.223,123.65,0,7,20,3,0.545,0.062
LRFVTYWOQMYALW-UHFFFAOYSA-N,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,DrugBank,DB02134,evaluation,False,152.11,-1.061,94.4,3,3,0,2,0.0,0.449
VBXZSBKAJFXURR-MRTMQBJTSA-N,O=c1[nH]c(=O)c2c([nH]1)n(C[C@@H](O)[C@H](O)[C@H](O)CO)c(=O)n2CCCCOP(=O)(O)O,DrugBank,DB02135,evaluation,False,454.33,-3.856,240.33,8,9,11,2,0.643,0.121
PEUIVMLYMKXUBF-PULJXETJSA-N,CC(=O)N[C@H](CCC(=O)N[C@@H](CCC1=C(C(=O)O)N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)O)SC1)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O,DrugBank,DB02136,evaluation,False,750.78,-1.472,306.73,10,11,20,1,0.469,0.073
HPEUEJRPDGMIMY-IFQPEPLCSA-J,Nc1nc2c(c(=O)[nH]1)N[C@H]1C([S-])=C([S-])[C@@H](COP(=O)([O-])[O-])O[C@H]1N2,DrugBank,DB02137,evaluation,False,391.33,-2.566,177.48,4,12,3,1,0.4,0.313
QKGBKPZAXXBLJE-UHFFFAOYSA-N,CCOP(=O)(Cc1ccc(C)cc1)OCC,DrugBank,DB02138,evaluation,False,242.25,3.761,35.53,0,3,6,1,0.5,0.712
YDWPQZUWZDRRSE-AATRIKPKSA-N,C=CCN(C)C/C=C/COc1cc2c(cc1F)c(-c1ccc(Br)cc1)nn2C,DrugBank,DB02139,evaluation,False,444.35,5.195,30.29,0,3,8,3,0.227,0.448
ZPFPZRVOBBMZMP-SFHVURJKSA-N,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)C(=O)CC(=O)NCCc1ccccn1,DrugBank,DB02140,evaluation,False,410.47,0.515,108.47,2,5,10,2,0.318,0.438
FZWGDUUJDZCYJR-UHFFFAOYSA-N,N=C(N)SCCc1ccc(CCSC(=N)N)cc1,DrugBank,DB02141,evaluation,False,282.44,2.025,99.74,4,4,6,1,0.333,0.474
ZMJGSOSNSPKHNH-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(CN)c1O,DrugBank,DB02142,evaluation,False,248.17,0.164,125.9,4,5,4,1,0.375,0.559
OITVEDMMUMUWTL-UHFFFAOYSA-N,CC(C)/N=C(\N)NO,DrugBank,DB02143,evaluation,False,117.15,-0.312,70.64,3,2,1,0,0.75,0.25
PDLAMJKMOKWLAJ-OJERQSHOSA-M,CCCCCCCC/C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,DrugBank,DB02144,evaluation,False,836.07,7.649,212.34,5,13,37,0,0.907,0.018
LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,DrugBank,DB02145,evaluation,False,74.12,0.779,20.23,1,1,2,0,1.0,0.513
WDLCRTLULMGVMR-QWRGUYRKSA-N,CCNc1nc(NC(C)C)nc(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)n1,DrugBank,DB02146,evaluation,False,486.56,-0.906,221.55,7,11,15,1,0.611,0.149
ACTPEXQBEHJTBO-UHFFFAOYSA-N,[O]=[V]1([O-])[O][V](=[O])([O-])[O][V](=[O])([O-])[O][V](=[O])([O-])[O]1,DrugBank,DB02147,evaluation,False,395.76,-5.515,197.44,0,12,0,0,0.0,0.377
ISLRAQPEXPIKDJ-NSHDSACASA-N,CC(=O)[C@@H](N)COCc1ccccc1,DrugBank,DB02148,evaluation,False,193.25,1.119,52.32,1,3,5,1,0.364,0.762
XKCSXHUCPYVQIW-SCSAIBSYSA-N,CSCC[C@H](N)P(=O)(O)O,DrugBank,DB02151,evaluation,False,185.19,0.202,83.55,3,3,4,0,1.0,0.545
KOZFSFOOLUUIGY-SOLYNIJKSA-N,COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,DrugBank,DB02152,evaluation,False,467.48,3.655,94.72,2,5,1,5,0.259,0.367
ADVPTQAUNPRNPO-REOHCLBHSA-N,N[C@@H](C[S@](=O)O)C(=O)O,DrugBank,DB02153,evaluation,False,153.16,-1.38,100.62,3,3,3,0,0.667,0.434
FFYBYVPVYLMLAR-KBPBESRZSA-N,O=C(O)[C@@H](Cc1ccc2c(c1)OCO2)[C@H](Cc1ccc2c(c1)OCO2)C(=O)O,DrugBank,DB02154,evaluation,False,386.36,2.331,111.52,2,6,7,2,0.3,0.746
XVLMXAUKCDSMMW-YXLARRHKSA-N,CC[C@H](C)c1cc(C(=O)N[C@@H]2CNCCC[C@H]2OC(=O)c2ccc(C(=O)c3cc(OC)ccc3O)cc2)ccc1O,DrugBank,DB02155,evaluation,False,560.65,4.558,134.19,4,8,9,3,0.344,0.221
BUTHMSUEBYPMKJ-UHFFFAOYSA-N,O=C(O)C(=O)CS(=O)(=O)O,DrugBank,DB02156,evaluation,False,168.13,-1.472,108.74,2,4,3,0,0.333,0.393
YLCQGEBEQIBOOJ-BOFBLULFSA-N,CSC[C@H]1N[C@@H](c2c[nH]c3c2N=CNC3N)[C@H](O)[C@@H]1O,DrugBank,DB02158,evaluation,False,297.38,-0.667,118.69,6,7,3,1,0.583,0.44
DNIAPMSPPWPWGF-GSVOUGTGSA-N,C[C@@H](O)CO,DrugBank,DB02159,evaluation,False,76.09,-0.641,40.46,2,2,1,0,1.0,0.436
QARMATOLSBVIJD-YFKPBYRVSA-N,CCCC(=O)SC[C@H](N)C(=O)O,DrugBank,DB02160,evaluation,False,191.25,0.458,80.39,2,4,5,0,0.714,0.659
ZTVIKZXZYLEVOL-LXTVHRRPSA-N,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@H](O)c1ccccc1)C2,DrugBank,DB02161,evaluation,False,275.35,1.888,49.77,1,4,3,1,0.562,0.856
ONCSLXAPOGUODU-WOUKDFQISA-N,CCNS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,DrugBank,DB02162,evaluation,False,374.38,-2.101,174.71,4,10,6,2,0.583,0.438
VOWZNBNDMFLQGM-UHFFFAOYSA-N,Cc1ccc(C)c(N)c1,DrugBank,DB02163,evaluation,False,121.18,1.886,26.02,1,1,0,1,0.25,0.521
ZLPUGFBBLGQWBS-SCRDCRAPSA-N,Cc1cc2c(cc1C)[n+](S(=O)(=O)[O-])c1c(=O)[nH]c(=O)nc-1n2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,DrugBank,DB02164,evaluation,False,536.41,-3.406,256.28,6,11,8,1,0.412,0.071
ZDWVWKDAWBGPDN-UHFFFAOYSA-O,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,DrugBank,DB02166,evaluation,False,414.6,4.988,55.92,2,2,7,4,0.296,0.194
QCYOIFVBYZNUNW-BYPYZUCNSA-N,C[C@@H](C(=O)O)N(C)C,DrugBank,DB02167,evaluation,False,117.15,0.021,40.54,1,2,2,0,0.8,0.554
CTGFGRDVWBZYNB-UHFFFAOYSA-N,Brc1ncnc2nc[nH]c12,DrugBank,DB02168,evaluation,False,199.01,1.115,54.46,1,3,0,2,0.0,0.646
QNDVLZJODHBUFM-WFXQOWMNSA-N,C=C1[C@@H](O)[C@@H]2O[C@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)O3)CC[C@H]2O[C@@H]1[C@@H](O)C[C@H](C)[C@H]1O[C@@]2(CCCCO2)CC[C@H]1C,DrugBank,DB02169,evaluation,False,805.01,5.214,182.83,5,12,10,0,0.841,0.182
ZOHCDJRFYXKEQW-UHFFFAOYSA-N,O=c1c2c(O)cccc2oc2c([N+](=O)[O-])ccc(O)c12,DrugBank,DB02170,evaluation,False,273.2,2.266,113.81,2,6,1,3,0.0,0.399
PFYHYHZGDNWFIF-BXKVDMCESA-N,OC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,DrugBank,DB02172,evaluation,False,163.17,-2.967,92.95,5,5,2,0,1.0,0.3
CTBHLWSZUMIJEV-UHFFFAOYSA-L,CC1=Cc2cc3[nH]c(cc4nc(cc5[n-]c(cc1n2)cc5C)C(C)=C4CCC(=O)O)c(CCC(=O)[O-])c3C,DrugBank,DB02173,evaluation,False,508.58,4.599,133.1,2,5,6,3,0.267,0.497
ZDXPYRJPNDTMRX-GSVOUGTGSA-N,NC(=O)CC[C@@H](N)C(=O)O,DrugBank,DB02174,evaluation,False,146.15,-1.336,106.41,3,3,4,0,0.6,0.456
OFOBLEOULBTSOW-UHFFFAOYSA-N,O=C(O)CC(=O)O,DrugBank,DB02175,evaluation,False,104.06,-0.454,74.6,2,2,2,0,0.333,0.465
QWSOAYZXYZDDPB-UHFFFAOYSA-M,CC(=O)[O][Hg+],DrugBank,DB02176,evaluation,False,259.63,0.011,26.3,0,2,0,0,0.5,0.573
GKGJFUXSTSUKPB-UHFFFAOYSA-N,CCOc1ccccc1Sc1ccc(-c2ccnc(N3CCN(C(C)=O)CC3)c2)cc1[N+](=O)[O-],DrugBank,DB02177,evaluation,False,478.57,4.875,88.81,0,7,7,3,0.28,0.353
DTUQWGWMVIHBKE-UHFFFAOYSA-N,O=CCc1ccccc1,DrugBank,DB02178,evaluation,False,120.15,1.428,17.07,0,1,2,1,0.125,0.539
ONKHJNFXJDEMNQ-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1ccccc1C(F)(F)F,DrugBank,DB02179,evaluation,False,281.23,4.147,49.33,2,2,3,2,0.071,0.888
HAAZLUGHYHWQIW-KVQBGUIXSA-N,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,DrugBank,DB02181,evaluation,False,507.18,-1.307,278.87,7,12,8,2,0.5,0.204
BUYPFLNIJYEQJK-UHFFFAOYSA-N,C=Cc1c(C)c2[n]3c1=Cc1c(C)c(CCC(=O)O)c4[n]1[Fe]31[n]3c(c(C)c(CC)c3C=2)C=c2c(C)c(CCC(=O)O)c([n]21)=C4,DrugBank,DB02182,evaluation,False,618.52,2.242,94.32,2,2,8,4,0.294,0.256
OIACDJFRUAAXOT-UHFFFAOYSA-K,Nc1ncnc2c1ncn2C1OC(C[O][W](=[O])([OH])[O][W](=[O])([OH])[OH])C(O)C1O,DrugBank,DB02183,evaluation,False,732.94,-3.473,232.6,6,11,6,2,0.5,0.17
VHJLVAABSRFDPM-QWWZWVQMSA-N,O[C@H](CS)[C@H](O)CS,DrugBank,DB02184,evaluation,False,154.26,-0.432,40.46,4,4,3,0,1.0,0.417
GDNZNIJPBQATCZ-SECBINFHSA-N,COc1ccc2c(c1)O[C@@H](O)C(=O)N2O,DrugBank,DB02185,evaluation,False,211.17,0.128,79.23,2,5,1,1,0.222,0.645
WJFVEEAIYIOATH-JAJWTYFOSA-N,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](COS(=O)(=O)O)O[C@H]1O,DrugBank,DB02186,evaluation,False,301.27,-3.25,162.62,5,8,4,0,0.875,0.335
WKRLQDKEXYKHJB-HFTRVMKXSA-N,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,DrugBank,DB02187,evaluation,False,268.36,3.738,37.3,1,2,0,1,0.5,0.728
MEARLGHRVGFMHD-UHFFFAOYSA-M,CCC1=C(C)c2cc3c(CC)c(C)c(cc4nc(cc5[n-]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)n3C,DrugBank,DB02188,evaluation,False,579.72,7.287,119.41,2,4,8,3,0.371,0.288
OAKPWEUQDVLTCN-NKWVEPMBSA-N,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,DrugBank,DB02189,evaluation,False,475.18,0.429,238.67,5,11,8,2,0.5,0.325
UFSCUAXLTRFIDC-REOHCLBHSA-N,O=C(O)C[C@H](C(=O)O)C(=O)C(=O)O,DrugBank,DB02190,evaluation,False,190.11,-1.184,128.97,3,4,5,0,0.333,0.367
PGKUSHWBQJPFOP-LBPRGKRZSA-N,O=C1CN2CCCC[C@H]2c2[nH]c3ccccc3c21,DrugBank,DB02191,evaluation,False,240.31,2.891,36.1,1,2,0,2,0.4,0.768
WRMNZCZEMHIOCP-UHFFFAOYSA-N,OCCc1ccccc1,DrugBank,DB02192,evaluation,False,122.17,1.221,20.23,1,1,2,1,0.25,0.625
ULLMMKZQNNBLRN-SANMLTNESA-N,O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=N[C@]1(O)Cc1ccc(O)cc1,DrugBank,DB02194,evaluation,False,439.47,3.266,105.72,3,6,5,3,0.115,0.567
ZSMYZLKEZDYVPI-UHFFFAOYSA-N,On1c(-c2ccncc2)c(-c2ccc(F)cc2)c2ncccc21,DrugBank,DB02195,evaluation,False,305.31,4.142,50.94,1,3,2,4,0.0,0.566
LFTYTUAZOPRMMI-NESSUJCYSA-N,CC(=O)N[C@H]1[C@@H](O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O,DrugBank,DB02196,evaluation,False,607.36,-4.65,305.86,9,15,10,1,0.706,0.113
NKORVPQBJCGYEC-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,DrugBank,DB02197,evaluation,False,366.41,2.182,115.27,2,6,4,4,0.0,0.572
KDPAWGWELVVRCH-UHFFFAOYSA-N,O=C(O)CBr,DrugBank,DB02198,evaluation,False,138.95,0.466,37.3,1,1,1,0,0.5,0.536
QAAYYMOFLAXZMF-UHFFFAOYSA-N,C=Cc1c(C=C)c2[n]3c1C=c1c(C)c(CCC(=O)O)c4[n]1[Fe]31[n]3c(c(C)c(CCC(=O)O)c3C=4)C=c3c(C=C)c(C=C)c([n]31)=C2,DrugBank,DB02199,evaluation,False,640.52,2.992,94.32,2,2,10,4,0.167,0.225
VXIINIMESJGNGI-LQJZCPKCSA-N,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CCS(=O)(=O)Cc1ccccc1)OCc1ccccc1,DrugBank,DB02200,evaluation,False,598.77,5.647,101.57,2,5,15,4,0.257,0.184
OFOBLEOULBTSOW-UHFFFAOYSA-L,O=C([O-])CC(=O)[O-],DrugBank,DB02201,evaluation,False,102.04,-3.124,80.26,0,4,2,0,0.333,0.345
PUPZLCDOIYMWBV-BYPYZUCNSA-N,C[C@H](O)CCO,DrugBank,DB02202,evaluation,False,90.12,-0.25,40.46,2,2,2,0,1.0,0.491
