inchikey,canonical_smiles,source,source_id,role,is_flavonoid_core,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,qed
ZQBAKBUEJOMQEX-UHFFFAOYSA-N,O=C(Oc1ccccc1)c1ccccc1O,DrugBank,DB11071,evaluation,False,214.22,2.611,46.53,1,3,2,2,0.0,0.617
KRHYYFGTRYWZRS-UHFFFAOYSA-N,F,DrugBank,DB11072,evaluation,False,20.01,0.153,0.0,0,0,0,0,0.0,0.351
NEUSVAOJNUQRTM-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC[n+]1ccccc1,DrugBank,DB11073,evaluation,False,304.54,6.455,3.88,0,0,15,1,0.762,0.259
GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,DrugBank,DB11079,evaluation,False,149.19,-1.735,63.93,3,4,6,0,1.0,0.42
VSCWAEJMTAWNJL-UHFFFAOYSA-K,[Cl][Al]([Cl])[Cl],DrugBank,DB11081,evaluation,False,133.34,1.688,0.0,0,0,0,0,0.0,0.441
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,DrugBank,DB11085,evaluation,False,110.11,1.098,40.46,2,2,0,1,0.0,0.525
HNSDLXPSAYFUHK-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,DrugBank,DB11089,evaluation,False,422.58,4.152,106.97,1,6,16,0,0.9,0.294
MHAJPDPJQMAIIY-UHFFFAOYSA-N,OO,DrugBank,DB11091,evaluation,False,34.01,0.017,40.46,2,2,0,0,0.0,0.292
ANOBYBYXJXCGBS-UHFFFAOYSA-L,[F][Sn][F],DrugBank,DB11092,evaluation,False,156.71,0.46,0.0,0,0,0,0,0.0,0.447
SOXAGEOHPCXXIO-UHFFFAOYSA-N,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,DrugBank,DB11096,evaluation,False,275.39,3.886,52.32,1,3,3,1,0.588,0.672
POJWUDADGALRAB-UHFFFAOYSA-N,NC(=O)NC1NC(=O)NC1=O,DrugBank,DB11100,evaluation,False,158.12,-2.18,113.32,4,3,1,0,0.25,0.325
CAHKINHBCWCHCF-JTQLQIEISA-N,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,DrugBank,DB11102,evaluation,False,223.23,0.524,86.63,3,3,4,1,0.273,0.694
SFZCNBIFKDRMGX-UHFFFAOYSA-N,FS(F)(F)(F)(F)F,DrugBank,DB11104,evaluation,False,146.06,3.169,0.0,0,0,0,0,0.0,0.46
FEWJPZIEWOKRBE-JCYAYHJZSA-M,O=C([O-])[C@H](O)[C@@H](O)C(=O)O,DrugBank,DB11107,evaluation,False,149.08,-3.457,117.89,3,5,3,0,0.5,0.384
KZBUYRJDOAKODT-UHFFFAOYSA-N,ClCl,DrugBank,DB11109,evaluation,False,70.91,1.379,0.0,0,0,0,0,0.0,0.404
UVCJGUGAGLDPAA-UHFFFAOYSA-N,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1,DrugBank,DB11115,evaluation,False,274.3,2.477,83.05,2,3,2,3,0.0,0.703
FRPZMMHWLSIFAZ-UHFFFAOYSA-N,C=CCCCCCCCCC(=O)O,DrugBank,DB11117,evaluation,False,184.28,3.378,37.3,1,1,9,0,0.727,0.44
OSDLLIBGSJNGJE-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1Cl,DrugBank,DB11121,evaluation,False,156.61,2.662,20.23,1,1,0,1,0.25,0.613
WQYVRQLZKVEZGA-UHFFFAOYSA-N,[O-]Cl,DrugBank,DB11123,evaluation,False,51.45,-0.5,23.06,0,1,0,0,0.0,0.364
SIYLLGKDQZGJHK-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,DrugBank,DB11125,evaluation,False,412.64,6.072,18.46,0,2,11,2,0.556,0.329
RGHNJXZEOKUKBD-SQOUGZDYSA-M,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,DrugBank,DB11126,evaluation,False,195.15,-4.828,141.28,5,7,5,0,0.833,0.296
MCAHWIHFGHIESP-UHFFFAOYSA-N,O=[Se](O)O,DrugBank,DB11127,evaluation,False,128.97,-1.614,57.53,2,1,0,0,0.0,0.386
VYPSYNLAJGMNEJ-UHFFFAOYSA-N,O=[Si]=O,DrugBank,DB11132,evaluation,False,60.08,-0.618,34.14,0,2,0,0,0.0,0.349
BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],DrugBank,DB11135,evaluation,False,78.96,-0.381,0.0,0,0,0,0,0.0,0.347
VYZAMTAEIAYCRO-UHFFFAOYSA-N,[Cr],DrugBank,DB11136,evaluation,False,52.0,-0.003,0.0,0,0,0,0,0.0,0.364
ZOKXTWBITQBERF-UHFFFAOYSA-N,[Mo],DrugBank,DB11137,evaluation,False,95.94,-0.003,0.0,0,0,0,0,0.0,0.372
VYZAMTAEIAYCRO-BJUDXGSMSA-N,[51Cr],DrugBank,DB11140,evaluation,False,50.94,-0.003,0.0,0,0,0,0,0.0,0.363
RJFAYQIBOAGBLC-BYPYZUCNSA-N,C[Se]CC[C@H](N)C(=O)O,DrugBank,DB11142,evaluation,False,196.11,-0.041,63.32,2,2,4,0,0.8,0.62
MCJGNVYPOGVAJF-UHFFFAOYSA-N,Oc1cccc2cccnc12,DrugBank,DB11145,evaluation,False,145.16,1.94,33.12,1,2,0,2,0.0,0.614
IUWVALYLNVXWKX-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(N)cc1,DrugBank,DB11148,evaluation,False,193.25,2.226,52.32,1,3,4,1,0.364,0.453
ICUTUKXCWQYESQ-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,DrugBank,DB11155,evaluation,False,315.59,5.291,41.13,2,1,2,2,0.0,0.776
YSAUAVHXTIETRK-AATRIKPKSA-N,CN1CCCN=C1/C=C/c1cccs1,DrugBank,DB11156,evaluation,False,206.31,2.495,15.6,0,3,2,1,0.364,0.726
NUZWLKWWNNJHPT-UHFFFAOYSA-N,O=C1c2c(O)cccc2Cc2cccc(O)c21,DrugBank,DB11157,evaluation,False,226.23,2.233,57.53,2,3,0,2,0.071,0.618
IZRPKIZLIFYYKR-UHFFFAOYSA-N,CN(C)CCOc1ccccc1Cc1ccccc1,DrugBank,DB11160,evaluation,False,255.36,3.218,12.47,0,2,6,2,0.294,0.786
RZQNBTMGBODDSK-UWVGGRQHSA-N,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,DrugBank,DB11164,evaluation,False,324.47,-0.111,76.66,4,8,11,0,0.833,0.241
JPIJQSOTBSSVTP-STHAYSLISA-M,O=C([O-])[C@H](O)[C@@H](O)CO,DrugBank,DB11168,evaluation,False,135.09,-3.55,100.82,3,5,3,0,0.75,0.372
FVBGFZNFXUIHNC-GRYCIOLGSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCCO,DrugBank,DB11174,evaluation,False,200.32,2.456,29.46,1,2,4,0,1.0,0.755
SIOXPEMLGUPBBT-UHFFFAOYSA-M,O=C([O-])c1ccccn1,DrugBank,DB11175,evaluation,False,122.1,-0.555,53.02,0,3,1,1,0.0,0.502
JKQXZKUSFCKOGQ-QAYBQHTQSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,DrugBank,DB11176,evaluation,False,568.89,10.547,40.46,2,2,10,0,0.45,0.257
BPNZYADGDZPRTK-UDUYQYQQSA-N,C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O,DrugBank,DB11179,evaluation,False,272.39,1.669,89.24,4,6,8,0,0.846,0.307
ZTVIKZXZYLEVOL-MCOXGKPRSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,DrugBank,DB11181,evaluation,False,275.35,1.888,49.77,1,4,3,1,0.562,0.856
FVGANPIKNNCIKX-UHFFFAOYSA-L,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1,DrugBank,DB11183,evaluation,False,746.89,5.027,177.85,0,10,12,4,0.162,0.141
DEGAKNSWVGKMLS-UHFFFAOYSA-N,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,DrugBank,DB11184,evaluation,False,622.54,1.608,231.67,6,11,12,3,0.233,0.158
CXVGEDCSTKKODG-UHFFFAOYSA-N,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,DrugBank,DB11185,evaluation,False,308.31,1.879,100.9,2,5,4,2,0.071,0.66
CFJMRBQWBDQYMK-UHFFFAOYSA-N,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,DrugBank,DB11186,evaluation,False,333.47,3.4,38.77,0,4,10,1,0.65,0.486
DHMQDGOQFOQNFH-UHFFFAOYSA-M,NCC(=O)[O-],DrugBank,DB11189,evaluation,False,74.06,-2.305,66.15,1,3,1,0,0.5,0.38
DJWYOLJPSHDSAL-ROUUACIJSA-N,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,DrugBank,DB11190,evaluation,False,554.73,-1.628,197.32,8,10,19,0,0.818,0.068
JPIJQSOTBSSVTP-STHAYSLISA-N,O=C(O)[C@H](O)[C@@H](O)CO,DrugBank,DB11192,evaluation,False,136.1,-2.215,97.99,4,4,3,0,0.75,0.352
HEBKCHPVOIAQTA-SCDXWVJYSA-N,OC[C@@H](O)[C@H](O)[C@@H](O)CO,DrugBank,DB11195,evaluation,False,152.15,-2.946,101.15,5,5,4,0,1.0,0.296
SJOXEWUZWQYCGL-DVOMOZLQSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccccc1O,DrugBank,DB11201,evaluation,False,276.38,4.01,46.53,1,3,3,1,0.588,0.848
ZOXJGFHDIHLPTG-UHFFFAOYSA-N,[B],DrugBank,DB11203,evaluation,False,10.81,-0.381,0.0,0,0,0,0,0.0,0.311
SNPLKNRPJHDVJA-UHFFFAOYSA-N,CC(C)(CO)C(O)C(=O)NCCCO,DrugBank,DB11204,evaluation,False,205.25,-1.136,89.79,4,4,6,0,0.889,0.413
OEGHFEGXJCSEIT-UHFFFAOYSA-M,NC(=O)NC1NC(=O)[N-]C1=O,DrugBank,DB11205,evaluation,False,157.11,-1.396,115.39,3,3,1,0,0.25,0.406
XVAMCHGMPYWHNL-UHFFFAOYSA-N,CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1,DrugBank,DB11206,evaluation,False,627.83,9.483,106.82,2,8,18,4,0.447,0.112
UBNYRXMKIIGMKK-RMKNXTFCSA-N,COc1ccc(/C=C/C(=O)OCCC(C)C)cc1,DrugBank,DB11207,evaluation,False,248.32,3.298,35.53,0,3,6,1,0.4,0.572
UCKMPCXJQFINFW-UHFFFAOYSA-N,[S-2],DrugBank,DB11211,evaluation,False,32.07,-0.002,0.0,0,0,0,0,0.0,0.352
BJRNKVDFDLYUGJ-RMPHRYRLSA-N,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,DrugBank,DB11217,evaluation,False,272.25,-1.429,119.61,5,7,3,1,0.5,0.457
HEOCBCNFKCOKBX-SDNWHVSQSA-N,Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,DrugBank,DB11219,evaluation,False,254.37,4.404,17.07,0,1,1,1,0.5,0.679
CNNRPFQICPFDPO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,DrugBank,DB11220,evaluation,False,410.77,10.141,20.23,1,1,26,0,1.0,0.141
MEZZCSHVIGVWFI-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccccc2O)c(O)c1,DrugBank,DB11221,evaluation,False,244.25,2.337,66.76,2,4,3,2,0.071,0.813
WAJCJDLRJVDSSD-UHFFFAOYSA-N,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccc(OC)cc1,DrugBank,DB11226,evaluation,False,391.51,5.78,59.32,0,4,10,2,0.36,0.293
OAIJSZIZWZSQBC-GYZMGTAESA-N,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,DrugBank,DB11231,evaluation,False,536.89,12.938,0.0,0,0,16,0,0.35,0.136
GULNIHOSWFYMRN-UHFFFAOYSA-N,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,DrugBank,DB11235,evaluation,False,286.38,2.053,41.49,0,5,7,2,0.375,0.779
XMSXQFUHVRWGNA-UHFFFAOYSA-N,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,DrugBank,DB11244,evaluation,False,370.78,3.592,46.15,0,5,0,0,1.0,0.61
VBICKXHEKHSIBG-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,DrugBank,DB11250,evaluation,False,358.56,5.144,66.76,2,4,19,0,0.952,0.248
WFJIVOKAWHGMBH-UHFFFAOYSA-N,CCCCCCc1ccc(O)cc1O,DrugBank,DB11254,evaluation,False,194.27,3.221,40.46,2,2,5,1,0.5,0.706
ZNOVTXRBGFNYRX-STQMWFEESA-N,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,DrugBank,DB11256,evaluation,False,459.46,-0.258,202.77,7,9,9,2,0.35,0.26
MBNGWHIJMBWFHU-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,DrugBank,DB11259,evaluation,True,300.27,2.585,100.13,3,6,2,3,0.062,0.672
JPYYWXPAHJBKJX-VWSFRBHVSA-N,C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C,DrugBank,DB11260,evaluation,False,522.64,5.239,95.97,0,7,4,1,0.548,0.303
FQUNFJULCYSSOP-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1,DrugBank,DB11262,evaluation,False,658.89,9.584,101.88,2,6,8,6,0.415,0.169
HSTZMXCBWJGKHG-CUYWLFDKSA-N,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,DrugBank,DB11263,evaluation,False,390.39,0.447,139.84,6,8,5,2,0.3,0.405
DHCLVCXQIBBOPH-UHFFFAOYSA-L,O=P([O-])([O-])OC(CO)CO,DrugBank,DB11264,evaluation,False,170.06,-2.815,112.88,2,6,4,0,1.0,0.44
MSRJTTSHWYDFIU-UHFFFAOYSA-N,CCCCCCCC[Si](OCC)(OCC)OCC,DrugBank,DB11267,evaluation,False,276.49,4.395,27.69,0,3,13,0,1.0,0.369
IBGBGRVKPALMCQ-UHFFFAOYSA-N,O=Cc1ccc(O)c(O)c1,DrugBank,DB11268,evaluation,False,138.12,0.91,57.53,2,3,1,1,0.0,0.448
FDATWRLUYRHCJE-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O,DrugBank,DB11269,evaluation,False,397.52,5.207,66.84,1,5,11,2,0.417,0.32
ICMAWHHKHYZNDA-INIZCTEOSA-N,C=CCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)OC,DrugBank,DB11272,evaluation,False,311.47,3.997,55.4,1,3,13,0,0.778,0.318
SEALOBQTUQIVGU-QNIJNHAOSA-N,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,DrugBank,DB11273,evaluation,False,563.7,2.13,118.21,3,6,4,2,0.645,0.525
PBUNVLRHZGSROC-VTIMJTGVSA-N,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,DrugBank,DB11274,evaluation,False,577.73,2.521,118.21,3,6,5,2,0.656,0.503
SBFXHXZNBNFPHV-PXXBSISHSA-N,CC[C@@H](C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,DrugBank,DB11275,evaluation,False,577.73,2.521,118.21,3,6,5,2,0.656,0.503
FMCGSUUBYTWNDP-ONGXEEELSA-N,C[C@@H]([C@H](O)c1ccccc1)N(C)C,DrugBank,DB11278,evaluation,False,179.26,1.67,23.47,1,2,3,1,0.455,0.763
HXCILVUBKWANLN-UHFFFAOYSA-N,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,DrugBank,DB11279,evaluation,False,385.57,5.954,6.25,0,1,7,2,0.296,0.534
MMOXZBCLCQITDF-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccc(C)c1,DrugBank,DB11282,evaluation,False,191.27,2.477,20.31,0,1,3,1,0.417,0.718
CITHEXJVPOWHKC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,DrugBank,DB11283,evaluation,False,677.94,9.051,111.19,0,8,34,0,0.944,0.029
BPHQZTVXXXJVHI-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC,DrugBank,DB11284,evaluation,False,666.87,8.33,148.82,3,9,34,0,0.941,0.035
ATJVZXXHKSYELS-FNORWQNLSA-N,CCOC(=O)/C=C/c1ccc(O)c(OC)c1,DrugBank,DB11285,evaluation,False,222.24,1.977,55.76,1,4,4,1,0.25,0.625
DTGKSKDOIYIVQL-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(O)C2,DrugBank,DB11288,evaluation,False,154.25,2.194,20.23,1,1,0,0,1.0,0.567
QIQXTHQIDYTFRH-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCC(=O)[O-],DrugBank,DB11290,evaluation,False,283.48,4.998,40.13,0,2,16,0,0.944,0.374
UADWUILHKRXHMM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccccc1,DrugBank,DB11291,evaluation,False,234.34,4.06,26.3,0,2,7,1,0.533,0.665
MVORZMQFXBLMHM-QWRGUYRKSA-N,NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CN)C(=O)O,DrugBank,DB11296,evaluation,False,340.38,-1.906,176.22,6,6,11,1,0.571,0.255
BYUQATUKPXLFLZ-UIOOFZCWSA-N,CCCCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)O,DrugBank,DB11297,evaluation,False,578.8,3.733,179.3,6,6,26,1,0.767,0.091
VLDFMKOUUQYFGF-UHFFFAOYSA-N,CCCCOCc1ccc(O)c(OC)c1,DrugBank,DB11299,evaluation,False,210.27,2.718,38.69,1,3,6,1,0.5,0.734
QAOWNCQODCNURD-UHFFFAOYSA-N,O=S(=O)(O)O,DrugBank,DB11309,evaluation,False,98.08,-0.653,74.6,2,2,0,0,0.0,0.395
RJCZACBLQGCNCW-ZYUZSGADSA-N,CCC=CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CC/C=C\C/C=C\C/C=C\CC=CC/C=C\C/C=C\CC,DrugBank,DB11318,evaluation,False,880.11,11.943,171.68,3,9,38,0,0.46,0.031
LVYLCBNXHHHPSB-UHFFFAOYSA-N,O=C(OCCO)c1ccccc1O,DrugBank,DB11323,evaluation,False,182.17,0.541,66.76,2,4,3,1,0.222,0.669
RGOVYLWUIBMPGK-UHFFFAOYSA-N,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,DrugBank,DB11324,evaluation,False,293.41,3.768,58.56,2,3,10,1,0.588,0.646
KGBXLFKZBHKPEV-UHFFFAOYSA-N,OB(O)O,DrugBank,DB11326,evaluation,False,61.83,-2.052,60.69,3,3,0,0,0.0,0.283
ZHDBTKPXEJDTTQ-UHFFFAOYSA-N,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],DrugBank,DB11327,evaluation,False,252.32,1.753,53.88,0,4,3,2,0.0,0.474
GROJOWHVXQYQGN-UHFFFAOYSA-N,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,DrugBank,DB11328,evaluation,False,294.46,4.217,63.6,1,3,11,0,1.0,0.58
PAZGBAOHGQRCBP-DDDNOICHSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,DrugBank,DB11331,evaluation,False,749.02,10.447,148.82,3,9,39,0,0.9,0.024
MLSJBGYKDYSOAE-DCWMUDTNSA-N,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,DrugBank,DB11335,evaluation,False,338.26,-4.149,186.37,7,11,5,0,0.75,0.241
QANMHLXAZMSUEX-UHFFFAOYSA-N,c1coc(CNc2ncnc3nc[nH]c23)c1,DrugBank,DB11336,evaluation,False,215.22,1.558,79.63,2,5,3,3,0.1,0.693
UZKQTCBAMSWPJD-FARCUNLSSA-N,C/C(=C\CNc1ncnc2[nH]cnc12)CO,DrugBank,DB11337,evaluation,False,219.25,0.703,86.72,3,5,4,2,0.3,0.659
QNTNKSLOFHEFPK-UPTCCGCDSA-N,COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC,DrugBank,DB11340,evaluation,False,865.38,18.471,58.92,2,4,31,1,0.559,0.058
SCPYDCQAZCOKTP-UHFFFAOYSA-N,O[SiH3],DrugBank,DB11343,evaluation,False,48.12,-1.741,20.23,1,1,0,0,0.0,0.322
NOOLISFMXDJSKH-AEJSXWLSSA-N,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,DrugBank,DB11344,evaluation,False,156.27,2.44,20.23,1,1,1,0,1.0,0.618
DSSYKIVIOFKYAU-OIBJUYFYSA-N,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,DrugBank,DB11345,evaluation,False,152.24,2.402,17.07,0,1,0,0,0.9,0.521
IGLNJRXAVVLDKE-UHFFFAOYSA-N,[Rb],DrugBank,DB11346,evaluation,False,85.47,-0.381,0.0,0,0,0,0,0.0,0.376
NBIIXXVUZAFLBC-UHFFFAOYSA-K,O=P([O-])([O-])[O-],DrugBank,DB11348,evaluation,False,94.97,-2.825,86.25,0,4,0,0,0.0,0.303
XJNUECKWDBNFJV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,DrugBank,DB11349,evaluation,False,368.65,8.227,26.3,0,2,20,0,0.958,0.16
LHGVFZTZFXWLCP-UHFFFAOYSA-N,COc1ccccc1O,DrugBank,DB11359,evaluation,False,124.14,1.401,29.46,1,2,1,1,0.143,0.613
QXWZQTURMXZVHJ-UHFFFAOYSA-N,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,DrugBank,DB11362,evaluation,False,496.63,3.898,101.49,1,7,12,3,0.346,0.38
KDGFLJKFZUIJMX-UHFFFAOYSA-N,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,DrugBank,DB11363,evaluation,False,482.63,4.773,72.36,1,5,3,3,0.467,0.582
UUTKICFRNVKFRG-WDSKDSINSA-N,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,DrugBank,DB11364,evaluation,False,244.27,-0.749,86.71,2,4,2,0,0.667,0.667
IPQVTOJGNYVQEO-UHFFFAOYSA-N,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,DrugBank,DB11365,evaluation,False,862.75,-1.096,347.96,12,18,9,4,0.333,0.095
SGOOQMRIPALTEL-UHFFFAOYSA-N,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,DrugBank,DB11366,evaluation,False,308.34,2.521,62.54,1,3,2,3,0.111,0.791
RDMOROXKXONCAL-UEKVPHQBSA-N,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,DrugBank,DB11367,evaluation,False,365.41,-0.067,121.96,3,6,5,0,0.438,0.46
GEGSSUSEWOHAFE-UHFFFAOYSA-N,OCCOc1ccc(Cl)cc1,DrugBank,DB11368,evaluation,False,172.61,1.711,29.46,1,2,3,1,0.25,0.752
OXDDDHGGRFRLEE-UHFFFAOYSA-N,O=C(CNC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,DrugBank,DB11369,evaluation,False,625.88,6.503,79.79,2,4,6,3,0.269,0.307
DUHUCHOQIDJXAT-OLVMNOGESA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,DrugBank,DB11371,evaluation,False,332.48,3.774,54.37,1,3,1,0,0.905,0.795
VWAUPFMBXBWEQY-ANULTFPQSA-N,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,DrugBank,DB11372,evaluation,False,310.44,4.276,37.3,1,2,2,0,0.571,0.773
QXAITBQSYVNQDR-ZIOPAAQOSA-N,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,DrugBank,DB11373,evaluation,False,293.41,4.872,27.96,0,2,4,2,0.263,0.583
IPZFPROOBOUEIG-UHFFFAOYSA-N,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,DrugBank,DB11374,evaluation,False,243.33,1.656,55.68,1,3,4,2,0.357,0.831
XTKDAFGWCDAMPY-UHFFFAOYSA-N,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,DrugBank,DB11376,evaluation,False,327.4,3.006,36.44,0,4,6,2,0.368,0.764
LVVXOXRUTDAKFE-UHFFFAOYSA-N,CCOC(=O)c1c[nH]c2cc(OCC(C)C)c(OCC(C)C)cc2c1=O,DrugBank,DB11378,evaluation,False,361.44,3.774,77.62,1,5,8,2,0.5,0.724
