endpoint,panel,mode,split,fold,n_train,n_test,n_positive_test,n_scaffolds_test,roc_auc,pr_auc,mcc,f1,balanced_acc,n_total,n_positive,n_decoy,n_measured_inactive_train
A1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,6995,777,232,544.0,0.9964093641252768,0.9921941717117155,0.9414419324907348,0.9578713968957872,0.9627649478013287,7772,1943,5469,360
A1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,6995,777,200,544.0,0.9939254766031196,0.9816550157388981,0.9291920393660767,0.9473684210526315,0.9638344887348353,7772,1943,5469,360
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,14763,1641,411,,0.9977983502462762,0.993806455046138,0.9545546258382291,0.9659367396593674,0.9772773129191146,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,14763,1641,410,,0.9987398704206376,0.9964018472881764,0.9658896118155976,0.97442143727162,0.9833369657823304,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,14763,1641,410,,0.9973668046997286,0.9918812195162885,0.961130247480714,0.970873786407767,0.9821184442551167,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,14763,1641,410,,0.9983634166154822,0.9962250746149502,0.9723421280804789,0.9792429792429792,0.9857749995046661,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,14764,1640,410,,0.9981796549672812,0.9949214003824447,0.9690818364735571,0.9768009768009768,0.9841463414634146,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,14764,1640,410,,0.9974419988102321,0.994108603804487,0.9691320670555816,0.976857490864799,0.9849593495934958,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,14764,1640,410,,0.9980646440610748,0.9948385167429767,0.9657214935372611,0.974169741697417,0.980081300813008,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,14764,1640,410,,0.99672417211977,0.992968202197487,0.9560631048332742,0.967032967032967,0.9776422764227641,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,14764,1640,410,,0.998443386872893,0.9949105104965658,0.9561344869441908,0.9671132764920828,0.9784552845528456,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,14764,1640,410,,0.9976680547293277,0.9932676748777716,0.951080607303564,0.9632352941176471,0.9739837398373983,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,14763,1641,472,992.0,0.99486015861739,0.9878677176096071,0.9416896129819191,0.9580193756727664,0.9662657131258066,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,14763,1641,332,996.0,0.9987091222030982,0.995503992087541,0.9658058328887815,0.9724770642201835,0.9773877787697773,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,14763,1641,376,998.0,0.9947081826591541,0.9834783396452479,0.9260428132555044,0.9430463576158941,0.9643133462282398,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,14763,1641,326,998.0,0.9965896102078425,0.9878217162992949,0.9461883952877458,0.9567901234567902,0.970897385056801,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,14764,1640,502,997.0,0.9968526596601293,0.9925731484216425,0.936587421154231,0.9550102249488752,0.9611851364314272,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,14764,1640,471,997.0,0.9990610226317156,0.9977387534204107,0.9701807645603711,0.9787234042553191,0.9844732736528763,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,14764,1640,381,997.0,0.9904227618886797,0.9813709284934262,0.9221728165633268,0.9386084583901774,0.9482664448516612,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,14764,1640,429,998.0,0.9968528581245344,0.9904320420794521,0.9348893516060814,0.9515938606847698,0.9635037409603884,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,14764,1640,367,998.0,0.9962884558991932,0.9887337472078431,0.9581720712150401,0.9675675675675676,0.981846824960241,16404,4101,11898,405
A2A,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,14764,1640,445,998.0,0.9956899064453951,0.988459505858236,0.9371423837211791,0.9542920847268673,0.9708570354003103,16404,4101,11898,405
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,9648,1072,268,,0.9867453775896636,0.9733941037286469,0.9102357602430451,0.9325842696629213,0.9539800995024875,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,9648,1072,268,,0.9803918838642608,0.9690226438540119,0.8995297452792402,0.9239543726235742,0.9440298507462687,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,9648,1072,268,,0.9962036830771516,0.9881972656798185,0.9224752554728726,0.9416195856873822,0.9583333333333334,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,9648,1072,268,,0.9960412489789857,0.9933195986237832,0.9476990789537636,0.9607476635514018,0.9732587064676617,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,9648,1072,268,,0.9940317071359619,0.9855406299495015,0.9044557683646584,0.9274809160305344,0.945273631840796,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,9648,1072,268,,0.9844063265760749,0.9655839018535612,0.9147576778553992,0.9356060606060606,0.9527363184079602,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,9648,1072,268,,0.9938646320635628,0.9846869442126552,0.9152233534498563,0.9363295880149812,0.9564676616915423,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,9648,1072,268,,0.9882768990866564,0.9749866399110397,0.909608509932229,0.9315589353612167,0.9490049751243781,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,9648,1072,268,,0.9909176134254102,0.975426685719391,0.907032601055547,0.9295238095238095,0.947139303482587,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,9648,1072,268,,0.989344323160318,0.982953323683738,0.9246315806459725,0.9425287356321839,0.9539800995024876,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,9648,1072,322,682.0,0.9877763975155279,0.979985005179146,0.8992680842189362,0.927536231884058,0.939871635610766,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,9648,1072,246,682.0,0.9786757613338846,0.9517729451938073,0.8122959698610991,0.8435374149659864,0.872600838599185,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,9648,1072,253,683.0,0.9920659051093834,0.9794871629973422,0.8948648314255857,0.9173553719008265,0.9332406723711072,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,9648,1072,224,683.0,0.9821639150943395,0.9646933816911306,0.8846961090173082,0.9052132701421801,0.9222119272237197,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,9648,1072,257,683.0,0.9794991764340788,0.9576306749613677,0.8615885477160009,0.8916155419222904,0.9155355565634623,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,9648,1072,290,683.0,0.9801525707734368,0.9689123582382465,0.8850687669065072,0.9142857142857143,0.9324279036952112,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,9648,1072,261,684.0,0.9834908891628991,0.9560083485172601,0.8042013948670451,0.8427672955974843,0.8758096290942075,10720,2680,6425,1615
CB1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,9648,1072,317,684.0,0.9895711032652976,0.972933317152095,0.8639851964008752,0.9,0.9172582363632565,10720,2680,6425,1615
