endpoint,panel,mode,split,fold,n_train,n_test,n_positive_test,n_scaffolds_test,roc_auc,pr_auc,mcc,f1,balanced_acc,n_total,n_positive,n_decoy,n_measured_inactive_train
NET,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,5660,628,128,411.0,0.991109375,0.9731981442197889,0.866461649044211,0.8932806324110671,0.92940625,6288,1572,4583,133
NET,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,5660,628,155,411.0,0.9938348223419491,0.9845430178881125,0.9177146309062115,0.9368770764119602,0.949553297415263,6288,1572,4583,133
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,799,89,23,,0.9591567852437418,0.964946743495722,0.9120076940610014,0.9302325581395349,0.9347826086956521,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,799,89,23,,0.9973649538866931,0.9930929184237313,0.9120076940610014,0.9302325581395349,0.9347826086956521,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,799,89,22,,0.9979647218453188,0.9945454545454545,0.9697979281223353,0.9767441860465116,0.9772727272727273,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,799,89,22,,1.0,1.0,0.9395426802215211,0.9523809523809523,0.9545454545454546,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,799,89,22,,0.9850746268656716,0.9744024091850179,0.9395426802215211,0.9523809523809523,0.9545454545454546,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,799,89,22,,0.9877883310719131,0.9795454545454545,0.9395426802215211,0.9523809523809523,0.9545454545454546,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,799,89,22,,0.9938941655359567,0.9868035190615836,0.8786848512758803,0.9,0.9090909090909092,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,799,89,22,,0.994572591587517,0.9831245123828856,0.9084532119866652,0.9302325581395349,0.9470827679782903,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,800,88,22,,0.9993112947658402,0.9980237154150198,0.9393364366277241,0.9523809523809523,0.9545454545454546,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,800,88,22,,0.9710743801652892,0.9550739957716703,0.8475316272298808,0.8717948717948718,0.8863636363636364,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,799,89,25,74.0,0.935625,0.9458089127796083,0.9445216843043955,0.9583333333333334,0.96,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,799,89,23,76.0,0.9986824769433466,0.9965217391304347,0.9413762575676212,0.9545454545454546,0.9565217391304348,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,799,89,22,76.0,0.8982360922659431,0.9001352813852814,0.5853320735818569,0.5806451612903226,0.7045454545454546,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,799,89,21,77.0,1.0,1.0,0.9688025236768729,0.975609756097561,0.9761904761904762,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,799,89,24,77.0,0.9910256410256411,0.9846491228070176,0.9430288874616009,0.9565217391304348,0.9583333333333333,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,799,89,24,77.0,0.9416666666666667,0.9428075396825396,0.8860158884519916,0.9090909090909091,0.9166666666666667,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,799,89,26,77.0,0.9847374847374848,0.9754702661679406,0.918915444644171,0.9387755102040817,0.9423076923076923,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,799,89,22,77.0,0.9979647218453188,0.9937930975480382,0.9396200814111262,0.9545454545454546,0.9698100407055631,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,800,88,23,77.0,0.9906354515050169,0.9824091577399705,0.8821552344077218,0.9047619047619048,0.9130434782608696,888,222,637,29
NLRP3,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,800,88,12,77.0,0.9989035087719298,0.9935897435897435,0.9010914559387476,0.9090909090909091,0.9166666666666667,888,222,637,29
Nav1_1,Binder classifier,measured_labels_holdout,random,1,382,43,7,,0.9246031746031746,0.8238095238095238,0.6519294632182419,0.7058823529411765,0.873015873015873,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,2,382,43,7,,0.9920634920634921,0.9617346938775508,0.9223309842157773,0.9333333333333333,0.9861111111111112,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,3,382,43,7,,0.9761904761904762,0.9038342609771179,0.7087417123429486,0.7368421052631579,0.9305555555555556,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,4,382,43,7,,0.9761904761904762,0.9038342609771179,0.7604524849452532,0.8,0.9007936507936507,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,5,382,43,7,,0.9722222222222222,0.8690476190476191,0.801040989379861,0.8235294117647058,0.9583333333333333,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,6,383,42,6,,1.0,1.0,1.0,1.0,1.0,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,7,383,42,6,,0.9166666666666667,0.719047619047619,0.6683495915092552,0.7142857142857143,0.875,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,8,383,42,6,,0.8935185185185185,0.8412698412698412,0.5305892259424582,0.5882352941176471,0.8333333333333334,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,9,383,42,6,,0.9907407407407407,0.9583333333333333,0.7817359599705717,0.8,0.9583333333333333,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,random,10,383,42,6,,0.9537037037037037,0.8293040293040292,0.7302967433402214,0.7692307692307693,0.8888888888888888,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,1,382,43,2,9.0,0.975609756097561,0.5833333333333333,0.8064778385455118,0.8,0.9878048780487805,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,2,382,43,4,11.0,0.9743589743589745,0.7708333333333333,0.6331219904495682,0.6666666666666666,0.8493589743589743,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,3,382,43,3,17.0,0.6666666666666666,0.16189931350114417,0.22657332165431585,0.2857142857142857,0.6291666666666667,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,4,382,43,22,17.0,0.9177489177489178,0.9051921796534749,0.6753246753246753,0.8372093023255814,0.8376623376623377,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,5,382,43,5,19.0,0.9789473684210527,0.911111111111111,0.6914090450089235,0.7272727272727273,0.8736842105263158,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,6,383,42,5,18.0,1.0,1.0,0.8219949365267865,0.8333333333333334,0.972972972972973,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,7,383,42,5,20.0,0.8972972972972972,0.8034782608695652,0.772972972972973,0.8,0.8864864864864865,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,8,383,42,8,19.0,0.9522058823529411,0.858173076923077,0.724490771389156,0.7619047619047619,0.9264705882352942,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,9,383,42,8,20.0,1.0,1.0,1.0,1.0,1.0,425,65,0,360
Nav1_1,Binder classifier,measured_labels_holdout,scaffold,10,383,42,3,20.0,0.7435897435897436,0.20357142857142857,0.33633639699815626,0.36363636363636365,0.7564102564102564,425,65,0,360
Nav1_5,Binder classifier,measured_labels_holdout,random,1,749,84,25,,0.9606779661016949,0.9259864958594543,0.7388131628319187,0.7906976744186046,0.8315254237288137,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,2,749,84,25,,0.9403389830508475,0.8995483504135688,0.6834111847618731,0.7755102040816326,0.8376271186440678,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,3,749,84,24,,0.9868055555555555,0.9724085576259488,0.8833333333333333,0.9166666666666666,0.9416666666666667,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,4,750,83,24,,0.9555084745762712,0.9372526847929447,0.8520019556026699,0.8936170212765957,0.9205508474576272,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,5,750,83,24,,0.9703389830508475,0.9385795370187384,0.7609701188746075,0.8260869565217391,0.870409604519774,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,6,750,83,24,,0.9639830508474576,0.9288919728449697,0.792626504456556,0.851063829787234,0.8912429378531074,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,7,750,83,24,,0.9682203389830508,0.9443506709052124,0.792626504456556,0.851063829787234,0.8912429378531074,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,8,750,83,24,,0.9887005649717514,0.9770614761055936,0.882768361581921,0.9166666666666666,0.9413841807909604,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,9,750,83,24,,0.9689265536723164,0.9158727655615763,0.7976834885991031,0.8571428571428571,0.9036016949152542,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,random,10,750,83,24,,0.9795197740112994,0.9556830423224579,0.8556080113932637,0.8979591836734694,0.932909604519774,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,1,749,84,9,37.0,0.9511111111111111,0.7962481962481964,0.7311261550139309,0.75,0.8266666666666667,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,2,749,84,17,43.0,0.9271290605794558,0.8015829984537044,0.682800053696289,0.7142857142857143,0.7866549604916593,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,3,749,84,15,45.0,0.9874396135265701,0.9659259259259259,0.9188405797101449,0.9333333333333333,0.9594202898550726,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,4,750,83,34,44.0,0.9951980792316927,0.9932798230170654,0.9501800720288115,0.9705882352941176,0.9750900360144057,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,5,750,83,30,45.0,0.9169811320754717,0.9059771058241688,0.7354806952576656,0.8214285714285714,0.8550314465408806,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,6,750,83,26,45.0,0.9784075573549258,0.9621507040224605,0.8366862110930773,0.8888888888888888,0.926450742240216,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,7,750,83,29,45.0,0.8473818646232439,0.8034470061897008,0.4728149109630912,0.5957446808510638,0.7043422733077905,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,8,750,83,40,46.0,0.9732558139534884,0.9717993919589242,0.8813681253374405,0.935064935064935,0.9383720930232557,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,9,750,83,22,46.0,0.7585692995529062,0.6506989416730613,0.4171612607447393,0.5142857142857142,0.6717585692995529,833,242,0,591
Nav1_5,Binder classifier,measured_labels_holdout,scaffold,10,750,83,20,46.0,0.9182539682539682,0.7699156349780208,0.5737594799616853,0.6470588235294118,0.7511904761904762,833,242,0,591
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,993,111,28,,1.0,0.9999999999999999,1.0,1.0,1.0,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,993,111,28,,0.9634251290877798,0.9506442073898899,0.9076720166625968,0.9310344827586207,0.9640705679862307,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,993,111,28,,1.0,0.9999999999999999,0.9766701098791581,0.9824561403508771,0.9939759036144578,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,993,111,28,,0.9991394148020655,0.9976190476190475,0.9522198743334599,0.9629629629629629,0.9642857142857143,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,994,110,28,,0.9899825783972125,0.960997854388169,0.9292316424514145,0.9473684210526315,0.9699477351916377,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,994,110,28,,0.9773519163763067,0.9248402849357141,0.8818658034015278,0.9122807017543859,0.945993031358885,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,994,110,27,,1.0,0.9999999999999998,0.9313806308475995,0.9473684210526315,0.9819277108433735,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,994,110,27,,0.9995537706381079,0.9986772486772484,0.9754481627261311,0.9811320754716981,0.9814814814814814,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,994,110,27,,0.9955377063810799,0.9860542160295058,0.9532050759983476,0.9642857142857143,0.9879518072289157,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,994,110,27,,0.9995537706381079,0.9986772486772484,0.9754481627261311,0.9811320754716981,0.9814814814814814,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,993,111,75,39.0,0.97,0.980304856839294,0.15047095877265573,0.125,0.5333333333333333,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,993,111,30,88.0,0.9837448559670782,0.9077186373254597,0.9076720166625968,0.9310344827586207,0.9438271604938271,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,993,111,27,88.0,0.9885361552028219,0.9674804839700166,0.9021164021164021,0.9259259259259259,0.951058201058201,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,993,111,24,92.0,0.9573754789272031,0.8984100257355825,0.8936781609195402,0.9166666666666666,0.9468390804597702,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,994,110,19,91.0,0.9976865240023135,0.988578386109753,0.8357421326466087,0.8484848484848485,0.868421052631579,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,994,110,21,91.0,1.0,1.0,1.0,1.0,1.0,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,994,110,19,92.0,0.9722382880277617,0.9554746240601502,0.8794876039258577,0.9,0.9572006940427993,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,994,110,18,92.0,0.9969806763285024,0.9857090984541966,0.9030165114855204,0.918918918918919,0.961352657004831,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,994,110,20,92.0,0.9988888888888888,0.9954545454545458,0.969309258988296,0.9743589743589743,0.975,1104,276,806,22
Nav1_6,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,994,110,23,92.0,1.0,0.9999999999999999,0.9733026290228723,0.9787234042553191,0.9942528735632183,1104,276,806,22
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,9878,1098,275,,0.9993063073014471,0.998044314749637,0.9829843164429883,0.9872029250457038,0.9896940240804153,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,9878,1098,275,,0.9976670716889429,0.9942852308880993,0.9733522536836138,0.9800362976406534,0.9872638904230642,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,9878,1098,275,,0.9986656357008726,0.9958918476424277,0.9660399867447255,0.9745454545454545,0.9830199933723627,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,9878,1098,275,,0.9986170330277255,0.9944185575108864,0.9732458270497338,0.979890310786106,0.9848425936153761,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,9878,1098,274,,0.99867567854865,0.995665715800929,0.9658111053149984,0.974169741697417,0.9793246403514988,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,9878,1098,274,,0.9984985117993056,0.9965124724800363,0.9707241449743711,0.9779411764705882,0.9829742753879952,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,9879,1097,274,,0.9986785039600536,0.9958070839308348,0.9660411651876742,0.9745454545454545,0.9841908275758087,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,9879,1097,274,,0.9992860373743914,0.9978181998650194,0.9708941095130038,0.9781818181818182,0.9866231785083945,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,9879,1097,274,,0.9991663045117117,0.9973794446775145,0.9708941095130038,0.9781818181818182,0.9866231785083945,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,9879,1097,274,,0.9989534460891699,0.9970045589892947,0.9661573796198526,0.9746376811594203,0.9854081116797191,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,9878,1098,273,694.0,0.9997868797868797,0.999347908987013,0.982919054940287,0.9871559633027523,0.9908558108558109,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,9878,1098,323,694.0,0.9977029861180466,0.9948535758211615,0.9515932890090683,0.9651898734177216,0.9695555777489264,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,9878,1098,262,700.0,0.9967219401731253,0.9932068966410236,0.9622313768349888,0.9710982658959537,0.9779255999123416,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,9878,1098,337,701.0,0.9970677345519912,0.9938511815732032,0.9079134019158274,0.9327073552425665,0.9395083776227593,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,9878,1098,291,701.0,0.9983137239872764,0.9948207387074417,0.9743925758976747,0.9811965811965812,0.9887900969608707,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,9878,1098,263,701.0,0.9980464925661985,0.9929575487530182,0.954813622476997,0.9655172413793104,0.9748958357050158,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,9879,1097,283,700.0,0.997838185117337,0.9915958145966454,0.9619034389352411,0.9717314487632509,0.9809517194676205,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,9879,1097,283,700.0,0.9979250049921428,0.993860651613589,0.9522023327442529,0.9644128113879004,0.9738845816584333,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,9879,1097,207,700.0,0.9960429897410844,0.980599469440019,0.9402500850412528,0.9514563106796117,0.9683737719155403,10976,2744,8064,168
Nav1_7,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,9879,1097,222,700.0,0.9936576576576577,0.9919660274481081,0.9688172098876463,0.9750566893424036,0.98194851994852,10976,2744,8064,168
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,1018,114,29,,0.9939148073022313,0.9847549697846962,0.9300862038070996,0.9473684210526315,0.9596348884381338,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,1018,114,29,,1.0,0.9999999999999999,1.0,1.0,1.0,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,1019,113,29,,1.0,1.0000000000000002,0.9536154980091839,0.9642857142857143,0.9655172413793103,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,1019,113,28,,1.0,1.0,1.0,1.0,1.0,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,1019,113,28,,0.9945378151260504,0.9792526855586406,0.9037819252979098,0.9259259259259259,0.940546218487395,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,1019,113,28,,0.9983193277310924,0.9947965850059447,0.9546583415126104,0.9655172413793104,0.9882352941176471,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,1019,113,28,,1.0,1.0,1.0,1.0,1.0,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,1019,113,28,,1.0,1.0,1.0,1.0,1.0,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,1019,113,28,,0.9991596638655462,0.9974929627023222,0.9768102246650276,0.9824561403508771,0.9941176470588236,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,1019,113,28,,0.969327731092437,0.9741867043847242,0.9286650801924401,0.9433962264150944,0.9464285714285714,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,1018,114,75,42.0,0.9996581196581197,0.9998245614035087,0.961025641025641,0.9866666666666667,0.9805128205128205,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,1018,114,37,84.0,1.0,0.9999999999999998,1.0,1.0,1.0,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,1019,113,29,87.0,1.0,1.0000000000000002,0.9303956940160029,0.9454545454545454,0.9482758620689655,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,1019,113,19,91.0,0.9916013437849944,0.9308207197994554,0.9694811070986771,0.9743589743589743,0.9946808510638299,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,1019,113,16,92.0,0.9806701030927835,0.9261357308232309,0.6796357567879738,0.6666666666666666,0.75,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,1019,113,22,92.0,1.0,1.0,0.9716840847077348,0.9767441860465116,0.9772727272727273,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,1019,113,25,92.0,0.97,0.9695111111111112,0.6764613810115104,0.6842105263157895,0.76,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,1019,113,20,93.0,0.9967741935483871,0.984604012258811,0.9074825982689371,0.9230769230769231,0.9446236559139785,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,1019,113,22,93.0,0.9435564435564435,0.865133049035405,0.7648139069166038,0.7777777777777778,0.8181818181818181,1132,283,830,19
Nav1_8,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,1019,113,18,93.0,1.0,1.0,0.933038736029977,0.9411764705882353,0.9444444444444444,1132,283,830,19
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,11012,1224,306,,0.999686730175004,0.9990020688012622,0.9671863440529768,0.9751243781094527,0.9787581699346406,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,11012,1224,306,,0.9954504677688069,0.9918064397720238,0.9517840924441556,0.9632107023411371,0.9684095860566448,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,3,11012,1224,306,,0.995115838637561,0.9934877483279972,0.960637897955264,0.9698996655518395,0.9727668845315904,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,4,11012,1224,306,,0.9988109986187649,0.9968191733641528,0.9737790958155194,0.9802631578947368,0.9847494553376906,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,5,11012,1224,306,,0.9990210317968873,0.9974394708709835,0.9628283668595382,0.9716193656093489,0.974400871459695,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,6,11012,1224,306,,0.9962051632562974,0.9900301413409363,0.9429302869330471,0.9565217391304348,0.9640522875816994,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,7,11013,1223,306,,0.9979151966129963,0.9920174349738843,0.9451270794600216,0.9582637729549248,0.9656827107433303,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,8,11013,1223,306,,0.9985566745782283,0.9967324237390714,0.9738448295720714,0.98,0.9803921568627452,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,9,11013,1223,306,,0.9994155422983443,0.9983528622436492,0.9628186253316097,0.9716193656093489,0.9743996835375371,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,10,11013,1223,305,,0.9984285153041181,0.9966412418362843,0.975971709915906,0.9816360601001669,0.9819672131147541,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,1,11012,1224,323,792.0,0.994921363603564,0.9931342044508599,0.9201333421913046,0.9375,0.9411764705882353,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,2,11012,1224,304,793.0,0.9949942791762014,0.9902980435465314,0.9382416895653941,0.9530201342281879,0.9627574370709382,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,3,11012,1224,289,793.0,0.9926465962289288,0.9881028274952225,0.9338027303502752,0.9477477477477477,0.953413022963196,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,4,11012,1224,340,793.0,0.9980469789725845,0.9949589992121551,0.9243312275480018,0.9431643625192012,0.94920814479638,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,5,11012,1224,354,793.0,0.9945873108643418,0.9912906072254654,0.9483981761659457,0.9619883040935673,0.964114552893045,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,6,11012,1224,300,793.0,0.9933225108225108,0.986311976460255,0.9268423518953153,0.9420035149384886,0.9461255411255411,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,7,11013,1223,247,794.0,0.9950637154045263,0.9920937430774499,0.9566025561748275,0.964509394572025,0.9670990409504214,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,8,11013,1223,273,794.0,0.9984808174281858,0.9948313825442248,0.9477253952794961,0.9584905660377359,0.9636225178330442,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,9,11013,1223,302,794.0,0.9979003530570717,0.9923718767586535,0.9580530002304118,0.9682804674457429,0.9763322331758598,12236,3059,9022,155
OPRK1,Binder classifier,hybrid_decoys_plus_measured_inactives,scaffold,10,11013,1223,327,794.0,0.9962251529051988,0.9929080726058415,0.9288434684590631,0.9455128205128205,0.9499542649628658,12236,3059,9022,155
OPRM1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,1,13384,1488,372,,0.9982608779435003,0.9966641106375853,0.9820393709120749,0.986449864498645,0.9883512544802868,14872,3718,10971,183
OPRM1,Binder classifier,hybrid_decoys_plus_measured_inactives,random,2,13384,1488,372,,0.999465256098971,0.9985501531559715,0.9712204012603051,0.9782608695652174,0.9820788530465949,14872,3718,10971,183
