endpoint,skeleton,n_stereoisomers,labels_disagree,potency_gap_log_units
HT2A,COc1ccccc1CNCC1CC1c1cc(F)ccc1OC,2,False,0.28
HT2A,CN1CCN2c3c(cccc31)C1CCN(CCCC(=O)c3ccc(F)cc3)CCC12,2,False,1.0
HT2A,CC1CN2C(=O)c3c(cccc3C(F)(F)F)C2CN1,2,False,0.0
HT2A,COc1cccc(-c2ccc(C(=O)N3CCN(C(=O)c4ccc5cc[nH]c5c4)C(C)C3)cc2)c1,2,False,0.0
HT2A,CC(N)CC=Cc1ccccc1,2,False,0.0
HT2A,OCC12CC1C(n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)C(O)C2O,2,False,0.0
HT2A,CCC(Nc1nc(Cl)nc2c1ncn2C1C(O)C(O)C2(CO)CC12)C1CC1,2,False,0.0
HT2A,CC(C)C(Nc1nc(Cl)nc2c1ncn2C1C(O)C(O)C2(CO)CC12)C1CC1,2,False,0.0
HT2A,OCC12CC1C(n1cnc3c(NC(C4CCC4)C4CC4)nc(Cl)nc31)C(O)C2O,2,False,0.0
HT2A,CNC(=O)C12CC1C(n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)C(O)C2O,2,False,0.0
HT2A,CCOC(=O)C12CC1C(n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)C(O)C2O,2,False,0.0
HT2A,CC1SC(c2ccccc2O)=NC1C1SCC(C)(C(=O)O)N1C,2,False,0.0
HT2A,CN1CCCC1Cc1c[nH]c2cccc(OCc3ccccc3)c12,2,False,0.0
HT6,CC(C)c1ccc(S(=O)(=O)Nc2ccc3[nH]cc(CC4CCCN4C)c3c2)cc1,2,False,0.9
HT6,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2ccc(Cl)s2)C1,2,False,0.43
HT6,CCNC(=NS(=O)(=O)c1cccc(Cl)c1)N1N=CCC1c1ccccc1,2,False,0.36
HT6,CCc1[nH]c2ccc(OC)cc2c1CC1CCCN1C,2,False,2.08
HT6,CN(C)C1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)C1,2,False,0.66
HT6,CN(C)C1CCc2c(cccc2NS(=O)(=O)c2ccccc2)C1,2,False,0.26
HT6,CN(C)C1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2C1CCO,2,False,0.0
HT6,CN(C)C1c2cc3ccn(S(=O)(=O)c4ccccc4)c3cc2C1CCO,2,False,0.5
HT6,CN1CCCC1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc12,2,False,1.04
HT6,CN1CCCC1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)cc12,2,False,0.85
HT6,CN1CCCC1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc12,2,False,1.18
HT6,CN1CCCC1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc4ccccc4c3)cc12,2,False,0.51
HT6,CN1CCCC1Cc1c[nH]c2ccc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc12,2,False,0.83
HT6,CN1CCCC1Cc1c[nH]c2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc12,2,False,1.14
HT6,CN1CCCC1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccccc3)cc12,2,False,1.2
HT6,CN1CCCC1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccccc3Cl)cc12,2,False,1.32
HT6,CN1CCCC1Cc1c[nH]c2ccccc12,2,False,1.85
HT6,CN1CCCC1Cc1cn(S(=O)(=O)c2ccc(Br)s2)c2ccccc12,2,False,0.04
HT6,CN1CCCC1Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12,2,False,1.22
HT6,CN1CCCC1Cn1cc(Cc2ccccc2)c2ccccc21,2,False,0.46
HT6,CNC1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2C1CCO,2,False,0.1
HT6,CNC1c2cc3ccn(S(=O)(=O)c4ccccc4)c3cc2C1CCO,2,False,0.4
HT6,CNC1c2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2C1CCO,2,False,0.8
HT6,CNC1c2c(ccc3c2ccn3S(=O)(=O)c2ccccc2)C1CCO,2,False,1.4
HT6,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,2,False,0.12
HT6,COc1cc(S(=O)(=O)c2ccc(C(C)O)cc2)cc2c3c(oc12)CCNC3,2,False,0.65
HT6,COc1cc(S(=O)(=O)c2cccc(C(C)O)c2)cc2c3c(oc12)CCNC3,2,False,0.24
HT6,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NC(C)c3ccc(C#N)cc3)CC2)cc1,2,False,0.09
HT6,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NC(C)c3ccccc3)CC2)cc1,2,False,0.05
HT6,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCCC2C1,2,False,0.0
HT6,COc1ccc(S(=O)(=O)Nc2ccc3[nH]cc(CC4CCCN4C)c3c2)cc1,2,False,1.36
HT6,COc1ccc(C2(C)C(=O)Nc3cc(Cl)cc(Cl)c3C2=O)cc1,2,False,0.48
HT6,COc1ccc2cc(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)ccc2c1,2,False,0.21
HT6,CC(NC(=O)CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)c1ccccc1,2,False,0.07
HT6,CC(O)c1ccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)cc1,2,False,0.71
HT6,CC(O)c1cccc(S(=O)(=O)c2cc(Cl)c3oc4c(c3c2)CNCC4)c1,2,False,0.28
HT6,CC1CC(=O)c2c(N3CCN(C)CC3)cccc2N1S(=O)(=O)c1ccc2ccccc2c1,2,False,1.7
HT6,CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1,2,False,0.4
HT6,CC1CN(c2ccccc2-c2ccccc2)CCN1CCCCCC(=O)NCc1ccccc1,2,False,0.04
HT6,CC1CC(C)N1C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,3,False,0.68
HT6,Cc1c(C2CCNCC2)ccnc1OC(C)c1cccc(Cl)c1,2,False,1.3
HT6,Cc1c(OC(C)c2cccc(Cl)c2)cccc1C1CCNCC1,2,False,1.15
HT6,Cc1c(OC(C)c2cccc(F)c2)cccc1C1CCNCC1,2,False,0.76
HT6,Cc1c(OC(C)c2ccccc2)cccc1N1CCNCC1,2,False,0.19
HT6,Cc1c(S(=O)(=O)NC2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12,2,False,0.42
HT6,Cc1c(S(=O)(=O)NC2CCN(CCCc3noc4ccccc34)C2)sc2ccc(F)cc12,2,False,0.54
HT6,Cc1c(S(=O)(=O)Nc2ccc3nccc(N4CCNC(C)C4)c3c2)sc2ccc(Cl)cc12,2,False,0.2
HT6,Cc1ccc2sc(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)cc2c1,2,False,0.4
HT6,Cc1cccc(S(=O)(=O)NC2CCN(CCCc3noc4ccccc34)C2)c1,2,False,0.14
HT6,Clc1cccc(Cn2ccc3c(NCC4CCCN4)nc4ccccc4c32)c1,2,False,0.02
HT6,Clc1cccc(Cn2ccc3c(NCC4CCNC4)nc4ccccc4c32)c1,2,False,0.06
HT6,Clc1cccc(Cn2ccc3c(NC4CCNC4)nc4ccccc4c32)c1,2,False,0.63
HT6,Cn1ccc2c(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)cccc21,2,False,0.26
HT6,Cn1ccc2cc(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)ccc21,2,False,0.58
HT6,NC1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)C1,2,False,0.13
HT6,O=C(Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1)C1CCCNC1,2,False,0.09
HT6,O=S(=O)(c1ccccc1)n1cc(CC2CCCN2)c2ccccc21,2,False,0.77
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(Cl)cc2s1,2,False,0.83
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(F)cc2s1,2,False,0.63
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2o1,2,False,0.29
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,2,False,0.53
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)c(Cl)c1,2,False,0.21
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)cc1,2,False,0.03
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1,2,False,0.44
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc2ccccc2c1,2,False,0.01
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1,2,False,0.49
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cccc2ccccc12,2,False,0.16
HT6,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1csc2ccccc12,2,False,0.24
HT6,O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(Cl)s1,2,False,0.44
HT6,O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(F)cc1,2,False,0.42
HT6,O=S(=O)(Nc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccc(Br)cc1,2,False,1.28
HT6,O=S(=O)(Nc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccc(C(F)(F)F)cc1,2,False,1.04
HT6,O=S(=O)(Nc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccc(F)cc1F,2,False,1.31
HT6,O=S(=O)(Nc1ccc2[nH]cc(CC3CCCN3)c2c1)c1cccc(Cl)c1,2,False,1.41
HT6,O=S(=O)(c1cccc(NC2CCNC2)c1)n1cccc1-c1ccccc1,2,False,0.3
HT6,O=S(=O)(c1cccc2cnccc12)N1CCCC1CCN1CCN(c2cccc3sccc23)CC1,2,False,0.91
HT6,O=S(=O)(c1cccc2cnccc12)N1CCCC1CCN1CCN(c2nsc3ccccc23)CC1,2,False,0.96
HT6,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,2,False,0.64
HT6,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCC(c2noc3cc(F)ccc23)CC1,2,False,0.58
HT6,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCN(c2cccc3sccc23)CC1,2,False,0.8
HT6,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCN(c2nsc3ccccc23)CC1,2,False,0.91
HT6,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,2,False,0.42
HT6,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CCN(c2cccc3sccc23)CC1,2,False,1.02
HT6,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CCN(c2nsc3ccccc23)CC1,2,False,0.9
HT6,CC1CCCN1C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,2,False,0.0
HT6,CC1SC(c2ccccc2)=NC1Cc1c[nH]cn1,2,False,0.0
HT6,CC1SC(c2ccccc2O)=NC1C1SCC(C)(C(=O)O)N1C,2,False,0.0
HT6,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,2,False,0.0
HT7,CC(O)C(=O)N(CCN1CCC(c2noc3cc(F)ccc23)CC1)C(C)C,2,False,0.14
HT7,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2ccc(Cl)s2)C1,2,False,0.67
HT7,CC1CCCN(CCC(C)C(C)S(=O)(=O)c2cccc3ccccc23)C1,3,True,2.9
HT7,CC1(C)CC(CCN2CCC(c3ccccc3)CC2)OC1=O,2,False,0.44
HT7,CC1(C)CC(CCN2CCN(c3ccccc3)CC2)OC1=O,2,False,0.44
HT7,CC1CCN(CCC2CCCCN2S(=O)(=O)c2cccc3ccccc23)CC1,2,False,0.7
HT7,CC1CCN(CCC2CCCN2S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,2,False,0.0
HT7,CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc(Br)c2)CC1,2,False,0.0
HT7,CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1,2,False,1.6
HT7,CCCN(CCC)C1CCc2c(cccc2-c2ccccc2)C1,2,False,1.28
HT7,CCCN(CCC)C1CCc2c(cccc2-c2ccccc2Cl)C1,2,False,1.82
HT7,CCCN(CCC)C1CCc2c(cccc2-c2ccccc2F)C1,2,False,2.15
HT7,CCCN(CCC)C1CCc2cccc(O)c2C1,2,False,1.32
HT7,CCN(CCN1CCC(c2c[nH]c3ccccc23)CC1)C(=O)C(C)O,2,False,0.45
HT7,CCN(CCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)C(C)O,2,False,0.37
HT7,CCN(CCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)C1CCC(O)CC1,2,False,0.12
HT7,CCN(CCN1CCC(n2ncc3cc(F)ccc32)CC1)C(=O)C(C)O,2,False,0.19
HT7,CCOC(=O)C1CCCN(CCCC(C)(C)S(=O)(=O)c2ccccc2)C1,2,False,1.28
HT7,CN(C)CC1CC2c3ccccc3Oc3ccc(Cl)cc3C2O1,2,False,0.44
HT7,CN(C)CC1CC2c3ccccc3Oc3ccc(F)cc3C2O1,2,False,0.14
HT7,CN(C)CC1CC2c3ccccc3Sc3ccc(F)cc3C2O1,3,False,0.73
HT7,CN(C)C1CCc2c(cccc2-c2ccc(Cl)cc2)C1,2,False,0.28
HT7,CN(C)C1CCc2c(cccc2-c2ccccc2F)C1,2,False,2.15
HT7,CN(C)C1CCc2c(cccc2-c2cccn2C)C1,2,False,1.26
HT7,CN(C)C1CCc2c(cccc2-c2cccs2)C1,2,False,1.02
HT7,CN(C)C1CCc2c(cccc2-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1,2,True,1.04
HT7,CN1CCc2ccc3c4c2C1Cc1cccc(c1-4)C3N,2,False,0.12
HT7,COC1(C)c2cccc3c2-c2c1ccc1c2C(C3)N(C)CC1,2,False,0.0
HT7,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NC(C)c3ccc(C#N)cc3)CC2)cc1,2,False,0.2
HT7,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NC(C)c3ccccc3)CC2)cc1,2,False,0.13
HT7,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCCC2C1,2,False,0.2
HT7,COc1ccc2cc(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)ccc2c1,2,False,0.01
HT7,COc1cccc(S(=O)(=O)N2CCCC2CCN2CCC(C)CC2)c1,2,False,0.12
HT7,CC(NC(=O)CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)c1ccccc1,2,False,0.02
HT7,CC(Nc1nc(N)nc(NCCOc2ccc(F)cc2)n1)c1ccc(F)cc1,2,False,1.26
HT7,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,4,True,1.29
HT7,CC1CCCN(CCC(C)N(C)S(=O)(=O)c2cccc3ccccc23)C1,2,False,0.7
HT7,CC1CN(c2ccccc2-c2ccccc2)CCN1CCCCCC(=O)NCc1ccccc1,2,False,0.41
HT7,CC1CC(C)N1C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,3,False,0.41
HT7,Cc1c(S(=O)(=O)NC2CCN(CCCc3noc4ccccc34)C2)sc2ccc(Cl)cc12,2,False,0.22
HT7,Cc1c(S(=O)(=O)NC2CCN(CCCc3noc4ccccc34)C2)sc2ccc(F)cc12,2,False,0.34
HT7,Cc1ccc2sc(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)cc2c1,2,False,0.55
HT7,Cc1cccc(S(=O)(=O)NC2CCN(CCCc3noc4ccccc34)C2)c1,2,False,0.88
HT7,Cn1ccc2c(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)cccc21,2,False,0.64
HT7,Cn1ccc2cc(S(=O)(=O)NC3CCN(CCCc4noc5ccccc45)C3)ccc21,2,False,0.77
HT7,NC(N)=NC(=O)c1ccc2c(c1)C1(CCCO1)c1ccccc1-2,2,False,0.31
HT7,O=C1Cc2ccccc2N1CC=CCN1CCN(c2cccc3ccccc23)CC1,2,False,0.56
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(Cl)cc2s1,2,False,0.13
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(F)cc2s1,2,False,0.57
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2o1,2,False,0.02
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,2,False,0.58
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)c(Cl)c1,2,False,1.25
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)cc1,2,False,0.9
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1,2,False,0.29
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1ccc2ccccc2c1,2,False,0.04
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1,2,False,1.01
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cccc2ccccc12,2,False,0.63
HT7,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1csc2ccccc12,2,False,0.5
HT7,O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(Cl)s1,2,False,0.48
HT7,O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)C1)c1ccc(F)cc1,2,False,0.7
HT7,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2ccc(Cl)cc2)CC1,2,False,0.0
HT7,O=S(=O)(c1cccc2cnccc12)N1CCCC1CCN1CCN(c2cccc3sccc23)CC1,2,False,0.88
HT7,O=S(=O)(c1cccc2cnccc12)N1CCCC1CCN1CCN(c2nsc3ccccc23)CC1,2,False,1.08
HT7,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,2,False,0.73
HT7,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCC(c2noc3cc(F)ccc23)CC1,2,False,0.0
HT7,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCN(c2cccc3[nH]ccc23)CC1,2,False,1.07
HT7,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCN(c2cccc3c2OCCO3)CC1,2,False,0.72
HT7,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCN(c2cccc3sccc23)CC1,2,False,1.28
HT7,O=S(=O)(c1cccc2ncccc12)N1CCCC1CCN1CCN(c2nsc3ccccc23)CC1,2,False,0.85
HT7,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,2,False,1.09
HT7,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CCN(c2cccc3[nH]ccc23)CC1,2,False,1.28
HT7,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CCN(c2cccc3c2OCCO3)CC1,2,False,0.43
HT7,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CCN(c2cccc3sccc23)CC1,2,False,0.68
HT7,O=S(=O)(c1cncc2ccccc12)N1CCCC1CCN1CCN(c2nsc3ccccc23)CC1,2,False,0.47
HT7,O=C(CCNC1CCN(c2ccc([N+](=O)[O-])cc2)C1)c1csc2ccccc12,2,False,0.0
HT7,CC1SC(c2ccccc2)=NC1Cc1c[nH]cn1,2,False,0.0
HT7,CC1SC(c2ccccc2O)=NC1C1SCC(C)(C(=O)O)N1C,2,False,0.0
KEAP1,CC(C)CC1NC(=O)C(N)CCCCNC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C,5,True,2.29
KEAP1,CCn1nnc2c(C)c(C(c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)C(C)C(=O)O)c,2,False,1.43
KEAP1,COc1cc(C(CC(=O)O)c2ccc(C)c(CN3CC(C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,4,False,1.49
KEAP1,COc1ccc(S(=O)(=O)Cc2ccc(N(C(C)C(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)c,2,False,0.2
KEAP1,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N3CCCC3C(=O)O)c3ccccc23)cc1,2,True,2.54
KEAP1,COc1ccc(S(=O)(=O)N(Cc2ccccc2CN(C(C)C(=O)O)S(=O)(=O)c2ccc(OC)cc2)C(C)C(,2,False,0.61
KEAP1,COc1ccc(S(=O)(=O)Nc2ccc(N3CCCC3C(=O)O)c3ccccc23)cc1,2,False,0.44
KEAP1,Cc1cc(C)c(C)c(S(=O)(=O)Nc2ccc(N3CCC(C(=O)O)C3)c3ccccc23)c1C,2,False,0.52
LRRK2,CC(=O)NC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N,2,False,0.45
LRRK2,CC(C)Oc1cccc(-c2c[nH]c3ccc(-c4nnc(N5CCC(N)C5)s4)cc23)n1,2,False,0.06
LRRK2,CC(C)c1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCC(N)C3)n2)c1,2,False,0.62
LRRK2,CCN1C(=CC(C)=O)Sc2ccc(OC)cc21,2,False,0.45
LRRK2,CCOCc1cc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)C(OC)C(N)C3)ccc2F)c(F)c1,2,False,0.17
LRRK2,CCOC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C)cc3F)n2)CC1N,2,False,2.34
LRRK2,CCOC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N,2,False,2.91
LRRK2,CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(C)C(O)C(N)C3)n2)c1F,2,False,0.08
LRRK2,CCc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC(O)C3)n2)c1,2,False,0.56
LRRK2,CCn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCCC(N)C3)n2)cn1,2,False,0.49
LRRK2,CCn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC(N)C3)n2)cn1,2,False,0.13
LRRK2,CCn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC(O)C3)n2)cn1,2,False,0.52
LRRK2,CON=C1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N,2,False,0.49
LRRK2,COC(=O)N(C)C1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C)cc3F)n2)CC1N,2,False,1.75
LRRK2,COC(=O)N(C)C1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N,2,False,1.74
LRRK2,COC(=O)NC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N,2,False,1.8
LRRK2,COCCOc1cc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)C(n4ccnn4)C(N)C3)ccc2F)c(F)c1,2,False,0.26
LRRK2,COCCOc1cc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)C(OC)C(N)C3)ccc2F)c(F)c1,2,False,0.03
LRRK2,COC1CC(N)CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)C1,2,False,0.24
LRRK2,COC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C)cc3F)n2)CC1N,3,False,1.92
LRRK2,COC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(F)CCOCC4)cc3F)n2)CC1N,2,False,0.06
LRRK2,COC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(C4(O)CCC4)cc3F)n2)CC1N,2,False,0.21
LRRK2,COC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(OC(C)C)cc3F)n2)CC1N,2,False,0.22
LRRK2,COC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N,2,False,0.08
LRRK2,COC1C(C)CC(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC1N,2,False,0.28
LRRK2,COC1C(C)CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ncc2N)CC1N,2,False,0.18
LRRK2,COC1C(C)CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)sc2N)CC1N,2,False,0.09
LRRK2,COc1ccc2c(c1CN1CCNCC1C)OC(=Cc1n[nH]c3ncccc13)C2=O,2,False,1.21
LRRK2,COc1ccc2c(c1CN1CCNC(C)C1)OC(=Cc1n[nH]c3ncccc13)C2=O,2,False,0.7
LRRK2,CSC1C(C)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N,2,False,0.93
LRRK2,CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1O,2,False,1.45
LRRK2,CC1CN(c2ccncc2NC(=O)c2csc(-c3c(F)cccc3F)n2)CC(N)C1O,2,False,0.47
LRRK2,CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1O,5,False,1.73
LRRK2,CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(O)C1O,2,False,0.48
LRRK2,CC1CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)CC(N)C1O,4,False,0.15
LRRK2,CC1CC(N)CN(c2ccncc2Nc2cccc3cnc(-c4c(F)cccc4F)nc23)C1,2,False,0.97
LRRK2,CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,2,False,0.97
LRRK2,CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(C3CCC(O)CC3)n2)C1,2,False,0.1
LRRK2,CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C12OCCO2,2,False,2.07
LRRK2,CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1C#N,2,False,0.72
LRRK2,CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1N=[N+]=[N-],2,False,1.24
LRRK2,CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1OCCC#N,2,False,1.85
LRRK2,CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1OCCS(C)(=O)=O,2,False,2.79
