endpoint,skeleton,n_stereoisomers,labels_disagree,potency_gap_log_units
BACE1,CC1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)C(C)(C(F)F)C(=N)N1,2,False,0.54
BACE1,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C(F)F)N=C(N)OC4CC43)c2)nc1,2,False,0.81
BACE1,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(Cl)c(C2(CF)N=C(N)OC3CC32)c1,2,False,0.72
BACE1,CN1C(=N)NC(CCC2CCCCC2)(CC2CCCN(C(=O)CC3CCCC3)C2)C1=O,2,True,1.1
BACE1,Cc1cc(OCC#CC(C)(C)O)cnc1C(=O)Nc1ccc(F)c(C2(C)N=C(N)OC3CC32)c1,2,False,0.01
BACE1,CC(C)CNC(=O)C(NCC(Cc1ccccc1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(,2,False,3.33
BACE1,CC1(c2sc(-c3cncc(-c4ncco4)c3)cc2Cl)CS(=O)(=O)C2(CCOC2)C(=N)N1,2,False,0.28
BACE1,Cc1nc(OCC(F)(F)F)cnc1C(=O)Nc1cc(F)c(Cl)c(C2(CF)N=C(N)OC3CC32)c1,2,False,0.38
BACE1,CC1OCC(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)(C(F)F)N=C1N,2,False,0.45
BACE1,CC1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS(=O)(=O)C2(CCOC2)C(=N)N1,2,False,0.11
BACE1,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(O)CC(C)C(=O)NC,2,False,0.0
BACE1,NC1=NC(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2Cl)(C(F)F)C2CC2O1,2,False,1.57
BACE1,CC1(F)CC(F)(F)C(C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C1N,2,False,0.67
BACE1,COc1cnc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)COC3F)c2)cn1,2,False,0.97
BACE1,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=N3)c2)c1,2,True,2.56
BACE1,CC1(c2sc(-c3ccnc(-c4ccoc4)c3)cc2Cl)CS(=O)(=O)C2(CCOC2)C(=N)N1,2,False,0.36
BACE1,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)CS4(=O)=NCCCCN4C(N)=N3)n2)nc1,2,False,0.53
BACE1,CC(=O)NC(Cc1ccc(F)c(F)c1)C(O)CNC1CC2(CC(C)C2)Oc2ncc(CC(C)(C)C)cc21,2,False,0.0
BACE1,CN1C(=O)CC2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,2,False,1.55
BACE1,Cc1cnc(C2CC3CSC(N)=NC3(c3ccc(F)cc3F)CO2)cn1,2,True,1.97
BACE1,COC(=O)C1CC(C)(c2cc(C=C(F)c3ccc(Cl)cn3)ccc2F)N=C(N)S1,2,False,0.68
BACE1,C#CCOc1cnc(C(F)=Cc2cnc(F)c(C3(C)N=C(N)SC4(C(=O)N5CCC(F)C5)CC43)c2)cn1,2,False,0.21
BACE1,CCC1(C)C(=N)NC(C)(c2cc(NC(=O)c3ccc(OC)cn3)ccc2F)CS1(=O)=O,2,False,0.75
BACE1,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)N(C(C)CO)C1=O,2,False,0.16
BACE1,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS(=O)(=O)C(C)(C2CCC2)C(=N)N1,2,False,1.48
BACE1,C=C1CC2C3(C)CCC(=O)C(C)(C)C3C(=O)C(O)C2(C)C2C(=O)OC(C)(C(=O)OC)C(=O)C1,2,False,0.0
BACE1,CN1C(=N)NC(C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(S(=O)(=O)CC3CCCO3)C2,2,False,1.02
BACE1,CC(NC(=O)c1cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc,3,False,1.1
BACE1,Cc1ccc(OCC(=O)NC2c3cc(NC(=O)COc4ccc(C#N)cc4C)ccc3CC2O)cc1,3,True,2.51
BACE1,COc1ccc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)C(C)(CC4CC4)C(=N)N3)c2)nc1,2,False,0.8
BACE1,COc1cnc(-c2ccc(F)c(C3(CF)CCC(C)(C#N)C(N)=N3)c2)cn1,2,False,1.2
BACE1,CC(NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccccc1,2,False,0.0
BACE1,NC1=NC(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)(C(F)F)C2CC2O1,2,True,2.73
BACE1,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(Cl)c(C2(C(F)F)N=C(N)OC3CC32)c1,2,False,0.29
BACE1,NC1=NC2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(-c4ccnc(F)c4)cc32)c2nccn21,2,False,1.52
BACE1,Cn1c(N)nc(C2CC2c2ccccc2)cc1=O,2,False,0.0
BACE1,CC(C)CC(NC(=O)C(N)CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)P(=O)(O)CC(C,3,False,1.75
BACE1,COCCN1C(=O)C2(N=C1N)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,2,False,1.48
BACE1,CC1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS(=O)(=O)C(C)(c2ccc(F)cc2)C(=N)N1,2,False,1.86
BACE1,CC1(F)CC(F)(F)C(C)(c2cc(NC(=O)c3nc(CF)co3)ccc2F)N=C1N,2,False,0.85
BACE1,CC1(c2cc(C=C(F)c3ccc(C#N)cn3)ccc2F)N=C(N)SC2(C(=O)N3CCOCC3)CC21,2,False,0.54
BACE1,COC(C)(C)C1CCCCN1C(=O)C1CNCC12CCCc1ccccc12,2,False,0.0
BACE1,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c,2,False,0.0
BACE1,CC1(c2sc(-c3cccc(-c4nnco4)c3)cc2F)CS(=O)(=O)C(C)(c2ccccn2)C(=N)N1,2,False,1.35
BACE1,CN1C(=N)NC(C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(Cc3cocn3)C2)S1(=O)=O,2,False,1.22
BACE1,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c(C2(C)N=C(N)C3(CC3)S(=O)(=O)C2F)c1,2,False,0.5
BACE1,COC(=O)C1CCCN1C(=O)C(Cc1ccccc1)N(C)C(=O)C(C)NC(=O)C(CC(C)C)NC(=O)CC(O),4,True,1.91
BACE1,CC(F)COc1cnc(C(=O)Nc2csc(C34COC(C)CC3CSC(N)=N4)n2)cn1,2,False,0.01
BACE1,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC(CF)C1F,2,False,1.0
BACE1,N#Cc1ccc(C(F)=Cc2ccc(F)c(C34COC(C(F)F)C3CSC(N)=N4)c2)nc1,2,False,0.36
BACE1,CN1C(N)=NC2(C)c3cc(NC(=O)c4ccc(C#N)cn4)ccc3OCCC2S1(=O)=O,2,False,0.84
BACE1,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)C3)c1,5,False,0.7
BACE1,CC1CC2CSC(N)=NC2(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)cs2)CO1,2,False,0.0
BACE1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,2,False,0.06
BACE1,COc1ccc(C(=O)Nc2ccc(F)c(C3(C)NC(=N)N(C)S(=O)(=O)C34CCN(Cc3cnn(C)c3)C4),2,False,1.13
BACE1,COC1CCC2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,2,False,0.25
BACE1,COc1cnc(C(=O)Nc2ccc(F)c(C3(C)N=C(NC(=O)c4ccccc4)OC4CC43)c2)cn1,2,False,0.46
BACE1,CC(=O)NC(Cc1ccc(F)cc1)C(O)CNC1CC2(CC(O)C2)Oc2ncc(CC(C)(C)C)cc21,2,False,0.73
BACE1,COc1ccc(C(=O)Nc2ccc(F)c(C3(C)NC(=N)N(C)S(=O)(=O)C34CCN(S(=O)(=O)c3cn(C,2,False,0.68
BACE1,CN1C(=N)NC(C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(S(=O)(=O)C3CCCC3)C2),2,False,1.31
BACE1,CC1(F)CC(F)C(C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,2,False,0.51
BACE1,COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)C(CS(C)(=O)=O)NC(=O)C2=NOC3OCCC23)c1,2,False,0.15
BACE1,NC1=NC2(CO1)c1cc(-c3cncc(Cl)c3)ccc1OC1CCOCC12,2,False,0.26
BACE1,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3ccc,3,False,0.97
BACE1,CC1(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)CS(=O)(=O)C(C)(C2CCC2)C(=N)N1,2,False,1.56
BACE1,CC(F)C1OC(N)=NC(C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)C1F,2,False,0.01
BACE1,CC(NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CC2)c1)c1ccc(F),3,True,3.8
BACE1,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(C)c(C2(C(F)F)N=C(N)OC3CC32)c1,2,False,0.2
BACE1,COC1(C)OCC(C)(c2cc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C1N,2,False,0.75
BACE1,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(N)C,2,False,0.09
BACE1,CC1(c2sc(-c3cccc(C#N)c3)cc2F)CS(=O)(=O)C(C)(CC(F)(F)F)C(=N)N1,2,False,1.37
BACE1,COC1CCC2(CC1)Cc1ccc(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,2,False,0.01
BACE1,CC(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C(=O)NCc1cccc(C(,2,True,2.24
BACE1,CC1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS(=O)(=O)C(C)(CC2CC2)C(=N)N1,2,False,0.8
BACE1,[H]C1([H])OC(N)=NC12c1cc(-c3cncnc3)ccc1CC21CCC(OC)C(CC)C1,2,False,0.3
BACE1,COC1CCC2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(C)C(N)=N1,2,False,0.65
BACE1,NC1=NC(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)(C(F)F)C2CC2O1,2,True,2.05
BACE1,CC(C)c1cccc(CNCC(O)C2COCC=CCC(c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3,2,False,2.62
BACE1,CC(NC(=O)c1cc(C(=O)NC(COc2cc(F)cc(F)c2)C(O)CC(=O)NC(C(=O)Nc2cc(C(=O)O),2,False,0.0
BACE1,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)N(C)C1=O,2,False,1.15
BACE1,N#Cc1cnc(C(=O)Nc2ccc(F)c(C3(CF)N=C(N)OC4CC43)c2)c(Cl)c1,2,False,0.05
BACE1,CC(C)CC(NC(=O)C(NC(=O)C(N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)NC,2,False,0.28
BACE1,C#CCOc1cnc(C(F)=Cc2ccc(F)c(C3(C)N=C(N)C(C)(C)S(=O)(=O)C3F)c2)cn1,2,False,0.35
BACE1,CN1C(=O)CC(C)(C2CC2c2ccccc2)N=C1N,7,False,0.96
BACE1,CCS(=O)(=O)N1CCC2(C1)C(C)(c1cc(NC(=O)c3ccc(F)cn3)ccc1F)NC(=N)N(C)S2(=O,2,False,1.35
BACE1,CN1C(=N)NC(C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C2(CCN(S(=O)(=O)c3cn(C)cn3),2,False,0.67
BACE1,CC(NC(=O)c1cc(C(=O)NC(Cc2ccccc2)C(O)C2NCC(C)N(Cc3ccccc3)C2=O)cc(N(C)S(,2,True,2.48
BACE1,CSCCC(NC(=O)C(CC(C)C)NC(C)=O)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C(=O)NCc1cccc,3,True,2.01
BACE1,COc1ccc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)C(C)(c4ccccn4)C(=N)N3)c2)nc1,2,False,1.6
BACE1,COc1cnc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)C(C)(C4CC4)C(=N)N3)c2)cn1,2,False,0.87
BACE1,C#CCOc1cnc(C(F)=Cc2ccc(F)c(C3(C)N=C(N)SC4(C(=O)N5CCC(F)C5)CC43)c2)cn1,2,False,0.35
BACE1,COc1cnc(-c2cc(-c3ccc(F)c(C4(C)CS5(=O)=NCCCCN5C(N)=N4)c3)on2)cn1,2,False,1.89
BACE1,COc1cnc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)C(C)(C(F)F)C(=N)N3)c2)cn1,2,False,0.64
BACE1,O=C(CC(c1ccccc1)c1ccccc1)NC(Cc1ccccc1)C(O)CNCc1ccccc1,2,False,0.31
BACE1,CC1(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)CS(=O)(=O)C(C)(CC2CC2)C(=N)N1,2,False,0.88
BACE1,CC(C)CNC(=O)C(NC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(CS(C)(=O)=O)NC(=O)C1=NOC,2,False,1.35
BACE1,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(C(C)c2ccccc2)C1=O,3,False,0.29
BACE1,CC1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CC2(CCC2)SC(N)=N1,2,True,3.68
BACE1,CCCN(CCC)C(=O)c1cccc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CC(CC)C(=O)NCC2CCC(C(,2,False,0.0
BACE1,NC1=Nc2ccc3cc2CN1C(C1CCCCC1)CCC(=O)N(C1CCCCC1)CCCc1cccc(c1)O3,2,False,1.02
BACE1,CC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=,2,False,0.46
BACE1,CC(NC(=O)C(O)C(Cc1ccccc1)NC(=O)C(CC1CCCCC1)NC(=O)C(NC(=O)C(N)CNC(=O)c1,2,False,0.22
BACE1,CC1CC1CNc1cc(C(=O)NC(CN)Cc2ccccc2)cc(N(C)S(C)(=O)=O)n1,2,False,0.46
BACE1,COc1ccc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)C(C)(F)CC3(F)F)c2)nc1,2,False,0.92
BACE1,CCC1CC2(CCC1OC)Cc1ccc(C#N)cc1C21N=C(N)N(CC2CCCO2)C1=O,2,False,0.0
BACE1,COc1cnc(C(=O)Nc2ccc(F)c(C3(C)CS(=O)(=O)C(C)(C4CCC4)C(=N)N3)c2)cn1,2,False,1.82
BACE1,CC1(F)CC(F)(F)C(C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)N=C1N,2,False,0.43
BACE1,NC1=NC2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,2,False,2.66
BACE1,CC(C)C1CN(C(=O)C23CC2C(C)(c2cc(C=C(F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)CCO1,2,False,0.22
BACE1,CN(c1cc(C=CC2CC2)cc(C(=O)NC(Cc2ccccc2)C(O)CNC2CC2)c1)S(C)(=O)=O,2,False,1.32
BACE1,CC(=O)NC(Cc1ccc(F)cc1)C(O)CNC1CC2(CC(C)C2)Oc2ncc(CC(C)(C)C)cc21,2,False,0.35
BACE1,[C-]#[N+]c1cnc2c(c1)CCC2Nc1ccc(F)c(C2(C)CS(=O)(=O)N(C)C(=N)N2)c1,2,False,1.42
BACE1,CC1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OC2CC21,2,True,2.59
BACE1,NC1=NC2(c3cc(C=C(F)c4ccc(Cl)cn4)ccc3F)COCC2CS1,2,False,1.1
BACE1,Cc1ccc(-c2cc(F)c3c(c2)C2(N=C(N)n4ccnc42)c2cc(-c4cccnc4F)ccc2O3)cc1,2,False,2.46
BACE1,COc1cccc2cc(-c3cc(Cl)c(C4(C)CS(=O)(=O)C5(CCOC5)C(=N)N4)s3)[nH]c12,2,False,0.35
BACE1,CC1CC2CSC(N)=NC2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,2,False,0.13
BACE1,NC1=NC2(c3ccc(F)cc3F)COC(C3CC3)CC2C(CF)S1,2,True,2.46
BACE1,NC1=NC2(CO1)c1cc(-c3cncc(Cl)c3)ccc1OC1OCC(OCC3CC3)CC12,2,False,0.06
BACE1,CC(C)CC(NC(=O)C(CCS(C)(=O)=O)NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(O)CC(C)C(,3,False,0.0
BACE1,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c(C3(CF)N=C(N)OC4CC43)c2)cn1,2,False,2.27
BACE1,CN1C(=N)NC(CCC2CCCCC2)(CC2CCN(C(=O)CC3CCCC3)C2)C1=O,2,True,1.76
BACE1,CC1COC(N)=NC1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,2,False,0.07
BACE1,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(C)C(N)=N1,2,False,0.34
BACE1,CC(C)C1CC(c2ccccc2)CCN1C(=O)C1CNCC12CCCc1ccccc12,2,False,0.0
BACE1,C=CCC1(C)C(=N)NC(C)(c2cc(NC(=O)c3cnc(OC)cn3)ccc2F)CS1(=O)=O,2,False,0.93
BACE1,Cc1cccnc1-c1ccc2nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc2c1,2,False,0.08
BACE1,CC(C)CC(NC(=O)C(NC(=O)C(N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)NC,2,False,0.31
BACE1,NC1=NC2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3CCCCO3)cc12,2,False,0.91
BACE1,CCCCNC(=O)C(C)CC(O)C1CSCC=CCCC2CCCNC2C(=O)NC(C)C(=O)N1,2,False,0.0
BACE1,CCCCNC(=O)C(C)CC(O)C1CSCC=CCCC2CNCCC2C(=O)NC(C)C(=O)N1,2,False,0.0
BACE1,CCCCNC(=O)C(C)CC(O)C1CSCC=CCSC2CNCCC2C(=O)NC(C)C(=O)N1,2,False,0.0
BACE1,CCCCNC(=O)C(C)CC(O)C1CSCC=CCSCCC(=O)NC(C)C(=O)N1,2,False,0.0
BACE1,COC(CNCc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2),2,False,0.0
BACE1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CNC(=O)c1nn[nH]n1)C(=O)NCC(O)(CCc1,2,False,0.0
BACE1,CC(C)CC(NC(=O)C(NC(=O)C(CO)NC(=O)c1nn[nH]n1)C(C)C)C(=O)NCC(O)(CCc1cccc,2,False,0.0
BACE1,CC(C)CC(NC(=O)C(NC(=O)C(CO)NC(=O)c1nn[nH]n1)C(C)C)C(=O)NCCC(=O)Nc1cccc,2,False,0.0
BACE1,CC12CCC3C(C)(C)C(O)CCC3(C)C1CCC1C(=CCC3C(C)(C)C(O)CCC13C)C2,2,False,0.0
BBB,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,2,True,
BBB,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC2,3,False,
BBB,OCC(O)C(O)C(O)C(O)CO,2,False,
BBB,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1,6,False,
BBB,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,2,False,
BBB,Nc1ccn(C2CCC(CO)O2)c(=O)n1,3,True,
BBB,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,3,False,
BBB,COc1ccc2c(c1)C(CC(=O)O)C(C)N2C(=O)c1ccc(Cl)cc1,2,False,
BBB,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)C,6,False,
BBB,Cc1ccc(C(=CCN2CCCC2)c2cccc(C=CC(=O)O)n2)cc1,2,True,
BBB,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C,4,False,
BBB,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(,4,False,
BBB,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1c,4,True,
BBB,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,4,False,
BBB,Nc1cccc(CN2CCC(NC(=O)C(O)(c3ccccc3)C3CCC(F)(F)C3)CC2)n1,2,False,
BBB,Cc1cn(C2CC(F)C(CO)O2)c(=O)[nH]c1=O,2,False,
BBB,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C),5,True,
BBB,C=C(C)C(=O)C(=CC(=O)O)OC,2,False,
BBB,NC(Cc1ccc(O)c(O)c1)C(=O)O,2,True,
BBB,Nc1ccn(C2CC(CO)C(CO)O2)c(=O)n1,2,False,
BBB,CC=CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=,3,False,
BBB,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,3,False,
BBB,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(,4,True,
BBB,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,2,True,
BBB,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4,5,True,
BBB,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,5,True,
BBB,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,3,False,
BBB,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=,4,True,
BBB,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,3,True,
BBB,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,2,False,
BBB,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,4,True,
BBB,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,3,False,
BBB,CC(C)(C)[N+]([O-])=Cc1cc[n+]([O-])cc1,2,False,
BBB,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,2,False,
BBB,CN1C(=O)CCC1c1cccnc1,2,False,
BBB,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,7,False,
BBB,CC12CCC3c4ccc(O)cc4CCC3C1CC(F)C2O,2,False,
BBB,CC1(C)SSC(C)(C)C(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NCC(=O)NC(Cc2ccccc2)C(=O),2,False,
BBB,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,4,True,
BBB,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,3,False,
BBB,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,6,True,
BBB,CC(C)Cc1ccc(C(C)C(=O)O)cc1,2,False,
BBB,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,6,False,
BBB,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,3,True,
BBB,ClC=CCl,2,False,
BBB,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3,False,
BBB,COC1C=CC=C(C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C1O,2,False,
BBB,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,5,False,
BBB,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,2,False,
BBB,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(,6,True,
BBB,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,2,False,
BBB,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,6,False,
BBB,O=c1cccc2n1CC1CNC(Br)C2C1,2,False,
BBB,CCC(C(N)=O)N1CCCC1=O,2,False,
BBB,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,2,False,
BBB,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,4,False,
BBB,CC(C)(C)[N+]([O-])=Cc1ccccc1,2,False,
BBB,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,5,True,
BBB,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,2,False,
BBB,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,4,False,
BBB,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4,False,
BBB,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,4,False,
BBB,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,5,False,
BBB,Clc1cccc(Cl)c1NC1N=CCN1,2,False,
BBB,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,2,False,
BBB,FC=COC=CF,2,False,
BBB,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=,2,False,
BBB,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,2,False,
BBB,FC(F)OC(F)(F)C(F)Cl,2,False,
BBB,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,4,False,
BBB,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2,False,
