endpoint,task,split,fold,n_train,n_test,roc_auc,pr_auc,mcc,f1,balanced_acc,r2,rmse,mae,spearman
hERG,classification,scaffold,9,8940,993,0.8561547199139115,0.7438528756952537,0.607628269337907,0.6430678466076696,0.7438482692652597,,,,
hERG,classification,scaffold,10,8940,993,0.9447106325706595,0.8653220795098359,0.7190565608469938,0.7789934354485777,0.8364845222072679,,,,
D2,regression,random,1,7114,791,,,,,,0.6585179837392985,0.6905478913395389,0.4901159800151444,0.8103454335298579
D2,regression,random,2,7114,791,,,,,,0.6070403684594304,0.7202626535123019,0.5098221069566233,0.7896573221313716
D2,regression,random,3,7114,791,,,,,,0.6171180648723357,0.6742519347487305,0.4733011483843391,0.7689801012978318
D2,regression,random,4,7114,791,,,,,,0.6567793350243702,0.6677794584209658,0.4815220860267293,0.8077016665805773
D2,regression,random,5,7114,791,,,,,,0.664345447612524,0.6403386251544804,0.4680224900465105,0.8063135025510214
D2,regression,random,6,7115,790,,,,,,0.6259671017318111,0.686857300075669,0.48783984399889263,0.8074795369166922
D2,regression,random,7,7115,790,,,,,,0.6810518502453369,0.642091409079535,0.4681948829489487,0.8038000384927567
D2,regression,random,8,7115,790,,,,,,0.6277359358896595,0.7030429262390087,0.4851088211259496,0.7953800684739776
D2,regression,random,9,7115,790,,,,,,0.6457946920762422,0.6714070714875428,0.47027084766734645,0.8009435794003583
D2,regression,random,10,7115,790,,,,,,0.6190392329146992,0.6995660742615079,0.5027452547151513,0.7880640289652066
D2,regression,scaffold,1,7114,791,,,,,,0.504266577533866,0.8708260265395446,0.6560084184540114,0.7037101378403978
D2,regression,scaffold,2,7114,791,,,,,,0.5746662867496395,0.7577331416852245,0.5632035522288676,0.7494525582802551
D2,regression,scaffold,3,7114,791,,,,,,0.5520018969466252,0.8150102494423119,0.5898173107020513,0.7469257016191776
D2,regression,scaffold,4,7114,791,,,,,,0.5526287815651805,0.7604163970768959,0.5631123709725976,0.7550443335648472
D2,regression,scaffold,5,7114,791,,,,,,0.513955653327752,0.8070221982543084,0.5860919951081133,0.7411464046612251
D2,regression,scaffold,6,7115,790,,,,,,0.5631952729936673,0.7491574092934113,0.5576469076733334,0.7514805051626119
D2,regression,scaffold,7,7115,790,,,,,,0.5204308266421765,0.7452558397710872,0.5280964373028578,0.7327040165200289
D2,regression,scaffold,8,7115,790,,,,,,0.5211165872986498,0.7879332307776431,0.5595882800174743,0.7317218301508985
D2,regression,scaffold,9,7115,790,,,,,,0.5258339455363086,0.7040969525956897,0.49249050667024596,0.6448943462475386
D2,regression,scaffold,10,7115,790,,,,,,0.4830013361938391,0.7321287886128054,0.5352549735230312,0.6794898728852373
A2A,regression,random,1,6068,675,,,,,,0.7116236799956028,0.7029920551826021,0.50591187105866,0.8434757370279573
A2A,regression,random,2,6068,675,,,,,,0.6941549915970587,0.6840698401993538,0.49747142682101825,0.8183792633035939
A2A,regression,random,3,6068,675,,,,,,0.7127702419926524,0.6802457732685958,0.48398756521265424,0.828192629704495
A2A,regression,random,4,6069,674,,,,,,0.7048435886203032,0.70891483999673,0.5112147854720148,0.8396411706284364
A2A,regression,random,5,6069,674,,,,,,0.7315427675976565,0.7000765071951562,0.4952752966775915,0.8611820186556063
A2A,regression,random,6,6069,674,,,,,,0.7229251369317707,0.702376048798918,0.5054277751668871,0.8478300140657113
A2A,regression,random,7,6069,674,,,,,,0.7701585648926104,0.6477515493661106,0.4705882795697062,0.864671587612295
A2A,regression,random,8,6069,674,,,,,,0.7135284773681176,0.7103402975325147,0.5122222226697772,0.8282139011988688
A2A,regression,random,9,6069,674,,,,,,0.7049164218658972,0.7077682212426339,0.5064767573856382,0.825631979397317
A2A,regression,random,10,6069,674,,,,,,0.7646379938583207,0.6373867457271448,0.467258489176597,0.8637010627322117
A2A,regression,scaffold,1,6068,675,,,,,,0.6881702220704643,0.7420216254553669,0.5590167890236581,0.82856155295688
A2A,regression,scaffold,2,6068,675,,,,,,0.5227666688364618,0.8539803248684417,0.6002143760372276,0.7202355907791723
A2A,regression,scaffold,3,6068,675,,,,,,0.6510401737220084,0.8081336799832007,0.6104449481056049,0.8144927970511993
A2A,regression,scaffold,4,6069,674,,,,,,0.5856301319346491,0.7786070665567031,0.594257679118435,0.7301338062579074
A2A,regression,scaffold,5,6069,674,,,,,,0.6664752219398169,0.798841237871829,0.6062126020139125,0.8247924393222843
A2A,regression,scaffold,6,6069,674,,,,,,0.6100403011538666,0.8093875280651579,0.5882288566463896,0.7738851088547882
A2A,regression,scaffold,7,6069,674,,,,,,0.6581216525801917,0.7590620789335683,0.5466722432489887,0.8080288035567432
A2A,regression,scaffold,8,6069,674,,,,,,0.6100406399598732,0.8311396138571743,0.6165954555025145,0.7823199687308595
A2A,regression,scaffold,9,6069,674,,,,,,0.6254974302824083,0.8273643905701568,0.6144490012924213,0.7837528837361348
A2A,regression,scaffold,10,6069,674,,,,,,0.5875676254669254,0.7869558373237301,0.5926887134505647,0.7611354680851494
HT2A,regression,random,1,5467,608,,,,,,0.7156661740105019,0.6813147960946865,0.5015356124478213,0.8521119223619098
HT2A,regression,random,2,5467,608,,,,,,0.70329593072391,0.657623588172399,0.4619721434872921,0.8387511267517481
HT2A,regression,random,3,5467,608,,,,,,0.6980661680347797,0.6746453622975096,0.49091911634073604,0.8361148971036
HT2A,regression,random,4,5467,608,,,,,,0.6993567248153923,0.6570247620281591,0.47747891844094154,0.8306513473250561
HT2A,regression,random,5,5467,608,,,,,,0.691955242305728,0.6600762769799486,0.46567884031594914,0.8390371367944837
HT2A,regression,random,6,5468,607,,,,,,0.6883350516915019,0.6758375150713393,0.4933224894715007,0.8272225655186239
HT2A,regression,random,7,5468,607,,,,,,0.703676663877663,0.6725282427840515,0.48469842480997377,0.8551154995565168
HT2A,regression,random,8,5468,607,,,,,,0.7264728750913848,0.6465403505608515,0.47120019540466257,0.8552669882512223
HT2A,regression,random,9,5468,607,,,,,,0.6641192622992824,0.7224937969252285,0.5127365450064151,0.8310681244499146
HT2A,regression,random,10,5468,607,,,,,,0.7047552305292113,0.6789805943887264,0.49934976380829044,0.8352521097712794
