smiles,pka,year,basic_centre,says_acid,says_base
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)c1,3.6,2008.0,True,False,False
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1.Cl,8.4,2017.0,True,False,False
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H]2CCCN2)c1.Cl,9.6,2017.0,True,False,False
CCCN(CCC)CC(=O)NC1c2ccccc2-c2ccccc21.Cl,7.28,1980.0,True,False,False
CCCN(CCC)CC(=O)N[C@H]1C[C@H](O[C@H]2C[C@](O)(C(C)=O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)O[C@@H](C)[C@H]1O.Cl,7.2,1976.0,True,False,False
CCCN(CCC)CCc1ccc2[nH]c(S)nc2c1,9.8,1991.0,True,False,False
CCCN(CCC)CCc1ccc2nc(O)c(O)nc2c1,9.5,1991.0,True,False,False
CCCN(CCC)Cc1cccnc1,8.13,1992.0,True,False,False
CCCN(CCC)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.46,2017.0,True,False,False
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,3.205,2013.0,False,False,False
CCCN(CCC)c1cc(C)nc2c(-c3cnc(N(C)C)cc3C)c(C)nn12,7.1,2003.0,True,False,False
CCCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,8.0,2003.0,True,False,False
CCCN(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,7.9,2011.0,True,False,False
CCCN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O,8.5,2011.0,True,False,False
CCCN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,8.8,2011.0,True,False,False
CCCN1CCCCC1,10.5,2013.0,True,False,False
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,8.07,2009.0,True,False,False
CCCN1CCN(c2ccc(C#N)cc2)CC1,7.78,2009.0,True,False,False
CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1,7.76,2005.0,True,False,False
CCCN1CCN(c2ccc(C(F)(F)F)cc2)CC1,7.84,2009.0,True,False,False
CCCN1CCN(c2ccc(C(N)=O)cc2)CC1,7.84,2009.0,True,False,False
CCCN1CCN(c2ccc(C)cc2)CC1,7.92,2009.0,True,False,False
CCCN1CCN(c2ccc(Cl)cc2)CC1,7.83,2009.0,True,False,False
CCCN1CCN(c2ccc(O)cc2)CC1,7.92,2009.0,True,False,False
CCCN1CCN(c2ccc(OC)cc2)CC1,7.88,2009.0,True,False,False
CCCN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,7.59,2009.0,True,False,False
CCCN1CCN(c2cccc(C#N)c2)CC1,7.67,2009.0,True,False,False
CCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,7.81,2009.0,True,False,False
CCCN1CCN(c2cccc(C(N)=O)c2)CC1,7.76,2009.0,True,False,False
CCCN1CCN(c2cccc(C)c2)CC1,7.83,2009.0,True,False,False
CCCN1CCN(c2cccc(Cl)c2)CC1,7.83,2009.0,True,False,False
CCCN1CCN(c2cccc(O)c2)CC1,7.82,2009.0,True,False,False
CCCN1CCN(c2cccc(OC)c2)CC1,7.86,2009.0,True,False,False
CCCN1CCN(c2cccc([N+](=O)[O-])c2)CC1,7.7,2009.0,True,False,False
CCCN1CCN(c2ccccc2)CC1,7.96,2009.0,True,False,False
CCCN1CCN(c2ccccc2C#N)CC1,7.92,2009.0,True,False,False
CCCN1CCN(c2ccccc2C(F)(F)F)CC1,8.8,2009.0,True,False,False
CCCN1CCN(c2ccccc2C(N)=O)CC1,8.14,2009.0,True,False,False
CCCN1CCN(c2ccccc2C)CC1,8.39,2009.0,True,False,False
CCCN1CCN(c2ccccc2Cl)CC1,8.07,2009.0,True,False,False
CCCN1CCN(c2ccccc2O)CC1,8.05,2009.0,True,False,False
CCCN1CCN(c2ccccc2OC)CC1,8.29,2009.0,True,False,False
CCCN1CCN(c2ccccc2[N+](=O)[O-])CC1,7.94,2009.0,True,False,False
CCCN1CCO[C@H](c2cccc(O)c2)C1,7.4,2007.0,True,False,False
CCCN1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,7.6,2020.0,True,False,False
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,8.78,2009.0,True,False,False
CCCNC(=N)NC(=N)Nc1ccc(Cl)cc1,10.78,1979.0,True,False,False
CCCNC(=O)/N=C(\N)NCC,8.31,2021.0,True,False,False
CCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,1.8,1996.0,True,True,True
CCCNC(=O)Cn1cccc(O)c1=O,8.75,1990.0,True,False,False
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,4.9,2008.0,True,False,False
CCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.86,2010.0,True,False,False
CCCNC(C)(C)P(=O)(OCC)OCC,6.99,2013.0,True,False,False
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,7.8,1980.0,True,False,False
CCCNC(C)C(=O)Nc1ccccc1C,7.85,2009.0,True,False,False
CCCNC1=NS(=O)(=O)c2c(Cl)cccc2N1,9.54,2010.0,True,False,False
CCCNC1=NS(=O)(=O)c2sc(Cl)cc2N1,8.23,2002.0,True,True,False
CCCNC1=Nc2ccccc2C(C)N1,10.7,2008.0,True,False,False
CCCNC1CCc2nc(N)sc2C1,11.0,2000.0,True,False,False
CCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,4.79,1986.0,True,False,False
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,9.27,2013.0,True,False,False
CCCNCc1cc2cc(S(N)(=O)=O)oc2s1,8.625,1992.0,True,False,False
CCCNCc1ccccc1,9.6,2013.0,True,False,False
CCCNCc1cccnc1,8.38,1992.0,True,False,False
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,6.2,2016.0,False,False,False
CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,7.2,1990.0,True,False,False
CCCNc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,8.245000000000001,1982.0,True,False,False
CCCOC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,1.8,1996.0,True,True,True
CCCOC(=O)NCCCN(C)C,9.48,2013.0,True,False,False
CCCOC(=O)[C@@H](N)CCC(=O)NCCSC(C)=O.Cl,8.8,2016.0,True,False,False
CCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,8.03,2004.0,False,False,False
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,6.65,2009.0,True,False,False
CCCOCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.1,2010.0,True,False,False
CCCOc1cc(N)ccc1C(=O)O,4.96,1977.0,False,False,False
CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.86,2010.0,True,False,False
CCCOc1ccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3nc2c1.Cl,7.36,1979.0,True,False,False
CCCOc1ccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc2c1,6.53,2020.0,True,True,True
CCCOc1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3nc12,7.36,1982.0,True,False,False
CCCOc1ccccc1CN(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OCCC,7.75,2003.0,True,False,False
CCCOc1ccccc1S(=O)(=O)NC(=O)c1cc2c(C)cc(OC)cc2o1,4.0,2024.0,False,False,False
CCCOc1noc2c1CNCC2.Cl,7.6,1986.0,True,False,False
CCCS(=O)(=O)Nc1ccc(C)n(CC(=O)NC2CCc3nc(N)sc3C2)c1=O,6.1,2004.0,True,False,False
CCCS(=O)(=O)Nc1ccc(C)n(CC(=O)NCC2CCc3nc(N)sc3C2)c1=O,6.5,2004.0,True,False,False
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1F,0.7,2012.0,True,True,True
CCCS(=O)(=O)Nc1ccc(F)c(NC(=O)Nc2ncnc3[nH]nc(OC)c23)c1F,1.8,2012.0,False,True,False
CCCS(=O)(=O)Nc1ccc(F)c(NC(=O)c2cccc3c(N)ncnc23)c1F,4.5,2012.0,False,True,True
CCCS(=O)(=O)Nc1ccc(F)c(NC(=O)c2csc3c(N)ncnc23)c1F,3.6,2012.0,False,False,True
CCCS(=O)(=O)Nc1ccc(F)c(Nc2ccc3ncn(C)c(=O)c3c2C)c1Cl,7.88,2024.0,False,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3c(C(N)=O)cccc23)c(OC)c1.Cl,6.35,1979.0,True,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)c(OC)c1.Cl,7.57,1979.0,True,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1.CS(=O)(=O)O,7.33,1979.0,True,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(OC)ccc23)c(OC)c1.Cl,7.38,1979.0,True,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)c(OC)c1.Cl,5.69,1979.0,True,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)c(OC)c1.CS(=O)(=O)O,7.41,1979.0,True,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.2,1980.0,True,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1.Cl,7.2,1979.0,True,False,False
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ncccc23)c(OC)c1.Cl,6.04,1979.0,True,False,False
CCCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOC1)CC2,5.8,2012.0,True,False,False
CCCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,7.3,2012.0,True,False,False
CCCS/C(=N\O)C(=O)c1ccc(Br)cc1,8.45,1986.0,False,False,False
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,7.72,2013.0,True,False,False
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,7.65,2009.0,True,False,False
CCC[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)N(C)C1=O,6.45,2011.0,True,False,False
CCC[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21,6.2,2013.0,True,False,False
CCC[C@H](c1ccc(C(=O)NCCC(=O)O)cc1)[C@H](c1ccc(Cl)cc1)c1c[nH]c2c(F)cc(C)cc12,4.1,2020.0,True,True,False
CCCc1c2nc(C(=O)[O-])cc(NCC)c2cc2c(=O)cc(C(=O)[O-])oc12.[Na+].[Na+],8.64,1988.0,True,False,False
CCCc1c2nc(C(=O)[O-])cc(Nc3ccccc3)c2cc2c(=O)cc(C(=O)[O-])oc12.[Na+].[Na+],7.78,1988.0,True,False,False
CCCc1cc(=O)[nH]c(=O)n1C1O[C@H](C)[C@@H](O)[C@H]1O,9.5,1996.0,False,False,False
CCCc1cc(Cl)cc2[nH]c(=O)c(-c3cccc(O[11CH3])c3)c(O)c12,9.057,2023.0,True,False,False
CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)cc(CCC)c1O,11.0,1994.0,True,False,False
CCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1C(=O)O,2.92,2019.0,False,False,False
CCCc1ccc(CCCN(C)C)cc1.Cl,10.54,1999.0,True,False,False
CCCc1ccc(O)c(-c2cc(CCC)ccc2O)c1,9.3,2003.0,False,False,False
CCCc1ccc(O)c(C(=O)Nc2ccc(Br)cc2)c1,7.35,1981.0,False,False,False
CCCc1ccccn1,5.97,1976.0,True,False,False
CCCc1nc(-c2cc(N)ccn2)c(-c2ccccc2C)s1,8.0,1995.0,True,True,False
CCCc1nc(-c2ccccn2)c(-c2ccccc2C)s1,4.2,1995.0,True,True,False
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,3.9000000000000004,2024.0,False,True,True
CCCc1nc2cnccc2c(=O)[nH]1,8.8,2016.0,True,False,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,5.78,2015.0,True,False,False
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NCCCCCCO)ccc3OCC)nc12,5.22,2015.0,False,False,False
CCCc1oc2ccccc2c(=O)c1C(=O)c1cc(I)c(O)c(I)c1,4.89,2008.0,False,False,False
CCCc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1,7.74,2008.0,False,False,False
CCCn1c(=O)c2nc(-c3ccc(Cl)cc3N)[nH]c2n(CCC)c1=O,8.4,1985.0,False,False,False
CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)NCCN(C)C)cc3)[nH]c2n(CCC)c1=O,7.0,1985.0,True,False,False
CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2n(CCC)c1=O,8.0,1985.0,False,False,False
CCCn1c(=O)c2nc(-c3ccccc3N)[nH]c2n(CCC)c1=O,9.1,1985.0,False,False,False
CCN,10.7,2013.0,True,False,False
CCN(C(=O)Cc1ccc(OC)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,7.8,2009.0,True,False,False
CCN(C(=O)Cc1ccc(OC)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1,8.7,2009.0,True,False,False
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,8.4,2012.0,True,False,False
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,7.5,2006.0,True,False,False
CCN(C)C,10.2,2013.0,True,False,False
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,8.99,2013.0,True,False,False
CCN(C)C(=O)[C@H]1C[C@@H](c2ccc(CN3CCCC3)c(F)c2)C1,9.3,2011.0,True,False,False
CCN(C)CC,10.5,2013.0,True,False,False
CCN(C)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.79,2017.0,True,False,False
CCN(C1=NCCN1)c1c(Br)cccc1Br,11.1,1980.0,True,False,False
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,4.2,2022.0,True,False,False
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,9.6,2011.0,True,False,False
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,6.8,2000.0,True,False,False
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,9.66,2013.0,True,False,False
CCN(CC)C(=O)SCc1ccc(Cl)cc1,0.0,2011.0,True,False,False
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,7.8,2009.0,True,True,False
CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,9.6,2008.0,True,False,False
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,9.6,2008.0,True,False,False
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@H]1CN,9.6,2008.0,True,False,False
CCN(CC)C(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,6.75,2007.0,True,False,False
CCN(CC)C(C)C(=O)Nc1c(C)cccc1C,8.024999999999999,1981.0,True,False,False
CCN(CC)C(C)CC(=O)Nc1c(C)cccc1C,9.03,1981.0,True,False,False
CCN(CC)C(C)CCC(=O)Nc1c(C)cccc1C,9.87,1981.0,True,False,False
CCN(CC)C(C)CCCC(=O)Nc1c(C)cccc1C,10.1,1981.0,True,False,False
CCN(CC)CC,10.9,2013.0,True,False,False
CCN(CC)CC(=O)NC1CCc2ccccc21.Cl,8.19,1980.0,True,False,False
CCN(CC)CC(=O)NC1c2ccccc2-c2ccccc21.Cl,7.98,1980.0,True,False,False
CCN(CC)CC(=O)NCc1ccccc1.Cl,8.07,1980.0,True,False,False
CCN(CC)CC(=O)Nc1c(C)cccc1C,7.9190000000000005,2023.0,True,False,True
CCN(CC)CC(=O)Nc1ccc2c(c1)C(=O)c1ccc(NC(=O)CN(CC)CC)cc1C2=O,10.0,1992.0,True,False,False
CCN(CC)CC/N=C(\NO)c1nc(-c2ccccc2)no1,9.85,1986.0,True,True,False
CCN(CC)CCC(=O)Nc1c(C)cccc1C,8.83,1981.0,True,False,False
CCN(CC)CCC(=O)Nc1ccc2c(c1)C(=O)c1ccc(NC(=O)CCN(CC)CC)cc1C2=O,10.8,1992.0,True,False,False
CCN(CC)CCCC(=O)Nc1c(C)cccc1C,9.52,1981.0,True,False,False
CCN(CC)CCCC(C)Cc1ccnc2cc(Cl)ccc12,4.8,2003.0,True,False,False
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,10.2,2008.0,True,False,False
CCN(CC)CCCC(C)Nc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.45,2010.0,True,False,False
CCN(CC)CCCC(C)Nc1cccc2cc(Cl)ccc12,4.36,2003.0,True,False,False
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,9.9,2013.0,True,False,True
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,8.55,2005.0,True,False,False
CCN(CC)CCCCC(=O)Nc1c(C)cccc1C,9.96,1981.0,True,False,False
CCN(CC)CCCCCC(=O)Nc1c(C)cccc1C,10.24,1981.0,True,False,False
CCN(CC)CCCCCCC(=O)Nc1c(C)cccc1C,10.24,1981.0,True,False,False
CCN(CC)CCCCCCOc1cc2oc3cc(OCCCCCCN(CC)CC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,10.98,2013.0,True,False,False
CCN(CC)CCCCCOc1cc2oc3cc(OCCCCCN(CC)CC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,10.98,2013.0,True,False,False
CCN(CC)CCCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,2010.0,True,False,False
CCN(CC)CCCCOc1cc2oc3cc(OCCCCN(CC)CC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,10.98,2013.0,True,False,False
CCN(CC)CCCCn1c2ccccc2c(=O)c2cc(Cl)ccc21,5.45,2008.0,True,False,False
CCN(CC)CCCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,9.0,2002.0,True,True,False
CCN(CC)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21,7.7,2007.0,True,False,False
CCN(CC)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21.Cl,7.6,2007.0,True,False,False
CCN(CC)CCCNc1c2cc(C)ccc2nc2sc(SC)nc12,7.9,1997.0,True,False,False
CCN(CC)CCCNc1c2ccc(Cl)cc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.2,2010.0,True,False,False
CCN(CC)CCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,2010.0,True,False,False
CCN(CC)CCCNc1c2ccccc2nc2sc(SC)nc12,7.5,1997.0,True,False,False
CCN(CC)CCCOc1cc2oc3cc(OCCCN(CC)CC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,10.98,2013.0,True,False,False
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCc1c-3[nH]c2ccccc12.Cl,9.29,2017.0,True,False,False
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,0.48,2020.0,True,False,False
CCN(CC)CCCn1c2c(c3ccccc31)CCn1c-2nc2ccc(O)cc2c1=O.Cl,8.94,2017.0,True,False,False
CCN(CC)CCCn1c2ccccc2c(=O)c2cc(Cl)ccc21,5.37,2008.0,True,False,False
CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,8.3,2002.0,True,True,False
CCN(CC)CCN1C(=O)Nc2ccccc2C1c1ccccc1,10.23,2003.0,True,False,False
CCN(CC)CCNC(=O)[C@H]1C[C@@H]1c1ccccc1,8.9,2011.0,True,False,False
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,9.35,2008.0,True,False,False
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,9.455,2013.0,True,True,False
CCN(CC)CCNC(=O)c1ccc(N)cc1,9.24,2013.0,True,False,False
CCN(CC)CCNC(=O)c1cccc2c(N)c3ccccc3nc12,9.2,1984.0,True,False,False
CCN(CC)CCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,2010.0,True,False,False
CCN(CC)CCNc1nc2c(O)c3cc(C)ccc3nc2s1,8.4,1997.0,True,False,False
CCN(CC)CCNc1nc2c(O)c3cc(F)ccc3nc2s1,8.3,1997.0,True,False,False
CCN(CC)CCNc1nc2c(O)c3ccccc3nc2s1,9.3,1997.0,True,False,False
CCN(CC)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C.Cl,9.17,2014.0,True,False,False
CCN(CC)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C.Cl,9.49,2014.0,True,False,False
CCN(CC)CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1.Cl,9.38,2008.0,True,False,False
CCN(CC)CCOC(=O)c1ccc(N)cc1,9.0,2020.0,True,False,False
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,9.0,2013.0,True,False,False
CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(C)cc3)C(=O)/C(=C/c3ccc(C)cc3)C2)cc1.Cl,10.84,2008.0,True,False,False
CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(Cl)cc3)C(=O)/C(=C/c3ccc(Cl)cc3)C2)cc1.Cl,10.84,2008.0,True,False,False
CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc([N+](=O)[O-])cc3)C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)C2)cc1.Cl,10.84,2008.0,True,False,False
CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)cc1.Cl,10.84,2008.0,True,False,False
CCN(CC)CCS/C(=N/O)C(=O)c1ccc(Br)cc1.Cl,7.44,1984.0,True,False,False
CCN(CC)CCS/C(=N/O)c1cnsn1,7.69,1984.0,True,False,False
CCN(CC)CCS/C(=N/O)c1nonc1C.Cl,7.59,1984.0,True,False,False
CCN(CC)CCS/C(=N/O)c1nsnc1C.Cl,8.65,1984.0,True,False,False
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,8.24,1986.0,True,False,False
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,7.02,1986.0,True,False,False
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,7.42,1986.0,True,False,False
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,7.65,1986.0,True,False,False
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1.Cl,7.82,1981.0,True,False,False
CCN(CC)CCS/C(=N\O)C(=O)c1ccc([N+](=O)[O-])cc1.Cl,7.14,1981.0,True,False,False
CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,7.6,1986.0,True,False,False
CCN(CC)CCS/C(=N\O)C(C)=O.Cl,7.4,1981.0,True,False,False
CCN(CC)CCS/C(=N\O)c1nc(-c2cccc3ccccc23)no1,6.5,1986.0,True,True,False
CCN(CC)CCS/C(=N\O)c1nc(-c2ccccc2)no1,6.32,1986.0,True,True,False
CCN(CC)CCS/C(=N\O)c1nc(-c2ccccc2)no1.Cl,7.36,1986.0,True,True,False
CCN(CC)CCS/C(=N\O)c1nc(C(C)(C)C)no1,6.61,1986.0,True,True,False
CCN(CC)CCS/C(=N\O)c1nc(C)no1,6.3100000000000005,1986.0,True,True,False
CCN(CC)CCS/C(=N\O)c1nc(Cc2ccccc2)no1,6.19,1986.0,True,True,False
CCN(CC)CCS/C(=N\O)c1nnc(-c2ccccc2)o1.Cl,6.35,1984.0,True,False,False
CCN(CC)CCn1ccc(=O)c(O)c1C,7.515000000000001,2008.0,True,True,True
CCN(CC)C[C@@H]1CN(C(=O)CO[11CH3])CCN1C(=O)Cc1ccc(C)c(C)c1,8.598,2023.0,True,False,False
CCN(CC)Cc1c(O)c(F)c(F)c(Nc2ccnc3cc(Cl)ccc23)c1F,2.17,1994.0,True,False,False
CCN(CC)Cc1c(O)cc(F)c(Nc2ccnc3cc(Cl)ccc23)c1F,2.59,1994.0,True,False,False
CCN(CC)Cc1c(O)ccc2c(CCCCC(=O)O)cc(=O)oc12,6.6,1997.0,True,False,False
CCN(CC)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,9.22,1992.0,True,False,False
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)c(F)c(F)c1O,3.42,1994.0,True,False,False
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(F)c1O,3.96,1994.0,True,False,False
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1F,4.39,1994.0,True,False,False
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0.38,2020.0,True,False,False
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,4.95,1994.0,True,False,False
CCN(CC)Cc1cc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)ccc1O.Cl,8.72,1992.0,True,False,False
CCN(CC)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,8.75,1992.0,True,False,False
