smiles,pka,year
CCCNCc1cc2cc(S(N)(=O)=O)oc2s1,8.625,1992.0
CCCNCc1ccccc1,9.6,2013.0
CCCNCc1cccnc1,8.38,1992.0
CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,7.2,1990.0
CCCNc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,8.245000000000001,1982.0
CCCOC(=O)NCCCN(C)C,9.48,2013.0
CCCOC(=O)[C@@H](N)CCC(=O)NCCSC(C)=O.Cl,8.8,2016.0
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,6.65,2009.0
CCCOCCCCCCn1cc(CN[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,7.1,2010.0
CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.86,2010.0
CCCOc1ccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3nc2c1.Cl,7.36,1979.0
CCCOc1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3ccccc3nc12,7.36,1982.0
CCCOc1ccccc1CN(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OCCC,7.75,2003.0
CCCOc1noc2c1CNCC2.Cl,7.6,1986.0
CCCS(=O)(=O)Nc1ccc(C)n(CC(=O)NC2CCc3nc(N)sc3C2)c1=O,6.1,2004.0
CCCS(=O)(=O)Nc1ccc(C)n(CC(=O)NCC2CCc3nc(N)sc3C2)c1=O,6.5,2004.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3c(C(N)=O)cccc23)c(OC)c1.Cl,6.35,1979.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)c(OC)c1.Cl,7.57,1979.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)cc1.CS(=O)(=O)O,7.33,1979.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(OC)ccc23)c(OC)c1.Cl,7.38,1979.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)c(OC)c1.Cl,5.69,1979.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)c(OC)c1.CS(=O)(=O)O,7.41,1979.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.2,1980.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1.Cl,7.2,1979.0
CCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ncccc23)c(OC)c1.Cl,6.04,1979.0
CCCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOC1)CC2,5.8,2012.0
CCCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)CC2,7.3,2012.0
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,7.72,2013.0
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,7.65,2009.0
CCC[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)N(C)C1=O,6.45,2011.0
CCC[C@@H]1[C@@H]2[C@H](C(=O)N1Cc1ccc(F)cc1)[C@H](c1ccc(C(=N)N)cc1)N1CCC[C@@H]21,6.2,2013.0
CCCc1c2nc(C(=O)[O-])cc(NCC)c2cc2c(=O)cc(C(=O)[O-])oc12.[Na+].[Na+],8.64,1988.0
CCCc1c2nc(C(=O)[O-])cc(Nc3ccccc3)c2cc2c(=O)cc(C(=O)[O-])oc12.[Na+].[Na+],7.78,1988.0
CCCc1cc(Cl)cc2[nH]c(=O)c(-c3cccc(O[11CH3])c3)c(O)c12,9.057,2023.0
CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)cc(CCC)c1O,11.0,1994.0
CCCc1ccc(CCCN(C)C)cc1.Cl,10.54,1999.0
CCCc1ccccn1,5.97,1976.0
CCCc1nc2cnccc2c(=O)[nH]1,8.8,2016.0
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,5.78,2015.0
CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)NCCN(C)C)cc3)[nH]c2n(CCC)c1=O,7.0,1985.0
CCN,10.7,2013.0
CCN(C(=O)Cc1ccc(OC)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,7.8,2009.0
CCN(C(=O)Cc1ccc(OC)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1,8.7,2009.0
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,8.4,2012.0
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,7.5,2006.0
CCN(C)C,10.2,2013.0
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,8.99,2013.0
CCN(C)C(=O)[C@H]1C[C@@H](c2ccc(CN3CCCC3)c(F)c2)C1,9.3,2011.0
CCN(C)CC,10.5,2013.0
CCN(C)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.79,2017.0
CCN(C1=NCCN1)c1c(Br)cccc1Br,11.1,1980.0
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,4.2,2022.0
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,9.6,2011.0
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,6.8,2000.0
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,9.66,2013.0
CCN(CC)C(=O)SCc1ccc(Cl)cc1,0.0,2011.0
CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,9.6,2008.0
CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,9.6,2008.0
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@H]1CN,9.6,2008.0
CCN(CC)C(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,6.75,2007.0
CCN(CC)C(C)C(=O)Nc1c(C)cccc1C,8.024999999999999,1981.0
CCN(CC)C(C)CC(=O)Nc1c(C)cccc1C,9.03,1981.0
CCN(CC)C(C)CCC(=O)Nc1c(C)cccc1C,9.87,1981.0
CCN(CC)C(C)CCCC(=O)Nc1c(C)cccc1C,10.1,1981.0
CCN(CC)CC,10.9,2013.0
CCN(CC)CC(=O)NC1CCc2ccccc21.Cl,8.19,1980.0
CCN(CC)CC(=O)NC1c2ccccc2-c2ccccc21.Cl,7.98,1980.0
CCN(CC)CC(=O)NCc1ccccc1.Cl,8.07,1980.0
CCN(CC)CC(=O)Nc1c(C)cccc1C,7.9190000000000005,2023.0
CCN(CC)CC(=O)Nc1ccc2c(c1)C(=O)c1ccc(NC(=O)CN(CC)CC)cc1C2=O,10.0,1992.0
CCN(CC)CCC(=O)Nc1c(C)cccc1C,8.83,1981.0
CCN(CC)CCC(=O)Nc1ccc2c(c1)C(=O)c1ccc(NC(=O)CCN(CC)CC)cc1C2=O,10.8,1992.0
CCN(CC)CCCC(=O)Nc1c(C)cccc1C,9.52,1981.0
CCN(CC)CCCC(C)Cc1ccnc2cc(Cl)ccc12,4.8,2003.0
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,10.2,2008.0
CCN(CC)CCCC(C)Nc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.45,2010.0
CCN(CC)CCCC(C)Nc1cccc2cc(Cl)ccc12,4.36,2003.0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,9.9,2013.0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,8.55,2005.0
CCN(CC)CCCCC(=O)Nc1c(C)cccc1C,9.96,1981.0
CCN(CC)CCCCCC(=O)Nc1c(C)cccc1C,10.24,1981.0
CCN(CC)CCCCCCC(=O)Nc1c(C)cccc1C,10.24,1981.0
CCN(CC)CCCCCCOc1cc2oc3cc(OCCCCCCN(CC)CC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,10.98,2013.0
CCN(CC)CCCCCOc1cc2oc3cc(OCCCCCN(CC)CC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,10.98,2013.0
CCN(CC)CCCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,2010.0
CCN(CC)CCCCOc1cc2oc3cc(OCCCCN(CC)CC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,10.98,2013.0
CCN(CC)CCCCn1c2ccccc2c(=O)c2cc(Cl)ccc21,5.45,2008.0
CCN(CC)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21,7.7,2007.0
CCN(CC)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21.Cl,7.6,2007.0
CCN(CC)CCCNc1c2cc(C)ccc2nc2sc(SC)nc12,7.9,1997.0
CCN(CC)CCCNc1c2ccc(Cl)cc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.2,2010.0
CCN(CC)CCCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,2010.0
CCN(CC)CCCNc1c2ccccc2nc2sc(SC)nc12,7.5,1997.0
CCN(CC)CCCOc1cc2oc3cc(OCCCN(CC)CC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,10.98,2013.0
CCN(CC)CCCOc1ccc2nc3n(c(=O)c2c1)CCc1c-3[nH]c2ccccc12.Cl,9.29,2017.0
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,0.48,2020.0
CCN(CC)CCCn1c2c(c3ccccc31)CCn1c-2nc2ccc(O)cc2c1=O.Cl,8.94,2017.0
CCN(CC)CCCn1c2ccccc2c(=O)c2cc(Cl)ccc21,5.37,2008.0
CCN(CC)CCN1C(=O)Nc2ccccc2C1c1ccccc1,10.23,2003.0
CCN(CC)CCNC(=O)[C@H]1C[C@@H]1c1ccccc1,8.9,2011.0
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,9.35,2008.0
CCN(CC)CCNC(=O)c1ccc(N)cc1,9.24,2013.0
CCN(CC)CCNC(=O)c1cccc2c(N)c3ccccc3nc12,9.2,1984.0
CCN(CC)CCNc1c2ccccc2[n+](C)c2c1[nH]c1ccccc12.[Cl-],11.6,2010.0
CCN(CC)CCNc1nc2c(O)c3cc(C)ccc3nc2s1,8.4,1997.0
CCN(CC)CCNc1nc2c(O)c3cc(F)ccc3nc2s1,8.3,1997.0
CCN(CC)CCNc1nc2c(O)c3ccccc3nc2s1,9.3,1997.0
CCN(CC)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C.Cl,9.17,2014.0
CCN(CC)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C.Cl,9.49,2014.0
CCN(CC)CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1.Cl,9.38,2008.0
CCN(CC)CCOC(=O)c1ccc(N)cc1,9.0,2020.0
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,9.0,2013.0
CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(C)cc3)C(=O)/C(=C/c3ccc(C)cc3)C2)cc1.Cl,10.84,2008.0
CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(Cl)cc3)C(=O)/C(=C/c3ccc(Cl)cc3)C2)cc1.Cl,10.84,2008.0
CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc([N+](=O)[O-])cc3)C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)C2)cc1.Cl,10.84,2008.0
CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)cc1.Cl,10.84,2008.0
CCN(CC)CCS/C(=N/O)C(=O)c1ccc(Br)cc1.Cl,7.44,1984.0
CCN(CC)CCS/C(=N/O)c1cnsn1,7.69,1984.0
CCN(CC)CCS/C(=N/O)c1nonc1C.Cl,7.59,1984.0
CCN(CC)CCS/C(=N/O)c1nsnc1C.Cl,8.65,1984.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,8.24,1986.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,7.02,1986.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,7.42,1986.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,7.65,1986.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1.Cl,7.82,1981.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc([N+](=O)[O-])cc1.Cl,7.14,1981.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,7.6,1986.0
CCN(CC)CCS/C(=N\O)C(C)=O.Cl,7.4,1981.0
CCN(CC)CCS/C(=N\O)c1nnc(-c2ccccc2)o1.Cl,6.35,1984.0
CCN(CC)C[C@@H]1CN(C(=O)CO[11CH3])CCN1C(=O)Cc1ccc(C)c(C)c1,8.598,2023.0
CCN(CC)Cc1c(O)c(F)c(F)c(Nc2ccnc3cc(Cl)ccc23)c1F,2.17,1994.0
CCN(CC)Cc1c(O)cc(F)c(Nc2ccnc3cc(Cl)ccc23)c1F,2.59,1994.0
CCN(CC)Cc1c(O)ccc2c(CCCCC(=O)O)cc(=O)oc12,6.6,1997.0
CCN(CC)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,9.22,1992.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)c(F)c(F)c1O,3.42,1994.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(F)c1O,3.96,1994.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1F,4.39,1994.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0.38,2020.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl,4.95,1994.0
CCN(CC)Cc1cc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)ccc1O.Cl,8.72,1992.0
CCN(CC)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,8.75,1992.0
CCN(CC)Cc1ccc(Nc2c3ccccc3[n+](C)c3c2[nH]c2ccccc23)cc1O.[Cl-],10.8,2010.0
CCN(CC)Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1O.Cl,7.5,1992.0
CCN(CC)Cc1ccccn1,8.42,1992.0
CCN(CC)Cc1cccnc1,8.12,1992.0
CCN(CC)Cc1ccncc1,7.96,1992.0
CCN(CC)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.8,2017.0
CCN(CC)c1ccc(C#N)c2nc(-c3c(OC)cc(COC)cc3OC)c(C)cc12,3.0,2012.0
CCN(CC)c1ccc(C)c2nc(-c3c(OC)cc(COC)cc3OC)c(C)cc12,5.86,2012.0
CCN(CC)c1ccc(OC)c2nc(-c3c(OC)cc(COC)cc3OC)c(C)cc12,6.01,2012.0
CCN(CC)c1ccccn1,7.32,1976.0
CCN(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)C2SC1)C(=O)c1cc(O)c(O)c(Cl)c1,7.4,1992.0
CCN(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)[C@H]2SC1)C(=O)c1cc(O)c(O)c(Br)c1,7.3,1992.0
CCN(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)[C@H]2SC1)C(=O)c1cc(O)c(O)c(C#N)c1,5.8,1992.0
CCN(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)[C@H]2SC1)C(=O)c1cc(O)c(O)c(Cl)c1,7.4,1992.0
CCN(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)[C@H]2SC1)C(=O)c1cc(O)c(O)c(F)c1,7.85,1992.0
CCN(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)[C@H]2SC1)C(=O)c1cc(O)c(O)c([N+](=O)[O-])c1,5.8,1992.0
CCN(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3csc(N)n3)[C@H]2SC1)C(=O)c1cc(O)c(O)cc1F,8.25,1992.0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc1ccccc1,7.42,2003.0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,6.15,2003.0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc1ccccc1C,7.46,2003.0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,6.92,2003.0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,7.8,2003.0
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],6.26,2003.0
CCN(CCCN1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccc(C)cc1,7.4,2004.0
CCN(CCCN1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccc(OC)cc1,7.4,2004.0
CCN(CCCN1CCc2cc(OC)ccc2C1)S(=O)(=O)c1cccc2ccccc12,7.4,2004.0
CCN(CCCN1CCc2cc(OC)ccc2C1)S(=O)(=O)c1ccccc1,7.4,2004.0
CCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,8.0,2003.0
CCN(CCF)C[C@@H]1CN(C(=O)CO[11CH3])CCN1C(=O)Cc1ccc(C)c(C)c1,7.507,2023.0
CCN(Cc1ccccc1)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.58,2017.0
CCN(Cc1ccccc1)c1ccc(O)cn1,6.7,2004.0
CCN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O,8.5,2011.0
CCN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,8.8,2011.0
CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(C(C)C1CCOCC1)CC2,8.2,2024.0
CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(C1CCCOCC1)CC2,8.1,2024.0
CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(C1CCOCC1)CC2,8.2,2024.0
CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(CC1(F)CCOCC1)CC2,5.7,2024.0
CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(CC1CCOCC1)CC2,7.9,2024.0
CCN1C(=O)N(c2ccc(C(F)(F)F)cc2)C(=O)C12CCN(CC1CCS(=O)(=O)CC1)CC2,8.1,2024.0
CCN1CC(C#CC#Cc2cc3n(c2)C(=O)N(CC[C@](C)(C(=O)NO)S(C)(=O)=O)C3)C1,8.5,2020.0
CCN1CC2(CCN(CCc3cc(F)ccc3F)CC2)O[C@H](C)C1=O,7.9,2020.0
CCN1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4cc5ccccc5o4)n3)[nH]c12,8.6,2011.0
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,9.335,2013.0
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,9.0,2009.0
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,9.2,2000.0
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,8.9,2013.0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,2.6,2009.0
CCN1CCN(c2cc(=O)oc3c(C)c(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](OC(=O)c5ccc(C)[nH]5)[C@H]4O)ccc23)CC1,7.5,2001.0
CCN1CCN(c2nc(C)nc3sc(-c4ccccc4)cc23)CC1,7.5,2012.0
CCN1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,7.6,2020.0
CCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C.CS(=O)(=O)O,9.42,1980.0
CCN1CCc2onc(OC)c2C1.Cl,7.0,1986.0
CCNC,10.9,2013.0
CCNC(=N)NC(=N)Nc1ccc(Cl)cc1,10.82,1979.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2C3CC2CN(C)C3)cn1,7.6,2018.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2C3CCC2CN(C)C3)cn1,7.8,2018.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2CC3CCC2CN3)cn1,9.2,2018.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2CC3CCCC(C2)N3)cn1,9.2,2018.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2CCC(N)CC2)cn1,9.3,2018.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2CCN(C)CC2)cn1,7.4,2018.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2[C@@H]3CC[C@H]2C[C@@H](N)C3)cn1,9.2,2018.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3n[nH]c(=O)o3)c2)cn1,6.6,2013.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3nnn[nH]3)c2)cn1,3.7,2013.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(-c3noc(=O)[nH]3)c2)cn1,5.4,2013.0
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C(=O)O)c2)cn1,3.6,2018.0
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(CNC(=O)OC3CCNCC3(F)F)c2cn1,6.5,2017.0
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(COC(=O)N3CCN(C)CC3)c2cn1,7.0,2017.0
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(COC(=O)N3CCN(CC4CC4)CC3)c2cn1.Cl,7.4,2017.0
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(COC(=O)N3CCNCC3)c2cn1,8.1,2017.0
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(COC(=O)NC3CCNCC3)c2cn1,9.8,2017.0
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(COC(=O)N[C@@H]3CCNC[C@@H]3F)c2cn1,8.1,2017.0
CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(COC(=O)N[C@@H]3CCNC[C@H]3F)c2cn1,7.7,2017.0
CCNC(=O)Nc1cc2c(-c3ccncc3)ccc(CNC(=O)OCCN3CCOCC3)c2cn1.Cl,6.3,2017.0
CCNC(=O)Nc1cc2c(-c3ccncc3)ccc(CNC(=O)OCCNC)c2cn1,9.0,2017.0
CCNC(=O)Nc1cc2c(-c3ccncc3)ccc(CNC(=O)OCCNCC(C)(C)C)c2cn1,8.7,2017.0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C(C)C)C3)cc1,7.6,2013.0
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,5.0,2013.0
CCNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1,9.2,2011.0
CCNC(=O)c1c(O)c2ccncc2[nH]c1=O,6.4,2016.0
CCNC(=O)c1cc(N(C)C)nc(OC)n1,3.8,2015.0
CCNC(=O)c1cc(OC)nc(N(C)C)n1,2.4,2015.0
CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.86,2010.0
CCNC(=O)c1nc(OC)cc(N(C)C)n1,2.9,2015.0
CCNC(=S)Nc1ccc2oc(=O)ccc2c1,5.62,2008.0
CCNC(C)Cc1cccc(C(F)(F)F)c1,10.0,2000.0
CCNC1=NS(=O)(=O)c2ccccc21,11.7,2017.0
CCNC1=Nc2ccccc2C(C)N1.I,10.8,2008.0
CCNCC(O)c1cccc(O)c1,9.8,2000.0
CCNCCC[C@@]1(c2ccccc2)C=C(c2cc(F)ccc2F)CN1C(=O)N(C)C,10.7,2007.0
CCNCc1cc2cc(S(N)(=O)=O)oc2s1,8.8,1992.0
CCNCc1cccnc1,8.96,1992.0
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl.Cl,6.34,2017.0
CCN[C@H]1CC[C@@H](Nc2cc[nH]c(=O)c2-c2nc3ccccc3[nH]2)CC1,10.5,2016.0
CCNc1cc(-c2n[nH]c(N)n2)ccn1,6.48,1983.0
CCNc1cc(F)cc2c1[nH]c1ncc(-c3cnc(N)nc3)c(-n3ccc(C(F)(F)F)n3)c12,4.39,2020.0
CCNc1cc(F)cc2c1[nH]c1ncc(-c3cnc(N4CCNCC4)nc3)c(-n3ccc(C(F)(F)F)n3)c12,8.6,2020.0
CCNc1cc(F)cc2c1[nH]c1ncc(-c3cnc(NC4CCNC4)nc3)c(-n3ccc(C(F)(F)F)n3)c12,9.55,2020.0
CCNc1cc(F)cc2c1[nH]c1ncc(-c3cnc(NC4CCNCC4)nc3)c(-n3ccc(C(F)(F)F)n3)c12,9.52,2020.0
