smiles,pka,year
CS(=O)(=O)Nc1ccc2c(c1)CNCC2,9.0,1997.0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c3cc(F)ccc3n(Cc3ccc(F)cc3)c1=O)N2,3.8,2009.0
CS(=O)(=O)Nc1cccc(Nc2c3ccccc3nc3ccccc23)c1,6.85,1981.0
CS(=O)(=O)Nc1cccc(O)c1C(=O)c1c(O)cc(C(=O)O[C@@H]2CCC[C@H]2NC(=O)c2ccc(O)cc2)cc1O,7.6,1995.0
CS(=O)(=O)Nc1ccccc1Nc1c2ccccc2nc2ccccc12,6.86,1982.0
CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(Cl)cn12,5.6,2018.0
CS(=O)(=O)O.C[C@H]1C2Cc3ccc(O)cc3[C@@]1(C)CCN2CC(F)(F)F,4.56,1980.0
CS(=O)(=O)O.C[C@H]1C2Cc3ccc(O)cc3[C@@]1(C)CCN2CC(F)F,6.52,1980.0
CS(=O)(=O)O.C[C@H]1C2Cc3ccc(O)cc3[C@@]1(C)CCN2CCF,8.35,1980.0
CS(=O)(=O)O.Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O.O,4.6,2022.0
CS(=O)(=O)O.NC(=O)CCCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,1979.0
CS(=O)(=O)O.NC(=O)CCCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,1979.0
CS(=O)(=O)O.NC(=O)CCCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,1979.0
CS(=O)(=O)O.NC(=O)CCCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,1979.0
CS(=O)(=O)O.NC(=O)CCCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.7,1979.0
CS(=O)(=O)O.NC(=O)CCCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.67,1979.0
CS(=O)(=O)O.NC(=O)CCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.63,1979.0
CS(=O)(=O)O.NC(=O)Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.43,1979.0
CS(=O)(=O)OCCCNCCCOS(C)(=O)=O.Cl,8.77,1977.0
CS(=O)(=O)[O-].C[n+]1ccccc1C=NO,7.8,1979.0
CS(=O)(=O)[O-].O=C(/C=C/c1ccc(O)c(O)c1)NCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,8.61,2023.0
CS(=O)(=O)[O-].O=C(/C=C/c1ccc(O)c(O)c1)NCCCCCCCCCC[n+]1ccc2ccccc2c1,8.45,2023.0
CS(=O)(=O)c1ccc(COc2cccc(NC(=O)C3CCN(c4ccncc4)CC3)c2)cc1,9.1,2013.0
CS(=O)(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,5.81,1982.0
CS(=O)(=O)c1cccc(-c2ccc(C[C@@H](C#N)NC(=O)C3(N)CCOCC3)cc2)c1,6.3,2014.0
CS(=O)(=O)c1nc2c(O)c3cc(F)ccc3nc2s1,5.5,1997.0
CS(=O)(=O)c1nc2c(O)c3ccccc3nc2s1,5.2,1997.0
CSC(=N)N,9.83,2012.0
CSC1CN(Cc2ccccc2)C(=O)C1=O,7.3,1991.0
CSC1NC=CN1,5.95,1993.0
CSCCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,6.85,1991.0
CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)O,5.725,2013.0
CSc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,8.1,2004.0
CSc1cccc(CCOCCS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)c1,8.0,2003.0
CSc1nc2c(N(C)CCCN(C)C)c3ccccc3nc2s1,6.5,1997.0
CSc1nc2c(O)c3cc(C)ccc3nc2s1,4.6,1997.0
CSc1nc2c(O)c3cc(F)ccc3nc2s1,5.7,1997.0
CSc1nc2c(O)c3ccccc3nc2s1,5.9,1997.0
C[C@@H](C(N)=O)[C@H](N)c1cn2cc(C(C)(C)C)ccc2n1,7.0,2019.0
C[C@@H](C(N)=O)[C@H](N)c1nc2ccc(C(C)(C)C)cc2[nH]1,5.9,2019.0
C[C@@H](CO)N1C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)[C@@H]1C,4.42,2014.0
C[C@@H](CO)N1C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)[C@@H]1C,5.03,2014.0
C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c1ccccc1,8.0,2003.0
C[C@@H](Cc1ccccc1)OCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12,8.0,2003.0
C[C@@H](F)[C@H]1OC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,7.2,2018.0
C[C@@H](N)[C@@H](O)c1ccccc1,9.05,2013.0
C[C@@H](NC(=O)/N=C(\N)NCCCc1ccccc1)c1ccccc1,7.96,2021.0
C[C@@H](Nc1nc2c(c3cc(=O)n(C4CCOCC4)cc13)CC(N1CC(F)(F)C1)CC2)c1cccc(C(F)F)c1F,6.1,2025.0
C[C@@H](Nc1nc2c(c3cc(=O)n(C4CCOCC4)cc13)CC(N1CCC1)CC2)c1cccc(C(F)F)c1F,9.3,2025.0
C[C@@H](O)CNC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O,9.1,1994.0
C[C@@H](O[C@H]1CC[C@@H](N(C)CC(N)=O)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.3,2006.0
C[C@@H](O[C@H]1CC[C@@H](N(C)Cc2c[nH]c(O)n2)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,6.2,2006.0
C[C@@H](O[C@H]1CC[C@@H](N(C)Cc2n[nH]c(O)n2)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.7,2006.0
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.5,2006.0
C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1nnc(-c2cccc(Cl)c2)o1,3.7,2012.0
C[C@@H](Oc1nnc(-c2ccncc2)n1C)c1noc(-c2cccc(Cl)c2)n1,3.4,2012.0
C[C@@H](c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc21,3.69,2020.0
C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,8.5,2010.0
C[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCc2ccccc2OCCN[C@@H](C2CC2)C(=O)N1C,6.72,2011.0
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,10.2,2011.0
C[C@@H]1CC[C@H]2C(CN3CCN(CCO)CC3)=C(C(F)(F)F)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,6.59,2004.0
C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccc(F)cc1.Cl,8.74,2010.0
C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1.Cl,8.95,2010.0
C[C@@H]1CN(C(=O)c2nc(Nc3cc(C4CC4)[nH]n3)c3cc(Cl)ccc3n2)CCN1.Cl,7.93,2018.0
C[C@@H]1CN(CCCOc2ccc3c(c2)-c2[nH]nc(-c4ccc(C#N)nc4)c2C3)C[C@H](C)O1,6.1,2007.0
C[C@@H]1CN(Cc2ccccc2)c2cncc(F)c2[C@H](C)N1C(=O)NCc1ccccc1,4.2,2016.0
C[C@@H]1CN(Cc2ccccc2)c2cncc(F)c2[C@H](C)N1C(=O)Nc1cccnc1,3.8,2016.0
C[C@@H]1CN(Cc2ccccc2)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,6.2,2016.0
C[C@@H]1CN(O)C(=O)[C@@H]1N,8.0,1993.0
C[C@@H]1CN(OCc2ccccc2)C(=O)[C@@H]1N,6.1,1993.0
C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1.Cl.O,7.17,2011.0
C[C@@H]1COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,9.8,2018.0
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,4.2,2015.0
C[C@@H]1C[C@H]1CNC(=O)[C@@H]1C[C@H]1[C@]12CN(c3ncccn3)C[C@H]1CSC(N)=N2,8.0,2021.0
C[C@@H]1C[C@H]1CNC(=O)[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC(N)=N2,8.0,2021.0
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,6.6,2020.0
C[C@@H]1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c21,8.5,2008.0
C[C@@H]1OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N,7.1,2018.0
C[C@@H]1[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccncc3)cccc2C(=O)N1[C@@H](C)CO,4.475,2014.0
C[C@@H]1[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2c(NC(=O)c3ccncc3)cccc2C(=O)N1[C@@H](C)CO,5.065,2014.0
C[C@@](CCN1Cc2cc(C#CC#CC3(CN)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,9.2,2020.0
C[C@@](CCN1Cc2cc(C#CC#CC3(F)CNC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,8.0,2020.0
C[C@@](CCN1Cc2cc(C#CC#CC3(N)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,6.5,2020.0
C[C@@](CCN1Cc2cc(C#CC#CC3CCN(C4COC4)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,6.2,2020.0
C[C@@](CCN1Cc2cc(C#CC#CC3CN(C4COC4)C3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,5.5,2020.0
C[C@@](CCN1Cc2cc(C#CC#CC3CN(CC(F)F)C3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,5.2,2020.0
C[C@@](CCN1Cc2cc(C#CC#CC3CN(CCF)C3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,6.7,2020.0
C[C@@](CCN1Cc2cc(C#CC#CC3CN(CCO)C3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,7.9,2020.0
C[C@@](CCN1Cc2cc(C#CC#CC3CNC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,9.4,2020.0
C[C@@](CCN1Cc2cc(C#CC#CCN3CCC(O)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,6.5,2020.0
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCn1nn[nH]c1=S)c1ccccc1,4.3,1992.0
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CSc1c[nH]nn1)c1ccccc1,8.2,1992.0
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CSc1n[nH]c(=O)[nH]1)c1ccccc1,7.7,1992.0
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CSc1nc[nH]n1)c1ccccc1,9.5,1992.0
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)C[S+]([O-])c1nc[nH]n1)c1ccccc1,7.0,1992.0
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)Cc1cc(O)no1)c1ccccc1,6.5,1992.0
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCC(=O)O)c1ccccc1,5.6,1992.0
C[C@@]1(C(F)F)C(=N)N[C@](C)(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O,5.95,2022.0
C[C@@]1(O)CCN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2ccn[nH]2)C1,3.8,2018.0
C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C1N,7.3,2022.0
C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2nc(-c3cnc(OCF)cn3)ccc2F)N=C1N,7.6,2022.0
C[C@@]1(c2cc(-c3cc4c(cn3)OC(F)(F)O4)ccc2F)CC[C@@](C)(S(=O)(=O)C(F)(F)F)C(N)=N1,7.4,2022.0
C[C@@]1(c2cc(-c3ccc(Cl)cn3)ccc2F)CCC2(CC2)C(N)=N1,11.0,2022.0
C[C@@]1(c2cc(-c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(N)=N1,11.0,2022.0
C[C@@]1(c2cc(-c3cnc(OCF)cn3)ccc2F)CCC(F)(F)C(N)=N1,7.6,2022.0
C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,8.8,2021.0
C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,7.0,2021.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(N)=N1,6.9,2018.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=COC(N)=N1,7.7,2018.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,7.2,2021.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCC(N)=N1,11.1,2019.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1,9.8,2021.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCSC(N)=N1,9.0,2021.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,7.0,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(N)=N1,7.3,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cc2c(ccnc2F)C(N)=N1,8.2,2021.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,7.2,2022.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2cc(C#N)nc2C(N)=N1,7.0,2022.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2cccc2C(N)=N1,10.3,2019.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2ccnc2C(N)=N1,8.2,2022.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2cncc2C(N)=N1,9.0,2019.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2cnnc2C(N)=N1,6.4,2019.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2ncnc2C(N)=N1,6.5,2019.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2nncc2C(N)=N1,7.1,2019.0
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2nnnc2C(N)=N1,5.1,2019.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCC2(CC2)C(N)=N1,11.0,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCCOC(N)=N1,10.4,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOC(N)=N1,9.8,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(N)=N1,10.9,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1,9.0,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCC(N)=N1,9.2,2015.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCCC(N)=N1,10.0,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(N)=N1,11.0,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cc2ccccc2C(N)=N1,10.8,2013.0
C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CC[C@@](CF)(S(C)(=O)=O)C(N)=N1,7.4,2022.0
C[C@@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CCC(F)(F)C(N)=N1,7.6,2020.0
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,9.7,2013.0
C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CCSC(N)=N1,8.8,2021.0
C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COCC(N)=N1,9.5,2021.0
C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CO[C@@](C)(C(F)(F)F)C(N)=N1,7.3,2021.0
C[C@@]1(c2cccc(NC(=O)c3ccc(C#N)cn3)c2)Cn2nccc2C(N)=N1,8.5,2022.0
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC(N)=N1,8.3,2013.0
C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=N1,9.6,2015.0
C[C@@]1(c2ccccc2F)CCOC(N)=N1,9.8,2018.0
C[C@@]1(c2nc(-c3ccc(F)cn3)cs2)CC[C@@](C)(S(C)(=O)=O)C(N)=N1,7.0,2022.0
C[C@@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N1,6.19,2022.0
C[C@@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)[C@](C)(CF)C(=N)N1,6.52,2022.0
C[C@@]12COCC[C@H]1Oc1ccc(-c3cccnc3F)cc1[C@@]21COC(N)=N1,6.4,2014.0
C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,9.1,2010.0
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2.0,1996.0
C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,9.36,2013.0
C[C@H](CO)N1C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)[C@@H]1C,4.449999999999999,2014.0
C[C@H](CO)N1C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)[C@H]1C,5.025,2014.0
C[C@H](CO)N1C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)[C@@H]1C,5.07,2014.0
C[C@H](CO)N1C(=O)c2cccc(NC(=O)c3ccncc3)c2O[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)[C@H]1C,4.425,2014.0
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,7.9,2008.0
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)ccc12,10.5,2008.0
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,3.7,2000.0
C[C@H](CS)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,3.7,2000.0
C[C@H](F)[C@H]1OC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,7.1,2018.0
C[C@H](N)C(=O)NCCCC[C@H](N)C(=O)Nc1ccc(C#Cc2c(F)c(F)nc(F)c2F)cc1,7.3,2016.0
C[C@H](N)C(=O)NCCC[C@H](N)C(=O)Nc1ccc(C#Cc2c(F)c(F)nc(F)c2F)cc1,7.0,2016.0
C[C@H](N)C(=O)NC[C@H](N)C(=O)Nc1ccc(C#Cc2c(F)c(F)nc(F)c2F)cc1,6.8,2016.0
C[C@H](N)CNc1nc(-c2ccncc2)cc2cnccc12,9.0,2011.0
C[C@H](N)Cc1ccc(O)cc1,9.7,2013.0
C[C@H](N)Cc1ccccc1,9.94,2013.0
C[C@H](N)[C@@H](O)c1ccccc1,9.19,2013.0
C[C@H](N)[C@@H]1CCN(c2c(F)cc3cc(C(=O)O)c(=O)n4c3c2OC[C@@H]4C)C1,5.0,2021.0
C[C@H](NC(=O)c1nccc(O)c1O)C(=O)NCc1ccccc1.Cl,6.0,2011.0
C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,3.3,2022.0
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(C)(C)C,2.0,2010.0
C[C@H](c1ccc(F)c(F)c1)n1cnc2sc3c(c2c1=O)CCNC3,7.7,2024.0
C[C@H](c1nc2c(cnn2C2CCCC2)c(=O)[nH]1)N1CC(c2ncccn2)C1,6.8,2012.0
C[C@H]1CC(=O)Nc2cc(C(=O)NCCC3CC3)ccc2N1C(=O)N1CCCNCC1,8.8,2021.0
C[C@H]1CCN2CCC[C@@H]12,11.4,2013.0
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,3.2,2022.0
C[C@H]1COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,10.4,2018.0
C[C@H]1COc2c(N3CC(CN)C4(CCC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.2,2021.0
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3cc(C(=O)O)c(=O)n1c23,4.5,2021.0
C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,4.9,2021.0
C[C@H]1COc2c(N3CC[C@@H](C4(N)CCC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,4.9,2021.0
C[C@H]1COc2c(N3CC[C@H](N)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,4.8,2021.0
C[C@H]1COc2c(N3CC[C@H](O)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.2,2021.0
C[C@H]1COc2c(N3C[C@@H]4CCCN[C@@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.0,2021.0
C[C@H]1COc2c(N3C[C@@H]4CCC[C@H](N)[C@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.2,2021.0
C[C@H]1COc2c(N3C[C@@H]4[C@H](N)CCC(F)(F)[C@@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.1,2021.0
C[C@H]1COc2c(N3C[C@@H]4[C@H](N)CCO[C@@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.2,2021.0
C[C@H]1COc2c(N3C[C@H]4CC(F)(F)C[C@@H](N)[C@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.1,2021.0
C[C@H]1COc2c(N3C[C@H]4CCC[C@@H](N)[C@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.2,2021.0
C[C@H]1COc2c(N3C[C@H]4C[C@@H](OC(F)F)C[C@@H](N)[C@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.2,2021.0
C[C@H]1COc2c(N3C[C@H]4C[C@H](F)C[C@@H](N)[C@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,5.07,2021.0
C[C@H]1COc2c(N3C[C@H]4[C@H](C3)OCC[C@@H]4N)c(F)cc3cc(C(=O)O)c(=O)n1c23,4.8,2021.0
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(NC(=O)c4cccc(C#N)c4)c3Cl)CC2=O)CCO1,8.1,2022.0
C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(Nc4ccc(C5CC5)nc4)c3Cl)CC2=O)CCO1,8.4,2022.0
C[C@H]1C[C@H]2CC(F)(F)C(N)=N[C@@]2(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CO1,6.6,2020.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,8.3,2019.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccc(F)cc2F)CO1,8.1,2018.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccccc2)CO1,8.8,2018.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccccc2C(F)(F)F)CO1,8.8,2018.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cccs2)CO1,7.9,2018.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccsc2)CO1,8.4,2018.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,6.9,2019.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ncc(NC(=O)c3ccc(OC(F)F)cn3)s2)CO1,7.0,2019.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ncccc2F)CO1,8.6,2018.0
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nccs2)CO1,7.0,2018.0
C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,4.6,2021.0
C[C@H]1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c21,8.5,2008.0
C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(COC(N)=N3)[C@H]12,6.4,2014.0
C[C@H]1OC[C@](c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)F)N=C1N,7.3,2018.0
C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(C)c3)C[C@@H]12,7.8,2015.0
