inchikey,canonical_smiles,name,BBB_label,BBB_pchembl,AChE_label,AChE_pchembl,BChE_label,BChE_pchembl,BACE1_label,BACE1_pchembl,GSK3B_label,GSK3B_pchembl,MAO_A_label,MAO_A_pchembl,MAO_B_label,MAO_B_pchembl,D2_label,D2_pchembl,A2A_label,A2A_pchembl,HT2A_label,HT2A_pchembl,SERT_label,SERT_pchembl,hERG_label,hERG_pchembl,antioxidant_pIC50,n_endpoints_measured,role,sources,clinical_max_phase,atc,disease,is_flavonoid_core,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,qed
GIEKCIRAZIHHMU-VTYHHJSWSA-N,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCCc2ccccc2)c1,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.6,,1,training_label,ChEMBL_37,,,,False,364.49,3.793,55.56,1,3,7,2,0.435,0.813
GIENPXSUZALJHK-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C(N)=O)cc21,,,,,,,,,,,,,,,,,,,,,,1.0,8.7,,,,1,training_label,ChEMBL_37,,,,False,349.26,4.279,55.12,2,2,3,2,0.278,0.869
GIFCMCVWGWADSC-UHFFFAOYSA-N,Cc1c(C(=O)NCC(O)CN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)n1-c1ccccc1,,,,,,,,,,,,,,,,,,,,1.0,7.62,1.0,7.15,,,,2,training_label,ChEMBL_37,,,,False,564.52,5.067,73.63,2,5,8,4,0.267,0.313
GIFJFWNMMFGQLP-UHFFFAOYSA-N,Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(C(F)(F)F)n1,,,,,,,,,,,,,,,,,,1.0,8.205,,,,,,,,1,training_label,ChEMBL_37,,,,False,349.29,3.649,77.58,1,5,2,3,0.125,0.715
GIGJIIJGHXYZQW-UHFFFAOYSA-N,CCC(C)n1cc(C(=O)C(F)(F)F)cn1,,,,1.0,8.12,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,220.19,2.599,34.89,0,2,3,1,0.556,0.734
GIGLFCYZHQSMBV-UHFFFAOYSA-N,CC(C)Oc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1,,,,,,,,,,1.0,8.4,,,,,,,,,,,,,1.0,6.07,,2,training_label,ChEMBL_37,,,,False,394.48,3.569,89.13,2,5,6,3,0.409,0.667
GIGNQZIJYUEWTI-UHFFFAOYSA-N,Cc1cc(O)cc(O)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,4.455,1,training_label,ChEMBL_DPPH,,,,False,140.14,1.112,60.69,3,3,0,1,0.143,0.373
GIHIWGZRZAPVLN-UHFFFAOYSA-O,CN(C)C(=O)Oc1cccc2c1cc(C(=O)NCCOCCO)c[n+]2C,,,,1.0,7.43,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,362.41,0.463,91.98,2,5,7,2,0.389,0.552
GIIZNNXWQWCKIB-UHFFFAOYSA-N,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,,0.0,,,,,,,,,,,,,,0.0,4.5,,,,,1.0,6.53,,,,3,training_label,B3DB;ChEMBL_37,,,,False,415.57,4.107,81.95,4,5,16,2,0.52,0.31
GIJCFBIOYQOGKR-UHFFFAOYSA-N,CC(C)C(=O)Nc1n[nH]c2cc(-c3cccc(NC(=O)Nc4ccccc4)c3)sc12,,,,,,,,,,1.0,7.13,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,419.51,5.53,98.91,4,4,5,4,0.136,0.342
GIJCWXXZCNTEQX-UHFFFAOYSA-N,O=C(OC(c1ccc(Cl)cc1)C1CNC1)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,1.0,6.45,,,,1,training_label,ChEMBL_37,,,,False,301.77,3.458,38.33,1,3,4,2,0.235,0.879
GIJJQIHNYYXMID-UHFFFAOYSA-N,CCCn1c(=O)c2[nH]c(-c3ccc(O)cc3)c(O)c2n(CCC)c1=O,,,,,,,,,,,,,,,,,,1.0,6.93,,,,,,,,1,training_label,ChEMBL_37,,,,False,343.38,2.389,100.25,3,4,5,3,0.333,0.662
GIJMBCTXZDHLHI-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CCOC(c3ccc(Br)cc3)C2)n1C,,,,,,,,,,,,,,,,0.0,4.81,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,478.42,4.097,69.21,0,7,7,3,0.45,0.374
GIJURJWFWCGLHN-UHFFFAOYSA-N,c1cnc2c(NCC3CNCCS3)nc(-c3ccc(N4CCOCC4)cc3)cc2n1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.84,,1,training_label,ChEMBL_37,,,,False,422.56,2.645,75.2,2,8,5,3,0.409,0.65
GIJXKZJWITVLHI-OALUTQOASA-N,CN1[C@H]2CC[C@H]1CC(OC(c1ccccc1)c1ccccc1)C2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,307.44,4.418,12.47,0,2,4,2,0.429,0.829
GIJXKZJWITVLHI-PMOLBWCYSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,BENZTROPINE,,,,,,,,,,,,,,,,,,,1.0,7.89,0.0,4.62,,,,2,training_label,ChEMBL_37,4.0,N04AC01,Parkinson's,False,307.44,4.418,12.47,0,2,4,2,0.429,0.829
GIJXKZJWITVLHI-UHFFFAOYSA-N,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,307.44,4.418,12.47,0,2,4,2,0.429,0.829
GIJXKZJWITVLHI-YOFSQIOKSA-N,CN1[C@@H]2CC[C@H]1CC(OC(c1ccccc1)c1ccccc1)C2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,307.44,4.418,12.47,0,2,4,2,0.429,0.829
GIKANUDLIOICAL-KSSFIOAISA-N,COc1cc(Cl)ccc1O[C@@H](c1ccccc1)[C@H]1CCNC1,,,,,,,,,,,,,,,,,,,,,,1.0,8.9,,,,1,training_label,ChEMBL_37,,,,False,317.82,4.078,30.49,1,3,5,2,0.333,0.901
GIKANUDLIOICAL-RDTXWAMCSA-N,COc1cc(Cl)ccc1O[C@H](c1ccccc1)[C@@H]1CCNC1,,,,,,,,,,,,,,,,,,,,,,1.0,9.2,,,,1,training_label,ChEMBL_37,,,,False,317.82,4.078,30.49,1,3,5,2,0.333,0.901
GIKNHHRFLCDOEU-SSDOTTSWSA-N,C[C@@H](N)Cc1ccc(O)cc1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,151.21,1.282,46.25,2,2,2,1,0.333,0.668
GIKNHHRFLCDOEU-UHFFFAOYSA-N,CC(N)Cc1ccc(O)cc1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,151.21,1.282,46.25,2,2,2,1,0.333,0.668
GIKNHHRFLCDOEU-ZETCQYMHSA-N,C[C@H](N)Cc1ccc(O)cc1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,151.21,1.282,46.25,2,2,2,1,0.333,0.668
GIKOGMKUAJVTJD-UHFFFAOYSA-N,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cn[nH]c3)nc21,,,,,,,,,,,,,,,,,,1.0,6.63,,,,,,,,1,training_label,ChEMBL_37,,,,False,300.32,0.706,101.36,2,4,4,3,0.429,0.74
GIKOSRRRDYUWLE-SFHVURJKSA-N,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)n1,,,,,,,,1.0,7.48,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,404.35,1.896,126.28,2,7,4,2,0.278,0.801
GIKPTWKWYXCBEC-UHFFFAOYSA-N,CC(N)Cc1c2ccoc2c(Br)c2ccoc12,,,,,,,,,,,,,,,,,,,,1.0,10.4,,,,,,1,training_label,ChEMBL_37,,,,False,294.15,3.831,52.3,1,3,2,3,0.231,0.781
GIKZVDIKNMNYLE-UHFFFAOYSA-N,COc1ccccc1CCCNC(=O)CCSc1ccccc1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,329.46,3.926,38.33,1,3,9,2,0.316,0.56
GILFIXAIAPMQCS-UHFFFAOYSA-N,CCN(C)CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12,,,,,,,,,,,,,,,,1.0,7.77,,,1.0,9.37,,,,,,2,training_label,ChEMBL_37,,,,False,296.39,4.468,19.03,1,1,5,3,0.263,0.736
GILILHAGYRMOAM-UHFFFAOYSA-N,CCCN1CCC(n2ccc3ccccc32)CC1,,,,,,,,,,,,,,,,1.0,6.455,,,,,1.0,7.27,,,,2,training_label,ChEMBL_37,,,,False,242.37,3.688,8.17,0,1,3,2,0.5,0.797
GIMFULQWEVUBEF-UHFFFAOYSA-N,O=C1N(CCN2CCCCCC2)CCN1c1ccc(Cl)cc1,,,,,,,,,,,,,,,,1.0,7.15,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,321.85,3.458,26.79,0,2,4,1,0.588,0.849
GIMNAEMRNXUAQP-UHFFFAOYSA-N,Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,222.28,0.747,105.97,3,4,2,2,0.125,0.514
GIMSIOKOSRIQLD-UHFFFAOYSA-N,COc1cncc(-c2cccc(C3(c4ccc(OC(F)F)cc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1,,,,,,,,1.0,7.855,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,499.47,4.28,85.33,1,7,6,3,0.24,0.512
GINLDVRWRYODAL-UHFFFAOYSA-N,N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc([N+](=O)[O-])cc12,,,,,,0.0,4.91,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,383.32,0.233,180.46,3,9,2,1,0.25,0.476
GINNJZRPRVSARM-UHFFFAOYSA-N,Cc1nc(-c2sc(NC(=O)C3CC3)nc2-c2ccccc2)no1,,,,,,,,,,,,,,,,,,1.0,7.55,,,,,,,,1,training_label,ChEMBL_37,,,,False,326.38,3.517,80.91,1,6,4,3,0.25,0.793
GINSISHQZZKKDM-UHFFFAOYSA-N,CCCCC#Cc1nc2c(N)nc(-c3cccs3)nc2[nH]1,,,,,,,,,,,,,,,,,,1.0,8.39,,,,,,,,1,training_label,ChEMBL_37,,,,False,297.39,3.205,80.48,2,5,3,3,0.267,0.574
GINSOIBBVRVZOP-WYMLVPIESA-N,O=C(/C=C/c1ccc(O)c(O)c1)OCC(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,4.733,1,training_label,ChEMBL_DPPH,,,,False,360.41,4.486,66.76,2,4,6,3,0.087,0.386
GIOBYIIPTRYRTE-VVWDNSBVSA-N,COc1ccc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)N4C[C@@](C)(O)[C@@H]4C)C3)[nH]n2)cn1,,,,,,,,,,1.0,8.56,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,443.5,2.222,129.67,3,7,6,2,0.545,0.624
GIPPQVKFNKABNR-CVEARBPZSA-N,C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@]1(F)C(F)(F)F,,,,,,,,1.0,6.495,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,449.77,3.352,102.49,2,6,3,2,0.294,0.7
GIPPQVKFNKABNR-HZPDHXFCSA-N,C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@@]1(F)C(F)(F)F,,,,,,,,1.0,7.585,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,449.77,3.352,102.49,2,6,3,2,0.294,0.7
GIPZNHLXNRIYRD-UHFFFAOYSA-N,Cn1cc(-c2ccc3cnc(NC(=O)C4CCN(C5COC5)CC4)cc3c2)cn1,,,,,,,,,,1.0,7.32,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,391.48,2.685,72.28,1,5,4,3,0.409,0.74
GIQGELXCYSCDQF-UHFFFAOYSA-N,Cc1cccc2c(C3=C(c4nnc5ccccn45)C(=O)NC3=O)cn(C)c12,,,,,,,,,,1.0,6.98,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,357.37,2.097,81.29,1,4,2,4,0.1,0.557
GIQHYUIXZZZJQF-HXUWFJFHSA-N,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cccc2n1,,,,,,,,,,,,,,,,,,,,,,1.0,9.3,,,,1,training_label,ChEMBL_37,,,,False,444.58,4.042,48.91,0,5,5,3,0.407,0.594
GIQNJTDYMYDSED-SLSDUTBNSA-N,C[C@H]1C[C@H]2C(=O)N(C)C(=N)N[C@@]2(c2cc(Oc3cccnc3)ccc2F)CO1,,,,,,,,1.0,7.57,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,384.41,2.63,87.54,2,5,3,2,0.35,0.85
GIQPLFPYJMGTFV-UHFFFAOYSA-N,CCCCC1=C(C)Cc2c1nc1ccccc1c2N,,,,0.0,4.6,0.0,4.38,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,252.36,4.337,38.91,1,2,3,2,0.353,0.882
GIQYVHZISTVSOH-UHFFFAOYSA-N,Nc1ccnc(Nc2ccc(Oc3ccc(C4CC4)cc3)cc2)n1,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.3,,1,training_label,ChEMBL_37,,,,False,318.38,4.472,73.06,2,5,5,3,0.158,0.726
GIRLQTWFPQINCE-UHFFFAOYSA-N,COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1,,,,1.0,10.57,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,364.42,2.517,93.73,2,5,7,2,0.235,0.787
GIRLXEOJFTYCJV-MAUKXSAKSA-N,N#Cc1ccc(C(=O)Nc2cccc([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,,,,,,,,1.0,7.11,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,421.35,3.036,113.39,2,6,4,2,0.263,0.737
GIRPCUVFPZFQTK-NRFANRHFSA-N,O=S(=O)(c1cncc2ccccc12)N1CCC[C@H]1CCN1CCN(c2noc3ccccc23)CC1,,,,,,,,,,,,,,,,1.0,8.52,,,1.0,7.48,,,,,,2,training_label,ChEMBL_37,,,,False,491.62,3.741,82.78,0,7,6,4,0.385,0.406
GISBTRXXRSHQRN-DYESRHJHSA-N,COc1cnc(C(=O)Nc2ccc(F)c([C@]34CCC[C@H]3S(=O)(=O)N(C)C(=N)N4)c2)c(C)c1,,,,,,,,1.0,7.8,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,461.52,2.337,124.48,3,6,4,2,0.381,0.642
GISMRNMZGNYAEU-AOYPEHQESA-N,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)c3cccc4ccccc34)[C@@H]1CO2,,,,,,,,,,,,,,,,1.0,6.07,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,446.55,4.193,60.03,1,5,7,3,0.37,0.552
GISSMJZWKYCPSI-UHFFFAOYSA-N,CC(=O)c1ccc(OCc2ccc(F)cc2)cc1F,,,,,,,,,,,,,,1.0,7.25,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,262.25,3.746,26.3,0,2,4,2,0.133,0.784
GISVDCSZEJJWAS-UHFFFAOYSA-N,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNN3CCC(=O)CC3)ccc1C2=O,,,,,,,,,,,,,,,,,,1.0,8.23,,,,,,,,1,training_label,ChEMBL_37,,,,False,399.45,2.607,101.21,2,7,4,3,0.217,0.544
GISZCUSGSJKNJL-YRDXYIQISA-N,N#Cc1ccc2c(c1)CN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3ccc(F)cc3)CC1)C2,,,,,,,,,,,,,,,,1.0,6.2,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,417.53,4.791,56.13,1,3,6,2,0.385,0.688
GITNDHUJOBXSCE-AATRIKPKSA-N,Cc1ccc2oc(-c3c4c(N)n[nH]c(=O)c4nn3-c3ccc(NC(=O)/C=C/CN(C)C)cc3)c(C)c2c1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.48,,1,training_label,ChEMBL_37,,,,False,497.56,3.777,135.07,3,7,6,5,0.185,0.304
GITRIHOLBUKCBI-KELOHDTKSA-N,CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)N(C)S(=O)(=O)C3(C)C)c2)cn1,,,,,,,,1.0,8.5,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,489.55,3.069,110.77,1,7,5,2,0.348,0.647
GITUVXPBSRKGRO-UHFFFAOYSA-N,COc1cc(C=O)cc(Oc2cc(C=O)cc(OC)c2O)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,3.539,1,training_label,ChEMBL_DPPH,,,,False,318.28,2.532,102.29,2,7,6,2,0.125,0.789
GITZFVKUUYAFTR-VMELUKIZSA-N,CCCCCCCCC/C=C\CC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](O)/C=C/CCCCCCCCCCCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,3.301,1,training_label,ChEMBL_DPPH,,,,False,740.08,6.69,168.94,7,9,33,0,0.833,0.029
GIUIKVQZCWGRMY-UHFFFAOYSA-N,Fc1ccc(CCN2CCC3(CCc4cccc(F)c4O3)CC2)c(F)c1,,,,,,,,,,,,,,,,1.0,6.08,,,1.0,8.48,,,,,,2,training_label,ChEMBL_37,,,,False,361.41,4.506,12.47,0,2,3,2,0.429,0.798
GIUYCYHIANZCFB-UHFFFAOYSA-N,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,365.21,-1.724,186.07,5,9,4,2,0.5,0.306
GIUZEIJUFOPTMR-UHFFFAOYSA-N,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,,,,,,,,,,,,,,,,,,,,1.0,6.8,,,,,,1,training_label,ChEMBL_37,,,,False,394.86,5.134,67.35,1,4,3,3,0.19,0.668
GIVOHKWTIXAQNC-UHFFFAOYSA-N,CN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cnn(C)c4)cc23)CC1,,,,,,,,,,1.0,7.82,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,352.44,2.035,78.84,2,4,4,3,0.421,0.753
GIWDJAVTRUSUSC-JQIJEIRASA-N,O=C(/C=C/c1ccc(O)c(O)c1)NCCCCCCNc1c2c(nc3ccccc13)CCCC2,,,,,,,,,,,,,,,,,,,,,,,,,,4.983,1,training_label,ChEMBL_DPPH,,,,False,459.59,5.327,94.48,4,5,10,3,0.357,0.187
GIWMAITYUJGWGK-UHFFFAOYSA-N,COc1ccc(NC(=S)NCCN2CCOCC2)cc1Cl,,,,0.0,4.85,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,329.85,1.967,45.76,2,4,5,1,0.5,0.805
GIWNUIFQOLHQBQ-UHFFFAOYSA-N,COc1ccc(N(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)cc1,,,,1.0,6.16,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,366.51,4.35,32.78,0,3,7,2,0.435,0.73
GIWOZUGHMKXLQJ-ACVCQEAVSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.48,,1,training_label,ChEMBL_37,,,,False,571.05,4.476,113.81,2,7,9,2,0.379,0.26
GIWWCFJNCWGLAP-UHFFFAOYSA-N,COc1cc(Cl)c(Cl)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,,,,,,,,,,,,,,,,,,,,1.0,8.2,,,,,,1,training_label,ChEMBL_37,,,,False,428.32,3.029,87.74,2,5,7,1,0.526,0.396
GIXIYLOKYKETBF-UHFFFAOYSA-N,C=CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,,,,1.0,7.18,1.0,7.78,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,298.35,1.057,76.02,2,4,5,2,0.312,0.639
GIXNEGGWWYHJGX-UHFFFAOYSA-N,CNCC(Cc1ccccc1C)c1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,,1.0,8.005,,,,1,training_label,ChEMBL_37,,,,False,289.42,4.694,12.03,1,1,5,3,0.238,0.718
GIYAQDDTCWHPPL-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,344.25,2.111,67.59,2,4,7,1,0.5,0.744
GIYCUMSDCASBAI-UHFFFAOYSA-N,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,1,training_label,ChEMBL_37,,,,False,421.57,4.718,45.67,0,5,6,3,0.417,0.578
GIYDWQFARRGSKJ-RTHCMUBDSA-N,C[C@@]1(c2cc(NC(=O)c3cnc(C#N)cn3)ccc2F)C[S@@]2(=O)=NCC(F)(F)CN2C(N)=N1,,,,,,,,1.0,8.7,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,478.46,1.617,149.72,2,8,3,2,0.316,0.684
GIYHLPFOZWFVHO-UHFFFAOYSA-N,COc1cc(C2CCCC2)c(OC)cc1CCN,,,,,,,,,,,,,,,,,,,,1.0,6.87,,,,,,1,training_label,ChEMBL_37,,,,False,249.35,2.863,44.48,1,3,5,1,0.6,0.872
GIYRYYQWIFSBBW-UHFFFAOYSA-N,Cn1cc(-c2ccc3cnc(NC(=O)C4CC5(C4)CN(CCF)C5)cc3c2)cn1,,,,,,,,,,1.0,7.72,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,393.47,3.255,63.05,1,4,5,3,0.409,0.723
GIYVJINEXDOFJS-VWLOTQADSA-N,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3ccccn3)ccc1O2,,,,,,,,1.0,6.935,,,,,,,,,,,,,,,1.0,6.3,,2,training_label,ChEMBL_37,,,,False,415.49,4.868,78.96,1,6,3,3,0.28,0.66
GIYXEZZPINFSPU-UHFFFAOYSA-N,Cc1c(-c2ccccc2)nc(O)n1C1CCN(CCc2ccccc2)CC1,,,,,,,,,,,,,,,,1.0,6.66,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,361.49,4.444,41.29,1,3,5,3,0.348,0.73
GIZCWMURBFLMON-UHFFFAOYSA-N,O=C(O)C=C1CN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)C1,,,,,,,,,,,,,,,,,,,,1.0,7.3,,,,,,1,training_label,ChEMBL_37,,,,False,359.47,3.95,40.54,1,2,2,2,0.375,0.826
GIZJFZFSTGLKAS-UHFFFAOYSA-N,Cn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,,,,,,,,,,,,,,,,,,1.0,7.82,,,,,,,,1,training_label,ChEMBL_37,,,,False,389.38,2.288,112.37,1,7,5,5,0.105,0.491
GIZYIOOBBUHOBS-UHFFFAOYSA-N,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,,1,training_label,ChEMBL_37,,,,False,382.37,1.995,107.4,2,6,1,2,0.263,0.784
GIZZNBHBDYMZGC-UHFFFAOYSA-N,CN1C(=O)C2(NC1=S)c1cc(-c3cccc(C#N)c3)ccc1CC21CCC(F)(F)CC1,,,,,,,,1.0,6.9,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,437.52,4.519,56.13,1,3,1,2,0.375,0.667
GJAJZGZHVMOVON-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccc3oc(=O)oc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.07,,1,training_label,ChEMBL_37,,,,False,438.41,3.026,105.9,1,7,4,4,0.261,0.522
GJARULZXVOTKRA-CCDWMCETSA-N,CC[C@@H](CN1CCCC1=O)C(=O)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)C[C@H]1C=C(C)C[C@@H]2C1,,,,1.0,8.38,1.0,6.63,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,565.2,7.011,74.33,2,4,13,2,0.606,0.203
GJAXHPORTDEMDX-OKILXGFUSA-N,C[C@@H]1CCC[C@H](C)N1Cc1cc2c(N)nc(-c3cccc(C#N)c3)nc2s1,,,,,,,,,,,,,,,,,,1.0,7.19,,,,,,,,1,training_label,ChEMBL_37,,,,False,377.52,4.575,78.83,1,6,3,3,0.381,0.723
GJAYJBGLRYDTKW-UHFFFAOYSA-N,CS(=O)(=O)Nc1cc(OCCNCc2ccccc2)ccc1Cl,,,,,,,,,,,,,,,,1.0,7.12,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,354.86,2.88,67.43,2,4,8,2,0.25,0.715
GJBHTDNKZRHMMV-BGCLTTEDSA-N,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCCc4ccc(OC)c(O)c4)nc(OC)nc31)[C@H](O)[C@@H]2O,,,,,,,,,,,,,,,,,,0.0,4.99,,,,,,,,1,training_label,ChEMBL_37,,,,False,484.51,0.232,163.88,5,10,8,3,0.478,0.299
GJBZQLOSCWVBDU-UHFFFAOYSA-N,COc1ccc(C(Cc2ccccc2)c2csc(N)n2)cc1,,,,,,,,0.0,4.5,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,310.42,4.109,48.14,1,4,5,3,0.167,0.771
GJCACXYIYRCVKX-UHFFFAOYSA-N,CC(C)Cn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,,,,,,,,1.0,6.81,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,389.46,2.026,102.29,1,6,5,3,0.286,0.719
GJCIASZFDKSPKP-UHFFFAOYSA-N,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OCCOCCOC)cc5)CC4)cc3)[nH]c2c1=O,,,,,,,,,,,,,,,,,,1.0,6.5,,,,,,,,1,training_label,ChEMBL_37,,,,False,626.74,2.038,151.85,2,9,14,4,0.433,0.2
