inchikey,canonical_smiles,name,BBB_label,BBB_pchembl,AChE_label,AChE_pchembl,BChE_label,BChE_pchembl,BACE1_label,BACE1_pchembl,GSK3B_label,GSK3B_pchembl,MAO_A_label,MAO_A_pchembl,MAO_B_label,MAO_B_pchembl,D2_label,D2_pchembl,A2A_label,A2A_pchembl,HT2A_label,HT2A_pchembl,SERT_label,SERT_pchembl,hERG_label,hERG_pchembl,antioxidant_pIC50,n_endpoints_measured,role,sources,clinical_max_phase,atc,disease,is_flavonoid_core,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,qed
KQKNFEONJSYEER-CQSZACIVSA-N,CN1CCc2cccc3c2[C@H]1Cc1ccc2c(c1-3)OCO2,,,,,,,,,,,,,,,,1.0,6.995,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,279.34,3.167,21.7,0,3,0,2,0.333,0.739
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,SUMATRIPTAN,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,4.0,N02CC01,CNS (other),False,295.41,1.321,65.2,2,3,6,2,0.429,0.845
KQKWUECNIOOYFI-UHFFFAOYSA-N,Nc1nc(-c2ccco2)c2cnn(CCCOc3ccc(C(=O)Nc4ccccc4N)cc3)c2n1,,,,,,,,,,,,,,,,,,1.0,6.83,,,,,,,,1,training_label,ChEMBL_37,,,,False,469.51,3.972,147.11,3,8,8,5,0.12,0.228
KQKYOWHVYGWBHO-UHFFFAOYSA-N,Cc1[nH]c2nc(-c3ccccc3)nc(NCCN3CCNC3=O)c2c1C,,,,,,,,,,,,,,,,,,1.0,6.22,,,,,,,,1,training_label,ChEMBL_37,,,,False,350.43,2.679,85.94,3,4,5,3,0.316,0.66
KQKYQZVPBJYHCD-UHFFFAOYSA-N,CCCCCCCNc1c2c(nc3cc(C)ccc13)CCCC2,,,,1.0,6.89,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,310.49,5.804,24.92,1,2,7,2,0.571,0.653
KQLMKDVBZAWJSH-UHFFFAOYSA-N,Cc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,,,,,,,,,,,,,,,,,,1.0,8.905,,,,,,,,1,training_label,ChEMBL_37,,,,False,473.54,1.751,115.65,1,8,5,5,0.333,0.411
KQLSQVZEGAIHJB-UHFFFAOYSA-N,COc1cc(C2=NN(C(=O)Oc3ccccc3)C(c3ccccc3)C2)ccc1O,,,,,,,,,,,,1.0,6.54,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,388.42,4.751,71.36,1,5,4,3,0.13,0.7
KQLWXCILLOUXJV-WGSAOQKQSA-N,CCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1,,,,,,,,,,,,,,,,1.0,6.84,,,1.0,7.55,,,,,,2,training_label,ChEMBL_37,,,,False,401.55,3.403,54.04,1,5,7,1,0.696,0.759
KQMFPLICYTUAOQ-UHFFFAOYSA-N,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1c[nH]c2ccccc12,,,,,,,,,,1.0,6.08,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,456.51,2.202,105.14,2,6,6,4,0.28,0.431
KQMNZZIIXVDTBN-NYVOZVTQSA-N,CC1(C)OC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCC(c4noc5cc(Cl)ccc45)CC3)CC2)O1,,,,,,,,,,,,,,,,,,,,1.0,7.6,,,,,,1,training_label,ChEMBL_37,,,,False,504.07,5.267,76.83,1,6,7,2,0.704,0.554
KQNGZWUJPKEOIL-UHFFFAOYSA-N,Cc1cccc(C2CCN(CCNC(=O)C3CCC(F)(F)CC3)CC2)n1,,,,,,,,,,,,,,,,1.0,9.4,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,365.47,3.511,45.23,1,3,5,1,0.7,0.868
KQNVCZVAVZAVEK-UHFFFAOYSA-N,Cn1cnc2c1C(=O)N(CCN1CCN(c3nsc4ccccc34)CC1)CC2,,,,,,,,,,,,,,,,1.0,6.31,,,1.0,9.96,,,,,,2,training_label,ChEMBL_37,,,,False,396.52,1.85,57.5,0,6,4,3,0.45,0.674
KQOBDZDVQFUADH-HNNXBMFYSA-N,Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl,,,,,,,,,,,,,,,,,,,,,,1.0,8.3,,,,1,training_label,ChEMBL_37,,,,False,336.27,3.753,28.16,1,3,5,2,0.353,0.901
KQOBDZDVQFUADH-OAHLLOKOSA-N,Clc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1Cl,,,,,,,,,,,,,,,,,,,,,,1.0,8.52,,,,1,training_label,ChEMBL_37,,,,False,336.27,3.753,28.16,1,3,5,2,0.353,0.901
KQOKXSWNRISXBF-UHFFFAOYSA-N,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(OC)c(C)c4)N=C(C)C(N)=N3)c2)c1,,,,,,,,1.0,7.715,,,,,,,,,,,,,,,0.0,4.76,,2,training_label,ChEMBL_37,,,,False,422.53,4.778,72.86,1,5,4,3,0.222,0.615
KQOUPMYYRQWZLI-UHFFFAOYSA-N,CNC(=O)Oc1cccc(C(C)N(C)C)c1,,,,1.0,7.0,1.0,6.39,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,222.29,2.027,41.57,1,3,3,1,0.417,0.85
KQPKPCNLIDLUMF-MRVPVSSYSA-N,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,238.29,1.351,75.27,2,3,5,0,0.583,0.56
KQPKPCNLIDLUMF-QMMMGPOBSA-N,C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,238.29,1.351,75.27,2,3,5,0,0.583,0.56
KQPKPCNLIDLUMF-UHFFFAOYSA-N,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,SECOBARBITAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,4.0,N05CA06,CNS (other),False,238.29,1.351,75.27,2,3,5,0,0.583,0.56
KQPMIGNYSJUHRD-VQKBPVDWSA-N,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3C=C[C@H]4C(C)(C)[C@@H](N(C)C)[C@H](O)C[C@@]45C[C@@]35CC[C@]12C)N(C)C,,,,0.0,4.64,,,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,444.7,4.023,46.94,2,4,3,0,0.929,0.646
KQPUYOYQNCUUHA-CYBMUJFWSA-N,Cc1cccc(O[C@H](C)C(=O)Nc2nc(-c3ccccc3)n[nH]2)c1,,,,,,,,,,,,,,,,,,1.0,6.7,,,,,,,,1,training_label,ChEMBL_37,,,,False,322.37,3.186,79.9,2,4,5,3,0.167,0.756
KQPWOHHUQYEFER-UHFFFAOYSA-N,COc1ccccc1CCCNC(=O)CSCc1ccc(Cl)cc1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,363.91,4.331,38.33,1,3,9,2,0.316,0.674
KQQJDLRHYDOVIR-UHFFFAOYSA-N,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(S(N)(=O)=O)c2)CC1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.2,,1,training_label,ChEMBL_37,,,,False,611.81,5.424,101.53,1,5,7,4,0.429,0.301
KQQOQWXKRICGKB-UHFFFAOYSA-N,O=C(Nc1cc2ccccc2oc1=O)Oc1ccccc1,,,,,,,,,,,,,,0.0,4.61,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,281.27,3.404,68.54,1,4,2,3,0.0,0.731
KQQQNQDIZDSYPM-UHFFFAOYSA-N,Cn1ncc(-c2ccc3cnc(NC(=O)C4CCN(C(=O)c5ccccc5)CC4)cc3c2)c1CN1CCCCC1,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,536.68,5.112,83.36,1,5,6,4,0.375,0.37
KQRHCJXCCFJNQW-UHFFFAOYSA-N,Cc1cccc(C)c1-c1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,,,,,,,,,,,,,,,,1.0,8.34,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,414.62,5.966,6.48,0,3,2,3,0.333,0.51
KQRJGJJHYOKUJF-UHFFFAOYSA-N,CCCCCn1c2c(-c3cnn(Cc4ccccc4)c3)c[nH]c2c(=O)n2c(C)nnc12,,,,,,,,,,,,,,,,,,1.0,6.26,,,,,,,,1,training_label,ChEMBL_37,,,,False,415.5,3.783,85.8,1,4,7,5,0.304,0.41
KQRKHYJZSCKWTF-VWLOTQADSA-N,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)[C@H]2CCN(C)CC23CC3)cc1,,,,,,,,,,,,,,,,,,,,1.0,9.24,,,,,,1,training_label,ChEMBL_37,,,,False,453.6,5.057,44.81,1,3,8,2,0.519,0.608
KQRMNHUHQIGCCV-UHFFFAOYSA-N,Cc1nccnc1C(O)c1cc(-c2ncnc3cc(N4CCOCC4)ccc23)ccc1Cl,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.8,,1,training_label,ChEMBL_37,,,,False,447.93,3.967,84.26,1,7,4,4,0.25,0.506
KQRSRIOFGHZSRZ-UHFFFAOYSA-N,Cc1cnc2ccc(-c3c(N4CCCC4)nc(N)n4nc(Cc5ncccc5F)nc34)cn12,,,,,,,,,,,,,,,,,,1.0,8.09,,,,,,,,1,training_label,ChEMBL_37,,,,False,443.49,3.055,102.53,1,7,4,5,0.261,0.455
KQSOHMLYQGFHQS-UHFFFAOYSA-N,c1ccc2c(CCCC3CCNCC3)c[nH]c2c1,,,,,,,,,,,,,,,,,,,,,,1.0,7.22,,,,1,training_label,ChEMBL_37,,,,False,242.37,3.49,27.82,2,1,4,2,0.5,0.844
KQTGGOXVKGQJFV-BHLWCXQCSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](NCCS(=O)(=O)C[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)CCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,,,,,,,,,,,,,,,,1.0,6.94,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,1488.83,1.52,455.06,17,17,23,7,0.455,0.025
KQTQQJVFFASAJD-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,,,,,,,,,,,,,,,,,,,,0.0,4.77,,,,,,1,training_label,ChEMBL_37,,,,False,397.87,5.589,60.68,3,1,2,5,0.042,0.357
KQTXWKJKIOAAAJ-OFAXGOBFSA-N,Cc1nc2cc(F)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.52,,1,training_label,ChEMBL_37,,,,False,402.52,4.844,53.64,1,3,4,3,0.44,0.679
KQUCCBKZVSQSCI-GRSHGNNSSA-N,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,,,,1.0,6.8,,,,,,,1.0,7.0,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,319.79,3.305,55.62,1,3,2,2,0.375,0.923
KQUCCBKZVSQSCI-VXLYETTFSA-N,CC/N=C1\CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,319.79,3.305,55.62,1,3,2,2,0.375,0.923
KQUSKRRSHXVUMC-AMPNWBNPSA-N,COc1ncccc1-c1ccc(/C=C/[C@@H]2[C@@H]3[C@@H](C)OC(=O)[C@]3(CC(N)=O)CC(F)(F)[C@H]2C)nc1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.59,,1,training_label,ChEMBL_37,,,,False,471.5,3.88,104.4,1,6,6,2,0.44,0.641
KQVBMIJXOAYEIU-GASCZTMLSA-N,COCc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3C[C@@H](O)C3)c(=O)n2C)cn1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.82,,1,training_label,ChEMBL_37,,,,False,408.43,2.932,82.17,1,5,4,4,0.318,0.562
KQVHRQCACSBEJB-VPUSJEBWSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(C)ccc3c2)[nH]1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.37,,1,training_label,ChEMBL_37,,,,False,515.7,5.752,90.98,2,5,11,3,0.548,0.317
KQVISHATXKRBGO-JUAJCIKASA-N,COc1cc(-c2cn(C3CC[C@H]4CCCC[C@@H]4NC3=O)nn2)ccc1-n1cnc(C)c1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.68,,1,training_label,ChEMBL_37,,,,False,420.52,3.458,86.86,1,5,4,3,0.478,0.699
KQVKGQQSQIJAAL-UHFFFAOYSA-N,CN1C(=O)CC(c2ccccc2)N=C1SCc1cn(-c2ccccc2F)nn1,,,,,,,,,,1.0,6.91,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,395.46,3.599,63.38,0,5,4,3,0.2,0.677
KQVSGWISYYQVDG-UHFFFAOYSA-N,O=C1c2cn[nH]c2CCCN1CCN1CCC(c2noc3ccccc23)CC1,,,,,,,,,,,,,,,,1.0,6.87,,,1.0,8.57,,,,,,2,training_label,ChEMBL_37,,,,False,379.46,2.819,78.26,1,5,4,3,0.476,0.754
KQWFSABOMCCDLS-UHFFFAOYSA-N,COc1ccc(C(=O)Cc2ccc(O)cc2)c(O)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,4.591,1,training_label,ChEMBL_DPPH,,,,False,274.27,2.237,86.99,3,5,4,2,0.133,0.588
KQWKYDIWXCLYSS-UHFFFAOYSA-N,c1ccc2c(c1)ccc[n+]2CCCCCCCCCCCC[n+]1cccc2ccccc21,,,,1.0,7.7,1.0,6.4,,,,,,,,,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,426.65,7.169,7.76,0,0,13,4,0.4,0.158
KQXXUMAWOUVEHD-BQYFGGCBSA-N,Oc1ccc(/C=C/c2cc(O)cc3c2[C@H](c2ccc(O)cc2O)[C@@H](c2ccc(O)cc2)O3)cc1,,,,,,,,,,,,0.0,4.71,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,454.48,5.651,110.38,5,6,4,4,0.071,0.255
KQYCKJMIYOJHEH-AWEZNQCLSA-N,COCc1ccc(-c2cc3c(N[C@@H](C)c4nn(C)cc4C)c(C(N)=O)cnc3cc2F)cn1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.77,,1,training_label,ChEMBL_37,,,,False,448.5,3.896,107.95,2,6,7,4,0.25,0.444
KQYDNWCBVYLWOX-HXUWFJFHSA-N,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CCC(F)(F)CC2,,,,,,,,1.0,8.37,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,497.52,4.646,102.49,2,7,5,2,0.455,0.584
KQYVDEWSKFDTLI-UHFFFAOYSA-N,COc1cccc(N2CCN(CCCCCCN3C(=O)c4cccc5cccc(c45)C3=O)CC2)c1,,,,,,,,,,,,,,,,1.0,6.57,,,1.0,6.48,,,,,,2,training_label,ChEMBL_37,,,,False,471.6,4.827,53.09,0,5,9,3,0.379,0.331
KQYXIRYQRFIKHN-LLVKDONJSA-N,CCN1CCC[C@@H](c2nc3c4cccc(OC)c4nc(N)n3n2)C1,,,,,,,,,,,,,,,,,,1.0,7.47,,,,,,,,1,training_label,ChEMBL_37,,,,False,326.4,2.068,81.57,1,6,3,3,0.471,0.793
KQZJYFLCWHHHIK-UHFFFAOYSA-N,COc1ccccc1OC(=O)N1c2ccccc2Sc2ccccc21,,,,,,1.0,6.47,,,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,349.41,5.497,38.77,0,4,2,3,0.05,0.612
KQZKHLLDWAWAAK-LQKURTRISA-N,Cc1cccc(C)c1NC(=S)N/N=C/c1ccc(-n2nc3c(c2C)N(C)S(=O)(=O)c2ccccc2-3)cc1,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,530.68,4.924,91.62,2,5,4,4,0.148,0.221
KQZSMOGWYFPKCH-AWYSGOOKSA-N,CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,344.45,2.585,74.6,2,4,1,0,0.714,0.767
KQZSMOGWYFPKCH-BUAHTRFOSA-N,CC(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@H](O)C[C@@]21C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,344.45,2.585,74.6,2,4,1,0,0.714,0.767
KQZSMOGWYFPKCH-FGKHCZQVSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,344.45,2.585,74.6,2,4,1,0,0.714,0.767
KQZSMOGWYFPKCH-FPCNHKAISA-N,CC(=O)C1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)[C@H]3[C@@H](O)CC21C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,344.45,2.585,74.6,2,4,1,0,0.714,0.767
KQZSMOGWYFPKCH-UHFFFAOYSA-N,CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1,training_label,B3DB,,,,False,344.45,2.585,74.6,2,4,1,0,0.714,0.767
KQZUFMSIIAMVMP-UHFFFAOYSA-N,O=c1ccoc2ccc(OCc3ccc(Br)cc3)cc12,,,,,,,,,,,,1.0,7.02,1.0,8.48,,,,,,,,,,,,2,training_label,ChEMBL_37,,,,False,331.17,4.135,39.44,0,3,3,3,0.062,0.724
KQZXADGECOXBKU-UHFFFAOYSA-N,CC(=O)Nc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1,,,,,,,,,,,,,,,,,,,,1.0,6.435,,,,,,1,training_label,ChEMBL_37,,,,False,352.48,3.185,48.47,1,4,7,2,0.429,0.778
KRAAMNALZWSOPX-JLJPHGGASA-N,CC[C@H](C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3cc(C)ncc3S(C)(=O)=O)n[nH]2)C1,,,,,,,,,,1.0,7.13,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,477.59,2.859,143.14,3,7,8,2,0.545,0.53
KRAAURHOVFFNAO-UHFFFAOYSA-N,CCCNC(C)C(=O)Nc1c(C)csc1-c1nc(Cc2ccccc2)no1,,,,1.0,7.32,0.0,4.38,,,,,,,0.0,4.13,,,,,,,,,,,,3,training_label,ChEMBL_37,,,,False,384.51,4.024,80.05,2,6,8,3,0.35,0.613
KRAJGXSWKHNAOL-GOTSBHOMSA-N,C[C@@]1(c2nc(Nc3nccc4cc(C#N)cnc34)ccc2F)CS(=O)(=O)[C@@](CF)(C2CC2)C(N)=N1,,,,,,,,1.0,7.82,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,497.53,2.898,147.01,2,9,5,3,0.348,0.547
KRALQEJSZCSMNQ-GOSISDBHSA-N,CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)ccc2F)C2(CC2)S1(=O)=O,,,,,,,,1.0,8.1,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,485.46,3.039,115.25,3,5,3,2,0.35,0.578
KRAYIMPBSYOLTR-OAHLLOKOSA-N,COc1ccc(NC(=O)N2CCNC[C@@H]2COc2cccnc2)cc1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.51,,1,training_label,ChEMBL_37,,,,False,342.4,1.975,75.72,2,5,5,2,0.333,0.869
KRBNQAMCSOMKIU-UHFFFAOYSA-N,CCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,,,,,,,,,,,,,,,,1.0,6.04,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,314.47,3.868,23.55,0,2,6,1,0.65,0.796
KRBOLMZIHCLEGC-UHFFFAOYSA-N,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1cccc(C(F)(F)F)c1,,,,,,,,,,,,,,,,1.0,6.52,,,1.0,8.53,,,,,,2,training_label,ChEMBL_37,,,,False,470.49,4.714,63.41,0,5,7,3,0.409,0.468
KRBRCRMUFRFNGT-UHFFFAOYSA-N,CCCN(CCC)C1CCc2cc(CN(C(C)=O)c3ccc(OC)cc3)ccc2C1,,,,,,,,,,,,,,,,1.0,6.2,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,408.59,5.228,32.78,0,3,9,2,0.5,0.57
KRBZRTWDEJCQIL-UHFFFAOYSA-N,CC1CNCCc2ccc(Br)cc21,,,,,,,,,,,,,,,,,,,,1.0,6.295,,,,,,1,training_label,ChEMBL_37,,,,False,240.14,2.698,12.03,1,1,0,1,0.455,0.735
KRCTVIVPCMLXBB-FQEVSTJZSA-N,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCCOCCc3ccccc3)c2s1,,,,,,,,,,,,,,,,1.0,6.2,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,462.64,3.691,94.58,4,7,14,3,0.435,0.273
KRDDFKSJWNNSAT-OFNKIYASSA-N,C=CCN1C[C@H]2C[C@@]2(c2ccc(NS(=O)(=O)c3ccc(C(C)C)cc3)cc2)C1,,,,,,,,,,,,,,,,1.0,7.2,,,,,,,1.0,7.0,,2,training_label,ChEMBL_37,,,,False,396.56,4.37,49.41,1,3,7,2,0.391,0.707
KRDHDDNWMDQZBH-UHFFFAOYSA-N,Nc1nnc(-c2cccc(Cl)c2)c(-c2ccccc2)n1,,,,,,,,,,,,,,,,,,1.0,7.29,,,,,,,,1,training_label,ChEMBL_37,,,,False,282.73,3.441,64.69,1,4,2,3,0.0,0.782
KRDTZIZUJNTCAC-PFXPYRGJSA-N,COc1cnc(/C(F)=C/c2ccc(F)c([C@]34CO[C@H](C(F)(F)F)[C@H]3CSC(N)=N4)c2)cn1,,,,,,,,1.0,6.21,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,472.44,3.926,82.62,1,7,4,2,0.35,0.68
KRDWXBKUGPXEAO-UHFFFAOYSA-N,Cc1nsc(-c2ncc3n2CCN(C(=O)c2ccc(F)c4c2OCO4)C3C)n1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.83,,1,training_label,ChEMBL_37,,,,False,401.42,2.795,82.37,0,7,2,3,0.333,0.657
KRDZLZLLZFCBPQ-LUOAPIJWSA-N,Cc1cc(Br)c(Nc2nc(CN3CCOCC3)nc(N/N=C/c3cc(I)cc(C)c3O)n2)cc1Cl,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,672.75,5.236,107.79,3,9,7,3,0.304,0.178
KREASJLNBUJKES-UHFFFAOYSA-N,CCCn1c(=O)c2[nH]c(Cc3ccccc3)nc2n(Cc2ccco2)c1=O,,,,,,,,,,,,,,,,,,1.0,6.38,,,,,,,,1,training_label,ChEMBL_37,,,,False,364.41,2.528,85.82,1,4,6,4,0.25,0.57
KRECSWUEGFBTEZ-UHFFFAOYSA-N,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccs1,,,,,,,,,,1.0,7.51,,,,,,,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,353.4,2.047,84.22,2,5,5,3,0.167,0.688
KREPMYGREGKWTJ-UHFFFAOYSA-N,CNC(=O)c1cnc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc12,,,,,,,,,,,,,,,,,,1.0,7.91,,,,,,,,1,training_label,ChEMBL_37,,,,False,376.38,1.925,114.42,2,6,5,4,0.105,0.55
KRFJMGWOCHPLGB-UHFFFAOYSA-N,COc1ccccc1CCNCC1CC1c1cc(F)ccc1OC,,,,,,,,,,,,,,,,,,,,1.0,6.51,,,,,,1,training_label,ChEMBL_37,,,,False,329.42,3.779,30.49,1,3,8,2,0.4,0.748
KRFMWHLMAJRMIN-UHFFFAOYSA-N,Nc1nc(NC(=O)c2cccnc2)c([N+](=O)[O-])c(-c2ccco2)n1,,,,,,,,,,,,,,,,,,1.0,6.66,,,,,,,,1,training_label,ChEMBL_37,,,,False,326.27,1.874,150.07,2,8,4,3,0.0,0.544
KRFPGLOJAGPDAA-UHFFFAOYSA-N,Oc1ccc2[nH]c(-c3ccccc3)nc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,4.377,1,training_label,ChEMBL_DPPH,,,,False,210.24,2.936,48.91,2,2,1,3,0.0,0.648
KRGBBAYNHOEQOO-UHFFFAOYSA-N,CN1CCc2ccccc2Cc2ccc(O)c(Cl)c2CC1,,,,,,,,,,,,,,,,1.0,8.4,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,301.82,3.667,23.47,1,2,0,2,0.333,0.802
KRGUVGVAIPSTCB-UHFFFAOYSA-N,CC(C)(C)c1nc(N2CCN(CCCCn3ccc(C(F)(F)F)nc3=O)CC2)cc(C(F)(F)F)n1,,,,,,,,,,,,,,,,1.0,6.03,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,506.5,3.971,67.15,0,6,6,2,0.636,0.437
KRGXVVXVTOBVEQ-UHFFFAOYSA-N,COc1cccc2c(C(=O)NCc3cccc(CO)n3)nc(N)nc12,,,,,,,,,,,,,,,,,,1.0,8.34,,,,,,,,1,training_label,ChEMBL_37,,,,False,339.36,1.038,123.25,3,7,5,3,0.176,0.634
KRHFNHTVKDCQGV-UHFFFAOYSA-N,O=S(=O)(NCCCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1cccc(Cl)c1,,,,,,,,,,,,,,,,1.0,9.0,,,,,1.0,8.55,,,,2,training_label,ChEMBL_37,,,,False,478.45,5.323,65.2,2,3,8,3,0.304,0.431
KRHWCJYTVWDZJO-LEWJYISDSA-N,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCOCc3ccccc3)CN2)c1O,,,,,,,,,,,,,,,,1.0,8.14,,,,,,,,,,1,training_label,ChEMBL_37,,,,False,491.03,4.091,89.05,3,6,13,2,0.5,0.366
KRHWODOVQMCRFB-UHFFFAOYSA-N,CCOC(=O)c1ccc(N2CCN(c3nc(N)c4nc(-c5ccco5)sc4n3)CC2)cc1,,,,,,,,,,,,,,,,,,1.0,6.55,,,,,,,,1,training_label,ChEMBL_37,,,,False,450.52,3.432,110.61,1,10,5,4,0.273,0.457
