inchikey,smiles,cid
FBPFZTCFMRRESA-KVTDHHQDSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,6251
UHDGCWIWMRVCDJ-CCXZUQQUSA-N,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,6252
VSQQQLOSPVPRAZ-RRKCRQDMSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,6256
LMYRWZFENFIFIT-UHFFFAOYSA-N,Cc1ccc(S(N)(=O)=O)cc1,6269
RARSHUDCJQSEFJ-UHFFFAOYSA-N,CCC(=O)c1ccc(O)cc1,6271
AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,6276
PSGAAPLEWMOORI-PEINSRQWSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,6279
JTPUMZTWMWIVPA-UHFFFAOYSA-O,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,6284
IMSSROKUHAOUJS-MJCUULBUSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,6291
JEYCTXHKTXCGPB-UHFFFAOYSA-N,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,6292
QFMDFTQOJHFVNR-UHFFFAOYSA-N,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,6295
OFEZSBMBBKLLBJ-BAJZRUMYSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1O,6303
AGMMTXLNIQSRCG-UHFFFAOYSA-N,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,6307
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,O=C(O)c1ccc(Cl)cc1,6318
UTGQNNCQYDRXCH-UHFFFAOYSA-N,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,6319
NGPGYVQZGRJHFJ-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2O)cc1,6320
YNJBWRMUSHSURL-UHFFFAOYSA-N,O=C(O)C(Cl)(Cl)Cl,6421
YNDXUCZADRHECN-JNQJZLCISA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,6436
GKNPSSNBBWDAGH-UHFFFAOYSA-N,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,6461
IXORZMNAPKEEDV-OBDJNFEBSA-N,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,6466
HECLRDQVFMWTQS-UHFFFAOYSA-N,C1=CC2C3C=CC(C3)C2C1,6492
DQWPFSLDHJDLRL-UHFFFAOYSA-N,CCOP(=O)(OCC)OCC,6535
GTVWRXDRKAHEAD-UHFFFAOYSA-N,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,6537
CDOSHBSSFJOMGT-UHFFFAOYSA-N,C=CC(C)(O)CCC=C(C)C,6549
JXTHNDFMNIQAHM-UHFFFAOYSA-N,O=C(O)C(Cl)Cl,6597
VEORPZCZECFIRK-UHFFFAOYSA-N,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,6618
IISBACLAFKSPIT-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,6623
GPAPPPVRLPGFEQ-UHFFFAOYSA-N,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,6625
VPWNQTHUCYMVMZ-UHFFFAOYSA-N,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,6626
FFKZOUIEAHOBHW-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N(C)N=O)cc1,6628
DKYVVNLWACXMDW-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,6633
XOXHILFPRYWFOD-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,6634
NRZWYNLTFLDQQX-UHFFFAOYSA-N,CCC(C)(C)c1ccc(O)cc1,6643
OHXPGWPVLFPUSM-KLRNGDHRSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,6674
BBNQQADTFFCFGB-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,6683
UFVDYITXJBCPMW-UHFFFAOYSA-N,N=C1CCC(=N)c2c1c(O)c1ccccc1c2O,6687
MMKNBFSDCOALQO-UHFFFAOYSA-N,Nc1c(C(=O)O)ccc2c1C(=O)c1ccccc1C2=O,6701
ZLCUIOWQYBYEBG-UHFFFAOYSA-N,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,6702
SVTDYSXXLJYUTM-UHFFFAOYSA-N,CNc1cccc2c1C(=O)c1ccccc1C2=O,6706
NZVQLVGOZRELTG-UHFFFAOYSA-N,COc1c2ccoc2cc2oc(C)cc(=O)c12,6716
AFPRJLBZLPBTPZ-UHFFFAOYSA-N,O=C1C(=O)c2cccc3cccc1c23,6724
IZMJMCDDWKSTTK-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,6731
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,Cc1c[nH]c2ccccc12,6736
DMIYKWPEFRFTPY-UHFFFAOYSA-N,O=Cc1c(Cl)cccc1Cl,6737
VHRSUDSXCMQTMA-PJHHCJLFSA-N,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,6741
SLSIBLKBHNKZTB-UHFFFAOYSA-N,COc1ccc2c(OC)c3ccoc3nc2c1OC,6760
YYVYAPXYZVYDHN-UHFFFAOYSA-N,O=C1C(=O)c2ccccc2-c2ccccc21,6763
ZCDNRPPFBQDQHR-SSYATKPKSA-N,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,6769
SJEBAWHUJDUKQK-UHFFFAOYSA-N,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,6772
FLKPEMZONWLCSK-UHFFFAOYSA-N,CCOC(=O)c1ccccc1C(=O)OCC,6781
MGWAVDBGNNKXQV-UHFFFAOYSA-N,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,6782
HCAUQPZEWLULFJ-UHFFFAOYSA-N,c1ccc2c(c1)ccc1ncccc12,6796
AZPJXONNBLOZFE-UHFFFAOYSA-N,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1,6821
LLYOXZQVOKALCD-UHFFFAOYSA-N,Oc1ccc2ccccc2c1N=Nc1ccccn1,6825
GVOWHGSUZUUUDR-UHFFFAOYSA-N,CNc1ccccc1C(=O)OC,6826
PZIMIYVOZBTARW-UHFFFAOYSA-N,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,6828
WLWFNJKHKGIJNW-UHFFFAOYSA-N,CN1C(=O)CC(c2ccccc2)C1=O,6839
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)[nH]c1ccccc12,6854
PRPINYUDVPFIRX-UHFFFAOYSA-N,O=C(O)Cc1cccc2ccccc12,6862
WKEDVNSFRWHDNR-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1O,6872
TWLLPUMZVVGILS-UHFFFAOYSA-N,CCOC(=O)c1ccccc1N,6877
MOYKHGMNXAOIAT-JGWLITMVSA-N,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],6883
GEDIWDLJKRKBFT-UHFFFAOYSA-N,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,6888
OCDGBSUVYYVKQZ-UHFFFAOYSA-N,CN(C)Cc1c[nH]c2ccccc12,6890
RELMFMZEBKVZJC-UHFFFAOYSA-N,Clc1cccc(Cl)c1Cl,6895
WJQOZHYUIDYNHM-UHFFFAOYSA-N,CC(C)(C)c1ccccc1O,6923
PXBFMLJZNCDSMP-UHFFFAOYSA-N,NC(=O)c1ccccc1N,6942
PLAZTCDQAHEYBI-UHFFFAOYSA-N,Cc1ccccc1[N+](=O)[O-],6944
BFCFYVKQTRLZHA-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1Cl,6945
DLURHXYXQYMPLT-UHFFFAOYSA-N,Cc1ccc(N)c([N+](=O)[O-])c1,6978
IBRBMZRLVYKVRF-UHFFFAOYSA-N,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,6983
NGFPWHGISWUQOI-UHFFFAOYSA-N,CCC(C)c1ccccc1O,6984
MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,6989
XQVWYOYUZDUNRW-UHFFFAOYSA-N,c1ccc(Nc2cccc3ccccc23)cc1,7013
VVBLNCFGVYUYGU-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,7031
GCSHUYKULREZSJ-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccn1,7038
NNBZCPXTIHJBJL-UHFFFAOYSA-N,C1CCC2CCCCC2C1,7044
SMWDFEZZVXVKRB-UHFFFAOYSA-N,c1ccc2ncccc2c1,7047
CFBYEGUGFPZCNF-UHFFFAOYSA-N,COc1ccccc1[N+](=O)[O-],7048
AFYCEAFSNDLKSX-UHFFFAOYSA-N,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,7050
JXDYKVIHCLTXOP-UHFFFAOYSA-N,O=C1Nc2ccccc2C1=O,7054
LUYISICIYVKBTA-UHFFFAOYSA-N,Cc1ccc2ncccc2c1,7059
GGSUCNLOZRCGPQ-UHFFFAOYSA-N,CCN(CC)c1ccccc1,7061
GZVHEAJQGPRDLQ-UHFFFAOYSA-N,Nc1nc(N)nc(-c2ccccc2)n1,7064
FTYSHTGKLFLKRX-UHFFFAOYSA-N,COc1ccccc1NC(=O)CC(=O)c1ccccc1,7079
XRTJYEIMLZALBD-UHFFFAOYSA-N,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,7087
PKJBWOWQJHHAHG-UHFFFAOYSA-N,Brc1ccc(-c2ccccc2)cc1,7101
GJCOSYZMQJWQCA-UHFFFAOYSA-N,c1ccc2c(c1)Cc1ccccc1O2,7107
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc1ccccc1S2,7108
QCZZSANNLWPGEA-UHFFFAOYSA-N,CC(=O)c1ccc(-c2ccccc2)cc1,7113
QNGVNLMMEQUVQK-UHFFFAOYSA-N,CCN(CC)c1ccc(N)cc1,7120
ZYEMGPIYFIJGTP-UHFFFAOYSA-N,C=CCc1ccc(OC)c(OC)c1,7127
FGOFNVXHDGQVBG-UHFFFAOYSA-N,COc1ccccc1NC(C)=O,7135
WNTGYJSOUMFZEP-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OC(C)C(=O)O,7153
YRCWQPVGYLYSOX-UHFFFAOYSA-N,CNCC(O)c1ccc(O)cc1,7172
QELSKZZBTMNZEB-UHFFFAOYSA-N,CCCOC(=O)c1ccc(O)cc1,7175
SVYBEBLNQGDRHF-UHFFFAOYSA-N,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,7181
QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(O)cc1,7184
ULHFFAFDSSHFDA-UHFFFAOYSA-N,CCOc1ccccc1N,7203
WHKUVVPPKQRRBV-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OCC(=O)O,7204
UQMRAFJOBWOFNS-UHFFFAOYSA-N,CCCCOC(=O)COc1ccc(Cl)cc1Cl,7206
IUNJCFABHJZSKB-UHFFFAOYSA-N,O=Cc1ccc(O)cc1O,7213
XJCLWVXTCRQIDI-UHFFFAOYSA-N,C=C(Cl)CSC(=S)N(CC)CC,7216
VMNXKIDUTPOHPO-UHFFFAOYSA-N,Nc1nc2ccc(Cl)cc2s1,7226
AKCRQHGQIJBRMN-UHFFFAOYSA-N,Nc1ccccc1Cl,7240
RNVCVTLRINQCPJ-UHFFFAOYSA-N,Cc1ccccc1N,7242
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Oc1ccccc1Cl,7245
CZZZABOKJQXEBO-UHFFFAOYSA-N,Cc1ccc(N)c(C)c1,7250
WDNBURPWRNALGP-UHFFFAOYSA-N,Oc1ccc(Cl)c(Cl)c1,7258
VOWZNBNDMFLQGM-UHFFFAOYSA-N,Cc1ccc(C)c(N)c1,7259
VOZKAJLKRJDJLL-UHFFFAOYSA-N,Cc1ccc(N)cc1N,7261
ZMXYNJXDULEQCK-UHFFFAOYSA-N,Cc1ccc(O)c(N)c1,7264
JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)cc1Cl,7270
WBEJYOJJBDISQU-UHFFFAOYSA-N,ClCC(Br)CBr,7280
QWVCIORZLNBIIC-UHFFFAOYSA-N,OCC(Br)CBr,7281
XCIXKGXIYUWCLL-UHFFFAOYSA-N,OC1CCCC1,7298
BBEWSMNRCUXQRF-UHFFFAOYSA-N,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],7319
OPNUROKCUBTKLF-UHFFFAOYSA-N,Cc1ccccc1N=C(N)Nc1ccccc1C,7333
GVBHRNIWBGTNQA-UHFFFAOYSA-N,COc1cc([N+](=O)[O-])ccc1N,7337
PFRYFZZSECNQOL-UHFFFAOYSA-N,Cc1cc(N=Nc2ccccc2C)ccc1N,7340
RUMACXVDVNRZJZ-UHFFFAOYSA-N,C=C(C)C(=O)OCC(C)C,7352
XEMRAKSQROQPBR-UHFFFAOYSA-N,ClC(Cl)(Cl)c1ccccc1,7367
XESZUVZBAMCAEJ-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(O)c1,7381
XKNKHVGWJDPIRJ-UHFFFAOYSA-N,Nc1ccc([As](=O)(O)O)cc1,7389
ODHCTXKNWHHXJC-VKHMYHEASA-N,O=C1CC[C@@H](C(=O)O)N1,7405
RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(C)c1ccccc1,7406
XYLMUPLGERFSHI-UHFFFAOYSA-N,C=C(C)c1ccccc1,7407
XFDUHJPVQKIXHO-UHFFFAOYSA-N,Nc1cccc(C(=O)O)c1,7419
MESJRHHDBDCQTH-UHFFFAOYSA-N,CN(C)c1cccc(O)c1,7421
QZYHIOPPLUPUJF-UHFFFAOYSA-N,Cc1cccc([N+](=O)[O-])c1,7422
XJCVRTZCHMZPBD-UHFFFAOYSA-N,Nc1cccc([N+](=O)[O-])c1,7423
FBSFWRHWHYMIOG-UHFFFAOYSA-N,COC(=O)c1cc(O)c(O)c(O)c1,7428
BIXZHMJUSMUDOQ-UHFFFAOYSA-N,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,7430
XTTIQGSLJBWVIV-UHFFFAOYSA-N,Cc1cc([N+](=O)[O-])ccc1N,7441
DSBIJCMXAIKKKI-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1N,7444
QSSJZLPUHJDYKF-UHFFFAOYSA-N,COC(=O)c1ccc(C)cc1,7455
ZPTVNYMJQHSSEA-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1,7473
CZGCEKJOLUNIFY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)cc1,7474
TYMLOMAKGOJONV-UHFFFAOYSA-N,Nc1ccc([N+](=O)[O-])cc1,7475
XIFJZJPMHNUGRA-UHFFFAOYSA-N,CNc1ccc([N+](=O)[O-])cc1,7483
YQYGPGKTNQNXMH-UHFFFAOYSA-N,CC(=O)c1ccc([N+](=O)[O-])cc1,7487
BFSVOASYOCHEOV-UHFFFAOYSA-N,CCN(CC)CCO,7497
JFDZBHWFFUWGJE-UHFFFAOYSA-N,N#Cc1ccccc1,7505
MVQVNTPHUGQQHK-UHFFFAOYSA-N,OCc1cccnc1,7510
AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,7515
UWSDONTXWQOZFN-UHFFFAOYSA-N,O=NN1CCCCC1,7526
NDACNGSDAFKTGE-UHFFFAOYSA-N,Oc1cccc(Nc2ccccc2)c1,7546
RVOLLAQWKVFTGE-UHFFFAOYSA-N,CN(C)C(=O)Oc1ccc[n+](C)c1,7550
XXOYNJXVWVNOOJ-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccccc1,7560
ATGUVEKSASEFFO-UHFFFAOYSA-N,Nc1ccc(Nc2ccccc2)cc1,7564
ZBPKGHOGUVVDLF-UHFFFAOYSA-N,Nc1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,7566
VCOONNWIINSFBA-UHFFFAOYSA-N,COc1ccc(Nc2ccc(OC)cc2)cc1,7571
OUBMGJOQLXMSNT-UHFFFAOYSA-N,CC(C)Nc1ccc(Nc2ccccc2)cc1,7573
YTISFYMPVILQRL-UHFFFAOYSA-N,Nc1ccc(Oc2ccc(Cl)cc2)cc1,7578
XBPCUCUWBYBCDP-UHFFFAOYSA-N,C1CCC(NC2CCCCC2)CC1,7582
FSWDLYNGJBGFJH-UHFFFAOYSA-N,CCC(C)Nc1ccc(NC(C)CC)cc1,7589
OWRCNXZUPFZXOS-UHFFFAOYSA-N,NC(=Nc1ccccc1)Nc1ccccc1,7594
PEMGGJDINLGTON-UHFFFAOYSA-N,CC(=O)Nc1cccc(N)c1,7604
MHKLKWCYGIBEQF-UHFFFAOYSA-N,c1ccc2sc(SN3CCOCC3)nc2c1,7619
IWSZDQRGNFLMJS-UHFFFAOYSA-N,CCCCN(CCO)CCCC,7621
SAOKZLXYCUGLFA-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,7641
WMPPDTMATNBGJN-UHFFFAOYSA-N,BrCCc1ccccc1,7666
DYDNPESBYVVLBO-UHFFFAOYSA-N,O=CNc1ccccc1,7671
YICAMJWHIUMFDI-UHFFFAOYSA-N,CC(=O)Nc1ccc(C)cc1,7684
MAFMQEKGGFWBAB-UHFFFAOYSA-N,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,7699
YIWUKEYIRIRTPP-UHFFFAOYSA-N,CCCCC(CC)CO,7720
PFNHSEQQEPMLNI-UHFFFAOYSA-N,CCCC(C)CO,7745
ANGDWNBGPBMQHW-UHFFFAOYSA-N,COC(=O)CC#N,7747
KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,7771
MUXOBHXGJLMRAB-UHFFFAOYSA-N,COC(=O)CCC(=O)OC,7820
OECTYKWYRCHAKR-UHFFFAOYSA-N,C1CC2OC2CC1C1CO1,7833
UNBMPKNTYKDYCG-UHFFFAOYSA-N,CC(C)CC(C)N,7908
WFDIJRYMOXRFFG-UHFFFAOYSA-N,CC(=O)OC(C)=O,7918
RINCXYDBBGOEEQ-UHFFFAOYSA-N,O=C1CCC(=O)O1,7922
QCFYJCYNJLBDRT-UHFFFAOYSA-N,CC(CCl)OC(C)CCl,7944
MKARNSWMMBGSHX-UHFFFAOYSA-N,Cc1cc(C)cc(N)c1,7949
QARVLSVVCXYDNA-UHFFFAOYSA-N,Brc1ccccc1,7961
HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,7966
JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,7967
ITQTTZVARXURQS-UHFFFAOYSA-N,Cc1cccnc1,7970
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ccccn1,7977
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,CCCCC(=O)O,7991
ZWNMRZQYWRLGMM-UHFFFAOYSA-N,CC(C)(O)CCC(C)(C)O,8031
OJVAMHKKJGICOG-UHFFFAOYSA-N,CC(=O)CCC(C)=O,8035
ZIUHHBKFKCYYJD-UHFFFAOYSA-N,C=CC(=O)NCNC(=O)C=C,8041
WERYXYBDKMZEQL-UHFFFAOYSA-N,OCCCCO,8064
MNWFXJYAOYHMED-UHFFFAOYSA-N,CCCCCCC(=O)O,8094
ODJQKYXPKWQWNK-UHFFFAOYSA-N,O=C(O)CCSCCC(=O)O,8096
ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO,8103
ZBCBWPMODOFKDW-UHFFFAOYSA-N,OCCNCCO,8113
ZNSMNVMLTJELDZ-UHFFFAOYSA-N,ClCCOCCCl,8115
MTHSVFCYNBDYFN-UHFFFAOYSA-N,OCCOCCO,8117
BTGRAWJCKBQKAO-UHFFFAOYSA-N,N#CCCCCC#N,8128
NLXGURFLBLRZRO-UHFFFAOYSA-N,ClCCOCOCCCl,8147
FBUKVWPVBMHYJY-UHFFFAOYSA-N,CCCCCCCCC(=O)O,8158
KZVBBTZJMSWGTK-UHFFFAOYSA-N,CCCCOCCOCCOCCCC,8210
BCGWQEUPMDMJNV-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2CCc2ccccc21,8228
DJKGDNKYTKCJKD-UHFFFAOYSA-N,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,8266
VWLHWLSRQJQWRG-UHFFFAOYSA-O,CC[N+](C)(C)c1cccc(O)c1,8307
WLAMNBDJUVNPJU-UHFFFAOYSA-N,CCC(C)C(=O)O,8314
KXOGXZAXERYOTC-UHFFFAOYSA-N,COc1ccc(N)c2c1C(=O)c1ccccc1C2=O,8321
AQXYVFBSOOBBQV-UHFFFAOYSA-N,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,8323
PYHXGXCGESYPCW-UHFFFAOYSA-N,O=C(O)C(c1ccccc1)c1ccccc1,8333
XOGPDSATLSAZEK-UHFFFAOYSA-N,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,8341
BJQHLKABXJIVAM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,8343
ZCTQGTTXIYCGGC-UHFFFAOYSA-N,O=C(OCc1ccccc1)c1ccccc1O,8363
XPCTZQVDEJYUGT-UHFFFAOYSA-N,Cc1occc(=O)c1O,8369
ZWLPBLYKEWSWPD-UHFFFAOYSA-N,Cc1ccccc1C(=O)O,8373
ZVXBAHLOGZCFTP-UHFFFAOYSA-N,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,8395
ISAOCJYIOMOJEB-UHFFFAOYSA-N,O=C(c1ccccc1)C(O)c1ccccc1,8400
RUKISNQKOIKZGT-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1Nc1ccccc1,8407
LBEMXJWGHIEXRA-UHFFFAOYSA-N,O=C(O)c1ccccc1SSc1ccccc1C(=O)O,8409
JRBJSXQPQWSCCF-UHFFFAOYSA-N,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,8411
ANOUKFYBOAKOIR-UHFFFAOYSA-N,COc1ccc(CCN)cc1OC,8421
CTGSQPRDMHCIMM-UHFFFAOYSA-N,CCNc1cc(O)ccc1C,8428
BPEXTIMJLDWDTL-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C,8443
MRBKEAMVRSLQPH-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1,8456
TZGFQIXRVUHDLE-UHFFFAOYSA-N,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,8462
CBOQJANXLMLOSS-UHFFFAOYSA-N,CCOc1cc(C=O)ccc1O,8467
WKOLLVMJNQIZCI-UHFFFAOYSA-N,COc1cc(C(=O)O)ccc1O,8468
SIYLLGKDQZGJHK-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,8478
WWXBHTZSYYGCSG-UHFFFAOYSA-N,NC(=O)Nc1ccc([As](=O)(O)O)cc1,8480
MIHADVKEHAFNPG-UHFFFAOYSA-N,Nc1ncc([N+](=O)[O-])s1,8486
ARKIFHPFTHVKDT-UHFFFAOYSA-N,CC(=O)c1cccc([N+](=O)[O-])c1,8494
QQVIHTHCMHWDBS-UHFFFAOYSA-N,O=C(O)c1cccc(C(=O)O)c1,8496
KTHVBAZBLKXIHZ-UHFFFAOYSA-N,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,8520
LOUPRKONTZGTKE-VOMFEXJBSA-N,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,8549
MQHNKCZKNAJROC-UHFFFAOYSA-N,CCCOC(=O)c1ccccc1C(=O)OCCC,8559
QUDWYFHPNIMBFC-UHFFFAOYSA-N,C=CCOC(=O)c1ccccc1C(=O)OCC=C,8560
IICHURGZQPGTRD-UHFFFAOYSA-N,Nc1ccc(N=Nc2ccccc2)c2ccccc12,8562
YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,8566
MEZZCSHVIGVWFI-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccccc2O)c(O)c1,8569
SODJJEXAWOSSON-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,8570
ZXDDPOHVAMWLBH-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccc(O)cc1O,8572
OXEUETBFKVCRNP-UHFFFAOYSA-N,CCn1c2ccccc2c2cc(N)ccc21,8588
YTRMTPPVNRALON-UHFFFAOYSA-N,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,8593
PXWNBAGCFUDYBE-UHFFFAOYSA-N,Nc1ccccc1C(=O)OCCc1ccccc1,8615
YQBNJPACAUPNLV-UHFFFAOYSA-N,COc1c(C(C)C)oc2cc3oc(=O)ccc3cc12,8616
HSSBORCLYSCBJR-UHFFFAOYSA-N,Nc1cc(Cl)cc(C(=O)O)c1Cl,8630
GMBZSYUPMWCDGK-UHFFFAOYSA-N,O=C(O)CSc1ccccc1C(=O)O,8660
HNJJXZKZRAWDPF-UHFFFAOYSA-N,CN(C)CCN(Cc1cccs1)c1ccccn1,8667
QPFYXYFORQJZEC-UHFFFAOYSA-N,Nc1ccc(N=Nc2ccccc2)c(N)n1,8691
OWWVHQUOYSPNNE-UHFFFAOYSA-N,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,8694
GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,8695
OBETXYAYXDNJHR-UHFFFAOYSA-N,CCCCC(CC)C(=O)O,8697
UHGULLIUJBCTEF-UHFFFAOYSA-N,Nc1nc2ccccc2s1,8706
BMIPMKQAAJKBKP-UHFFFAOYSA-N,Cc1cc(C)c(N)cc1C,8717
IPZFPROOBOUEIG-UHFFFAOYSA-N,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,8732
WHUUTDBJXJRKMK-UHFFFAOYSA-N,NC(CCC(=O)O)C(=O)O,8737
UCAGLBKTLXCODC-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)O)cc1,8739
XTLJJHGQACAZMS-UHFFFAOYSA-N,O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,8743
IBGBGRVKPALMCQ-UHFFFAOYSA-N,O=Cc1ccc(O)c(O)c1,8768
