inchikey,smiles,cid
WXPXDXDHJYRETJ-UHFFFAOYSA-N,O=C(O)C1CC(=O)N(CCc2ccccc2)C1,207650
BSTJKGVHQLTINE-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccccc2)CC1c1ccccc1,207753
WYDUSKDSKCASEF-UHFFFAOYSA-N,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,207841
KCMFZLBQXURGIT-UHFFFAOYSA-N,O=C1CC(C(=O)Nc2ccccc2)C2(CCCCC2)O1,208038
KTGRJLVKPKILSZ-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1C(=O)N1CCOCC1,208217
YHOKBLMHGVDBNX-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1C(=O)N1CCCC1,208220
CURGSMAEMFWRQL-UHFFFAOYSA-N,O=c1nc(-c2ccccc2)cn[nH]1,208296
QRKJNCRCYBKANP-UHFFFAOYSA-N,NCC(=O)Nc1ccccc1,208384
QCAXZVJZGWBMNF-UHFFFAOYSA-N,CCOc1ccc(S(=O)(=O)NCCCN2CCOCC2)cc1,208532
AUUADVNHIYKUBA-UHFFFAOYSA-N,CCCN(CCC)S(=O)(=O)c1ccc(C)cc1,208847
MMHMYFWOECSGDR-UHFFFAOYSA-N,COc1ccc(OC)c(S(N)(=O)=O)c1,209044
WLQWDTFOKYWCQK-UHFFFAOYSA-N,CN1C=Nc2cccc3cccc1c23,209253
MUZFLDUALLSEBH-UHFFFAOYSA-N,Cc1ccc2[nH]c3c(c2c1)CN(C)CC3,209293
YBDKSPSOTVXJEP-UHFFFAOYSA-N,O=c1c2ccccc2nc2n1CCCN2,209367
ULEHMWWQIZHLHN-UHFFFAOYSA-N,Cc1nc2sc3c(c2c(=O)[nH]1)CCCC3,209395
IXLSSBPTUXEGSB-UHFFFAOYSA-N,CC1CCC(C(C)C)C(OCC(O)CNC(C)C)C1,209610
RCZUFIIUHYDLDD-UHFFFAOYSA-N,O=C(NCCCCCCNC(=O)c1ccccc1O)c1ccccc1O,209651
ZGWGSEUMABQEMD-UHFFFAOYSA-N,Cc1ncsc1C(=O)O,209805
LKSRYMVZGUQOFC-UHFFFAOYSA-N,CCOC(OCC)P(=O)(c1ccccc1)c1ccccc1,209842
OYSQNUOSVOCLFK-UHFFFAOYSA-N,CCC(=O)c1ccc(OCCN2CCOCC2)cc1,209941
GJPPCVUBBPPQIM-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)N1CCCn1c(=O)oc2ccccc21,210031
XATKRQREMKIRLA-UHFFFAOYSA-N,c1ccc(OCc2nc3ccccc3[nH]2)cc1,210074
PNKGCTZQQQGNKN-UHFFFAOYSA-N,c1ccc(CSCCc2ccncc2)cc1,210230
YUUFJQSSWHKSBR-UHFFFAOYSA-N,O=C1CSC(=S)N1c1ccc(O)cc1,210591
KLNHIIYKFBCQQB-UHFFFAOYSA-N,COc1ccc(C(=O)c2c[nH]c3ccccc23)cc1,211017
NCKJEVKMSGMNOF-UHFFFAOYSA-N,CC(=O)c1c(C)[nH]c(C(=O)NCc2ccccc2)c1C,211019
XTMXKDRGJKFRQL-UHFFFAOYSA-N,Nc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,211166
AILWISDLOFOZHA-UHFFFAOYSA-N,COc1c(Cl)cc(C(=O)NN)cc1Cl,211186
DXLFRWQJBROIJS-UHFFFAOYSA-N,Cc1nc2sc3c(c2c(=O)n1N)CCC3,211240
QEHKCWCTQOSUOP-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccco1,211446
JCHPOTOEIRYEPD-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccs1,211447
YISVUHTYBANBBQ-UHFFFAOYSA-N,CN1C(=O)CCC1(O)c1ccccc1,211451
MOOHYYNHIDAVIG-UHFFFAOYSA-N,O=C1CSC(=S)N1c1cccc(O)c1,211701
KWLXRQFZEOGTIH-UHFFFAOYSA-N,COc1ccccc1N1CCN(c2ncnc3nc[nH]c23)CC1,212794
PXGIZDAJJVNROD-UHFFFAOYSA-N,CCOC(=O)n1c(=O)oc2ccc(Cl)cc21,212810
MTSVIHVYYVZVLK-UHFFFAOYSA-N,Nc1nc(N)nc(-c2ccccn2)n1,212817
LDSMODRRVLYMDS-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C12CC3CC(CC(C3)C1)C2,212873
ZCWPLFSPERUBNW-UHFFFAOYSA-N,CCN(CC)CCNC(=O)C12CC3CC(CC(C3)C1)C2,212874
YQMPWJBMMZNZRK-UHFFFAOYSA-N,CSc1nnc(-c2ccccc2)n1C,213226
DGSJGLOZIUGZSF-UHFFFAOYSA-N,O=c1cc2c(n[nH]1)-c1ccccc1CC2,213230
NJPUZFUOUGTNOV-UHFFFAOYSA-N,Cc1ccc(C)n1-c1cccc(C(=O)O)c1,213329
IDROEJGETCAVOO-UHFFFAOYSA-N,Cc1ccc(-c2ccccc2)n1-c1cccc(C(=O)O)c1,213330
HBCZMEBBIJRTOC-UHFFFAOYSA-N,Cc1ccc(-c2ccccc2)n1-c1ccc(C(=O)O)cc1,213331
UUURGDJLVCIDOM-UHFFFAOYSA-N,Cc1c(NC(=O)c2cccs2)c(=O)n(-c2ccccc2)n1C,213545
MGTCSBXFQWXQDZ-UHFFFAOYSA-N,COc1ccc(CC(=O)c2cc(OC)c(OC)cc2CC(=O)O)cc1OC,213713
PKWIQNMYISXPPV-UHFFFAOYSA-N,CC(=O)OCC(=O)c1c[nH]c2ccccc12,214011
HIGMQFBAGGGECD-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,214169
HKLLMIGGBZSJIG-UHFFFAOYSA-N,CC(C)Oc1ccc(C2CC(=O)NC2=O)cc1,214258
QFDHWPOPCNNAOI-UHFFFAOYSA-N,Cc1nc(-c2ccccn2)sc1C(=O)O,214841
STQXWPANZYEXBI-UHFFFAOYSA-N,CC1=Nc2cccc3cccc(c23)N1C,215090
PSUJEUSCHQUVEU-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NNC(=O)c2ccncc2)cc1,215239
WKBUOKFWRRIHDJ-UHFFFAOYSA-N,CC(=O)c1coc2ccc(OCC(=O)O)cc12,215605
OLGMRBGIXZANNV-UHFFFAOYSA-N,O=c1[nH]cnc2scc(-c3ccccc3)c12,215639
CYBVAKNBOUITGD-UHFFFAOYSA-N,COC(=O)c1cccnc1Oc1ccccc1,215890
CLFWJTOJPVAQQX-UHFFFAOYSA-N,CCOC(=O)c1ccc2[nH]c3c(c2c1)CN(C)CC3,215970
CYDGFBIPYYSQGC-UHFFFAOYSA-N,O=C(C1CCC1)N1CCN(c2ccccc2)CC1,216017
DWTTZBARDOXEAM-TYZXPVIJSA-N,CC1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,216284
JIKOBZRNRCOBRY-UHFFFAOYSA-N,CCC(=O)NCCc1c[nH]c2ccccc12,216303
YYXYBWIDIWTCGS-UHFFFAOYSA-N,N=C(N)c1ccc(O)cc1,217125
GMSDNTHEHRFWRX-UHFFFAOYSA-N,O=C(CN1CCOCC1)Nc1ccccc1C(=O)Nc1ccccc1,217304
STSZELICBFRQES-UHFFFAOYSA-N,CC(C(=O)O)N1C(=O)CSC1=S,217657
JECPTYOLILQNAT-UHFFFAOYSA-N,CCCOc1ccc(C2=NNC(=O)CC2)cc1,217732
MNPGILARYZHJMK-UHFFFAOYSA-N,COC(=O)c1ccccc1NC(=O)C1CC(=O)N(c2ccccc2)C1,217791
HDKOKYLSAJDNNA-UHFFFAOYSA-N,O=C(C1CC(=O)N(c2ccc(Cl)cc2)C1)N1CCOCC1,217803
YHXLEKUJMPEQAJ-UHFFFAOYSA-N,Oc1ccc(F)c2cccnc12,217907
SMKVVKXYWCYSDN-UHFFFAOYSA-N,O=c1[nH]cnc2sc3c(c12)CCCCC3,218061
ITBIONVQXMUSAI-UHFFFAOYSA-N,CN1CCC(OC(=O)c2ccccc2)CC1,218206
GTIPOTZCGMMSEG-UHFFFAOYSA-N,CN1CCc2[nH]c3ccc(C(=O)NN)cc3c2C1,218286
CTDDRNREDMYWMI-UHFFFAOYSA-N,Nc1[nH]ncc1-c1ccc(Cl)cc1,218417
HHTOMEBQNGDWDW-UHFFFAOYSA-N,Cc1ccc(C(=O)c2ccc([N+](=O)[O-])cc2)cc1,219131
XCJLBNVENUPHEA-UHFFFAOYSA-N,O=c1[nH]nc(-c2ccccc2)c2ccccc12,219150
CVVZGKZBSZURJO-UHFFFAOYSA-N,O=C(CC(c1ccccc1)N1CCCCC1)c1ccccc1,219163
AYSLVAUISXMURP-UHFFFAOYSA-N,CCOC(=O)C1CN(C(C)(C)C)C(=O)C1=O,219269
PCPFITWOBPHEGE-UHFFFAOYSA-N,O=C1NC(=O)C(Cc2ccccc2)(c2cccnc2)N1,219320
KFLNUTIUYWTQNV-UHFFFAOYSA-N,O=C(Nc1ccc2ccccc2c1)c1ccccc1O,219325
PVFCXMDXBIEMQG-UHFFFAOYSA-N,O=C(O)CCC(NC(=O)OCc1ccccc1)C(=O)O,219352
UHZHEOAEJRHUBW-UHFFFAOYSA-N,Nc1nnc(-c2ccccc2)s1,219408
VMKSKBVNNLLDDX-UHFFFAOYSA-N,NC(=O)CCSC(=S)N1CCOCC1,219439
OSABJXFEGLRNTG-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)c2ccc(N(C)C)c(N)c2)cc1N,219490
IWJJXDLQNGBAOG-UHFFFAOYSA-N,CC(C)N(CC(=O)O)CC(=O)O,219559
PSCFZETTYRDCRM-UHFFFAOYSA-N,O=C(O)c1ccc(NC(c2ccccc2)c2ccc3cccnc3c2O)cc1,219564
IEHZRRMDWJJZBT-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(C(Nc2ccccc2)c2ccc3cccnc3c2O)cc1,219565
NLEOJRZVVDXEBJ-UHFFFAOYSA-N,CCCC1(c2ccccc2)NC(=O)NC1=O,219572
QHHFAXFIUXRVSI-UHFFFAOYSA-N,CCN(CC(=O)O)CC(=O)O,219585
JSDIYPWOZUVCKW-UHFFFAOYSA-N,CCC(CC)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],219591
MAKUMOXHJKKTDP-UHFFFAOYSA-N,O=C(O)COc1ccccc1-c1ccccc1,219688
AVFLNALVPBLGEV-UHFFFAOYSA-N,Cn1ncc2c(Cl)ncnc21,219751
USRVGNHEIXGHPP-UHFFFAOYSA-N,CCNc1ncnc2c1cnn2C,219754
MKNHNEOFLFOENW-UHFFFAOYSA-N,Cc1ccccc1Nc1ncnc2c1cnn2-c1ccccc1,219756
GINHYDUSSMVIEH-UHFFFAOYSA-N,CCCCNc1ncnc2c1cnn2-c1ccccc1,219760
LKVKVGFFQMECQV-UHFFFAOYSA-N,CC(C)Nc1ncnc2c1cnn2-c1ccccc1,219761
YZVOFVFKOCNLTQ-UHFFFAOYSA-N,Clc1cccc(Nc2ncnc3c2cnn3-c2ccccc2)c1,219762
YPMLSXLTHRVJJY-UHFFFAOYSA-N,Clc1ccc(-n2ncc3c(NCc4ccco4)ncnc32)cc1,219770
KFJASEXBKKIZPU-UHFFFAOYSA-N,Clc1ccc(Nc2ncnc3c2cnn3-c2ccccc2)cc1,219776
GXCHGJSAROBTGG-UHFFFAOYSA-N,Cn1ncc2c(Nc3ccc(Cl)cc3)ncnc21,219777
IGHOYJOUGQNIAB-UHFFFAOYSA-N,Cn1ncc2c(NCc3ccccc3)ncnc21,219778
KWGOKOFSPBXMSX-UHFFFAOYSA-N,c1coc(CNc2ncnc3[nH]ncc23)c1,219840
NUYDBDGECBIUPJ-UHFFFAOYSA-N,O=C1OC(C(O)C(O)C(O)CO)C(O)C1O,219893
ZSVDBGWHEBFPNB-UHFFFAOYSA-N,CC1=CC(C)C(C(=O)O)C(C(=O)O)C1,219945
SOBXUYMZUBUAOG-UHFFFAOYSA-N,O=S(=O)(N1CCOCC1)N1CCOCC1,219987
HEFFCQILGLLHQC-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N(C)c2ccccc2)cc1,220023
XWTZKGVORJIFAF-UHFFFAOYSA-N,Cc1ccc(C)c(C(=O)CCC(=O)O)c1,220095
POPBYCBXVLHSKO-UHFFFAOYSA-N,O=C(O)c1cccc2c1C(=O)c1ccccc1C2=O,220107
QVGVWLHVMVQIQI-UHFFFAOYSA-N,c1ccc(-c2nnsc2-c2ccccc2)cc1,220169
GHBAYRBVXCRIHT-UHFFFAOYSA-N,NC(CSCc1ccccc1)C(=O)O,220175
XUGMDBJXWCFLRQ-UHFFFAOYSA-N,OC1COC(OCc2ccccc2)C(O)C1O,220191
URMNHHAUVFEMIG-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1,220272
YJGRQEWXDDCCCV-UHFFFAOYSA-N,OCCCSCCO,220278
DSVRCBOSZSZMRX-UHFFFAOYSA-N,Cc1cc(O)c(-c2cc(O)c(C)cc2O)cc1O,220284
CUPOGARAUNRNNM-UHFFFAOYSA-N,CC(C)C1(Cl)CCC2C3(C)CCCC(C)(C(=O)O)C3CC(Cl)C2(Cl)C1Cl,220359
HJPDHTDUPWGUHP-UHFFFAOYSA-N,CC1CCCC(CC(=O)O)(CC(=O)O)C1,220370
HBRVUQIGDLSBCB-UHFFFAOYSA-N,O=C(O)CCCc1ccc2ccccc2c1,220395
NKJHASFCPTYAIR-UHFFFAOYSA-N,NC1=NC(c2ccccc2)N=C(Nc2ccccc2)N1,220400
NNJPGOLRFBJNIW-HNNXBMFYSA-N,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,220401
XHVDWCKBZSFUDE-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccco1,220406
LBMJXDRTHCOBGU-UHFFFAOYSA-N,OCC(O)C(O)C(O)C(O)c1nc2ccccc2[nH]1,220419
NQNOEHOFWWCDBY-UHFFFAOYSA-N,O=S(=O)(NN=C1CCCCC1)c1ccccc1,220437
KDNXKQSAAZNUCK-UHFFFAOYSA-N,Clc1ccc(-c2cc3ccccc3[nH]2)cc1,220463
UHFHXGARFLWEAF-UHFFFAOYSA-N,Cn1ccc(=S)c2ccccc21,220464
LCHYXWHFOJGIHN-UHFFFAOYSA-N,CN(C)c1ccc(C(c2ccc(N(C)C)cc2)c2ccc([N+](=O)[O-])cc2)cc1,220490
RRKTZKIUPZVBMF-UHFFFAOYSA-N,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,220522
IHUCOFCWZZXKSE-UHFFFAOYSA-N,Cc1cc(Cc2cc(C)c(N)cc2C)c(C)cc1N,220590
BVRHZDYUBJFXJS-UHFFFAOYSA-N,CC(=O)NC(c1ccccc1)c1c(O)ccc2ccccc12,220658
FLXLKAGXWDEWAL-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2cc(=O)[nH]c3c2CCC3)cc1,220688
COWHVSLHGUONGN-UHFFFAOYSA-N,O=c1[nH]c(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2[nH]1,220706
XBADMYUFDWBDLJ-UHFFFAOYSA-N,CCNC1=C(Cl)C(=O)c2ccccc2C1=O,220717
RVWAKGRFWFNZQF-UHFFFAOYSA-N,c1ccc(-n2ncc3c(NCc4ccco4)ncnc32)cc1,220776
FCTZHFATVFONMW-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccncc1,220840
UWLBLNRDXXHYGS-UHFFFAOYSA-N,c1ccc(CCc2ccncc2)cc1,220846
JQKWSZUEWWONDL-UHFFFAOYSA-N,O=C(CSc1nc2ccc([N+](=O)[O-])cc2s1)c1ccc2ccccc2c1,220852
FNNFAYGKUXMHSH-UHFFFAOYSA-N,Nc1nc(N)nc(-c2ccccc2-c2nc(N)nc(N)n2)n1,220912
OPIFKWJRFLXODB-UHFFFAOYSA-N,COc1ccc(Nc2nc3ccccc3s2)cc1,220926
WDLQSZLVWSFDSH-UHFFFAOYSA-N,CCN(CC)N=Nc1ccc(S(N)(=O)=O)cc1,220927
XXGUQCVVGPZTPF-UHFFFAOYSA-N,O=c1cc[nH]c2ccc(Cl)cc12,220929
MGOYUTRDTAWHOZ-UHFFFAOYSA-N,CC(C)(C)COS(=O)OCC(C)(C)C,221006
GTYWKHXMYZVFSU-UHFFFAOYSA-N,O=C(O)c1nc(-c2ccccc2)[nH]c1C(=O)O,221007
VRLIJNKTPYPWQI-UHFFFAOYSA-N,O=C(c1cc(Br)ccc1O)c1cc(Br)ccc1O,221012
AUNHWJRZKLUWCF-UHFFFAOYSA-N,O=C(O)CCN(CCC(=O)O)S(=O)(=O)c1ccccc1,221045
HRTUZSIPQLUAJL-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)N1c1ncn[nH]1,221080
MWZWHCLVRKJORL-UHFFFAOYSA-N,CCCNc1ncnc2[nH]ncc12,221086
RGMVFYIAYDVJCK-UHFFFAOYSA-N,Cn1cnc2c(NCc3ccco3)ncnc21,221107
IVEMPCACOMNRGI-UHFFFAOYSA-N,O=C(O)CC1OCC=C2CN3CCC45C6=CC(=O)C(=O)C([N+](=O)[O-])=C6NC4C1C2CC35,221125
JROLHGHCNRGCLO-UHFFFAOYSA-N,O=C(NNS(=O)(=O)c1ccccc1)c1cccs1,221143
JPHQETJAWFRRBM-UHFFFAOYSA-N,CC1(C)N=C(N)NC(Nc2ccccc2)=N1,221163
OFHUMRFYQYBKIN-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,221221
XBBIACPUMILHFE-UHFFFAOYSA-N,NCC(=O)C(O)C(O)C(O)CO,221240
COFQTUDFOWNJKX-UHFFFAOYSA-N,O=C(O)CC1(CC(=O)O)Nc2ccccc2SC1=O,221258
SSXYXSMMVMVYEV-UHFFFAOYSA-N,Clc1ccc2c(NCCNc3ccnc4cc(Cl)ccc34)ccnc2c1,221354
ZQGZKEMTFYZITH-UHFFFAOYSA-N,Cc1c(Cl)cc(C(C)(C)C)c(O)c1Cc1c(C)c(Cl)cc(C(C)(C)C)c1O,221363
LSLKORVAMADGRV-UHFFFAOYSA-N,CC(C)C(=O)NNc1ccccc1,221396
NIQANWYLZAOWCD-UHFFFAOYSA-N,O=C(Nc1ccccc1Cl)c1ccccc1Cl,221407
WAYKDEAVPKRMPW-UHFFFAOYSA-N,O=C(Nc1ccc(N=Nc2ccccc2)cc1)c1ccc(Cl)cc1Cl,221421
FDMIXRXCYIIUDY-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ccccn1,221427
NDBNSZKHDMXOJE-UHFFFAOYSA-N,O=C(O)CCSCc1ccccc1,221428
BHQCQFFYRZLCQQ-OELDTZBJSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,221493
YAUAFDGEUWEBOP-UHFFFAOYSA-N,O=C(O)C1C2OC(C(Br)C2Br)C1C(=O)O,221496
YAUZWMLHLWHCLG-UHFFFAOYSA-N,O=C(O)C1C2CC3C(OC(=O)C31)C2Br,221498
KCNISYPADDTFDO-UHFFFAOYSA-N,O=C(O)Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],221513
ZNNCXSVPJQOPBZ-UHFFFAOYSA-N,Cc1ccc(N(Cc2ccccc2)Cc2ccccc2)cc1,221519
OWZCLYMEMJOKAC-UHFFFAOYSA-N,CC(C)(C)c1ccc(OC(=O)c2ccccc2)cc1,221756
KZXMKHQCJVVAQG-UHFFFAOYSA-N,CSC(=Nc1ccccc1)Nc1ccccc1,221767
XSJJNRDFIMCZRS-UHFFFAOYSA-N,O=C(Oc1ccccc1)N(c1ccccc1)c1ccccc1,221776
PEPIRIVIHQBSBF-UHFFFAOYSA-N,CCCNC(=O)c1ccc(Cl)cc1Cl,221797
KLQGVVDBXSZWDN-UHFFFAOYSA-N,CC(=O)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,221849
UJZQJJHVHCFFQS-UHFFFAOYSA-N,CCC(=O)Nc1ccc(C(=O)c2ccccc2)cc1,221856
CPABGRYUYDOHDX-UHFFFAOYSA-N,CCOc1ccc(C(=O)NCC(C)C)cc1,222006
GJAHYSLBRZODMY-UHFFFAOYSA-N,N#CN(Cc1ccccc1)Cc1ccccc1,222027
ARJRNJXEXXHYDU-UHFFFAOYSA-N,CC(CCC(C)=NO)=NO,222066
UNSUXNUUERMPHL-UHFFFAOYSA-N,NC(=O)c1cc(Br)cc(C2CCCCC2)c1O,222105
QBRHVORBTKVOQZ-UHFFFAOYSA-N,CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,222114
CLEXYFLHGFJONT-UHFFFAOYSA-N,CC1=C2C(=O)C3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,222153
GNYBNEOJUARKPW-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1Nc1ccccc1)C(=O)c1ccccc1C2=O,222169
JISSLTOKQRHSMJ-UHFFFAOYSA-N,CCOC(=O)c1c(C)oc(C)c(C(=O)OCC)c1=O,222209
YCEBVUYTQBASJT-UHFFFAOYSA-N,Cn1ncc2c(Nc3ccccc3Cl)nc(Cl)nc21,222248
JFXXHIZGJDHSSF-UHFFFAOYSA-N,CCC(C)(C)c1ccc(Oc2cccc(C(=O)O)c2)cc1,222268
LIFHMKCDDVTICL-UHFFFAOYSA-N,ClCc1nc2ccccc2c2ccccc12,222275
HHZDSDSOSVITOZ-UHFFFAOYSA-N,Cc1cccc(NCc2ccccc2)c1,222281
RUQGXFJIPMDCFD-UHFFFAOYSA-N,NC(=O)Nc1n[nH]c(-c2ccccc2)n1,222304
KXGVEGMKQFWNSR-LLQZFEROSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,222528
FNGZREDJXWXRBW-UHFFFAOYSA-N,NC(N)=Nc1nc2ccccc2o1,222552
ZVWHURINXJWEER-UHFFFAOYSA-N,O=C(N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,222572
QINRQIZOBCQKAZ-UHFFFAOYSA-N,CCOC(=O)c1cnc(SC)nc1N,222666
WSCKMRCIWCXCBS-UHFFFAOYSA-N,CN(C)C(=O)OCC1COc2ccccc2O1,222680
WQWSMVWRGAFPJX-UHFFFAOYSA-N,Nc1n[nH]c(CO)n1,222696
UYIFTLBWAOGQBI-BZDYCCQFSA-N,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,222757
MFYSYFVPBJMHGN-ZPOLXVRWSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,222786
BPKFPCLKVKNLEE-UHFFFAOYSA-N,CCc1cccc2[nH]c3cc([N+](=O)[O-])ccc3c12,222857
CKHPOCWCCXUBPP-UHFFFAOYSA-N,NNC(=O)CCSc1ccccc1,222880
XMJLQRVSPVGHAI-UHFFFAOYSA-N,CC(C)CC(=O)Nc1ccc2ccccc2c1,222943
KYILORDWJFEQBS-UHFFFAOYSA-N,O=C(O)CC(=Cc1ccccc1)C(=O)O,222998
DTQVPWUALIPZLF-UHFFFAOYSA-N,CCOC(=O)C1CC(=O)c2cc(OC)c(OC)cc2C1,223026
KOQHYOQMYFQWPR-UHFFFAOYSA-N,O=C(Cc1nc2ccccc2[nH]c1=O)c1ccccc1,223034
FXXRVYJJWSQYJV-UHFFFAOYSA-N,COc1ccc(C(C#N)(CCC#N)CCC#N)cc1OC,223037
HSVLSGPNFMVFOY-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1OC,223042
FGEPCKCFNIFHLG-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2c(O)ccc3ccccc23)cc1OC,223048
HSXXKYCRIUTPKT-UHFFFAOYSA-N,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccc2c(c1)OCO2,223050
ADKWBMCELSRNFK-UHFFFAOYSA-N,O=C(O)c1ccccc1-n1c2ccccc2c2ccccc21,223060
ZDYZHECSPYIYSS-UHFFFAOYSA-N,CN(Cc1cccc2ccccc12)Cc1cccc2ccccc12,223156
GOHHBFSPKLRUNF-UHFFFAOYSA-N,CN(C)Cc1c(O)ccc2ccccc12,223180
JLMGNCQHXBKNML-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(O)c(C[N+](C)(C)[O-])c1,223186
GVZPQGDYSJHIEW-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cccnc3)cc2)cc1,223187
RTSMCCDWYFYEBH-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1cc(O)c(O)c(CN2CCCCC2)c1,223191
HFYDSFHQXIJOCT-UHFFFAOYSA-N,CN(C)Cc1cc(C(C)(C)C)cc(CN(C)C)c1O,223214
CPQZUZPWNKOMCC-UHFFFAOYSA-N,Cc1nc(N)c(Br)c(C)c1Br,223259
RETJKTAVEQPNMH-UHFFFAOYSA-N,Cc1cc(C)c(C#N)c(Cl)n1,223261
BRVIZBAZAJBTFY-UHFFFAOYSA-N,Cc1[nH]c(=O)c(C#N)c(C)c1[N+](=O)[O-],223265
SQFWNYAZHOVSPA-UHFFFAOYSA-N,CC(=O)c1c(C)[nH]c(C(=O)O)c1C,223277
IPLZBLLGRUFZGL-UHFFFAOYSA-N,CN1CCN(CC(O)c2ccccc2)CC1,223284
YJLSEOKLMNCBLJ-UHFFFAOYSA-N,Cc1cc(O)c(C(C)C)cc1CN1CCCCC1,223285
SYBQUGRVQBMZDM-UHFFFAOYSA-N,COc1ccc2nc3cc(Cl)ccc3c(C#N)c2c1,223293
GZVIEFAFWBQDLQ-UHFFFAOYSA-N,CC(=O)Oc1ccc(C(=O)O)c(OC(C)=O)c1,223348
WKRLQDKEXYKHJB-HFTRVMKXSA-N,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,223368
OJDMKCLDADYDRL-UHFFFAOYSA-N,COc1ccc(Br)c2c1C(=O)CC2,223379
CURRJRVNHCZZST-UHFFFAOYSA-N,Cc1ccccc1NC(=O)C(=O)Nc1ccccc1C,223396
HHDRWGJJZGJSGZ-UHFFFAOYSA-N,c1ccc(Cc2nn[nH]n2)cc1,223451
MJYNBOVNNIZYEI-UHFFFAOYSA-N,Oc1ccc(Cc2ccc(Cl)cc2)c(O)c1,223471
RDLZNCHACVMZLT-UHFFFAOYSA-N,CCCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1C,223540
JVLWIYUGIAWBJL-UHFFFAOYSA-N,CCC(C)Oc1nc2c(c(=O)n(C)c(=O)n2C)n1C,223541
NSTBRYLMPPVUSD-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(Oc3ccccc3)n2C)n(C)c1=O,223561
LSJWXGMOPMJCHP-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(OCc3ccccc3)n2C)n(C)c1=O,223566
XEJFGTMHCXBIOL-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(OCCc3ccccc3)n2C)n(C)c1=O,223570
RUPWPMUDCDLZEW-UHFFFAOYSA-N,CN(C)S(=O)(=O)N1CCN(S(=O)(=O)N(C)C)CC1,223613
RWJRDAVATGEWAL-UHFFFAOYSA-N,CCN(CC)c1ncnc2c1cnn2C,223706
