inchikey,smiles,cid
QDTDFSFRIDFTCF-UHFFFAOYSA-N,c1ccc(Nc2nc3ccccc3s2)cc1,230981
IKSIVAMIINQNBN-UHFFFAOYSA-N,CCOc1ccc2c(O)csc2c1,230983
FYTWLGPRDSDFFN-UHFFFAOYSA-N,COc1ccc(C2=NC(=O)NC2c2ccc(OC)cc2)cc1,231112
HNUYRDWMYRCVNO-UHFFFAOYSA-N,c1ccc(Cc2c[nH]c3ccccc23)cc1,231168
CRMRQULUOONHLY-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)C(=O)c2ccccc2)cc1,231231
BHCBPEBRFMLOND-UHFFFAOYSA-N,COc1ccc(-c2cc3ccccc3[nH]2)cc1,231244
PDECHAVKIJHTRQ-UHFFFAOYSA-N,O=C(CCC(=O)NCCO)NCCO,231264
ZEGFMCQPAMLDCS-UHFFFAOYSA-N,O=C(O)c1ccccc1N(c1ccccc1)c1ccccc1,231296
JWGOKCNYKDSPSK-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)N(c1ccccc1)c1ccccc1,231357
JYIAZVFJRYLCBH-UHFFFAOYSA-N,O=C(O)c1ccc2cccnc2c1O,231363
GMDPUTAUKHHDCI-UHFFFAOYSA-N,O=c1[nH]ccc2c([N+](=O)[O-])cccc12,231378
XDSOQPQMYBPJND-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)N1CCc1ccccn1,231380
KEMMSENPKNZJPE-UHFFFAOYSA-N,COc1ccc2nccc(C(N)=O)c2c1,231384
NSJNDFMJXLKSSR-UHFFFAOYSA-N,CC1(C2CC2)NC(=O)NC1=O,231389
IXRIVZOKBPYSPK-UHFFFAOYSA-N,NC(=O)NOCc1ccccc1,231398
IXNSPEIJKZNYLL-UHFFFAOYSA-N,O=C1NCCN1Cc1ccccc1,231403
BRYJGRCRYZXSRY-UHFFFAOYSA-N,CCCCSc1ncnc2[nH]ncc12,231439
LOVKAXWPSDVFJO-UHFFFAOYSA-N,Cc1ccc2cccnc2c1N,231556
GMSZNXUWXJEGNT-YIZRAAEISA-N,C[C@H]1CC[C@H]2NCCN[C@H]2C1,231576
JAWYWGRTWUVTEN-UHFFFAOYSA-N,O=c1[nH]c(-c2ccccc2)c(-c2ccccc2)[nH]1,231587
GPAKVOABOXYPEQ-UHFFFAOYSA-N,CCC1(C(=O)OC)CCc2c(cc(OC)c3ccccc23)C1=O,231625
AASWUWVVKDFAMD-UHFFFAOYSA-N,Nc1ccc2c(c1)nnn2-c1ccccc1,231705
BXMJFCPTYHVVNV-UHFFFAOYSA-N,COc1ccc(Nc2cc(Cl)nc(N)n2)cc1,231732
BXSVDIXBJXSAPS-UHFFFAOYSA-N,O=C1OC(Oc2ccccc2)(c2ccccc2)c2ccccc21,231747
KUEGIRDNEZTDSX-UHFFFAOYSA-N,O=C(Nc1ccccc1)OCC1CCCO1,231808
RMKHMFXHMIXHQX-UHFFFAOYSA-N,CCCCOC(=O)Nc1cc(Cl)ccc1C,231815
UYKVKZZKIUBBOK-UHFFFAOYSA-N,C=C(C)CN1C(=O)c2ccccc2C1=O,231838
UGLIOSUKEZPTCF-UHFFFAOYSA-N,Nc1ccc(NS(=O)(=O)c2ccccc2)cc1,231839
OVTZQFJKYDXBAJ-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(NC(=O)OCC)cc1,231841
LIDAKPFOOTZNRQ-UHFFFAOYSA-N,O=C1CSC(c2ccccc2)N1Cc1ccccc1,231889
BRSUAKMKDAAYJX-UHFFFAOYSA-N,CC(=O)Nc1ccc2nc(N)sc2c1,231904
BOBTXTQSXBWIOR-UHFFFAOYSA-N,CCOC(=O)c1[nH]c(=O)c2ccccc2c1O,231919
FGVSSSCNMCYKJG-UHFFFAOYSA-N,Cn1c2c(c(=O)c3ccccc31)CCCC2,231951
DZLFRQHFFVRYEE-UHFFFAOYSA-N,NNC(=O)c1cc2ccccc2[nH]1,231954
YEWVKBUFRDKCAG-UHFFFAOYSA-N,CC(C)(C)C(=O)Nc1ccc(NC(=O)C(C)(C)C)cc1,232048
VRVYXGWCAQXNEB-UHFFFAOYSA-N,CC(=O)Nc1cccc(S(N)(=O)=O)c1C,232056
XCQLEAKEOVLINY-UHFFFAOYSA-N,CC(=O)Nc1ccc(C)cc1NC(C)=O,232061
XVNIXHLFSZPRSR-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(C)cc1NC(=O)OCC,232073
YTMQTNNYLMRBJN-UHFFFAOYSA-N,Cc1nc(Nc2ccc(F)cc2)nc(Nc2ccc(F)cc2)c1[N+](=O)[O-],232146
WSEZUTKGVGMIPL-UHFFFAOYSA-N,CC(C)NC(=O)Nc1cccc(Cl)c1,232204
YKUGAPPICXMOIM-UHFFFAOYSA-N,CCCCCCCC1(C)NC(=O)NC1=O,232315
ZIGYPLJRVSVUIL-UHFFFAOYSA-N,O=C(Nc1cccc(Cl)c1)OCc1ccccn1,232341
AWYNNRMBIJCSNN-UHFFFAOYSA-N,C=CCc1cc(Cl)ccc1OC(=O)Nc1cccc(Cl)c1,232347
JXGVXCZADZNAMJ-UHFFFAOYSA-N,O=C(O)C1CCCN1C(=O)OCc1ccccc1,232388
RZJORDLTBFBRBO-FZAZYMOWSA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2ccc(N)cc2)[C@@H]1OC,232432
YHDKZEYGKLYRSE-UHFFFAOYSA-N,CC(=O)NCC1(O)CCCC(C)C1,232439
YRZGYZAAOZVGMI-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,232557
XVEBRLBGCRNIRF-UHFFFAOYSA-N,CCOc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,232570
FLEJPAWGVHCTAQ-UHFFFAOYSA-N,CCOc1ccc2sc(NS(=O)(=O)c3ccc(N)cc3)nc2c1,232590
ZBJWZYUUWDUKMK-UHFFFAOYSA-N,CCOC(=O)c1ccc2[nH]c(C)cc(=O)c2c1,232605
GYJKLIILSXXLEY-UHFFFAOYSA-N,COc1cccc(OC)c1OCCCN1CCOCC1,232613
XYHDOOKVEKKVFS-UHFFFAOYSA-N,Cc1ccc2c3c(cccc13)-c1ccccc1C2=O,232704
SCDLLHGZJNONCR-UHFFFAOYSA-N,CC12CCC(C(=Nc3ccc(N=C4C(=O)C5(C)CCC4C5(C)C)cc3)C1=O)C2(C)C,232763
HYTXEOFJVZEFSX-UHFFFAOYSA-N,Cc1cc(O)c(C(C)C)cc1N=Cc1ccccc1O,232780
FOJQJDBJBNEHTO-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)CCC2,232841
VVBMGEZSIIRJFI-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)c1ccc2c(c1)CCC2,232851
KMVFKXFOPNKHEM-UHFFFAOYSA-N,CCOC(=O)c1cc2cc(C)ccc2[nH]1,232919
SWBLLSQMOMPTMC-UHFFFAOYSA-N,NS(=O)(=O)c1ccc2ccccc2c1,232997
ZRHIXOCIICXSFL-UHFFFAOYSA-N,CCOC(=O)NC1c2ccccc2Oc2ccccc21,233004
ICEYEDNGFRDFOR-UHFFFAOYSA-N,O=C(O)C(Cc1ccc(O)cc1)N1C(=O)c2ccccc2C1=O,233006
FUWGNCXUBXBIJH-UHFFFAOYSA-N,CC(C)COC(=O)NC1c2ccccc2Oc2ccccc21,233009
XNIYIAVEWYEBND-UHFFFAOYSA-N,CNS(=O)(=O)c1ccc2ccccc2c1,233072
MESNWMVXRQRRDK-UHFFFAOYSA-N,CCOC(=O)c1c[nH]c2ccc3ccccc3c2c1=O,233244
MMWNKXIFVYQOTK-UHFFFAOYSA-N,O=C(O)c1cccnc1Br,233262
UJVWPZIWWKDJNH-UHFFFAOYSA-N,CC(=O)Nc1ccc([As](=O)(O)O)c(O)c1,233281
WRKYPBXLNCCOCV-UHFFFAOYSA-N,COc1c(NC(C)=O)c2ccccc2c2ccccc12,233294
DBWMTOKAPZXGSX-UHFFFAOYSA-N,O=[As](O)(O)c1cccnc1,233320
QRCTXWDNBSQGNQ-UHFFFAOYSA-N,COc1cc(I)ccc1[As](=O)(O)O,233324
BVXPGAJYYBYTDJ-UHFFFAOYSA-N,Cc1cc(-c2ccccc2)nc(=O)[nH]1,233401
GYORTKHHBDTZHY-UHFFFAOYSA-N,O=C(O)c1ccc(N2C(=O)CSC2=S)cc1,233538
MPLDEKGOOJUJBT-UHFFFAOYSA-N,Cc1cc(O)c(C(C)C)cc1NC(=O)Nc1cccc2ccccc12,233722
IIDFDMWMVQNIJV-UHFFFAOYSA-N,Oc1ccc(Br)cc1C1Nc2ccccc2S1,233797
CDALGRHRPPTQPM-UHFFFAOYSA-N,O=C1NC(=O)C2(CCc3ccccc32)N1,233815
CREVDNMDTCQREG-UHFFFAOYSA-N,CCCCC1CCCC12NC(=O)NC2=O,233817
XCUQXNMWEGBMGA-UHFFFAOYSA-N,CCOC(=O)Nc1ccc([As](=O)(O)O)c(O)c1,233833
GRJCSCJLZPJXES-UHFFFAOYSA-N,O=S(=O)(c1ccc(Cl)cc1)c1cc(O)ccc1O,233835
DXVALSKCLLBZEB-UHFFFAOYSA-N,O=C(Cc1ccccc1)c1ccc(Cl)cc1,233840
DYTDUQSKICCVIN-UHFFFAOYSA-N,CC1=CC(=O)C(C(C)=Nc2ccccc2Cl)C(=O)O1,233841
BOXDTVCRUUKXMP-UHFFFAOYSA-N,CC(C)c1ccc(-c2nc3ccccc3s2)cc1,233874
MYSAMHNLEBYROT-UHFFFAOYSA-N,CCOc1cc(-c2nc3ccccc3s2)ccc1O,233994
LGZKMCPWHQJILP-UHFFFAOYSA-N,CCOc1ccc(NC(=O)Nc2cc(C(C)C)c(O)cc2C)cc1,234126
MFFDJRYGVWMCQY-UHFFFAOYSA-N,CN(C)c1ccc(C=Nc2ccccc2)cc1,234157
DVPIRHJWDADMIM-UHFFFAOYSA-N,O=C(NCCN1CCOCC1)Nc1cccc(Cl)c1,234240
TTWXIMMUHLMUIV-UHFFFAOYSA-N,O=C(COc1ccc(Cl)cc1)Nc1ccccc1Cl,234244
UKRVYBIJAUQYBN-UHFFFAOYSA-N,O=C(NCc1ccccc1)Nc1cc(Cl)ccc1Cl,234245
RSPCQLDELNHZPG-UHFFFAOYSA-N,NC(=O)c1ccccc1OCC(=O)Nc1ccc(Cl)c(Cl)c1,234249
VUMWMUKIMAYLFG-UHFFFAOYSA-N,COc1ccc(NC(=O)Oc2cc(C)ccc2C(C)C)cc1,234263
USUAZNLPQSKHJH-UHFFFAOYSA-N,Cc1ccc2nc(C)cc(Cl)c2c1,234275
LZCBNYVJTNCPDR-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,234310
KGUOWMIMFBKTIM-UHFFFAOYSA-N,CCC(C)NC(=O)CC(C)C,234387
NANZFTBGLDRCFX-UHFFFAOYSA-N,[O-][N+]12CCCCC1CCCC2CO,234540
KYCWAZDYXFLVRM-UHFFFAOYSA-N,COC(=O)Cc1[nH]c(Cl)nc1C(N)=O,234598
YUVJOIHZYCTPFB-UHFFFAOYSA-N,COC(=O)Cc1[nH]c(=O)[nH]c1C(=O)OC,234602
HMDCHERSTWNDPG-UHFFFAOYSA-N,CC(=O)Nc1nnc(C)s1,234612
WJBCVBMNIFVIPT-UHFFFAOYSA-N,Nc1ccc([As](=O)(O)c2ccc([N+](=O)[O-])cc2)cc1,234637
RUKWUFHIHQIJKB-UHFFFAOYSA-N,CC(=O)Nc1ccc([As](=O)(O)c2ccc([N+](=O)[O-])cc2)cc1,234639
ZFAHRSYYEJMLHM-UHFFFAOYSA-N,O=C(c1ccccc1)C1C(c2ccccc2)C1[N+](=O)[O-],234643
JQFCKFDTTYHZKH-UHFFFAOYSA-N,CCC(C)NC(=O)c1cccc(C)c1,234683
TVKULRRHIFBSPZ-UHFFFAOYSA-N,CCCC1(CCC)NC(=O)NC1=O,234754
DLALSZUJBMNOHZ-UHFFFAOYSA-N,O=C1Nc2ccccc2SC1c1ccccc1,234768
NRMUKAFNUZGGDX-UHFFFAOYSA-N,OC(c1ccccc1)c1cccnc1,234839
FGWJRZQNNZVCHR-UHFFFAOYSA-N,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C3CC12,234845
MXPRFFFCRFBOPX-UHFFFAOYSA-N,c1ccc2sc(SCSc3nc4ccccc4s3)nc2c1,234859
ZEEDZJJOWWIIFH-UHFFFAOYSA-N,COc1cc2cccc(OC)c(=O)c2c(OC)c1OC,234873
HFLCHMMFTLXGRP-UHFFFAOYSA-N,CCCOC(=O)c1ccc(O)c(OC)c1,234889
TUGSJNQAIMFEDY-UHFFFAOYSA-N,COC(=O)c1ccc(C(=O)OC)nc1,234911
CFXICROPFOOZFI-UHFFFAOYSA-N,O=C1CSc2nc3ccccc3n21,234934
QWXLTZQRYJBZQT-UHFFFAOYSA-N,O=C(O)CC1Sc2ccccc2NC1=O,234937
ONUDVYZRNCZADU-UHFFFAOYSA-N,O=C(Nc1ccccc1)N1CCN(C(=O)Nc2ccccc2)CC1,235003
QXHGVGHSQXTOSU-UHFFFAOYSA-N,COc1ccccc1NC(=O)N1CCN(C(=O)Nc2ccccc2OC)CC1,235004
FPHAXRIFTRBSSY-UHFFFAOYSA-N,O=C1CC(c2ccccc2)c2ccc(O)cc2O1,235110
CINBVJFQJOIPLC-UHFFFAOYSA-N,O=C(CCCCCCC(=O)c1ccccc1)c1ccccc1,235181
BBLNWSVIOAMUCX-UHFFFAOYSA-N,COc1ccc(NC(=O)N2CCN(C(=O)Nc3ccc(OC)cc3)CC2)cc1,235216
JCTYWRARKVGOBK-UHFFFAOYSA-N,CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3,235224
YGSXHEXJOFMTHZ-UHFFFAOYSA-N,COc1ccc2nc3ccccc3nc2c1,235279
JFHMEXPYFAUGEK-UHFFFAOYSA-N,CC(O)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,235288
FXCSOKVUMFCIKV-UHFFFAOYSA-N,Cn1c(=O)c2[nH]c(COc3ccc(C(C)(C)C)cc3)nc2n(C)c1=O,235292
JHHAZAUOIYATAT-UHFFFAOYSA-N,Cn1c(=O)c2c(nc(CO)n2C)n(C)c1=O,235295
CNPWIVIIZHULCN-UHFFFAOYSA-N,COC(=O)Nc1ccc(C)c(NC(=O)OC)c1,235307
MEIWPHMJWJAVIY-UHFFFAOYSA-N,COc1ccc(C2OCC3(O)C(c4ccc(OC)c(OC)c4)OCC23)cc1OC,235321
PNMWAHCSBXANLU-UHFFFAOYSA-N,C=CCNC(=O)C1COc2ccccc2O1,235333
HQLLRHCTVDVUJB-UHFFFAOYSA-N,CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1,235392
MBVUZIJENZJPGJ-UHFFFAOYSA-N,COc1ccccc1NC(=O)N1CCN(C)CC1,235424
PUMJBYQBXHTGSD-UHFFFAOYSA-N,CCNC(=O)N1CCN(C(=O)NCC)CC1,235434
BUPFQLZHXWUUAG-UHFFFAOYSA-N,CN1CCN(C(=O)Nc2ccc([N+](=O)[O-])cc2)CC1,235437
DVQPJJRULICNLY-UHFFFAOYSA-N,CN1CCN(C(=O)Nc2cccc3ccccc23)CC1,235438
DPVBUZHZQIDGFI-UHFFFAOYSA-N,Cc1ccc(NC(=O)N2CCN(C)CC2)cc1NC(=O)N1CCN(C)CC1,235440
SJVMWLJNHPHNPT-UHFFFAOYSA-N,O=C(CC(C(=O)O)c1c[nH]c2ccccc12)c1ccccc1,235453
MJDDMEMUOZNKIJ-UHFFFAOYSA-N,CNS(=O)(=O)c1cc(N)ccc1C,235521
PNFOLOVDVLPCBX-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N(C)C)cc1N,235528
SNBPDMLVDOVULQ-UHFFFAOYSA-N,Cc1ccc(N)cc1S(=O)(=O)N(C)C,235529
JIYSWHFJZINGEZ-UHFFFAOYSA-N,CCC1(c2ccc(F)cc2)NC(=O)NC1=O,235531
YXUDAKFADPXOHE-UHFFFAOYSA-N,c1ccc2cc(OCCOCCOc3ccc4ccccc4c3)ccc2c1,235621
XVVLITRCMAVPPY-UHFFFAOYSA-N,c1csc(-c2nn[nH]n2)c1,235702
FBTSQILOGYXGMD-UHFFFAOYSA-N,NC(Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,235719
IKQWZJPNAKFNNO-UHFFFAOYSA-N,O=C(Nc1ncccn1)c1ccc([N+](=O)[O-])cc1,235802
KVRBRRXJOXQTJR-UHFFFAOYSA-N,O=C(C1CCCCC1)N1CCN(C(=O)C2CCCCC2)CC1,235809
IQQBOFWGDHWBNC-UHFFFAOYSA-N,O=C(Nc1cccc(-c2ccccc2)c1)N1CCN(C(=O)Nc2cccc(-c3ccccc3)c2)CC1,235811
XMCXTRGQLIANRN-UHFFFAOYSA-N,O=C(NC1CCCCC1)c1cc2ccccc2cc1O,235837
HCKFPALGXKOOBK-ZPHQKVKWSA-N,CC1(c2ccccc2)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,235856
MUDNLVWBCWZIMA-UHFFFAOYSA-N,c1cncc(-c2nc3ccccc3s2)c1,235922
YWOCWKUZYVBCHV-UHFFFAOYSA-N,C=CCOc1c(CCC)cc(CCC)cc1C(N)=O,235981
ZJJNFDMJQOSWEJ-UHFFFAOYSA-N,CCOC(=O)C(CO)(NC(C)=O)C(=O)OCC,235997
XPVZKRRTCHLFRZ-UHFFFAOYSA-N,O=c1cc(-c2ccc(Cl)cc2)[nH]c2ccccc12,236003
MQFVHAVMJZSALX-UHFFFAOYSA-N,CC(=O)Nc1c(C)cc(OCC(=O)O)cc1C,236027
AGFIRQJZCNVMCW-UHFFFAOYSA-N,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Br,236183
KDFJCXJFHLCCRU-UHFFFAOYSA-N,CC(O)(c1ccccc1)C(c1ccccc1)C1CCCCN1,236210
FUXMTFVWDZUSSG-UHFFFAOYSA-N,O=C(Nc1ccccc1Cl)Nc1ccccc1Cl,236222
XVISAHSGRUDYSD-UHFFFAOYSA-N,CCN(CC)C(=O)Nc1ccccc1C,236228
NGENAUZCHCXMIC-UHFFFAOYSA-N,CCOC(=O)C(=O)Cc1nc2ccccc2s1,236243
RCACNAWRFYUKLC-UHFFFAOYSA-N,Cc1nc2ccc(C(=O)O)cc2nc1C,236268
IMSHIOJKUPGIOQ-UHFFFAOYSA-N,c1ccc2nc3c(nc2c1)CCCC3,236273
CRAYFGFTLBTRRS-UHFFFAOYSA-N,COc1nc2ccccc2nc1OC,236274
GMUROSQCXMKHEN-UHFFFAOYSA-N,c1coc(-c2nc3ccccc3nc2-c2ccco2)c1,236275
CNNSWSHYGANWBM-UHFFFAOYSA-N,Cc1nc2ccc(Cl)cc2nc1C,236280
PDSIQRUYAXGTJG-UHFFFAOYSA-N,c1ccc2sc(-c3ccncc3)nc2c1,236319
RUWPCCQWDIAGAJ-UHFFFAOYSA-N,O=C(O)CCC1(c2ccccc2)NC(=O)NC1=O,236331
IGOVQXQGQHKPLM-UHFFFAOYSA-N,c1ccc(CSc2nc3ncncc3[nH]2)cc1,236401
KAVKNHPXAMTURG-UHFFFAOYSA-N,CC(=O)Nc1ccc(Br)c2ccccc12,236431
XZRCQWLPMXFGHE-UHFFFAOYSA-N,NC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1,236501
YUENGGOHYPLCFY-UHFFFAOYSA-N,O=C1C(Cl)=C(NCCCO)C(=O)c2ccccc21,236650
JMMBEDGBEHXTLD-UHFFFAOYSA-N,COCCCNC1=C(Cl)C(=O)c2ccccc2C1=O,236653
SCJBAQCKEQRFJA-UHFFFAOYSA-N,CC(C)OCCCNC1=C(Cl)C(=O)c2ccccc2C1=O,236654
UGRHPQGBLZANFO-UHFFFAOYSA-N,CN1CCN(C(=O)Nc2cccc(-c3ccccc3)c2)CC1,236656
WBDSXISQIHMTGL-UHFFFAOYSA-N,Cc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,236696
AKUJBENLRBOFTD-RPRRAYFGSA-N,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,236702
VSSQXOURQLCLKF-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)N=Nc2c(O)[nH]c3ccccc23)cc1,236715
FTABNBAFUSPGJJ-UHFFFAOYSA-N,O=C(NCc1ccco1)c1ccccc1,236716
MWTGMPRNUBZHCH-UHFFFAOYSA-N,O=C(O)COc1ccc(S(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1,236781
CSTASUYICDQHEG-UHFFFAOYSA-N,Nc1ncnc(N2CCOCC2)c1N,236836
BDIYAADGTTXFSW-UHFFFAOYSA-N,O=C(O)c1cccc2c1C(=O)c1cccc3snc-2c13,236902
ZYGKAANTHMYWGD-UHFFFAOYSA-N,COc1ccc2nc(-c3ccc(Cl)cc3)cc(C(=O)O)c2c1,236933
QXCOHSRHFCHCHN-UHFFFAOYSA-N,O=C(O)c1ccnc(Cl)c1,236985
FOEVXYGXVGBVKD-UHFFFAOYSA-N,Cc1ccc2c(c1)Sc1c(ccc3ccccc13)N2,237061
VLGBIQYKSUTUBX-UHFFFAOYSA-N,COc1ccc(Nc2cccc3ccccc23)cc1,237065
ZVEMFXOLQBHHKA-UHFFFAOYSA-N,Cc1c(Cl)ccc2c(C(=O)O)cc(-c3ccccc3)nc12,237084
DWGDTXMYYRXREZ-UHFFFAOYSA-N,CN(c1ccccn1)c1ncnc2[nH]ncc12,237118
PFZIOBCLVVWVJD-UHFFFAOYSA-N,CN(c1cccnc1)c1ncnc2[nH]ncc12,237119
LNGVBMZBFFSXBX-UHFFFAOYSA-N,COc1ccc(CN2CCOC2=O)cc1OC,237195
JLRWIRBFDUKCMN-UHFFFAOYSA-N,Cc1[nH]c(N=Nc2ccccc2)nc1N=Nc1ccccc1,237338
WYSPYYANQWHJAN-UHFFFAOYSA-N,Nc1cc(N)nc(CS)n1,237409
ZBUFPOWZVYVWNV-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)Nc1ccccc1[N+](=O)[O-],237481
CABDSYGRBQUSCQ-UHFFFAOYSA-N,O=C(c1cccc(Br)c1)N1CCN(C(=O)c2cccc(Br)c2)CC1,237579
IQOUPYQSZBDNAW-UHFFFAOYSA-N,Cc1nc2ccccc2c(=O)n1N,237591
SDCCJOGFKKGOBC-UHFFFAOYSA-N,COc1ccc(CCCC(=O)O)c(C)c1,237621
UYKHEKWSJLRGKX-UHFFFAOYSA-N,CCSc1cc(Cl)nc(N)n1,237627
WNAYBJUQBFQPPT-UHFFFAOYSA-N,CCCSc1cc(Cl)nc(N)n1,237629
NQOJODYDJOKULT-UHFFFAOYSA-N,CCCCSc1cc(=O)[nH]c(N)n1,237637
KDOZRXVAUNLEMJ-UHFFFAOYSA-N,O=[As](O)(c1ccccc1)c1ccc(O)cc1,237671
LYLOLQCNEFADIQ-UHFFFAOYSA-N,O=[As](O)(c1ccc(O)cc1)c1ccccc1O,237672
NJRDIKLFTVLPHC-UHFFFAOYSA-N,Nc1cccc([As](=O)(O)c2ccccc2)c1,237673
SBCKCGUZLSDFIW-UHFFFAOYSA-N,CC(=O)Nc1cccc([As](=O)(c2cccc(NC(C)=O)c2)c2cccc(NC(C)=O)c2)c1,237691
GBWTYBWEKQQWOB-UHFFFAOYSA-N,Cc1ccc(NC(=O)CNC2CCCCC2)cc1Cl,237729
DNVYQQSODDAZNM-UHFFFAOYSA-N,CC(=O)Nc1ccc(-c2ccc(NC(C)=O)c(O)c2)cc1O,237780
LMGCNSZBVIPYHM-UHFFFAOYSA-N,O=C(Nc1cccc([N+](=O)[O-])c1)Nc1cccc([N+](=O)[O-])c1,237811
JUUPMMRKSVNKCU-UHFFFAOYSA-N,CCCCSc1cc(C)nc(N)n1,237930
YNHQGNHVHHZPTA-UHFFFAOYSA-N,Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O,237953
PEFLKZPCHKVMLP-UHFFFAOYSA-N,O=[As](O)(c1cccc(O)c1)c1cccc(O)c1,237991
FDRJYMKXYSKWMQ-UHFFFAOYSA-N,Nc1cc(Nc2ccc(Br)cc2)nc(N)n1,238013
GIJXKZJWITVLHI-UHFFFAOYSA-N,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,238053
CFFKWZMLWPANQE-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1c1ccccn1,238065
DLHWPLFJAJCANU-UHFFFAOYSA-N,O=C1CCC(C(=O)Nc2ccccc2)N1,238147
KMSBONPJFIXZRV-UHFFFAOYSA-N,Nc1ccccc1[As](=O)(O)c1ccccc1,238243
MJMZGJODYBPTRZ-UHFFFAOYSA-N,Nc1ccc([As](=O)(O)c2ccc(N)cc2)cc1,238244
IDWHTWMEVYBAMH-UHFFFAOYSA-N,CC(=O)Oc1ccc(CCC(C)OC(C)=O)cc1,238285
WPFPTAWUHHGUDQ-UHFFFAOYSA-N,CCCCCc1cccnc1,238307
GNJYGFKCUMGKOY-UHFFFAOYSA-N,c1cc(CCN2CCCC2)ccn1,238432
IDVIVWNKKBNROO-UHFFFAOYSA-N,Cc1nc2ccccc2nc1N1CCCC1,238490
GTECYVGQRHRLBL-UHFFFAOYSA-N,c1ccc2nc(N3CCCC3)c(N3CCCC3)nc2c1,238492
JJCICUFXLXTMDF-UHFFFAOYSA-N,CC(=O)CCN1CCOCC1,238499
KTANCLWFWIVXSU-UHFFFAOYSA-N,O=C(Cc1ccccc1)NNC(=O)Cc1ccccc1,238532
WXPWTKPQXYLOJH-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1,238615
UTELZOWACOGDKG-UHFFFAOYSA-N,CC(=O)c1ccc(Cc2ccc(C(C)=O)cc2)cc1,238625
PXLGUMVBFSDYGK-UHFFFAOYSA-N,O=C(c1ccc(-c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,238626
BJZZAZZTFGDVAW-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,238627
SLNMJVMGIXUXFI-UHFFFAOYSA-N,CCOP(=O)(OCC)C(O)c1ccccc1,238674
JBSQQFCPEQORMW-UHFFFAOYSA-N,Cc1nc(N)nc(Nc2ccc(C#N)cc2)c1Br,238745
DDGJLZWYTNCSEI-UHFFFAOYSA-N,O=C(C=C=Nc1ccccc1)C(=O)N=C=Cc1ccccc1,238775
URFCJEUYXNAHFI-UHFFFAOYSA-N,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,238782
CIRRLLGWMFAUJB-UHFFFAOYSA-N,O=P(O)(O)c1cc(-c2ccccc2)oc1-c1ccccc1,238802
CIBUVUDTKKQPID-UHFFFAOYSA-N,CCOP(=O)(OCC)C(O)c1ccc2c(c1)OCO2,238895
HMLXMYNUQCOEDG-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)NC1CCCCC1,238899
PJFXDPZWCVXNQZ-UHFFFAOYSA-N,CCOC(=O)c1c[nH][nH]c1=O,238933
XPYJFCKUPMJFHE-UHFFFAOYSA-N,Nc1nc2c([N+](=O)[O-])cccc2s1,238934
ITFXPKXWOFSGIH-UHFFFAOYSA-N,CC(C)OC(=O)Nc1ccc(-c2ccc(NC(=O)OC(C)C)cc2Cl)c(Cl)c1,238991
