smiles,pchembl
C=CCNC(=O)CCCCCCCCCCOc1cc(O)cc(CCCCC)c1,7.79
C=CCNC(=O)CCCCCCCOc1cc(O)cc(C(C)(C)CCCCCC)c1,7.74
C=CCNC(=O)CCCCCCCOc1cc(OC)cc(C(C)(C)CCCCCC)c1,7.51
C=CCOc1cc(CCCCC)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,8.33
C=CCc1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,6.89
C=CCc1ccc(O)c(-c2ccc(OC)c(CC=C)c2)c1,7.36
C=CCc1ccc(O)c(-c2ccc(OCCCC)c(CC=C)c2)c1,6.99
C=CCn1c(C)c(C(C)(C)C)s/c1=N\S(=O)(=O)c1ccccc1,7.12
C=CCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCCC1)C2,7.965
C=CCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(CC1CC1)CC2,7.85
C=CCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,7.59
C=CCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccco3)ccc21,7.99
C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2c(OC)ccc(OC)c21,8.04
C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3ccco3)ccc21,7.23
C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccc(O)cc3)ccc21,7.65
C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,8.74
C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccco3)ccc21,8.24
C=CCn1cc(C(=O)NC2CCCCC2)c(=O)c2c(C)nn(C)c21,6.23
C=CCn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccccc3)ccc21,7.3
C=CCn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccco3)ccc21,7.3
C=CCn1cc(CC(=O)NC2CCCCC2)c2cc(OCc3cccc(OC)c3)ccc21,6.4
C=CCn1cc(CC(=O)NC2CCCCCC2)c2cc(-c3ccco3)ccc21,6.42
C=Cn1cc(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)c(=O)c2ccc(F)cc21,7.82
CC(=O)/C(C)=N/Oc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,8.48
CC(=O)CCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,9.0
CC(=O)N(C)Cc1ccc(S(=O)(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)cc1,8.8
CC(=O)N(CC1CC1)S(=O)(=O)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F,6.475
CC(=O)N/C(N)=N/C(=N/S(=O)(=O)N1CCC(C(F)(F)F)CC1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,7.75
CC(=O)N/C(N)=N/C(=N/S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,6.32
CC(=O)N/C(N)=N/C(=N/S(=O)(=O)c1ccc(I)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,6.92
CC(=O)N/C(N)=N/C(=N/S(=O)(=O)c1ccc(OC(F)(F)F)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,6.64
CC(=O)N/C(N)=N/C(=N/S(=O)(=O)c1ccc2ccccc2c1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,6.32
CC(=O)N1CC(CC(N)=O)(NC(=O)c2ccc(N3CC(F)(F)C3)c(OCC3CC3)n2)C1,6.92
CC(=O)N1CC(CS(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)C1,7.14
CC(=O)N1CC(S(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)C1,8.02
CC(=O)N1CCC(CC(N)=O)(NC(=O)c2ccc(C3CC3)c(Cc3ccc(F)cc3)n2)CC1,8.3
CC(=O)N1CCC(CS(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)CC1,8.11
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)C4CCCC4)ccc32)CC1,8.504999999999999
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)CC4CC4)ccc32)CC1,8.09
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)CCCC(F)(F)F)ccc32)CC1,7.89
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)CCCO)ccc32)CC1,6.84
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)c4ccc(F)cc4)ccc32)CC1,8.54
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)c4ccncc4)ccc32)CC1,8.34
