inchikey,smiles,bound,relation,implied_label
QHKDTEDFADTMAB-AWEZNQCLSA-N,CC(=O)N[C@H]1CCN(C(=O)c2nc(NCc3cncc(F)c3)nc3ccsc23)C1,6.301029995663981,>,-1
KQYWSROOIMONDU-KBPBESRZSA-N,Cc1cc2nc(N[C@@H](C)c3cccnc3)nc(C(=O)N3CC[C@H](CO)C3)c2s1,6.301029995663981,>,-1
NIZQZHWZFMEANU-CMPLNLGQSA-N,C[C@H](Nc1nc(C(=O)N2CC[C@@H](O)C2)c2sc(C(F)(F)F)cc2n1)c1cccnc1,6.301029995663981,>,-1
BRHDNQMATGJYIO-CABZTGNLSA-N,C[C@H](Nc1nc(C(=O)N2CC[C@H](O)C2)c2sc(C(F)(F)F)cc2n1)c1cncc(F)c1,6.301029995663981,>,-1
SRYLJEGQBZREES-AXDSSHIGSA-N,CC(O)CNC(=O)c1nc(N[C@@H](C)c2cccnc2)nc2cc(C(F)(F)F)sc12,6.301029995663981,>,-1
MWWRWVWZCVWHAU-AWEZNQCLSA-N,C[C@H](Nc1nc(C(=O)NCCN2CCCC2)c2sccc2n1)c1ccccn1,6.301029995663981,>,-1
NPAIATAAARPIMV-ZDUSSCGKSA-N,C[C@H](Nc1nc(C(=O)NCCN2CCCC2)c2sccc2n1)c1cncc(F)c1,6.301029995663981,>,-1
CDANRSCTSPNPDE-LBPRGKRZSA-N,N[C@H]1CCN(C(=O)c2nc(NCc3cncc(F)c3)nc3ccsc23)C1,6.301029995663981,>,-1
CDANRSCTSPNPDE-GFCCVEGCSA-N,N[C@@H]1CCN(C(=O)c2nc(NCc3cncc(F)c3)nc3ccsc23)C1,6.301029995663981,>,-1
IRRGOBXGRBLBEI-GWCFXTLKSA-N,C[C@H](Nc1nc(C(=O)N2CC[C@H](N)C2)c2sccc2n1)c1cncc(F)c1,6.301029995663981,>,-1
HHDLDJKNNYQREB-RXTYADHFSA-N,C[C@H](Nc1nc(C(=O)C2CC[C@H](N)C2)c2sccc2n1)c1ccccn1,6.301029995663981,>,-1
WCQSPCASZBXVRH-WCQYABFASA-N,C[C@H](Nc1nc(C(=O)N2CC[C@@H](N)C2)c2sccc2n1)c1cccnc1,6.301029995663981,>,-1
WCQSPCASZBXVRH-AAEUAGOBSA-N,C[C@H](Nc1nc(C(=O)N2CC[C@H](N)C2)c2sccc2n1)c1cccnc1,6.301029995663981,>,-1
SJWGLMNVHUWACM-ZDUSSCGKSA-N,N[C@H]1CCN(C(=O)c2nc(NCc3cc(F)cc(F)c3)nc3ccsc23)C1,6.301029995663981,>,-1
YWSYDCNDBJFJPG-AWEZNQCLSA-N,Cc1cc2nc(N[C@@H](C)c3cncc(F)c3)nc(C(=O)NCCN3CCOCC3)c2s1,6.301029995663981,>,-1
QMGZBQWOVJSEOY-AWEZNQCLSA-N,Cc1cc2nc(N[C@@H](C)c3cccnc3)nc(C(=O)NCC3CCNCC3)c2s1,6.301029995663981,>,-1
CTZWPUMLZVXZPR-HNNXBMFYSA-N,Cc1cc2nc(N[C@@H](C)c3cccnc3)nc(C(=O)NCCN3CCOCC3)c2s1,6.301029995663981,>,-1
QZFMVEJNKHBDKO-JTQLQIEISA-N,C[C@H](Nc1nc(C(=O)N2CCNC2)c2sccc2n1)c1cncc(F)c1,6.301029995663981,>,-1
HIHLSVYJQUKNQU-ZDUSSCGKSA-N,C[C@H](Nc1nc(C(=O)NCCc2ccncc2)c2sccc2n1)c1cncc(F)c1,6.301029995663981,>,-1
