inchikey,smiles,bound,relation,implied_label
XBIQHCDSHGMKHX-UHFFFAOYSA-N,CCC1(c2cccc(S(=O)(=O)C3CC3)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C)=C21,7.0,<,1
LHAXKTWCKIGGKR-UHFFFAOYSA-N,CCC1(c2cccc(-c3cn(C)nc3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
GVWPCXZZLRKEIF-NRWPOFLRSA-N,CC[C@@]1(c2cccc(-c3ccncc3C)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
IOAUFAAKRVGQON-UHFFFAOYSA-N,CCC1(c2ccccc2)C2=C(CC(C)(C)CC2=O)NC2N=NC(Br)=C21,7.0,<,1
FSDALWXVHOOMFU-UHFFFAOYSA-N,CCC1(c2cccc(S(=O)(=O)C(C)C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
DDEHHROFIQFDFV-BPARTEKVSA-N,CC[C@]1(c2cccc(S(=O)(=O)C3CC3)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
XPXNGSKMAANGBP-GWQXNCQPSA-N,CC[C@@]1(c2cccc(-c3cncn3C)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
IGQLUQPZLBKHLA-UHFFFAOYSA-N,CCC1(c2cccc(Cl)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
UOPFKFUUYBDXCX-NRWPOFLRSA-N,CC[C@@]1(c2cccc(-c3ccncc3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
LFUMOHZWGPADSL-WKDCXCOVSA-N,CC[C@@]1(c2cccc(-c3cnn4c3CCCC4)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C)=C21,7.0,<,1
GIWXQPUPTIBRDT-MQNHUJCZSA-N,CC[C@@]1(c2cccc(-c3cnn(C)c3C)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
NOGAEKXJXJPZKE-UHFFFAOYSA-N,CCC1(c2cccc(C(F)(F)F)c2)C2=CN=NC2NC2=C1C(=O)CC1(CCCC1)C2,7.0,<,1
VKYHUZGXCLKWHK-PIFIWZBESA-N,CC[C@@]1(c2cccc(N(C)c3ncccn3)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
GKTPOSDSIVWJIN-IJHRGXPZSA-N,CC[C@]1(c2cccc(Br)c2)C2=CN=NC2NC2=C1C(=O)CC(C)(C)C2,7.0,<,1
UDAYWMYTTZZICM-UHFFFAOYSA-N,CCc1ncc(S(=O)(=O)N2CCC3(CC2)C2=CN=NC2NC2=C3C(=O)NC(C)(C)C2)s1,7.0,<,1
RTNMROWQGBOQDP-UHFFFAOYSA-N,CC1(C)CC(=O)C2=C(C1)NC1N=NC(C(F)(F)F)=C1C21CCCc2ccccc21,7.0,<,1
IJTZTDZCXJKMFA-UHFFFAOYSA-N,CCC1(c2cccc(S(=O)(=O)C3CC3)c2)C2=C(CC(C)(C)NC2=O)NC2=C1C(C(F)(F)F)N=N2,7.0,<,1
DCOBHVJIWWKDNC-UHFFFAOYSA-N,CCC1(c2cccc(-c3ccnc4c3CCC4)c2)C2=C(CC(C)(C)NC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
SWEHVSXBOABBRV-MQNHUJCZSA-N,CC[C@@]1(c2cccc(-c3ccncc3F)c2)C2=CN=NC2NC2=C1C(=O)NC(C)(C)C2,7.0,<,1
KDJMHRWMQJCJLM-UHFFFAOYSA-N,CCC1(c2ccccc2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
CKXWXFALMCIVQH-HUHKAINZSA-N,CC[C@@]1(c2cccc(-c3ccncc3C)c2)C2=CN=NC2NC2=C1C(=O)N[C@]1(CCCOC1)C2,7.0,<,1
IGQLUQPZLBKHLA-IJHRGXPZSA-N,CC[C@]1(c2cccc(Cl)c2)C2=C(CC(C)(C)CC2=O)NC2N=NC(C(F)(F)F)=C21,7.0,<,1
