# WHAT THIS FILE CONTAINS: Every one of 161,812 distinct training structures as a row, with the 12 named physicochemical descriptors as columns and a count of how many of the 1024 fingerprint bits it sets. 2 structures could not be parsed by RDKit and are absent.
# WHAT IT IS USED FOR: Seeing the chemical space the models were fitted over, at a width that opens in a spreadsheet.
# GENERATED FROM: data/endpoints/ featurised by src/brainsafe/features/featurize.py
smiles,ecfp4_bits_set,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,ring_count,heavy_atoms,formal_charge,qed
C#CCN1CCC(CCc2cccc(C(F)(F)F)c2)CC1,40,295.348,3.9832,3.24,0.0,1.0,4.0,1.0,0.5294118,2.0,21.0,0.0,0.75939494
C#CCN1CCC(CCc2cccc(F)c2)CC1,38,245.341,3.1035,3.24,0.0,1.0,4.0,1.0,0.5,2.0,18.0,0.0,0.736755
C#CCN1CCC(CCc2cccc(OC(=O)Nc3ccccc3)c2)CC1,52,362.473,4.5753,41.57,1.0,3.0,6.0,2.0,0.3478261,3.0,27.0,0.0,0.76522255
C#CCN1CCC(CCc2ccccc2)CC1,32,227.351,2.9644,3.24,0.0,1.0,4.0,1.0,0.5,2.0,17.0,0.0,0.7148182
C#CCN1CCC(CCc2ccccc2F)CC1,36,245.341,3.1035,3.24,0.0,1.0,4.0,1.0,0.5,2.0,18.0,0.0,0.736755
C#CCN1CCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1,55,414.571,3.2122,49.85,0.0,4.0,9.0,2.0,0.47826087,3.0,29.0,0.0,0.4670294
C#CCN1CCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)CC1,53,400.544,2.8221,49.85,0.0,4.0,8.0,2.0,0.45454547,3.0,28.0,0.0,0.6396351
C#CCN1CCC(CNC(=O)c2ccc3ccccc3c2)CC1,43,306.409,2.9148,32.34,1.0,2.0,4.0,2.0,0.35,3.0,23.0,0.0,0.88099676
C#CCN1CCC(CNS(=O)(=O)c2ccc3ccccc3c2)CC1,44,342.464,2.4633,49.41,1.0,3.0,5.0,2.0,0.36842105,3.0,24.0,0.0,0.84942126
C#CCN1CCC(COC(=O)Nc2ccc(C(C)C)cc2)CC1,46,314.429,3.7037,41.57,1.0,3.0,5.0,1.0,0.5263158,2.0,23.0,0.0,0.8425757
C#CCN1CCC(COC(=O)Nc2ccccc2)CC1,41,272.348,2.5803,41.57,1.0,3.0,4.0,1.0,0.4375,2.0,20.0,0.0,0.85656154
C#CCN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1,66,419.449,1.4901,118.41,2.0,7.0,4.0,4.0,0.35,5.0,31.0,0.0,0.48120317
C#CCN1CCC(OC(=O)N(C)CC)CC1,35,224.304,1.1723,32.78,0.0,3.0,3.0,0.0,0.75,1.0,16.0,0.0,0.6746666
C#CCN1CCC(OC(=O)Nc2ccc(C(C)C)cc2)CC1,43,300.402,3.4561,41.57,1.0,3.0,4.0,1.0,0.5,2.0,22.0,0.0,0.86591023
C#CCN1CCC(OC(=O)Nc2ccccc2)CC1,38,258.321,2.3327,41.57,1.0,3.0,3.0,1.0,0.4,2.0,19.0,0.0,0.846033
C#CCN1CCC2(CC1)OC=C(c1ccccc1)C2=O,39,267.328,2.0946,29.54,0.0,3.0,2.0,1.0,0.3529412,3.0,20.0,0.0,0.76850903
C#CCN1CCC2(CC1)OC=C(c1ccccc1)C2=O.Cl,39,267.328,2.0946,29.54,0.0,3.0,2.0,1.0,0.3529412,3.0,20.0,0.0,0.76850903
C#CCN1CCCC(CCc2cc(F)c(F)cc2F)C1,39,281.321,3.3817,3.24,0.0,1.0,4.0,1.0,0.5,2.0,20.0,0.0,0.6038721
C#CCN1CCCC(CN(CCCOC)S(=O)(=O)c2ccc3ccccc3c2)C1,59,414.571,3.2122,49.85,0.0,4.0,9.0,2.0,0.47826087,3.0,29.0,0.0,0.4670294
C#CCN1CCCC(CN(CCOC)S(=O)(=O)c2ccc3ccccc3c2)C1,57,400.544,2.8221,49.85,0.0,4.0,8.0,2.0,0.45454547,3.0,28.0,0.0,0.6396351
C#CCN1CCCC(CNC(=O)c2ccc3ccccc3c2)C1,47,306.409,2.9148,32.34,1.0,2.0,4.0,2.0,0.35,3.0,23.0,0.0,0.88099676
C#CCN1CCCC(COC(=O)Nc2ccc(C(C)C)cc2)C1,50,314.429,3.7037,41.57,1.0,3.0,5.0,1.0,0.5263158,2.0,23.0,0.0,0.8425757
C#CCN1CCCC(COC(=O)Nc2ccccc2)C1,45,272.348,2.5803,41.57,1.0,3.0,4.0,1.0,0.4375,2.0,20.0,0.0,0.85656154
C#CCN1CCCC(OC(=O)Nc2ccc(C(C)C)cc2)C1,47,300.402,3.4561,41.57,1.0,3.0,4.0,1.0,0.5,2.0,22.0,0.0,0.86591023
C#CCN1CCCC(OC(=O)Nc2ccccc2)C1,42,258.321,2.3327,41.57,1.0,3.0,3.0,1.0,0.4,2.0,19.0,0.0,0.846033
C#CCN1CCC[C@@H](c2cccc(C#N)c2)C1,39,224.307,2.37088,27.03,0.0,2.0,2.0,1.0,0.4,2.0,17.0,0.0,0.72107697
C#CCN1CCN(C(=O)c2c(F)cc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2F)CC1,64,486.526,2.7522,88.24,1.0,6.0,4.0,3.0,0.25925925,4.0,36.0,0.0,0.57095927
C#CCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2F)CC1,65,468.536,2.6131,88.24,1.0,6.0,4.0,3.0,0.25925925,4.0,35.0,0.0,0.592575
C#CCN1CCN(C(c2ccc(F)cc2)c2nnnn2Cc2ccccc2)CC1,50,390.466,2.2007,50.08,0.0,5.0,6.0,3.0,0.3181818,4.0,29.0,0.0,0.6042571
C#CCN1CCN(CCCOc2ccc3c(ccn3S(=O)(=O)c3ccc(C(=O)NNCCC)cc3)c2)CC1,67,537.686,2.5424,95.91,2.0,7.0,12.0,3.0,0.39285713,4.0,38.0,0.0,0.2082962
C#CCN1CCN(CCCOc2ccc3c(ccn3S(=O)(=O)c3ccc(C(=O)NO)cc3)c2)CC1,60,496.589,2.017,104.11,2.0,7.0,9.0,3.0,0.32,4.0,35.0,0.0,0.2021651
C#CCN1CCN(CCCOc2ccc3c(ccn3S(=O)(=O)c3ccc(C(=O)Nc4ccccc4N)cc3)c2)CC1,69,571.703,3.7325,109.9,2.0,7.0,10.0,4.0,0.2580645,5.0,41.0,0.0,0.16959596
C#CCN1CCN(CCNc2ccc(/C=C3/SC(=O)NC3=O)cc2)CC1,45,370.478,1.6732,64.68,2.0,6.0,6.0,1.0,0.36842105,3.0,26.0,0.0,0.5867287
C#CCN1CCN(CCOc2ccc(/C=C3/SC(=O)NC3=O)cc2)CC1,45,371.462,1.6401,61.88,1.0,6.0,6.0,1.0,0.36842105,3.0,26.0,0.0,0.6059817
C#CCN1CCN(CN2C(=O)S/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)CC1,53,447.56,3.5102,53.09,0.0,6.0,7.0,2.0,0.28,4.0,32.0,0.0,0.47835538
C#CCN1CCN(CN2C(=O)S/C(=C/c3ccc([N+](=O)[O-])cc3)C2=O)CC1,48,386.433,1.8394,87.0,0.0,7.0,5.0,1.0,0.33333334,3.0,27.0,0.0,0.33021918
C#CCN1CCN(Cc2ccnc3c(O)cccc23)CC1,37,281.359,1.6912,39.6,1.0,4.0,3.0,2.0,0.3529412,3.0,21.0,0.0,0.8692105
C#CCN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cc(C(C)=O)cc(C(C)=O)c1,61,491.607,5.0891,78.51,2.0,4.0,10.0,2.0,0.41379312,3.0,36.0,0.0,0.2757456
C#CCN1CC[C@]23CCCCC2[C@H]1Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc4c(c2)[C@@]25CCCCC2[C@@H](C4)N(CC#C)CC5)cc13,57,729.018,8.7016,59.08,0.0,6.0,13.0,2.0,0.625,8.0,54.0,0.0,0.08909286
C#CCN1CCc2nc3nc(N4CCCC4)c(C#N)cc3c(N)c2C1,49,332.411,1.67518,82.07,1.0,6.0,2.0,2.0,0.42105263,4.0,25.0,0.0,0.8426743
C#CCN1[C@H]2CC[C@@H]1[C@@H](C(=O)OC)[C@@H](c1ccc(I)cc1)C2,47,409.267,3.0339,29.54,0.0,3.0,3.0,1.0,0.5,3.0,22.0,0.0,0.43689677
C#CCNC(=O)/C=C/c1ccc(O)c(O)c1,34,217.224,0.8604,69.56,3.0,3.0,3.0,1.0,0.083333336,1.0,16.0,0.0,0.3993303
C#CCNC(=O)/C=C/c1ccc(O)cc1,31,201.225,1.1548,49.33,2.0,2.0,3.0,1.0,0.083333336,1.0,15.0,0.0,0.56909215
C#CCNC(=O)C12CCC(c3nc4c(=O)n(CCCC)c(=O)n(CCC)c4[nH]3)(CC1)CC2,56,439.56,2.4378,101.78,2.0,4.0,8.0,2.0,0.6666667,5.0,32.0,0.0,0.6169421
C#CCNC(=O)C12CCC(c3nc4c(=O)n(CCCC)c(=O)n(CCCNC(=O)c5ccc(S(=O)(=O)F)cc5)c4[nH]3)(CC1)CC2,72,640.738,2.5061,165.02,3.0,7.0,12.0,3.0,0.516129,6.0,45.0,0.0,0.15549983
C#CCNC(=O)C1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1,49,397.563,2.9028,44.81,1.0,4.0,9.0,1.0,0.625,3.0,29.0,0.0,0.5140809
C#CCNC(=O)CCNc1c(CCCCCC)nc2cc(/C=C/C(=O)NO)ccn12,63,411.506,2.5271,107.76,4.0,5.0,12.0,2.0,0.4090909,2.0,30.0,0.0,0.14113495
C#CCNC(=O)CCc1c[nH]c2ccc(OC)cc12,43,256.305,1.8585,54.12,2.0,2.0,5.0,2.0,0.26666668,2.0,19.0,0.0,0.80222285
C#CCNC(=O)Cc1c[nH]c2ccc(OC)cc12,40,242.278,1.4684,54.12,2.0,2.0,4.0,2.0,0.21428572,2.0,18.0,0.0,0.7976105
C#CCNC(=O)c1ccc(Cn2nnc3c(Sc4nc5ccccc5o4)ncnc32)cc1,64,441.476,2.925,111.62,1.0,8.0,6.0,5.0,0.09090909,5.0,32.0,0.0,0.3162365
C#CCNC(=O)c1ncn2c1Cn1ncnc1-c1cc(F)ccc1-2,54,322.303,0.9946,77.63,1.0,4.0,2.0,3.0,0.125,4.0,24.0,0.0,0.558493
C#CCNC(C)Cc1ccc(SC)cc1,30,219.353,2.5623,12.03,1.0,2.0,5.0,1.0,0.3846154,1.0,15.0,0.0,0.6031913
C#CCNC(C)Cc1cccc(OC(=O)N(C)C)c1,42,260.337,1.9008,41.57,1.0,3.0,5.0,1.0,0.4,1.0,19.0,0.0,0.82215923
C#CCNC(C)Cc1cccc(OC(=O)N(C)CC)c1,45,274.364,2.2909,41.57,1.0,3.0,6.0,1.0,0.4375,1.0,20.0,0.0,0.80927384
C#CCNC(C)Cc1cccc(OC(=O)N(C)CCC)c1,47,288.391,2.681,41.57,1.0,3.0,7.0,1.0,0.47058824,1.0,21.0,0.0,0.78435796
C#CCNC(C)Cc1cccc(OC(=O)N(C)CCCC)c1,49,302.418,3.0711,41.57,1.0,3.0,8.0,1.0,0.5,1.0,22.0,0.0,0.75041187
C#CCNC(CC)Cc1ccc(SC)cc1,32,233.38,2.9524,12.03,1.0,2.0,6.0,1.0,0.42857143,1.0,16.0,0.0,0.59869844
C#CCNC/C=C/c1ccc(O)c(OC)c1,37,217.268,1.6368,41.49,2.0,3.0,5.0,1.0,0.23076923,1.0,16.0,0.0,0.5816426
C#CCNC1=C(Cl)C(=O)c2ccccc2C1=O,29,245.665,1.7388,46.17,1.0,3.0,2.0,1.0,0.07692308,2.0,17.0,0.0,0.8076744
C#CCNC1=CC(=O)c2ccccc2C1=O,30,211.22,1.1723,46.17,1.0,3.0,2.0,1.0,0.07692308,2.0,16.0,0.0,0.74684125
C#CCNC1CCCc2ccc(OC(=O)N(C)CC)cc21,49,286.375,2.7373,41.57,1.0,3.0,4.0,1.0,0.47058824,2.0,21.0,0.0,0.86536926
C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CC)cc21,49,306.793,3.0006,41.57,1.0,3.0,4.0,1.0,0.4375,2.0,21.0,0.0,0.8695448
C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CCC)cc21,51,320.82,3.3907,41.57,1.0,3.0,5.0,1.0,0.47058824,2.0,22.0,0.0,0.845525
C#CCNC1CCc2c(NCc3ccc(C)cc3)cccc21,43,290.41,3.81722,24.06,2.0,2.0,5.0,2.0,0.3,3.0,22.0,0.0,0.8181185
C#CCNC1CCc2c(NCc3ccc(F)cc3)cccc21,44,294.373,3.6479,24.06,2.0,2.0,5.0,2.0,0.2631579,3.0,22.0,0.0,0.82261175
C#CCNC1CCc2c(NCc3cccc(Br)c3)cccc21,46,355.279,4.2713,24.06,2.0,2.0,5.0,2.0,0.2631579,3.0,22.0,0.0,0.78301835
C#CCNC1CCc2c(NCc3cccc(C)c3)cccc21,45,290.41,3.81722,24.06,2.0,2.0,5.0,2.0,0.3,3.0,22.0,0.0,0.8181185
C#CCNC1CCc2c(OC(=O)N(C)C)cccc21,43,258.321,1.9571,41.57,1.0,3.0,3.0,1.0,0.4,2.0,19.0,0.0,0.84263116
C#CCNC1CCc2c(OC(=O)N(C)CC)cccc21,46,272.348,2.3472,41.57,1.0,3.0,4.0,1.0,0.4375,2.0,20.0,0.0,0.855456
C#CCNC1CCc2c(OCCCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,74,595.231,7.3145,32.67,1.0,4.0,13.0,4.0,0.4054054,6.0,43.0,0.0,0.12988509
C#CCNC1CCc2c(OCCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,74,581.204,6.9244,32.67,1.0,4.0,12.0,4.0,0.3888889,6.0,42.0,0.0,0.14553444
C#CCNC1CCc2c(OCCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cccc21,72,596.797,5.4597,66.81,1.0,6.0,12.0,4.0,0.37142858,6.0,43.0,0.0,0.17316024
C#CCNC1CCc2c(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,73,567.177,6.5343,32.67,1.0,4.0,11.0,4.0,0.37142858,6.0,41.0,0.0,0.16512443
C#CCNC1CCc2c(OCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cccc21,71,582.77,5.0696,66.81,1.0,6.0,11.0,4.0,0.3529412,6.0,42.0,0.0,0.1968636
C#CCNC1CCc2c(OCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,72,553.15,6.1442,32.67,1.0,4.0,10.0,4.0,0.3529412,6.0,40.0,0.0,0.18903154
C#CCNC1CCc2c(OCCCOc3ccc(C(C)C)cc3)cccc21,49,363.501,4.868,30.49,1.0,3.0,9.0,2.0,0.41666666,3.0,27.0,0.0,0.50930727
C#CCNC1CCc2c(OCCCOc3ccc(CC)cc3)cccc21,48,349.474,4.307,30.49,1.0,3.0,9.0,2.0,0.39130434,3.0,26.0,0.0,0.54053915
C#CCNC1CCc2c(OCCCOc3cccc(I)c3)cccc21,49,447.316,4.3492,30.49,1.0,3.0,8.0,2.0,0.33333334,3.0,25.0,0.0,0.37103924
C#CCNC1CCc2c(OCCCOc3ccccc3)cccc21,44,321.42,3.7446,30.49,1.0,3.0,8.0,2.0,0.33333334,3.0,24.0,0.0,0.5932783
C#CCNC1CCc2c(OCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,71,539.123,5.7541,32.67,1.0,4.0,9.0,4.0,0.33333334,6.0,39.0,0.0,0.27486622
C#CCNC1CCc2c(OCCOc3ccccc3)cccc21,43,307.393,3.3545,30.49,1.0,3.0,7.0,2.0,0.3,3.0,23.0,0.0,0.6283674
C#CCNC1CCc2c(OCCc3cc(NC(=O)CO)ccc3Cl)cccc21,60,398.89,3.1024,70.59,3.0,4.0,8.0,2.0,0.3181818,3.0,28.0,0.0,0.5974455
C#CCNC1CCc2c(OCCc3cc(NC(=O)COC(C)=O)ccc3Cl)cccc21,64,440.927,3.6732,76.66,2.0,5.0,9.0,2.0,0.33333334,3.0,31.0,0.0,0.45927003
C#CCNC1CCc2c(OCCc3cc(NC(C)=O)ccc3Cl)cccc21,57,382.891,4.13,50.36,2.0,3.0,7.0,2.0,0.3181818,3.0,27.0,0.0,0.7077314
C#CCNC1CCc2c(OCCc3ccc(Cl)cc3)cccc21,47,325.839,4.1716,21.26,1.0,2.0,6.0,2.0,0.3,3.0,23.0,0.0,0.8047535
C#CCNC1CCc2c(OCCc3cccc(NC(=O)c4ccc(Cl)cc4)c3)cccc21,61,444.962,5.4239,50.36,2.0,3.0,8.0,3.0,0.22222222,4.0,32.0,0.0,0.45568988
C#CCNC1CCc2c(OCc3cccc(Br)c3)cccc21,47,356.263,4.2382,21.26,1.0,2.0,5.0,2.0,0.2631579,3.0,22.0,0.0,0.80958784
C#CCNC1CCc2c(OCc3cccc(C)c3)cccc21,46,291.394,3.78412,21.26,1.0,2.0,5.0,2.0,0.3,3.0,22.0,0.0,0.8464325
C#CCNC1CCc2c(OCc3cccc(Cl)c3)cccc21,47,311.812,4.1291,21.26,1.0,2.0,5.0,2.0,0.2631579,3.0,22.0,0.0,0.8383746
C#CCNC1CCc2c(OCc3cccc(F)c3)cccc21,47,295.357,3.6148,21.26,1.0,2.0,5.0,2.0,0.2631579,3.0,22.0,0.0,0.85080016
C#CCNC1CCc2c(OCc3ccccc3)cccc21,42,277.367,3.4757,21.26,1.0,2.0,5.0,2.0,0.2631579,3.0,21.0,0.0,0.8449061
C#CCNC1CCc2c(SCCc3ccc(Br)cc3)cccc21,46,386.358,4.994,12.03,1.0,2.0,6.0,2.0,0.3,3.0,23.0,0.0,0.55434704
C#CCNC1CCc2c(SCCc3ccc(C(F)(F)F)cc3)cccc21,49,375.459,5.2503,12.03,1.0,2.0,6.0,2.0,0.33333334,3.0,26.0,0.0,0.5466311
C#CCNC1CCc2c(SCCc3ccc(C)cc3)cccc21,45,321.489,4.53992,12.03,1.0,2.0,6.0,2.0,0.33333334,3.0,23.0,0.0,0.61907583
C#CCNC1CCc2c(SCCc3ccc(OC)cc3)cccc21,48,337.488,4.2401,21.26,1.0,3.0,7.0,2.0,0.33333334,3.0,24.0,0.0,0.6030409
C#CCNC1CCc2c(SCCc3cccc(C(F)(F)F)c3)cccc21,50,375.459,5.2503,12.03,1.0,2.0,6.0,2.0,0.33333334,3.0,26.0,0.0,0.5466311
C#CCNC1CCc2c(SCCc3cccc(C)c3)cccc21,46,321.489,4.53992,12.03,1.0,2.0,6.0,2.0,0.33333334,3.0,23.0,0.0,0.61907583
C#CCNC1CCc2c(SCCc3cccc(Cl)c3)cccc21,47,341.907,4.8849,12.03,1.0,2.0,6.0,2.0,0.3,3.0,23.0,0.0,0.59301805
C#CCNC1CCc2c(SCCc3cccc(OC)c3)cccc21,49,337.488,4.2401,21.26,1.0,3.0,7.0,2.0,0.33333334,3.0,24.0,0.0,0.6030409
C#CCNC1CCc2c(SCc3ccc(Br)cc3)cccc21,44,372.331,4.9515,12.03,1.0,2.0,5.0,2.0,0.2631579,3.0,22.0,0.0,0.58871925
C#CCNC1CCc2c(SCc3ccc(C)cc3)cccc21,43,307.462,4.49742,12.03,1.0,2.0,5.0,2.0,0.3,3.0,22.0,0.0,0.64468235
C#CCNC1CCc2c(SCc3ccc(Cl)c(Cl)c3)cccc21,47,362.325,5.4958,12.03,1.0,2.0,5.0,2.0,0.2631579,3.0,23.0,0.0,0.5571201
C#CCNC1CCc2c(SCc3ccc(Cl)cc3)cccc21,44,327.88,4.8424,12.03,1.0,2.0,5.0,2.0,0.2631579,3.0,22.0,0.0,0.62251
C#CCNC1CCc2c(SCc3ccc(F)cc3)cccc21,44,311.425,4.3281,12.03,1.0,2.0,5.0,2.0,0.2631579,3.0,22.0,0.0,0.65145606
C#CCNC1CCc2c(SCc3ccc4ccccc4c3)cccc21,47,343.495,5.3422,12.03,1.0,2.0,5.0,3.0,0.2173913,4.0,25.0,0.0,0.49544212
C#CCNC1CCc2c(SCc3cccc(C(F)(F)F)c3)cccc21,49,361.432,5.2078,12.03,1.0,2.0,5.0,2.0,0.3,3.0,25.0,0.0,0.5796683
C#CCNC1CCc2cc(Cl)c(OC(=O)N(C)CCC)cc21,50,320.82,3.3907,41.57,1.0,3.0,5.0,1.0,0.47058824,2.0,22.0,0.0,0.845525
C#CCNC1CCc2cc(OCCCN3CCCCC3)ccc21,47,312.457,3.1515,24.5,1.0,3.0,7.0,1.0,0.6,3.0,23.0,0.0,0.6181746
C#CCNC1CCc2ccc(OC(=O)N(C)C3CCCCC3)cc21,50,326.44,3.66,41.57,1.0,3.0,4.0,1.0,0.55,3.0,24.0,0.0,0.85867053
C#CCNC1CCc2ccc(OC(=O)N(C)CC)cc21,47,272.348,2.3472,41.57,1.0,3.0,4.0,1.0,0.4375,2.0,20.0,0.0,0.855456
C#CCNC1CCc2ccc(OC(=O)N(C)CCC)cc21,49,286.375,2.7373,41.57,1.0,3.0,5.0,1.0,0.47058824,2.0,21.0,0.0,0.8462681
C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21,51,300.402,3.1274,41.57,1.0,3.0,6.0,1.0,0.5,2.0,22.0,0.0,0.8207328
C#CCNC1CCc2ccc(OC(=O)N(C)CCCCCC)cc21,53,328.456,3.9076,41.57,1.0,3.0,8.0,1.0,0.55,2.0,24.0,0.0,0.58098876
C#CCNC1CCc2ccc(OC(=O)N(C)c3ccc(OC)cc3)cc21,51,350.418,3.5405,50.8,1.0,4.0,5.0,2.0,0.2857143,3.0,26.0,0.0,0.8382482
C#CCNC1CCc2ccc(OC(=O)N(C)c3ccccc3)cc21,50,320.392,3.5319,41.57,1.0,3.0,4.0,2.0,0.25,3.0,24.0,0.0,0.8763377
C#CCNC1CCc2ccc(OC(=O)N(CC)C3CCCCC3)cc21,51,340.467,4.0501,41.57,1.0,3.0,5.0,1.0,0.5714286,3.0,25.0,0.0,0.82232225
C#CCNC1CCc2ccc(OC(=O)N(CC)CCCC)cc21,52,314.429,3.5175,41.57,1.0,3.0,7.0,1.0,0.5263158,2.0,23.0,0.0,0.78304094
C#CCNC1CCc2ccc(OC(=O)NCC)cc21,45,258.321,2.005,50.36,2.0,3.0,4.0,1.0,0.4,2.0,19.0,0.0,0.8121864
C#CCNC1CCc2ccc(OCCCN3CCCCC3)cc21,47,312.457,3.1515,24.5,1.0,3.0,7.0,1.0,0.6,3.0,23.0,0.0,0.6181746
C#CCNC1CCc2cccc(OC(=O)N(C)CCC)c21,48,286.375,2.7373,41.57,1.0,3.0,5.0,1.0,0.47058824,2.0,21.0,0.0,0.8462681
C#CCNC1CCc2ccccc21,30,171.243,1.8967,12.03,1.0,1.0,2.0,1.0,0.33333334,2.0,13.0,0.0,0.6700261
C#CCNC1CCc2ccccc2C1,30,185.27,1.7667,12.03,1.0,1.0,2.0,1.0,0.3846154,2.0,14.0,0.0,0.6923365
C#CCNCC(=C)c1cccc(COc2ccccc2)c1,41,277.367,3.5016,21.26,1.0,2.0,7.0,2.0,0.15789473,2.0,21.0,0.0,0.6175592
C#CCNCC(=C)c1cccc(OCc2cccc(F)c2)c1,45,295.357,3.6407,21.26,1.0,2.0,7.0,2.0,0.15789473,2.0,22.0,0.0,0.62179154
C#CCNCC(=C)c1ccccc1,27,171.243,1.9226,12.03,1.0,1.0,4.0,1.0,0.16666667,1.0,13.0,0.0,0.5388439
C#CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,50,296.33,0.504,76.02,2.0,4.0,4.0,2.0,0.3125,3.0,22.0,0.0,0.63633734
C#CCNCC(O)COc1ccc(-c2ccccc2)cc1,36,281.355,2.3161,41.49,2.0,3.0,7.0,2.0,0.22222222,2.0,21.0,0.0,0.6043236
C#CCNCCCN1C(=O)S/C(=C/c2ccc([N+](=O)[O-])cc2)C1=O,48,345.38,2.244,92.55,1.0,6.0,7.0,1.0,0.25,2.0,24.0,0.0,0.26781997
C#CCNCCCN1C(=O)S/C(=C\c2ccc(OCc3ccccc3)cc2)C1=O,53,406.507,3.9148,58.64,1.0,5.0,9.0,2.0,0.2173913,3.0,29.0,0.0,0.38865885
C#CCNCCCOc1cccc(C(=O)NC(C)C)c1,42,274.364,1.8165,50.36,2.0,3.0,8.0,1.0,0.4375,1.0,20.0,0.0,0.5613791
C#CCNCCCOc1cccc(NC(=O)c2ccccc2)c1,42,308.381,2.9306,50.36,2.0,3.0,8.0,2.0,0.21052632,2.0,23.0,0.0,0.5821741
C#CCNCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,46,301.298,1.1812,77.77,1.0,6.0,6.0,2.0,0.25,2.0,22.0,0.0,0.37352806
C#CCNCCOc1ccc2ccc(=O)oc2c1,38,243.262,1.3946,51.47,1.0,4.0,5.0,2.0,0.21428572,2.0,18.0,0.0,0.4896558
C#CCNCCc1cccc(OC(=O)N(C)C)c1,40,246.31,1.5123,41.57,1.0,3.0,5.0,1.0,0.35714287,1.0,18.0,0.0,0.632292
C#CCNCCc1cccc(OC(=O)N(C)CC)c1,43,260.337,1.9024,41.57,1.0,3.0,6.0,1.0,0.4,1.0,19.0,0.0,0.6272205
C#CCNCCc1cccc(OC(=O)N(C)CCC)c1,45,274.364,2.2925,41.57,1.0,3.0,7.0,1.0,0.4375,1.0,20.0,0.0,0.6125052
C#CCNCN1C(=O)S/C(=C/c2ccc(OCc3ccccc3)cc2)C1=O,50,378.453,3.4822,58.64,1.0,5.0,7.0,2.0,0.14285715,3.0,27.0,0.0,0.45410138
C#CCNCN1C(=O)S/C(=C/c2ccc([N+](=O)[O-])cc2)C1=O,45,317.326,1.8114,92.55,1.0,6.0,5.0,1.0,0.14285715,2.0,22.0,0.0,0.2926364
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)N2C,69,508.644,1.9081,103.67,3.0,5.0,9.0,3.0,0.37037036,4.0,36.0,0.0,0.3026928
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)O2,69,495.601,1.8507,109.66,3.0,6.0,9.0,3.0,0.34615386,4.0,35.0,0.0,0.2375163
C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C,70,508.644,1.9081,103.67,3.0,5.0,9.0,3.0,0.37037036,4.0,36.0,0.0,0.3026928
C#CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,58,415.581,4.9619,40.29,2.0,3.0,10.0,3.0,0.4074074,4.0,31.0,0.0,0.3630964
C#CCNCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,57,429.608,4.9723,29.43,1.0,3.0,10.0,3.0,0.42857143,4.0,32.0,0.0,0.36436823
C#CCNCc1cc2cc(OCc3ccccc3)ccc2[nH]1,42,290.366,3.4697,37.05,2.0,2.0,6.0,3.0,0.15789473,3.0,22.0,0.0,0.53859425
C#CCNCc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1,45,332.447,1.6699,35.5,2.0,3.0,5.0,1.0,0.6363636,8.0,25.0,0.0,0.63598466
C#CCNCc1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1,45,332.447,1.9818,33.29,2.0,3.0,6.0,1.0,0.6363636,8.0,25.0,0.0,0.61732954
