# WHAT THIS FILE CONTAINS: Every one of 161,812 distinct training structures as a row, with the 12 named physicochemical descriptors as columns and a count of how many of the 1024 fingerprint bits it sets. 2 structures could not be parsed by RDKit and are absent.
# WHAT IT IS USED FOR: Seeing the chemical space the models were fitted over, at a width that opens in a spreadsheet.
# GENERATED FROM: data/endpoints/ featurised by src/brainsafe/features/featurize.py
smiles,ecfp4_bits_set,mw,clogp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,ring_count,heavy_atoms,formal_charge,qed
Clc1ccc2c(c1)N=C(NCCN1CCCCC1)c1cccnc1O2,49,356.857,3.9945,49.75,1.0,5.0,3.0,2.0,0.36842105,4.0,25.0,0.0,0.90280926
Clc1ccc2c(c1)N=C1CCCCCN1C2,34,234.73,3.7596,15.6,0.0,2.0,0.0,1.0,0.46153846,3.0,16.0,0.0,0.6675133
Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2,41,312.804,1.6877,39.66,2.0,4.0,1.0,2.0,0.23529412,4.0,22.0,0.0,0.8416104
Clc1ccc2c(c1)NC1C=CC=C3C=CN=C2C31,39,254.72,3.5629,24.39,1.0,2.0,0.0,1.0,0.13333334,4.0,18.0,0.0,0.75217855
Clc1ccc2c(c1)Nc1ccccc1S2,25,233.723,4.5482,12.03,1.0,2.0,0.0,2.0,0.0,3.0,15.0,0.0,0.61153245
Clc1ccc2c(c1)[C@H]1CCNC[C@@H]1c1ccccc1O2,37,285.774,4.3064,21.26,1.0,2.0,0.0,2.0,0.29411766,4.0,20.0,0.0,0.7788144
Clc1ccc2c(c1)[C@H]1CNC[C@@H]1c1ccccc1O2,32,271.747,3.9163,21.26,1.0,2.0,0.0,2.0,0.25,4.0,19.0,0.0,0.78420824
Clc1ccc2c(c1)[C@H]1CNC[C@H]1c1ccccc1O2,32,271.747,3.9163,21.26,1.0,2.0,0.0,2.0,0.25,4.0,19.0,0.0,0.78420824
Clc1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21,37,291.741,5.004,44.47,2.0,1.0,0.0,5.0,0.0,5.0,21.0,0.0,0.41397977
Clc1ccc2c(c1)cc1n2CCNC1,31,206.676,2.3979,16.96,1.0,1.0,0.0,2.0,0.27272728,3.0,14.0,0.0,0.7006682
Clc1ccc2c(c1Cl)CCNCC2,23,216.111,2.6816,12.03,1.0,1.0,0.0,1.0,0.4,2.0,13.0,0.0,0.7025021
Clc1ccc2c(c1Nc1ncnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,67,527.021,5.178,87.2,1.0,9.0,9.0,3.0,0.4814815,6.0,37.0,0.0,0.37885317
Clc1ccc2c(c1Nc1ncnc3cc(OCCc4ccncc4)cc(OC4CCOCC4)c13)OCO2,65,520.973,5.3298,96.85,1.0,9.0,8.0,4.0,0.2962963,6.0,37.0,0.0,0.33034113
Clc1ccc2c(n1)CC1CNCC2C1,31,208.692,1.9842,24.92,1.0,2.0,0.0,1.0,0.54545456,3.0,14.0,0.0,0.6600168
Clc1ccc2c(n1)N1CCNCC1C2,34,209.68,1.0693,28.16,1.0,3.0,0.0,1.0,0.5,3.0,14.0,0.0,0.6483562
Clc1ccc2c(n1)OC13CCC1NCC23,36,222.675,1.7154,34.15,1.0,3.0,0.0,1.0,0.54545456,4.0,15.0,0.0,0.6790952
Clc1ccc2c(n1)O[C@@]13CC[C@@H]1NC[C@@H]23,36,222.675,1.7154,34.15,1.0,3.0,0.0,1.0,0.54545456,4.0,15.0,0.0,0.6790952
Clc1ccc2c(n1)O[C@]13CC[C@H]1NC[C@H]23,36,222.675,1.7154,34.15,1.0,3.0,0.0,1.0,0.54545456,4.0,15.0,0.0,0.6790952
Clc1ccc2c3c1CCCN3CCNC2,33,222.719,2.1958,15.27,1.0,2.0,0.0,1.0,0.5,3.0,15.0,0.0,0.7242251
Clc1ccc2c3c1SCCN3CCNC2,34,240.759,2.3553,15.27,1.0,3.0,0.0,1.0,0.45454547,3.0,15.0,0.0,0.74968886
Clc1ccc2cc3n(c2c1)CCNC3,31,206.676,2.3979,16.96,1.0,1.0,0.0,2.0,0.27272728,3.0,14.0,0.0,0.7006682
Clc1ccc2ccc(N3CCN(C4CC4)CC3)nc2c1,34,287.794,3.1726,19.37,0.0,3.0,2.0,2.0,0.4375,4.0,20.0,0.0,0.8456547
Clc1ccc2ccn(CCN3CCCN4CCCCC4C3)c2c1,44,331.891,3.8549,11.41,0.0,2.0,3.0,2.0,0.57894737,4.0,23.0,0.0,0.8458962
Clc1ccc2nc(/C=C/c3cccc(N4CCCC4)n3)nc(N3CCOCC3)c2c1,51,421.932,4.2854,54.38,0.0,6.0,4.0,3.0,0.3478261,5.0,30.0,0.0,0.6261312
Clc1ccc2nc(CCCN3CCN(c4ccccn4)CC3)sc2c1,49,372.925,4.0995,32.26,0.0,5.0,5.0,3.0,0.36842105,4.0,25.0,0.0,0.67454714
Clc1ccc2nc(CCc3cccc(N4CCCC4)n3)nc(N3CCOCC3)c2c1,51,423.948,3.9002,54.38,0.0,6.0,5.0,3.0,0.4347826,5.0,30.0,0.0,0.61996216
Clc1ccc2nc(CN3CCN(c4ccc(Cl)c(Cl)c4)CC3)cn2n1,41,396.709,4.0117,36.67,0.0,4.0,3.0,3.0,0.29411766,4.0,25.0,0.0,0.670069
Clc1ccc2nc(N3CC(c4nccnc4-c4ccccc4)C3)[nH]c2c1,47,361.836,4.2771,57.7,1.0,4.0,3.0,4.0,0.15,5.0,26.0,0.0,0.59146345
Clc1ccc2nc(N3CCN(C4CC4)CC3)ccc2c1,35,287.794,3.1726,19.37,0.0,3.0,2.0,2.0,0.4375,4.0,20.0,0.0,0.8456547
Clc1ccc2nc(N3CCN(Cc4ccccc4)CC3)c3cccn3c2c1,44,376.891,4.4631,23.78,0.0,3.0,3.0,4.0,0.22727273,5.0,27.0,0.0,0.5270398
Clc1ccc2nc(NC3=NCC4(CN5CCC4CC5)N3)sc2c1,51,347.875,2.7852,52.55,2.0,6.0,1.0,2.0,0.5,6.0,23.0,0.0,0.8325537
Clc1ccc2nc(NC3=NCC4(CN5CCC4CC5)N3)sc2n1,50,348.863,2.1802,65.44,2.0,7.0,1.0,2.0,0.53333336,6.0,23.0,0.0,0.77324086
Clc1ccc2nc(OCc3cccc(N4CCCC4)n3)nc(N3CCOCC3)c2c1,53,425.92,3.694,63.61,0.0,7.0,5.0,3.0,0.4090909,5.0,30.0,0.0,0.6171765
Clc1ccc2nc(OCc3cccc(N4CCCC4)n3)nc(OC3CCCOC3)c2c1,60,440.931,4.4152,69.6,0.0,7.0,6.0,3.0,0.4347826,5.0,31.0,0.0,0.5616378
Clc1ccc2ncc(CCc3n[nH]c(N4CCCC4)n3)nc2c1,44,328.807,2.7867,70.59,1.0,5.0,4.0,3.0,0.375,4.0,23.0,0.0,0.79708254
Clc1ccc2ncc3nc(-c4ccccc4)nn3c2c1,36,280.718,3.5979,43.08,0.0,3.0,1.0,4.0,0.0,4.0,20.0,0.0,0.5349593
Clc1ccc2nsnc2c1NC1=NCCN1,37,253.718,1.7158,62.2,2.0,6.0,1.0,2.0,0.22222222,3.0,16.0,0.0,0.81240445
Clc1ccc2sc(CCCCN3CCc4c(Cl)cccc4C3)nc2c1,51,391.367,5.9841,16.13,0.0,3.0,5.0,3.0,0.35,4.0,25.0,0.0,0.49728045
Clc1ccc2sc(CCCCN3CCc4ccccc4C3)nc2c1,46,356.922,5.3307,16.13,0.0,3.0,5.0,3.0,0.35,4.0,24.0,0.0,0.57414514
Clc1ccc2sc(CCCN3CCN(c4ccccn4)CC3)nc2c1,49,372.925,4.0995,32.26,0.0,5.0,5.0,3.0,0.36842105,4.0,25.0,0.0,0.67454714
Clc1cccc(-c2c[nH]c(-c3cccc(CN4CCCCC4)c3)n2)c1Cl,46,386.326,6.0364,31.92,1.0,2.0,4.0,3.0,0.2857143,4.0,26.0,0.0,0.5931666
Clc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1,29,254.72,4.3971,28.68,1.0,1.0,2.0,3.0,0.0,3.0,18.0,0.0,0.72157335
Clc1cccc(-c2c[nH]nn2)c1,27,179.61,2.1251,41.57,1.0,2.0,1.0,2.0,0.0,2.0,12.0,0.0,0.7288356
Clc1cccc(-c2c[nH]nn2)c1Cl,27,214.055,2.7785,41.57,1.0,2.0,1.0,2.0,0.0,2.0,13.0,0.0,0.79228735
Clc1cccc(-c2cc(CNc3cccnc3)cc3c2OCC3)c1,49,336.822,4.949,34.15,1.0,3.0,4.0,3.0,0.15,4.0,24.0,0.0,0.731661
Clc1cccc(-c2ccc(CNCCc3c[nH]c4ccccc34)o2)c1,46,350.849,5.4136,40.96,2.0,2.0,6.0,4.0,0.14285715,4.0,25.0,0.0,0.45612004
Clc1cccc(-c2ccc(OCCCN3CCN(c4ccncc4)CC3)cc2)c1,46,407.945,4.9931,28.6,0.0,4.0,7.0,3.0,0.29166666,4.0,29.0,0.0,0.5155118
Clc1cccc(-c2cccc(-n3nnc(-c4ccccn4)n3)c2)c1,40,333.782,4.0447,56.49,0.0,4.0,3.0,4.0,0.0,4.0,24.0,0.0,0.56737924
Clc1cccc(-c2cnc(NC3CCCC3)nc2-c2ccccc2)c1,40,349.865,5.8185,37.81,1.0,3.0,4.0,3.0,0.23809524,4.0,25.0,0.0,0.64459854
Clc1cccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)oc3c2)n1,50,397.91,4.3929,58.29,0.0,6.0,3.0,3.0,0.47619048,5.0,28.0,0.0,0.6105838
Clc1cccc(-c2cnc3ncccn23)c1,33,229.67,3.0497,30.19,0.0,2.0,1.0,3.0,0.0,3.0,16.0,0.0,0.6421103
Clc1cccc(-c2cnnn2Cc2ccccc2)c1Cl,34,304.18,4.3002,30.71,0.0,2.0,3.0,3.0,0.06666667,3.0,20.0,0.0,0.7220136
Clc1cccc(-c2n[nH]c3c2CCNCC3)c1,34,247.729,2.4183,40.71,2.0,2.0,1.0,2.0,0.30769232,3.0,17.0,0.0,0.8126872
Clc1cccc(-c2n[nH]cc2N2CCCNCC2)c1,41,276.771,2.5298,43.95,2.0,3.0,2.0,2.0,0.35714287,3.0,19.0,0.0,0.8859039
Clc1cccc(-c2n[nH]cc2N2CCNCC2)c1,37,262.744,2.1397,43.95,2.0,3.0,2.0,2.0,0.30769232,3.0,18.0,0.0,0.8716152
Clc1cccc(-c2nc(-c3cccc(C4=NCCN4)c3)no2)c1,41,324.771,3.4068,63.31,1.0,5.0,3.0,3.0,0.11764706,4.0,23.0,0.0,0.8016293
Clc1cccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2CCCCCCNc2c3c(nc4ccccc24)CCCC3)c1,59,611.233,10.637,42.74,1.0,3.0,11.0,6.0,0.25,7.0,45.0,0.0,0.14836432
Clc1cccc(-c2nc(-c3ccccc3)c[nH]2)c1,30,254.72,4.3971,28.68,1.0,1.0,2.0,3.0,0.0,3.0,18.0,0.0,0.72157335
Clc1cccc(-c2nc(-c3ccccn3)no2)c1,35,257.68,3.452,51.81,0.0,4.0,2.0,3.0,0.0,3.0,18.0,0.0,0.7055128
Clc1cccc(-c2nc(-c3ccccn3)no2)c1Cl,35,292.125,4.1054,51.81,0.0,4.0,2.0,3.0,0.0,3.0,19.0,0.0,0.7130147
Clc1cccc(-c2nc(N3CCCCC3)c3nc[nH]c3n2)c1,43,313.792,3.6636,57.7,1.0,4.0,2.0,3.0,0.3125,4.0,22.0,0.0,0.78406614
Clc1cccc(-c2nc3ccc(N4CCCC4)nc3o2)c1,38,299.761,4.1434,42.16,0.0,4.0,2.0,3.0,0.25,4.0,21.0,0.0,0.71288466
Clc1cccc(-c2nccnc2C2CN(c3ncc4ccccc4n3)C2)c1,47,373.847,4.344,54.8,0.0,5.0,3.0,4.0,0.14285715,5.0,27.0,0.0,0.5342223
Clc1cccc(-c2ncnn2Cc2ccccc2)c1Cl,34,304.18,4.3002,30.71,0.0,2.0,3.0,3.0,0.06666667,3.0,20.0,0.0,0.7220136
Clc1cccc(-c2nnc(N3CCC(N4CCCCC4)CC3)s2)c1,43,362.93,4.3132,32.26,0.0,5.0,3.0,2.0,0.5555556,4.0,24.0,0.0,0.81378067
Clc1cccc(-c2nncn2Cc2cccc3ccccc23)c1Cl,39,354.24,5.4534,30.71,0.0,2.0,3.0,4.0,0.05263158,4.0,24.0,0.0,0.4895461
Clc1cccc(-c2nncn2Cc2ccccc2)c1Cl,34,304.18,4.3002,30.71,0.0,2.0,3.0,3.0,0.06666667,3.0,20.0,0.0,0.7220136
Clc1cccc(-c2nncn2[C@@H]2CCc3ccccc32)c1Cl,41,330.218,4.7875,30.71,0.0,2.0,2.0,3.0,0.1764706,4.0,22.0,0.0,0.6764267
Clc1cccc(-c2nncn2[C@H]2CCc3ccccc32)c1Cl,41,330.218,4.7875,30.71,0.0,2.0,2.0,3.0,0.1764706,4.0,22.0,0.0,0.6764267
Clc1cccc(-c2nnnn2CCc2cccnc2)c1Cl,42,320.183,3.2846,56.49,0.0,4.0,4.0,3.0,0.14285715,3.0,21.0,0.0,0.7400888
Clc1cccc(-c2nnnn2Cc2c(Cl)cccc2Cl)c1Cl,33,374.058,5.002,43.6,0.0,3.0,3.0,3.0,0.071428575,3.0,22.0,0.0,0.64813226
Clc1cccc(-c2nnnn2Cc2ccccc2)c1Cl,34,305.168,3.6952,43.6,0.0,3.0,3.0,3.0,0.071428575,3.0,20.0,0.0,0.7408907
Clc1cccc(-c2nnnn2Cc2ccccn2)c1Cl,39,306.156,3.0902,56.49,0.0,4.0,3.0,3.0,0.07692308,3.0,20.0,0.0,0.74590707
Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl,40,306.156,3.0902,56.49,0.0,4.0,3.0,3.0,0.07692308,3.0,20.0,0.0,0.74590707
Clc1cccc(-c2nnnn2Cc2ccncc2)c1Cl,36,306.156,3.0902,56.49,0.0,4.0,3.0,3.0,0.07692308,3.0,20.0,0.0,0.74590707
Clc1cccc(-c2noc(-c3ccc(C4=NCCN4)cc3)n2)c1,41,324.771,3.4068,63.31,1.0,5.0,3.0,3.0,0.11764706,4.0,23.0,0.0,0.8016293
Clc1cccc(-c2noc3c2CCNCC3)c1,33,248.713,2.6832,38.06,1.0,3.0,1.0,2.0,0.30769232,3.0,17.0,0.0,0.8433393
Clc1cccc(-n2cnnc2NCc2cccnc2)c1Cl,43,320.183,3.5812,55.63,1.0,4.0,4.0,3.0,0.071428575,3.0,21.0,0.0,0.798155
Clc1cccc(-n2cnnc2NCc2cccnc2-c2ccsc2)c1Cl,52,402.31,5.3097,55.63,1.0,5.0,5.0,4.0,0.055555556,4.0,26.0,0.0,0.49165988
Clc1cccc(-n2cnnc2NCc2cccnc2N2CCCC2)c1Cl,47,389.29,4.1814,58.87,1.0,5.0,5.0,3.0,0.2777778,4.0,26.0,0.0,0.7095556
Clc1cccc(-n2cnnc2NCc2cccnc2Oc2cccnc2)c1Cl,52,413.268,4.7685,77.75,1.0,6.0,6.0,4.0,0.05263158,4.0,28.0,0.0,0.49085838
Clc1cccc(-n2ncnc2Cc2ccccc2)c1Cl,35,304.18,4.1649,30.71,0.0,2.0,3.0,3.0,0.06666667,3.0,20.0,0.0,0.72700566
Clc1cccc(-n2ncnc2NCc2ccccc2)c1Cl,37,319.195,4.1862,42.74,1.0,3.0,4.0,3.0,0.06666667,3.0,21.0,0.0,0.78406614
Clc1cccc(-n2ncnc2NCc2ccccc2Oc2cccnc2)c1Cl,51,412.28,5.3735,64.86,1.0,5.0,6.0,4.0,0.05,4.0,28.0,0.0,0.46115416
Clc1cccc(-n2ncnc2NCc2cccnc2)c1Cl,42,320.183,3.5812,55.63,1.0,4.0,4.0,3.0,0.071428575,3.0,21.0,0.0,0.798155
Clc1cccc(-n2ncnc2NCc2cccnc2-c2ccsc2)c1Cl,51,402.31,5.3097,55.63,1.0,5.0,5.0,4.0,0.055555556,4.0,26.0,0.0,0.49165988
Clc1cccc(-n2ncnc2NCc2cccnc2N2CCC2)c1Cl,47,375.263,3.7913,58.87,1.0,5.0,5.0,3.0,0.23529412,4.0,25.0,0.0,0.7354117
Clc1cccc(-n2ncnc2NCc2cccnc2N2CCCC2)c1Cl,46,389.29,4.1814,58.87,1.0,5.0,5.0,3.0,0.2777778,4.0,26.0,0.0,0.7095556
Clc1cccc(-n2ncnc2NCc2cccnc2N2CCOCC2)c1Cl,50,405.289,3.4178,68.1,1.0,6.0,5.0,3.0,0.2777778,4.0,27.0,0.0,0.70187354
Clc1cccc(-n2ncnc2NCc2cccnc2Oc2cccnc2)c1Cl,51,413.268,4.7685,77.75,1.0,6.0,6.0,4.0,0.05263158,4.0,28.0,0.0,0.49085838
Clc1cccc(-n2ncnc2Nc2ccccc2)c1Cl,33,305.168,4.3177,42.74,1.0,3.0,3.0,3.0,0.0,3.0,20.0,0.0,0.78345
Clc1cccc(-n2nncc2Cc2ccccc2)c1Cl,35,304.18,4.1649,30.71,0.0,2.0,3.0,3.0,0.06666667,3.0,20.0,0.0,0.72700566
Clc1cccc(-n2nnnc2Cc2cccnc2)c1Cl,40,306.156,2.9549,56.49,0.0,4.0,3.0,3.0,0.07692308,3.0,20.0,0.0,0.7462854
Clc1cccc(-n2nnnc2NC2COc3ccccc32)c1Cl,45,348.193,3.5147,64.86,1.0,5.0,3.0,3.0,0.13333334,4.0,23.0,0.0,0.7846893
Clc1cccc(-n2nnnc2NCc2cccc3c2CCO3)c1Cl,48,362.22,3.5161,64.86,1.0,5.0,4.0,3.0,0.1875,4.0,24.0,0.0,0.76950043
Clc1cccc(-n2nnnc2NCc2cccc3c2OCO3)c1Cl,46,364.192,3.3099,74.09,1.0,6.0,4.0,3.0,0.13333334,4.0,24.0,0.0,0.76579654
Clc1cccc(-n2nnnc2NCc2ccccc2)c1Cl,38,320.183,3.5812,55.63,1.0,4.0,4.0,3.0,0.071428575,3.0,21.0,0.0,0.798155
Clc1cccc(-n2nnnc2NCc2ccccc2N2CCOCC2)c1Cl,48,405.289,3.4178,68.1,1.0,6.0,5.0,3.0,0.2777778,4.0,27.0,0.0,0.70187354
Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl,51,413.268,4.7685,77.75,1.0,6.0,6.0,4.0,0.05263158,4.0,28.0,0.0,0.49085838
Clc1cccc(-n2nnnc2N[C@@H]2CCc3ccccc32)c1Cl,45,346.221,4.0685,55.63,1.0,4.0,3.0,3.0,0.1875,4.0,23.0,0.0,0.77680194
Clc1cccc(-n2nnnc2N[C@H]2CCc3ccccc32)c1Cl,45,346.221,4.0685,55.63,1.0,4.0,3.0,3.0,0.1875,4.0,23.0,0.0,0.77680194
Clc1cccc(Br)c1N(CC1CC1)C1=NCCN1,40,328.641,3.2781,27.63,1.0,3.0,3.0,1.0,0.46153846,3.0,18.0,0.0,0.92190206
Clc1cccc(Br)c1N=C1NCCN1,28,274.549,2.2828,36.42,2.0,1.0,1.0,1.0,0.22222222,2.0,14.0,0.0,0.8241942
Clc1cccc(C#Cc2cncc(OC[C@@H]3CCN3)c2)c1,44,298.773,2.8755,34.15,1.0,3.0,3.0,2.0,0.23529412,3.0,21.0,0.0,0.88491505
Clc1cccc(C(OC2CC3CCC(C2)N3CCCc2ccccc2)c2ccccc2)c1,47,446.034,7.0742,12.47,0.0,2.0,8.0,3.0,0.37931034,5.0,32.0,0.0,0.3671355
Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,44,308.772,4.0505,46.5,1.0,2.0,3.0,4.0,0.05882353,4.0,22.0,0.0,0.62037736
Clc1cccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)c1,55,436.991,4.0244,50.08,0.0,5.0,6.0,3.0,0.45833334,5.0,31.0,0.0,0.58362263
Clc1cccc(C2=NCCCC2)c1,28,193.677,3.313,12.36,0.0,1.0,1.0,1.0,0.36363637,2.0,13.0,0.0,0.6491226
Clc1cccc(C2=Nn3c(nnc3-c3ccncc3)SC2)c1,42,327.8,3.3516,55.96,0.0,5.0,2.0,3.0,0.06666667,4.0,22.0,0.0,0.7239743
Clc1cccc(C2CC=CCNC2)c1,31,207.704,2.9731,12.03,1.0,1.0,1.0,1.0,0.33333334,2.0,14.0,0.0,0.69866306
Clc1cccc(C2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl,53,435.42,6.6417,25.36,0.0,4.0,7.0,3.0,0.4090909,4.0,28.0,0.0,0.38909337
Clc1cccc(C2CCN(CCCOc3ccc4scnc4c3)CC2)c1Cl,52,421.393,6.2516,25.36,0.0,4.0,6.0,3.0,0.3809524,4.0,27.0,0.0,0.44000962
Clc1cccc(C2CN3CCCC3c3cc(OCCCN4CCCCC4)ccc32)c1,53,425.016,5.8772,15.71,0.0,3.0,6.0,2.0,0.53846157,5.0,30.0,0.0,0.5384773
Clc1cccc(CC(c2ccccc2)N2CCNCC2)c1,37,300.833,3.529,15.27,1.0,2.0,4.0,2.0,0.33333334,3.0,21.0,0.0,0.92909837
Clc1cccc(CC(c2ccccc2)N2CCNCC2)c1Cl,37,335.278,4.1824,15.27,1.0,2.0,4.0,2.0,0.33333334,3.0,22.0,0.0,0.9015947
Clc1cccc(CCC2=N[C@H](c3ccccc3)[C@H](c3ccccc3)N2)c1,38,360.888,5.7569,24.39,1.0,2.0,5.0,3.0,0.17391305,4.0,26.0,0.0,0.61445224
Clc1cccc(CCOc2ccc(Cl)cc2OC2CNC2)c1,39,338.234,3.9655,30.49,1.0,3.0,6.0,2.0,0.29411766,3.0,22.0,0.0,0.86467683
Clc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,41,329.271,3.3363,24.5,1.0,3.0,4.0,1.0,0.625,3.0,21.0,0.0,0.91693693
Clc1cccc(CN(CC2CC2)[C@@H]2CCNC2)c1Cl,39,299.245,3.5673,15.27,1.0,2.0,5.0,1.0,0.6,3.0,19.0,0.0,0.8939556
Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,39,299.245,3.5673,15.27,1.0,2.0,5.0,1.0,0.6,3.0,19.0,0.0,0.8939556
Clc1cccc(CN(CC2CNC2)c2ccccc2)c1Cl,37,321.251,4.2194,15.27,1.0,2.0,5.0,2.0,0.29411766,3.0,21.0,0.0,0.8869108
Clc1cccc(CN(CC2CNC2)c2ccccc2)c1Cl.O=C(O)C(F)(F)F,37,321.251,4.2194,15.27,1.0,2.0,5.0,2.0,0.29411766,3.0,21.0,0.0,0.8869108
Clc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1Cl,45,336.266,3.7525,28.16,1.0,3.0,5.0,2.0,0.3529412,3.0,22.0,0.0,0.90128535
Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl,45,336.266,3.7525,28.16,1.0,3.0,5.0,2.0,0.3529412,3.0,22.0,0.0,0.90128535
Clc1cccc(CN2CC=C(c3nc4ccccc4s3)CC2)c1,46,340.879,5.239,16.13,0.0,3.0,3.0,3.0,0.21052632,4.0,23.0,0.0,0.6478792
Clc1cccc(CN2CCN(Cc3ccccc3)CC2)c1,26,300.833,3.6578,6.48,0.0,2.0,4.0,2.0,0.33333334,3.0,21.0,0.0,0.8501099
Clc1cccc(CNCC[C@@]2(c3ccccn3)CCOC3(CCCC3)C2)c1,52,384.951,5.2759,34.15,1.0,3.0,6.0,2.0,0.5217391,4.0,27.0,0.0,0.6880875
Clc1cccc(CNCC[C@@]2(c3ccccn3)CCOC3(CCOC3)C2)c1,54,386.923,4.1222,43.38,1.0,4.0,6.0,2.0,0.5,4.0,27.0,0.0,0.75813466
Clc1cccc(CNCC[C@@]2(c3ccccn3)CCO[C@]3(CCOC3)C2)c1,54,386.923,4.1222,43.38,1.0,4.0,6.0,2.0,0.5,4.0,27.0,0.0,0.75813466
Clc1cccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)c1,50,407.949,4.8186,53.08,2.0,5.0,7.0,3.0,0.3043478,4.0,29.0,0.0,0.58772457
Clc1cccc(CNc2nnnn2-c2cccc(Cl)c2Cl)c1,41,354.628,4.2346,55.63,1.0,4.0,4.0,3.0,0.071428575,3.0,22.0,0.0,0.76134837
Clc1cccc(COc2cc(Br)ccc2OC2CNC2)c1,42,368.658,4.0321,30.49,1.0,3.0,5.0,2.0,0.25,3.0,21.0,0.0,0.8640598
Clc1cccc(COc2cc(Cl)ccc2O[C@@H]2CCNC2)c1,42,338.234,4.3131,30.49,1.0,3.0,5.0,2.0,0.29411766,3.0,22.0,0.0,0.8810701
Clc1cccc(COc2cc(Cl)ccc2O[C@H]2CCNC2)c1,42,338.234,4.3131,30.49,1.0,3.0,5.0,2.0,0.29411766,3.0,22.0,0.0,0.8810701
Clc1cccc(COc2ccc(Br)cc2OC2CCNCC2)c1,44,396.712,4.8123,30.49,1.0,3.0,5.0,2.0,0.33333334,3.0,23.0,0.0,0.7863227
Clc1cccc(COc2ccc(Br)cc2OC2CN(C3CCC3)C2)c1,48,422.75,5.297,21.7,0.0,3.0,6.0,2.0,0.4,4.0,25.0,0.0,0.63057005
Clc1cccc(COc2ccc(Br)cc2OC2CNC2)c1,42,368.658,4.0321,30.49,1.0,3.0,5.0,2.0,0.25,3.0,21.0,0.0,0.8640598
Clc1cccc(COc2ccc(Br)cc2OCC2CNC2)c1,43,382.685,4.2797,30.49,1.0,3.0,6.0,2.0,0.29411766,3.0,22.0,0.0,0.8086958
Clc1cccc(COc2ccc(Cl)cc2OC2CNC2)c1,38,324.207,3.923,30.49,1.0,3.0,5.0,2.0,0.25,3.0,21.0,0.0,0.9040799
Clc1cccc(COc2ccc3c(c2)OCCO3)c1,35,276.719,3.6902,27.69,0.0,3.0,3.0,2.0,0.2,3.0,19.0,0.0,0.8556312
Clc1cccc(COc2ccc3c(c2)OCO3)c1,35,262.692,3.6477,27.69,0.0,3.0,3.0,2.0,0.14285715,3.0,18.0,0.0,0.84507763
Clc1cccc(COc2cncc(N3CCNCC3)n2)c1,44,304.781,2.1186,50.28,1.0,5.0,4.0,2.0,0.33333334,3.0,21.0,0.0,0.93745196
Clc1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,47,344.823,4.6172,48.15,0.0,5.0,4.0,3.0,0.1764706,4.0,23.0,0.0,0.64631575
Clc1cccc(CSc2nnc(-c3ccncc3)o2)c1,39,303.774,4.0773,51.81,0.0,5.0,4.0,3.0,0.071428575,3.0,20.0,0.0,0.67980427
Clc1cccc(Cl)c1-c1cc(-c2cnn(C3CCNCC3)c2)on1,46,363.248,4.4364,55.88,1.0,4.0,3.0,3.0,0.29411766,4.0,24.0,0.0,0.7477307
Clc1cccc(Cl)c1/C=N/N=c1ccn(CCCc2ccccc2)cc1,40,384.31,5.3625,29.65,0.0,2.0,6.0,3.0,0.14285715,3.0,26.0,0.0,0.40447783
Clc1cccc(Cl)c1CC(c1ccccc1)N1CCNCC1,34,335.278,4.1824,15.27,1.0,2.0,4.0,2.0,0.33333334,3.0,22.0,0.0,0.9015947
Clc1cccc(Cl)c1CC1=NCCN1,28,229.11,2.5376,24.39,1.0,2.0,2.0,1.0,0.3,2.0,14.0,0.0,0.82739675
Clc1cccc(Cl)c1CO/N=C/C1CCN(CCCc2ccccc2)CC1,46,405.369,5.8406,24.83,0.0,3.0,8.0,2.0,0.4090909,3.0,27.0,0.0,0.40715384
Clc1cccc(Cl)c1CO/N=C/c1cc[n+](CCCc2ccccc2)cc1,42,400.329,5.4644,25.47,0.0,2.0,8.0,3.0,0.18181819,3.0,27.0,1.0,0.27992943
Clc1cccc(Cl)c1CON=C1CCN(CCCc2ccccc2)CC1,42,391.342,5.5946,24.83,0.0,3.0,7.0,2.0,0.3809524,3.0,26.0,0.0,0.5746534
